Batch,fecha_batch,es_lockbox,rendimiento_proxy_batch,recuperacion_refinada_pct,sn_perdido_escoria_frac,recuperacion_real_pct,f_metal,f_dross,f_polvo,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,T_media_R,R_sum_ln_sn_dep,R_sum_ln_feo_ret,R_n_validos,R_lnirf_twmean,R_lnirf_fin,F_lnirf_F0,F_lnirf_fin,F_sum_d_lnirf,F_sum_ln_sn_dep,F_sn_ext_kg,R_sdi_w10,idx_cronologico,recuperacion_refinada_pct_next,rendimiento_proxy_batch_next,recuperacion_real_pct_next,f_metal_next,f_dross_next,f_polvo_next,es_dev,R_sum_m6_ln_sn_dep,R_sum_m6_ln_feo_ret,F_sum_m6_ln_sn_dep,F_m6_sn_ext_kg,R_m6_masa_fin_kg,F_m6_masa_fin_kg,m6_k_anclaje,xG,xC,xG_gate,xG_late,xG_early,xG_late_gate,xC_late,xC_early,x_F_lanza,x_F_lanza_sq,x_F_o2,x_F_enriq,x_F_aire,x_F_esteq,x_F_caudal,x_F_ppunta,x_F_gn,x_F_carbon,x_R_lanza,x_R_lanza_sq,x_R_o2,x_R_enriq,x_R_aire,x_R_esteq,x_R_caudal,x_R_ppunta,x_R_gn,x_R_carbon
AP0216,2026-07-02 03:36:00,False,74.64826729378122,73.48446419256281,0.015590490488389,77.57604347502986,0.7464826729378121,0.1026811362295563,0.1508361908326315,39.39012,5.41824,7.959268008,50.77613943108464,38.53109184,252.0778582227898,0.4411796710766901,18.709358717696688,1006.6542343228272,969.9018880324294,2.633346114697656,-0.3251569520925788,4,-1.1789258296801184,-1.4311401752440482,-1.1005262371297553,-1.159022360935858,-0.0584961238061025,3.3468549076741363,35890.26848745591,-0.618223406228132,216,76.75021429676049,77.43659000960069,72.6705002947166,0.7743659000960069,0.0752444523477987,0.1503896475561942,True,2.6317616958505834,-0.3221804733972866,3.083216407707783,35760.14662229777,58152.71477869259,77500.54599893298,1.0146018235611691,0.8231435406541721,0.3678415064585602,0.5955210036445646,0.5556430355411974,0.2675005051129746,0.32802049853159,0.3060141276739329,0.0618273787846273,-0.14967017879413605,0.21849414343709297,0.1182377658809321,0.16000357215788405,-0.022878883692982604,0.09264901668427661,0.044103117991897756,-0.047049595819189695,0.06656212208152083,-0.16671498682386257,-0.9869827802069648,1.468665897864287,0.423152866914849,0.2978181965471866,0.17857081910513944,-0.928734005734875,0.4114762086740144,-0.11190918718092852,0.8231435406541721,0.36784150645856023
AP0217,2026-07-02 11:40:00,False,77.43659000960069,76.75021429676049,0.0088637130425693,72.6705002947166,0.7743659000960069,0.0752444523477987,0.1503896475561942,36.2502,3.5224,7.0401535,49.882964687165526,38.53109184,252.0778582227898,0.4413506368910534,18.69096764868742,993.2126449843712,945.510133468082,2.3550129432800992,0.4327113825774746,4,-1.3243861816985845,-1.2786765076693796,-0.863959144969887,-1.1170711947761316,-0.2531120498062446,2.5232522436145723,40848.229660814686,6.682126769054845,217,63.18360377448334,66.11835591013704,68.54000429338728,0.6611835591013704,0.1365089383134618,0.2023075025851677,True,3.354892702192417,-0.5660253440210486,3.4202888034413093,36830.00151727606,54564.80628863369,74734.17397085796,1.2141868491615275,-0.2296358538575998,0.1623200013885566,0.3261906099585783,-0.5280043857552581,0.2983685318976583,0.0,0.1651192717843134,-0.0027992703957568,0.19220242842858434,0.15769139982502922,-0.2052730174643964,-0.004556472256875129,-0.05303469606009411,-0.06915790741984092,-0.10750238984605608,0.5371256217410504,-0.148199660216008,0.26668710035402954,0.5322402814381519,0.6982799891617746,0.23501092268912427,-0.041196821964996855,0.07983523856981312,0.5782917261042068,0.0867268486327762,0.5993255040908342,-0.22963585385759985,0.1623200013885566
AP0218,2026-07-02 19:29:00,False,66.11835591013704,63.18360377448334,0.0443863446883403,68.54000429338728,0.6611835591013704,0.1365089383134618,0.2023075025851677,33.88448,6.99584,10.367899248,49.43752243573926,38.53109184,252.0778582227898,0.4320441079517501,18.579042787344413,1055.327884643389,1031.5628858328637,0.8048520532232326,0.3273952544443036,1,-1.251793545512988,-1.251793545512988,-1.5150341390890356,-1.3705441414620272,0.1444899976270084,2.6072661103238417,39410.09456476074,4.078804597666268,218,59.321399986192574,60.280124423987154,63.69177599977403,0.6028012442398716,0.2055455877920586,0.1916531679680698,True,1.2430875111508102,-0.1111562675630444,3.200748846888158,36337.9101529885,61592.0762370603,71616.18283177118,0.8923655861752529,-2.7864279956524958,-0.0430640000853345,-2.7864279956524958,-2.080297103215488,-0.7061308924370078,-2.080297103215488,0.0544421228764834,-0.0975061229618179,-0.4538425212738015,0.3852612123046176,0.24419451132987005,0.24366145447428855,0.06580208454816917,-0.31473230108640754,0.17223084041110512,-0.23986546105065853,0.44416419440505356,-0.46949618318101854,0.06072514827898681,0.4723074028294667,-0.7925139906198425,-0.6081946201650943,-0.012155593884748503,5.197453003067381,-0.7353913342618678,1.6936073844301869,-2.7864279956524953,-0.04306400008533458
AP0219,2026-07-03 03:24:00,False,60.280124423987154,59.321399986192574,0.0159044867102676,63.69177599977403,0.6028012442398716,0.2055455877920586,0.1916531679680698,32.2028,10.98064,10.238480256,50.56037376020768,38.53109184,252.0778582227898,0.4524248352306438,19.077122921577224,1067.1995163139204,1047.6324488132827,-0.0375004373022933,-0.0837485799834114,1,-1.2927433224004137,-1.3660989579994245,,,,,,-0.8749862371364079,219,77.40069151848783,78.80569506549615,74.7730536359209,0.7880569506549615,0.0621729998999331,0.1497700494451052,True,0.0023625184633675,-0.1236118341550442,,,56802.70648737571,,0.9483170036160078,2.0361038940355383,0.4996432464851372,2.0361038940355383,1.184734781485049,0.8513691125504893,1.184734781485049,0.149260697025351,0.3503825494597862,1.347801544643007,19.50021735044736,-1.9088135385962248,-2.6537445426962254,-1.5503549162969612,-0.08955654599842248,-1.9902417165911475,0.01128688936807811,-4.05965526967866,-1.0944521994330734,0.701582226535725,2.2017715640657993,0.9783447977227177,0.9223442011025517,0.29588086744246944,-4.201027605856282,0.6829622757738752,-1.5005539992830197,2.0361038940355383,0.49964324648513725
AP0220,2026-07-03 13:09:00,False,78.80569506549615,77.40069151848783,0.0178287057279376,74.7730536359209,0.7880569506549615,0.0621729998999331,0.1497700494451052,38.35524,3.026,7.289404892000001,51.29553781066149,38.53109184,252.0778582227898,0.4456314440714362,20.476045776363836,1083.2373448787705,987.3169913793804,2.6176995021184304,-0.2288511540414259,4,-0.8399660760169706,-0.9381857519417768,-0.3551040265012983,-0.6902046104073324,-0.2777212418995055,2.669116135649974,19804.352436522306,0.3291879617041706,220,67.5295878084326,68.34855929233406,68.56644777351154,0.6834855929233405,0.1713166667149104,0.1451977403617489,True,2.482069207405144,-0.0964987658340689,3.004251431795999,20602.33387275203,74412.9919074531,90372.91584869112,0.9220828532232748,-0.2182660727238685,0.4006716933715758,-0.2182660727238685,0.4223913418659618,-0.6406574145898304,0.4223913418659618,0.5023193556129615,-0.1016476622413856,0.8154652336412211,2.5966300595481666,0.14801604425513962,0.14144969405291755,0.21361085013829925,-0.1014342252826621,0.28272287931056794,0.14115794169016374,0.4009295218721725,-0.28500756400532573,1.5675220031830757,3.913800783823712,1.0989133963895823,1.436978640795388,-0.8123770865593591,0.710071877282365,-0.583685952358131,0.6647096054754742,-0.21826607272386855,0.4006716933715758
AP0221,2026-07-03 21:08:00,False,68.34855929233406,67.5295878084326,0.0119822786666014,68.56644777351154,0.6834855929233405,0.1713166667149104,0.1451977403617489,35.73472,8.95696,7.5913825400000015,52.11691893101828,38.53109184,251.2232901146917,0.4442980200026196,19.841513686993675,1000.4750643941104,981.8484250243092,2.525154665641914,-0.3506562619212163,3,-1.4635116502218564,-1.5826012919453618,-0.9745862787811151,-1.1335841556209263,-0.0270325095374119,2.7825736477455805,17988.86616643665,-0.9814079535702488,221,57.98409620648263,59.15619740294824,62.64225041905433,0.5915619740294824,0.1619820627277816,0.2464559632427359,True,2.604782569389565,-0.4312194727584312,2.5423525501523114,17467.39266594652,60172.87407629833,76758.1719452927,1.0426910622422396,0.5243988914500268,0.2516763512033702,0.5243988914500268,0.3531464136104192,0.1712524778396075,0.3531464136104192,-0.0023088347769108,0.2539851859802811,-0.43264335171497365,3.409981387336016,0.0673222455851172,-0.5240437165492361,0.948872564356487,0.34947825028018165,0.7008636884337006,-0.27193922447038776,-0.08146946453076943,0.16748173002520805,0.0732819454883806,0.9733618072763772,0.5616806610793637,0.6495961798428249,-0.1306506141611255,-0.28321021163189797,0.30911669913469475,-0.9086637057438581,0.5243988914500268,0.2516763512033702
AP0222,2026-07-04 05:10:00,False,59.15619740294824,57.98409620648263,0.0198136670023212,62.64225041905433,0.5915619740294824,0.1619820627277816,0.2464559632427359,32.0852,8.785599999999999,13.367304220000005,51.219743520326055,38.53109184,250.5111500246101,0.4470945803605679,19.11882716421698,985.6405350372528,939.645783740832,2.4262980302556496,-0.3173625019217149,4,-1.4546621641222877,-1.5323296833919315,-1.4029514276108048,-1.2804728862038888,0.122478541406916,2.8293093057298506,34388.3197611625,-0.7473269889615,222,67.90518378251541,68.96693629425373,73.03520867215123,0.6896693629425372,0.1568555305642134,0.1534751064932493,True,2.36073757980852,-0.2495648025047784,2.8517281776688472,35306.1503132697,58142.97491813992,76333.32171785596,0.9137722187993464,-0.5016707500546786,-0.242575174200586,-0.5828352750689212,0.2298263615623056,-0.7314971116169843,0.0,-0.3621148706105491,0.119539696409963,-0.0658693907951805,0.5103094439780173,0.025263444582856218,-0.0017921265062784918,0.1155118038517241,0.1410877993113947,0.10725291173053796,0.9427562461541479,0.0006599699794164656,0.6914181905928237,0.6973514772137672,3.2709319519505557,-0.4158183193670326,0.28955340860315504,0.1516281434564561,0.08682863000582758,-0.05067465624879691,0.8745242214868404,-0.5016707500546786,-0.24257517420058605
AP0223,2026-07-04 13:17:00,False,68.96693629425373,67.90518378251541,0.0153950946466326,73.03520867215123,0.6896693629425372,0.1568555305642134,0.1534751064932493,37.73196,8.5816,8.396656268000001,51.66269897218412,38.53109184,250.5111500246101,0.4470279425469602,19.484850582003244,1001.1614728193196,951.6163005761148,2.847752761706481,-0.4008212892512,4,-1.5277242710023982,-1.687040869254286,-1.470205359710465,-1.3862738076745298,0.0839315520359351,3.318660390515949,33710.694551800094,-1.160460130805519,223,64.28045817732976,65.65726134183335,59.96581455139282,0.6565726134183334,0.117596826470104,0.2258305601115624,True,2.896857871898453,-0.4542936496734819,2.8934890779950964,32457.62777243751,57238.01575487985,81398.28283184425,1.0083858026881676,0.7190826531806938,0.304937663767824,0.4797670202937591,0.2393156328869345,0.4797670202937591,0.0,0.1458006064735439,0.15913705729428,-0.027819626489560118,0.2818641967558111,-0.4667504031805634,-0.24908404764546102,-0.028241742642323098,-0.11278179497466452,-0.19548665715510916,-0.29487783625758873,-0.3019579449449204,0.18532724183156848,0.17019213363626953,0.1957357820425923,0.718943888416924,0.4025997119036217,0.1520555131894873,-0.40518510296716576,0.4993087648097838,0.7759844127619002,0.7190826531806938,0.304937663767824
AP0224,2026-07-04 21:02:00,False,65.65726134183335,64.28045817732976,0.020969549085142,59.96581455139282,0.6565726134183334,0.117596826470104,0.2258305601115624,30.33492,5.4332,10.433807068,50.58702233420328,38.53109184,250.0172020301925,0.4453407806727429,18.79557230241472,1020.0770964339688,993.3774328183258,2.7945497002580035,-0.3253822288201965,4,-1.4998199811600277,-1.6923695912327783,-1.4228628587738863,-1.4043390095186936,0.0185238492551926,2.715895334237634,32781.94541690246,-0.4592725879439614,224,60.58829688060983,60.86118849974752,67.67957062210127,0.6086118849974752,0.2081307280370073,0.1832573869655173,True,2.94121465976002,-0.4740911973854334,2.364792620815088,31375.01462969171,56084.90286703327,81617.1452626026,1.1841882338884446,0.9290595548951686,0.0757399793178375,0.9290595548951686,0.5866548370662206,0.3424047178289481,0.5866548370662206,0.3734063390488662,-0.2976663597310287,0.32745898790617595,0.26368526705289835,0.13379678576830437,0.20998345587269018,-0.05303068444317696,-0.07754037069051184,0.0795441906424691,-0.9984134762338162,0.17416934600515036,0.32350114592111195,0.06793996476722033,1.089366661254389,0.6836959592672174,0.5314816102213724,0.43385452346576975,-0.4379984441501487,0.7493386757299905,-0.8090915808489383,0.9290595548951686,0.07573997931783752
AP0225,2026-07-05 04:50:00,False,60.86118849974752,60.58829688060983,0.0044838365116518,67.67957062210127,0.6086118849974752,0.2081307280370073,0.1832573869655173,33.43368,11.43352,10.067119924,49.39995879507248,38.30485779,249.60557870151104,0.3882558165884255,19.031355996522347,996.870268759498,963.1686352599132,3.65298415647176,-0.4918068098817294,4,-1.493925012474289,-1.7899139704255058,-1.623962660482153,-1.3289353703743163,0.2950272901078365,3.799365618448019,35456.718791277905,-1.2650839423455338,225,66.52672916909347,67.43359127513693,69.6964725366954,0.6743359127513694,0.2003748364611712,0.1252892507874594,True,3.748026287702216,-0.5912729655007734,3.556244304674738,35006.12702661521,53440.03991364454,73548.552741444,0.923961827480756,0.116645426124006,0.201451420894235,0.2513629342664271,-0.1835073643679957,0.3001527904920018,-0.0487898562255747,0.2465007361847005,-0.0450493152904655,0.4627878446418043,0.6939552887758295,2.4389352415008874e-05,0.11804198720674075,-0.056765869125933545,-0.0836276284735663,-0.006225344800421963,0.5343284966762925,0.13325656949051318,-0.07091837869331168,0.11648258603615586,0.405207411099249,-0.2926406272152464,-0.48162219747544444,0.16789380332724757,-0.2962337705964143,0.12249068211338392,-0.337766378830204,0.11664542612400605,0.20145142089423504
AP0226,2026-07-05 13:05:00,False,67.43359127513693,66.52672916909347,0.013448224970599,69.6964725366954,0.6743359127513694,0.2003748364611712,0.1252892507874594,35.15064,10.4448,6.5308658,50.433886709966686,38.30485779,249.60557870151104,0.3990116264955906,18.942842838785275,966.4449618460212,934.3796373405688,3.189039946873045,-0.2839601038599792,4,-1.4237765083587182,-1.5356888467918348,-1.5199620696559868,-1.3097438641887065,0.2102182054672805,2.8691943003102445,30180.977891672628,0.3494389082732527,226,72.2549691965013,72.65281995285044,74.1102151770228,0.7265281995285043,0.092675499221393,0.1807963012501026,True,3.336234556550884,-0.4370900728245886,2.4216584217383184,27748.75635366197,57074.94004630492,86554.74929313417,1.0310255493257208,1.1852063844026106,0.0722034068637049,0.0,1.2502242882966397,-0.065017903894029,0.0,0.5637538073470099,-0.4915504004833049,-0.04670701392711842,0.38185630356115835,-0.005677026293972679,0.02935322053004546,0.02016421397673689,0.3341280345454613,0.0685078493940682,0.40201862970560603,-0.0818031627060118,-0.03931855714108595,0.3535676341348938,1.700393717062993,1.7014829012813248,1.637256119503713,-0.3716701123095697,-0.019808550723604566,0.14411072775220368,-0.12402044215616057,1.1852063844026106,0.07220340686370497
AP0227,2026-07-05 20:46:00,False,72.65281995285044,72.2549691965013,0.0054760538766055,74.1102151770228,0.7265281995285043,0.092675499221393,0.1807963012501026,37.00676,4.720560000000001,9.20911994,49.93476258516331,38.30485779,249.60557870151104,0.4004392915306108,19.93812211295685,973.18680780761,979.3079802550784,2.604731277319033,-0.2310429547439486,3,-1.4689274394103744,-1.6524309673136353,-1.4949310191664522,-1.3663419510613857,0.1285890681050665,4.500754277963328,22892.094681002756,0.2943017298795465,227,66.96503127723106,67.57184117073118,79.03521847344473,0.6757184117073118,0.1193015342354335,0.2049800540572545,True,2.666572148342268,-0.3043935802446113,4.061542809791288,42336.10060778827,55792.08077727427,63935.47166431365,1.081074302118216,0.0544787476893872,0.2711487427696042,0.0544787476893872,0.0844264558416089,-0.0299477081522217,0.0844264558416089,0.2818481766917239,-0.0106994339221197,0.22472888647331038,0.4180424454958163,0.017892074671261287,-0.24915024830003074,0.04279520090215674,-0.11158442630335458,0.18064231063128555,0.571114662644799,0.3273402976970962,-0.17829584501226894,-0.4433079983051862,1.7502006025375758,0.04164985597133031,-0.1486964556903327,-0.017875904757843418,0.061564725414404234,0.2124273292377183,0.6474665886941651,0.05447874768938721,0.2711487427696042
AP0228,2026-07-06 04:17:00,False,67.57184117073118,66.96503127723106,0.0089802184310313,79.03521847344473,0.6757184117073118,0.1193015342354335,0.2049800540572545,39.11572,6.90608,11.865804248000002,49.49150613551173,38.30485779,249.60557870151104,0.3968211722482171,18.51352807048642,976.4187858148522,955.94352624051,2.932359503039236,-0.3482744938420994,3,-1.3889063716529704,-1.486895658391727,-1.399621635228807,-1.2414574040712465,0.1581642311575601,3.842537070182357,34854.83992681155,-0.5503854353817585,228,73.47448383181303,74.73219532607355,74.3488482880298,0.7473219532607356,0.1110809013215227,0.1415971454177418,True,2.925217459536678,-0.3424551858070661,3.344142786667448,34680.19786433345,57330.43014866522,76510.07292992857,0.8175909151009103,0.3745922245591424,0.454685560283564,0.1962709472799255,0.1783212772792169,0.1962709472799255,0.0,0.3773558973504241,0.0773296629331399,-0.1290643217530795,0.21217531274321363,0.2436047457331564,0.17668839355762667,-0.05848451527796198,-0.08925631423944945,0.14066150769524735,-0.22307894309771267,0.23304622499245461,-0.24319830686359,0.11736679906687035,0.12728050373214944,-0.4086397272889959,-0.29019040383248285,0.1544436899901689,-0.47594767879742705,0.05643480597835067,-0.13579590839493483,0.37459222455914243,0.454685560283564
AP0229,2026-07-06 12:06:00,False,74.73219532607355,73.47448383181303,0.0168295804609089,74.3488482880298,0.7473219532607356,0.1110809013215227,0.1415971454177418,37.33996,5.550160000000001,7.0749048960000005,50.22264750537063,38.30485779,249.60557870151104,0.3998335685422957,19.32572993576921,941.8353366833036,942.162713645488,3.0553054734287373,-0.2792772456914317,4,-1.2772660583801836,-1.3744223587152449,-1.095101520081756,-1.1468152621040284,-0.0517137420222724,2.891358774125351,29994.12058232641,0.2625330165144204,229,63.368908736985794,63.99737737146059,65.51995724630203,0.6399737737146058,0.1912813862292275,0.1687448400561665,True,3.196774266587118,-0.4251994427382841,2.4416013643716563,27788.20065823825,58027.43566093913,87892.18990637556,1.0881736523456644,0.6031258480070345,0.1379842749951974,0.1755147382367917,0.2531658002227896,0.3499600477842448,0.0,-0.2114203022180191,0.3494045772132166,0.14861906867903651,0.5900033087739872,0.20434729401960436,0.11772814568064571,-0.043845847503899305,0.0032043434191127047,0.11540926337296258,0.37045717227917047,0.179241456106229,-0.25163807712737857,-0.012842574028454137,0.08467854885012972,0.189592230693555,-0.18031936395832182,0.21848838633871642,-0.036420147929396615,0.4002032521606197,0.7673625048698065,0.6031258480070345,0.13798427499519744
AP0230,2026-07-06 19:26:00,False,63.99737737146059,63.368908736985794,0.0098202248324484,65.51995724630203,0.6399737737146058,0.1912813862292275,0.1687448400561665,34.02168,10.16872,8.970653464000002,51.92567490864809,38.30485779,249.4596866861012,0.3850329550734162,19.05972319968201,956.3712217136698,969.3768176032432,3.0284566975208667,-0.1837707832848103,3,-1.496960366879195,-1.5200218770807143,-1.4577462940970956,-1.4448176532847312,0.0129286408123643,3.351043938345031,37167.98679179224,1.1907488646727633,230,65.73661664170938,66.26445030543391,78.64519956794976,0.6626445030543391,0.1090036787398917,0.2283518182057692,True,3.1448244867258985,-0.3067637018739078,2.9928518221850147,35980.91254944645,57797.89794206457,76210.35634618855,1.0019744913592248,0.8320256970875861,0.2620538904885482,0.4347994313818296,0.6604290014747454,0.1715966956128407,0.2632027357689888,0.0987740143318798,0.1632798761566684,-0.40079916659794806,0.8975827981185672,0.12755533646175068,-0.024295327221080593,0.23021651204181867,0.3536194463007043,0.07428130007812918,0.6037480911668905,-0.13674027934639899,0.09764534106072886,0.0844523278328646,1.2133912537194091,0.9175159749516842,0.6772012471178732,0.19954937364292383,-0.20770600029507846,0.4450820630579656,0.6507436564267423,0.8320256970875861,0.26205389048854827
AP0231,2026-07-07 03:15:00,False,66.26445030543391,65.73661664170938,0.0079655631532681,78.64519956794976,0.6626445030543391,0.1090036787398917,0.2283518182057692,41.0816,6.75784,14.156999736,52.236627570008686,38.30485779,249.204375659134,0.3918414251761873,19.985769867511383,987.454818394563,966.9909737050848,2.8599011874482363,-0.255317476872694,4,-1.3688168426666545,-1.412541769899782,-1.348075460053396,-1.2299547517025693,0.1181207083508266,4.114031465794247,37554.899079481664,0.3067264187212961,231,72.53462699193129,74.07367684909066,70.6296860163142,0.7407367684909066,0.0772789406482198,0.1819842908608737,True,2.8640970762463134,-0.263378105914192,3.551014373771349,37061.25191545555,59236.95250022196,76939.58713258679,0.758444871147612,0.5540928474971185,0.5163042829602645,0.0475788177807275,0.5065140297163909,0.0475788177807275,0.0,0.9370402985669912,-0.4207360156067268,-0.27735909586104557,0.6677292870217547,0.5717824726272863,0.37430649046252545,0.1792120955073614,-0.06684786761083904,0.5392337409660612,-0.527028855675982,0.5490944166861389,-0.18880477226102022,-0.22717276420396407,0.4859528227456483,0.407988544137675,0.44651326537891944,-0.11916077440280683,-0.3783307594832615,0.2239661233569013,0.288202267179322,0.5540928474971185,0.5163042829602645
AP0232,2026-07-07 11:22:00,False,74.07367684909066,72.53462699193129,0.0207772844906141,70.6296860163142,0.7407367684909066,0.0772789406482198,0.1819842908608737,37.94756,3.95896,9.32296072,53.72749355169835,38.48465125,249.204375659134,0.394290966046792,19.480642098403838,975.2421728985277,950.162578274946,2.378237141677901,-0.1070975035743333,4,-1.2733019051236478,-1.3482166900515644,-1.473151204582285,-1.259509114421875,0.2136420901604099,3.915928440904098,41120.167764917474,1.307262105934567,232,66.05017757649037,66.72365286029398,70.71230248017658,0.6672365286029399,0.1904582603324678,0.1423052110645923,True,2.4590679982425265,-0.2008915712188387,3.192152300659161,39636.14959625194,61942.91221797889,78483.09041639925,1.1047103471592918,-2.368311845597568,0.4957545888220231,-1.231652383597215,-1.1366594620003525,-1.231652383597215,0.0,0.7029851571802956,-0.2072305683582725,0.2878808251147095,0.7125016080704132,0.002693239991289398,0.05915348697676056,0.03758446090128676,-0.15559344632982217,0.11388007767349688,-0.31699327852428466,0.30189158611715655,-0.11859608153398542,0.6284215077166758,5.749518281988273,-1.386255198521523,-0.6321483866329238,-0.9813047611927976,1.804668112250234,-1.6699794855689158,0.447835550995954,-2.3683118455975674,0.4957545888220231
AP0233,2026-07-07 19:12:00,False,66.72365286029398,66.05017757649037,0.0100935014036737,70.71230248017658,0.6672365286029399,0.1904582603324678,0.1423052110645923,36.32468,10.36864,7.747164660000001,51.36967504372132,38.48465125,248.9369121956281,0.396788744194762,18.360524164079184,946.234117727662,928.883388048704,2.7366839297874788,-0.2349059819040057,4,-1.4467464296876442,-1.5618209312811333,-1.3374189712532782,-1.2865544183969324,0.0508645528563458,4.227716041520485,39193.21180123523,0.3876241107474212,233,70.84500030250688,71.41973643193772,82.72616987590246,0.7141973643193773,0.1128735281147158,0.1729291075659069,True,2.890101691295515,-0.3908847314289245,3.4713862749512496,37370.40239731004,56528.15706480459,74795.20224202095,0.986522948116831,0.2377266848085775,0.2334590958703911,0.0,-0.0418711151676028,0.2795977999761803,0.0,0.1627535953805291,0.070705500489862,-0.17746945539362127,0.5857927093347944,0.4080857922882261,0.41915619324236575,-0.08932744278512776,0.9613802313023859,0.08634936322880164,0.7393396571552356,-0.28949924076200667,0.06541890623563722,-0.23620957471806198,0.5379688760413873,-0.3354050320434429,-0.5095224400601235,0.18605769070761008,-0.45377886526132216,0.24777933359096854,-0.24703689664088385,0.2377266848085775,0.2334590958703911
AP0234,2026-07-08 03:17:00,False,71.41973643193772,70.84500030250688,0.008047301182336,82.72616987590246,0.7141973643193773,0.1128735281147158,0.1729291075659069,42.888720000000006,6.778239999999999,10.384675784,51.84419883615714,38.48465125,248.4688511344928,0.3931313096797716,19.084581191628157,950.3460910989,917.1300118075798,3.233143734731753,-0.1285833404090889,4,-1.280014078606117,-1.3856055685108375,-1.2608221180142896,-1.2392076120667497,0.0216145059475398,3.5512274644859927,35379.66536520972,1.947310330640863,234,62.75130878245399,63.84925183569626,64.14570493189623,0.6384925183569626,0.1594144116087049,0.2020930700343324,True,3.361319638817228,-0.276422224933758,2.765382281177694,32359.66487581749,58965.611330514665,82667.39350649036,0.8408307173947355,0.3384659591326873,-0.1556648960861352,0.0,0.2500598453756306,0.0884061137570566,0.0,-0.0744866409966887,-0.0811782550894464,-0.010119561348073638,0.472297601971614,-0.027110887229650122,0.01830659754855739,-0.016798819774905573,-0.06171723867883855,0.07819255790021364,-0.3653786635852098,0.05508812354240885,0.05926121063022619,-0.9098794362287597,2.012642171304204,-0.593167431358516,-0.41825260763330896,0.19213052078575582,-0.6458498031375588,0.255003993311935,-0.32420175632506676,0.3384659591326873,-0.1556648960861352
AP0235,2026-07-08 11:03:00,False,63.84925183569626,62.75130878245399,0.0171958640340471,64.14570493189623,0.6384925183569626,0.1594144116087049,0.2020930700343324,33.222,8.294640000000001,10.5152931,51.79146450299664,38.48465125,248.4688511344928,0.4025408569314692,18.861458475383607,942.0000737060618,925.69003188212,2.5017679268543187,-0.2869117452809796,4,-1.39868334314335,-1.4825191895233183,-1.3693503732772112,-1.19959297110458,0.1697574021726313,4.205431869587647,37928.37221696305,-0.3673495259554773,235,61.3405164214334,61.84588944667188,65.14483520791224,0.6184588944667188,0.230029211245749,0.1515118942875322,True,2.529857089795595,-0.3251022460862776,3.438641259469899,36886.68483859568,57834.565404898494,75081.30745564884,1.0131467277094697,-0.9375904496319516,0.0299084996491845,0.0,-0.1619383598538902,-0.7756520897780612,0.0,0.2961356244639138,-0.2662271248147292,0.327374973924923,0.6164287340395918,0.324279605236085,0.2356524780394258,-0.012504899050830062,-0.1162181466786621,0.27243496328595435,1.0458316164781198,0.4118131545739168,0.26593534413770786,0.5436055167940307,2.4447624287321994,-0.35429327876716943,0.03167919730513502,-0.38771242553847685,1.1873573198830967,-0.5522454279495281,0.3596470993039877,-0.9375904496319515,0.029908499649184524
AP0236,2026-07-08 19:00:00,False,61.84588944667188,61.3405164214334,0.0081714893222491,65.14483520791224,0.6184588944667188,0.230029211245749,0.1515118942875322,33.672799999999995,12.52424,8.249262416,51.68913221214232,38.48465125,247.93152967934785,0.4003634005794389,18.76285927459358,971.0669373834096,969.2931448520922,3.0727088566833283,-0.3101734671256649,3,-1.5706102850327015,-1.657653128621518,-1.6386865719197667,-1.352066723061217,0.2866198488585498,5.717781222552884,38485.59782067886,-0.0290258145733206,236,67.64450803899014,68.59497324815254,68.51193183451608,0.6859497324815255,0.1215096140952319,0.1925406534232426,True,3.174145065601873,-0.4193029577739366,4.746997523954498,36606.29564542639,56237.79039724237,74874.71326867177,0.966480122956908,-0.0730309491954765,-0.4951849949453772,0.2010923262084123,-0.2741232754038888,0.2010923262084123,0.0,-0.4702199670120595,-0.0249650279333177,-0.09591564281010441,0.8010199426557322,0.521314716954905,-0.2817480825280151,0.6411236123039411,0.6393923155464941,0.6158960819191707,0.9206449659203085,-0.01888937399746095,-0.9607330497112191,-0.1545741454159177,0.1288340429259658,-0.24539941336296578,-0.21994224955247516,0.18412282381349004,-0.12380929619648626,0.11316215654127804,-0.3171041432474369,-0.07303094919547655,-0.49518499494537727
