fase,target,parametrizacion,periodo,palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,n,n_batches,mismo_signo_en_todos,significativo_en_k_periodos,ratio_lockbox_dev
Reducción,v5_ln_feo_ret,P2,dev_tercio1,exceso_o2_combustion_pct,-0.001386930835449569,-0.011740826235475703,0.011402628166473514,False,314,87,False,0,-6.182253148839254
Reducción,v5_ln_feo_ret,P2,dev_tercio1,tasa_aire_nm3_min,0.00232628636540581,-0.006238375113673781,0.013003277151199562,False,314,87,False,2,-8.17156460208718
Reducción,v5_ln_feo_ret,P2,dev_tercio2,tasa_feed_Carbon_kg_min,-0.11652210534819982,-0.23103412903100753,0.03388923021401416,False,359,100,False,0,-6.758464078221076
Reducción,v5_ln_feo_ret,P2,dev_tercio2,Cx_av_v4,0.048069193040527716,-0.08431362812375529,0.14409999905897336,False,359,100,False,0,-228.84541991695946
Reducción,v5_ln_feo_ret,P2,dev_tercio2,tasa_gn_nm3_min,-0.012666098523896569,-0.029824543504585615,0.004930247180910223,False,359,100,False,1,-0.5371472318541742
Reducción,v5_ln_feo_ret,P2,dev_tercio2,exceso_o2_combustion_pct,0.006121933071528895,-0.00035671139407231114,0.01413698179899116,False,359,100,False,0,-6.182253148839254
Reducción,v5_ln_feo_ret,P2,dev_tercio2,tasa_aire_nm3_min,-0.0051039845888260745,-0.009912554399468792,-0.0002905602434410631,True,359,100,False,2,-8.17156460208718
Reducción,v5_ln_feo_ret,P2,dev_tercio3,tasa_feed_Carbon_kg_min,-0.09586084897954349,-0.297112761559991,0.10771671800193754,False,366,99,False,0,-6.758464078221076
Reducción,v5_ln_feo_ret,P2,dev_tercio3,Cx_av_v4,0.12323804051381718,-0.09358751048187196,0.3493859363208928,False,366,99,False,0,-228.84541991695946
Reducción,v5_ln_feo_ret,P2,dev_tercio3,tasa_gn_nm3_min,-0.0353278879350841,-0.07869289981101252,0.003351856692828161,False,366,99,False,1,-0.5371472318541742
Reducción,v5_ln_feo_ret,P2,dev_tercio3,exceso_o2_combustion_pct,0.00224631863492639,-0.0117028816680986,0.01823544498123054,False,366,99,False,0,-6.182253148839254
Reducción,v5_ln_feo_ret,P2,dev_tercio3,tasa_aire_nm3_min,-4.359823472978031e-05,-0.01498497099347685,0.020958877024927894,False,366,99,False,2,-8.17156460208718
Reducción,v5_ln_feo_ret,P2,dev_completo,tasa_feed_Carbon_kg_min,0.02052014378547496,-0.05870439808056448,0.09721258416138011,False,1039,286,False,0,-6.758464078221076
Reducción,v5_ln_feo_ret,P2,dev_completo,Cx_av_v4,-0.0005242625887232335,-0.06709327420377412,0.06861565960773959,False,1039,286,False,0,-228.84541991695946
Reducción,v5_ln_feo_ret,P2,dev_completo,tasa_gn_nm3_min,-0.014316897051431769,-0.026798754311347817,-0.00029780349726209654,True,1039,286,False,1,-0.5371472318541742
Reducción,v5_ln_feo_ret,P2,dev_completo,exceso_o2_combustion_pct,-0.0003706134168470693,-0.006738407904648497,0.008067892865611681,False,1039,286,False,0,-6.182253148839254
Reducción,v5_ln_feo_ret,P2,dev_completo,tasa_aire_nm3_min,0.0014171339575977078,-0.004297290507375818,0.008071246809223765,False,1039,286,False,2,-8.17156460208718
Reducción,v5_ln_feo_ret,P2,lockbox,tasa_feed_Carbon_kg_min,-0.13868465465406396,-0.3409057969024765,0.10362559847675705,False,242,63,False,0,-6.758464078221076
Reducción,v5_ln_feo_ret,P2,lockbox,Cx_av_v4,0.11997509226312059,-0.08454104026092288,0.26740059670461264,False,242,63,False,0,-228.84541991695946
Reducción,v5_ln_feo_ret,P2,lockbox,tasa_gn_nm3_min,0.007690281619917764,-0.018381665118835995,0.03246978227458555,False,242,63,False,1,-0.5371472318541742
Reducción,v5_ln_feo_ret,P2,lockbox,exceso_o2_combustion_pct,0.002291225963304869,-0.004920935473684751,0.011327416149923657,False,242,63,False,0,-6.182253148839254
Reducción,v5_ln_feo_ret,P2,lockbox,tasa_aire_nm3_min,-0.011580201684321143,-0.019208470673865434,-0.0017273433736684817,True,242,63,False,2,-8.17156460208718
Reducción,v5_ln_feo_ret,P3,dev_tercio1,v5_exceso_C_pos,-0.008070705495597913,-0.0278556253166901,0.018394032949572137,False,314,87,False,1,0.7088841297037892
Reducción,v5_ln_feo_ret,P3,dev_tercio1,v5_C_x_avance,0.00844175217564975,-0.022938400411598333,0.04027842178029107,False,314,87,False,0,1.0272111157135908
Reducción,v5_ln_feo_ret,P3,dev_tercio1,tasa_gn_nm3_min,0.01009543784170363,-0.011826566940907338,0.03029684882041839,False,314,87,False,0,-0.4558571823405501
Reducción,v5_ln_feo_ret,P3,dev_tercio1,exceso_o2_combustion_pct,-0.0009721964469148124,-0.01071081950963609,0.010894647517108696,False,314,87,False,0,-18.684937878505643
Reducción,v5_ln_feo_ret,P3,dev_tercio1,tasa_aire_nm3_min,0.003531938019109369,-0.0060275372663657545,0.014327104083582115,False,314,87,False,2,-6.343881680225478
Reducción,v5_ln_feo_ret,P3,dev_tercio2,v5_exceso_C_pos,-0.011380906083891631,-0.028757967856585187,0.005984718252080403,False,359,100,False,1,0.7088841297037892
Reducción,v5_ln_feo_ret,P3,dev_tercio2,v5_C_x_avance,-0.03441547147066556,-0.08960284875622054,0.010021666370554546,False,359,100,False,0,1.0272111157135908
Reducción,v5_ln_feo_ret,P3,dev_tercio2,tasa_gn_nm3_min,-0.010443309646693561,-0.028212668177373508,0.007328555377453701,False,359,100,False,0,-0.4558571823405501
Reducción,v5_ln_feo_ret,P3,dev_tercio2,exceso_o2_combustion_pct,0.005609574024669832,-0.0010497166397130378,0.013476014644586894,False,359,100,False,0,-18.684937878505643
Reducción,v5_ln_feo_ret,P3,dev_tercio2,tasa_aire_nm3_min,-0.005278590371873534,-0.01048589054820469,-0.0006905096182372416,True,359,100,False,2,-6.343881680225478
Reducción,v5_ln_feo_ret,P3,dev_tercio3,v5_exceso_C_pos,0.029707472638387696,0.0006318128818760875,0.06723006831465451,True,366,99,False,1,0.7088841297037892
Reducción,v5_ln_feo_ret,P3,dev_tercio3,v5_C_x_avance,0.03439161162972828,-0.022355705482848643,0.08976268005215796,False,366,99,False,0,1.0272111157135908
Reducción,v5_ln_feo_ret,P3,dev_tercio3,tasa_gn_nm3_min,-0.03664121632998197,-0.08044055631055559,0.002389988809633515,False,366,99,False,0,-0.4558571823405501
Reducción,v5_ln_feo_ret,P3,dev_tercio3,exceso_o2_combustion_pct,0.00218848367700353,-0.012384918145382865,0.018888223460148335,False,366,99,False,0,-18.684937878505643
Reducción,v5_ln_feo_ret,P3,dev_tercio3,tasa_aire_nm3_min,-0.0006573826792689021,-0.01312198147963227,0.019343666951992272,False,366,99,False,2,-6.343881680225478
Reducción,v5_ln_feo_ret,P3,dev_completo,v5_exceso_C_pos,-0.007595336874780893,-0.02168678370906797,0.008855050089467884,False,1039,286,False,1,0.7088841297037892
Reducción,v5_ln_feo_ret,P3,dev_completo,v5_C_x_avance,0.02153325683474632,-0.009677201746235129,0.04738194076782678,False,1039,286,False,0,1.0272111157135908
Reducción,v5_ln_feo_ret,P3,dev_completo,tasa_gn_nm3_min,-0.013231897287853988,-0.025461323862250175,0.001715317356611181,False,1039,286,False,0,-0.4558571823405501
Reducción,v5_ln_feo_ret,P3,dev_completo,exceso_o2_combustion_pct,-0.00010193877465005448,-0.006320569328374722,0.008335697906664632,False,1039,286,False,0,-18.684937878505643
Reducción,v5_ln_feo_ret,P3,dev_completo,tasa_aire_nm3_min,0.0017833298376387365,-0.003212063391991108,0.00837368636230716,False,1039,286,False,2,-6.343881680225478
Reducción,v5_ln_feo_ret,P3,lockbox,v5_exceso_C_pos,-0.005384213770286151,-0.03599945293830678,0.04857989495772614,False,242,63,False,1,0.7088841297037892
Reducción,v5_ln_feo_ret,P3,lockbox,v5_C_x_avance,0.022119200778167075,-0.11268516776502929,0.09399908726192382,False,242,63,False,0,1.0272111157135908
Reducción,v5_ln_feo_ret,P3,lockbox,tasa_gn_nm3_min,0.006031855414660686,-0.020289520326937347,0.030567070893587914,False,242,63,False,0,-0.4558571823405501
Reducción,v5_ln_feo_ret,P3,lockbox,exceso_o2_combustion_pct,0.001904719671747254,-0.006151521780583808,0.011798045925350546,False,242,63,False,0,-18.684937878505643
Reducción,v5_ln_feo_ret,P3,lockbox,tasa_aire_nm3_min,-0.011313233486795858,-0.01915002182224315,-0.00034589653462431953,True,242,63,False,2,-6.343881680225478
Reducción,v5_sdi_w10,P2,dev_tercio1,tasa_feed_Carbon_kg_min,0.7401114272677433,-0.4175308911214529,1.5905902311806013,False,314,87,False,0,-3.4718150000754595
Reducción,v5_sdi_w10,P2,dev_tercio1,Cx_av_v4,-0.523615549748056,-1.2835370024934358,0.3962719157075366,False,314,87,False,0,-14.166693381657666
Reducción,v5_sdi_w10,P2,dev_tercio1,tasa_gn_nm3_min,0.10653066506907206,-0.06047263511503414,0.27321417467965325,False,314,87,False,1,-1.6699715817492324
Reducción,v5_sdi_w10,P2,dev_tercio1,exceso_o2_combustion_pct,0.006674438525643567,-0.07481750188298569,0.14558047364803278,False,314,87,True,0,-2.821428909091638
Reducción,v5_sdi_w10,P2,dev_tercio1,tasa_aire_nm3_min,0.05435540466953523,-0.0264942229023813,0.16764478933583682,False,314,87,True,1,-2.6447385193720163
Reducción,v5_sdi_w10,P2,dev_tercio2,tasa_feed_Carbon_kg_min,-0.3951393839838528,-1.9318873531633083,0.5033720808297178,False,359,100,False,0,-3.4718150000754595
Reducción,v5_sdi_w10,P2,dev_tercio2,Cx_av_v4,0.04538665351293475,-0.6776328084709424,1.2780707688743855,False,359,100,False,0,-14.166693381657666
Reducción,v5_sdi_w10,P2,dev_tercio2,tasa_gn_nm3_min,-0.14792852883050825,-0.2877731599314035,0.011941616095530547,False,359,100,False,1,-1.6699715817492324
Reducción,v5_sdi_w10,P2,dev_tercio2,exceso_o2_combustion_pct,0.014666564519806973,-0.03999334882086227,0.08754427368530868,False,359,100,True,0,-2.821428909091638
Reducción,v5_sdi_w10,P2,dev_tercio2,tasa_aire_nm3_min,0.013322221622088296,-0.03234320078277866,0.061513897208540405,False,359,100,True,1,-2.6447385193720163
Reducción,v5_sdi_w10,P2,dev_tercio3,tasa_feed_Carbon_kg_min,-0.5251580700418679,-2.456939689548495,1.1383653773627291,False,366,99,False,0,-3.4718150000754595
Reducción,v5_sdi_w10,P2,dev_tercio3,Cx_av_v4,0.9618873780790306,-0.8055272606093234,2.9553105262619193,False,366,99,False,0,-14.166693381657666
Reducción,v5_sdi_w10,P2,dev_tercio3,tasa_gn_nm3_min,-0.23226116749259368,-0.6536815675012145,0.15299811618444378,False,366,99,False,1,-1.6699715817492324
Reducción,v5_sdi_w10,P2,dev_tercio3,exceso_o2_combustion_pct,0.042028100133914496,-0.090077102184971,0.19044183575556436,False,366,99,True,0,-2.821428909091638
Reducción,v5_sdi_w10,P2,dev_tercio3,tasa_aire_nm3_min,0.004645569825380709,-0.13742035021439722,0.19731373935667929,False,366,99,True,1,-2.6447385193720163
Reducción,v5_sdi_w10,P2,dev_completo,tasa_feed_Carbon_kg_min,0.30305567351301527,-0.5900617643444135,1.030482543013146,False,1039,286,False,0,-3.4718150000754595
Reducción,v5_sdi_w10,P2,dev_completo,Cx_av_v4,-0.05468375899896006,-0.7455562065859921,0.7071751021322068,False,1039,286,False,0,-14.166693381657666
Reducción,v5_sdi_w10,P2,dev_completo,tasa_gn_nm3_min,-0.11453673950243269,-0.21726714761356872,-0.00023492546846124658,True,1039,286,False,1,-1.6699715817492324
Reducción,v5_sdi_w10,P2,dev_completo,exceso_o2_combustion_pct,-0.010412069564568053,-0.06147727619146283,0.05481523726412228,False,1039,286,True,0,-2.821428909091638
Reducción,v5_sdi_w10,P2,dev_completo,tasa_aire_nm3_min,0.03892279692703533,-0.010874093481016334,0.10142299540182095,False,1039,286,True,1,-2.6447385193720163
Reducción,v5_sdi_w10,P2,lockbox,tasa_feed_Carbon_kg_min,-1.0521532331604575,-2.3961618211662272,0.4407325659545099,False,242,63,False,0,-3.4718150000754595
Reducción,v5_sdi_w10,P2,lockbox,Cx_av_v4,0.7746880466947303,-0.43715595523488937,1.9459013875054967,False,242,63,False,0,-14.166693381657666
Reducción,v5_sdi_w10,P2,lockbox,tasa_gn_nm3_min,0.1912731000352773,-5.3543371166177267e-05,0.39038182679127836,False,242,63,False,1,-1.6699715817492324
Reducción,v5_sdi_w10,P2,lockbox,exceso_o2_combustion_pct,0.02937691407294549,-0.035096401241270885,0.10301786143343622,False,242,63,True,0,-2.821428909091638
Reducción,v5_sdi_w10,P2,lockbox,tasa_aire_nm3_min,-0.10294062031462509,-0.16156807106104024,-0.004170763289497345,True,242,63,True,1,-2.6447385193720163
Reducción,v5_sdi_w10,P3,dev_tercio1,v5_exceso_C_pos,-0.1635544828544127,-0.3316332831680348,0.04925700239599736,False,314,87,False,0,2.001207837452153
Reducción,v5_sdi_w10,P3,dev_tercio1,v5_C_x_avance,0.21070519381789743,-0.13051513171800375,0.44963107918142,False,314,87,False,1,0.786308901510829
Reducción,v5_sdi_w10,P3,dev_tercio1,tasa_gn_nm3_min,0.13235295990295262,-0.03872591407073223,0.29719950849740934,False,314,87,False,0,-1.7914712928976704
Reducción,v5_sdi_w10,P3,dev_tercio1,exceso_o2_combustion_pct,0.01612474851892953,-0.055838929949658236,0.14414628233210772,False,314,87,True,0,-3.974400125869563
Reducción,v5_sdi_w10,P3,dev_tercio1,tasa_aire_nm3_min,0.05647444115311974,-0.016890564889413033,0.17810331603305685,False,314,87,True,0,-2.3695809131763763
Reducción,v5_sdi_w10,P3,dev_tercio2,v5_exceso_C_pos,-0.12506877774758818,-0.27224448015694147,0.040544584380212745,False,359,100,False,0,2.001207837452153
Reducción,v5_sdi_w10,P3,dev_tercio2,v5_C_x_avance,-0.11837260373023381,-0.6320629879613585,0.3042796383470048,False,359,100,False,1,0.786308901510829
Reducción,v5_sdi_w10,P3,dev_tercio2,tasa_gn_nm3_min,-0.13434920172745043,-0.2712719397979357,0.022830593321724647,False,359,100,False,0,-1.7914712928976704
Reducción,v5_sdi_w10,P3,dev_tercio2,exceso_o2_combustion_pct,0.010473660066041194,-0.04184640959804263,0.07955791065319458,False,359,100,True,0,-3.974400125869563
Reducción,v5_sdi_w10,P3,dev_tercio2,tasa_aire_nm3_min,0.01365982601946901,-0.02823565781411973,0.061315956924921665,False,359,100,True,0,-2.3695809131763763
Reducción,v5_sdi_w10,P3,dev_tercio3,v5_exceso_C_pos,0.21987746966425784,-0.07795186221621048,0.5725034513386256,False,366,99,False,0,2.001207837452153
Reducción,v5_sdi_w10,P3,dev_tercio3,v5_C_x_avance,0.5079641982790111,0.00700044018753004,1.0272676503204214,True,366,99,False,1,0.786308901510829
Reducción,v5_sdi_w10,P3,dev_tercio3,tasa_gn_nm3_min,-0.24312133128856805,-0.6821479442732787,0.15082729009312834,False,366,99,False,0,-1.7914712928976704
Reducción,v5_sdi_w10,P3,dev_tercio3,exceso_o2_combustion_pct,0.04163963153113018,-0.09106926822909783,0.1932064685507718,False,366,99,True,0,-3.974400125869563
Reducción,v5_sdi_w10,P3,dev_tercio3,tasa_aire_nm3_min,0.00176791830507942,-0.11899078526495972,0.19209140858806842,False,366,99,True,0,-2.3695809131763763
Reducción,v5_sdi_w10,P3,dev_completo,v5_exceso_C_pos,-0.07369355950680116,-0.2081435647074858,0.07148159977245816,False,1039,286,False,0,2.001207837452153
Reducción,v5_sdi_w10,P3,dev_completo,v5_C_x_avance,0.24473642651572872,-0.08010103751542004,0.48951031904168785,False,1039,286,False,1,0.786308901510829
Reducción,v5_sdi_w10,P3,dev_completo,tasa_gn_nm3_min,-0.10228896089541838,-0.21234635728532772,0.014206740592747921,False,1039,286,False,0,-1.7914712928976704
Reducción,v5_sdi_w10,P3,dev_completo,exceso_o2_combustion_pct,-0.007419488838191125,-0.058527867304716645,0.062208944359518764,False,1039,286,True,0,-3.974400125869563
Reducción,v5_sdi_w10,P3,dev_completo,tasa_aire_nm3_min,0.04428120450577657,-0.0018875947358466553,0.10669216536458982,False,1039,286,True,0,-2.3695809131763763
Reducción,v5_sdi_w10,P3,lockbox,v5_exceso_C_pos,-0.1474761288547571,-0.38181046245365446,0.23510230966156645,False,242,63,False,0,2.001207837452153
Reducción,v5_sdi_w10,P3,lockbox,v5_C_x_avance,0.19243843069326838,-0.7571173175464009,0.6855909621277747,False,242,63,False,1,0.786308901510829
Reducción,v5_sdi_w10,P3,lockbox,tasa_gn_nm3_min,0.18324773702447442,-0.013156570692099592,0.36296094417474095,False,242,63,False,0,-1.7914712928976704
Reducción,v5_sdi_w10,P3,lockbox,exceso_o2_combustion_pct,0.029488017372394624,-0.03233013741244413,0.10171746080064296,False,242,63,True,0,-3.974400125869563
Reducción,v5_sdi_w10,P3,lockbox,tasa_aire_nm3_min,-0.10492789700934792,-0.1582304406398708,0.003137656047768444,False,242,63,True,0,-2.3695809131763763
Fusión,v5_d_lnirf,P2P3,dev_tercio1,relacion_C_Sn_carga,0.0024505713184375297,-0.0036086234615129234,0.009410981582098115,False,491,99,False,0,-0.8327246315189709
Fusión,v5_d_lnirf,P2P3,dev_tercio1,tasa_gn_nm3_min,0.001737975090594952,-0.006840302591047101,0.01103457360950878,False,491,99,False,0,-1.7144587518535184
Fusión,v5_d_lnirf,P2P3,dev_tercio1,exceso_o2_combustion_pct,0.005208114779326703,0.0010029452458733892,0.01171852724810768,True,491,99,False,1,0.3699104668492227
Fusión,v5_d_lnirf,P2P3,dev_tercio1,tasa_aire_nm3_min,0.00020674875176691638,-0.0030047868133559158,0.005820089570308788,False,491,99,True,0,395.55453730115784
Fusión,v5_d_lnirf,P2P3,dev_tercio2,relacion_C_Sn_carga,-0.004626786430417229,-0.012981639571865131,0.005452983348471896,False,494,100,False,0,-0.8327246315189709
Fusión,v5_d_lnirf,P2P3,dev_tercio2,tasa_gn_nm3_min,0.0009103410224640941,-0.003599570578982024,0.007506966276008559,False,494,100,False,0,-1.7144587518535184
Fusión,v5_d_lnirf,P2P3,dev_tercio2,exceso_o2_combustion_pct,-0.00015344636851626954,-0.006478178505428063,0.00484667366618735,False,494,100,False,1,0.3699104668492227
Fusión,v5_d_lnirf,P2P3,dev_tercio2,tasa_aire_nm3_min,0.003412615267561858,-0.004179575253578668,0.013686907877198402,False,494,100,True,0,395.55453730115784
Fusión,v5_d_lnirf,P2P3,dev_tercio3,relacion_C_Sn_carga,0.008576780025528405,-0.0006412891336155619,0.016409475418862594,False,485,99,False,0,-0.8327246315189709
Fusión,v5_d_lnirf,P2P3,dev_tercio3,tasa_gn_nm3_min,-0.0021673785571330534,-0.014977923856353907,0.004597294221937557,False,485,99,False,0,-1.7144587518535184
Fusión,v5_d_lnirf,P2P3,dev_tercio3,exceso_o2_combustion_pct,0.00028578320605765,-0.006654776320634125,0.009358814149569497,False,485,99,False,1,0.3699104668492227
Fusión,v5_d_lnirf,P2P3,dev_tercio3,tasa_aire_nm3_min,0.002900581718728933,-0.006973200253103674,0.012463773915212932,False,485,99,True,0,395.55453730115784
Fusión,v5_d_lnirf,P2P3,dev_completo,relacion_C_Sn_carga,0.002234688783840574,-0.0023612420812457514,0.006548644773554749,False,1470,298,False,0,-0.8327246315189709
Fusión,v5_d_lnirf,P2P3,dev_completo,tasa_gn_nm3_min,-0.0014169659958710968,-0.006457852656810985,0.003590859217559589,False,1470,298,False,0,-1.7144587518535184
Fusión,v5_d_lnirf,P2P3,dev_completo,exceso_o2_combustion_pct,0.0011840198628416496,-0.0025000532424149457,0.004727113446779381,False,1470,298,False,1,0.3699104668492227
Fusión,v5_d_lnirf,P2P3,dev_completo,tasa_aire_nm3_min,4.702967517610754e-06,-0.0048162781724452675,0.0044896717826011815,False,1470,298,True,0,395.55453730115784
Fusión,v5_d_lnirf,P2P3,lockbox,relacion_C_Sn_carga,-0.0018608803940832193,-0.007627058293226171,0.0023322917854266146,False,313,63,False,0,-0.8327246315189709
Fusión,v5_d_lnirf,P2P3,lockbox,tasa_gn_nm3_min,0.002429329752700038,-0.0059813522280554084,0.008365953780565396,False,313,63,False,0,-1.7144587518535184
