dist,kpi,n_pares,dif_media_pp,ci_lo,ci_hi,p_pareado,smd_medio_post,dist_media_cerca,dist_media_lejos,subset
dist_total,recuperacion_refinada_pct,120,0.010195206651100837,-1.0659446417323988,1.1146077369357816,0.9854307567061824,0.06480292778502893,0.12914072753119615,0.356110859643552,TOTAL
dist_total,rendimiento_proxy_batch,120,0.04510712689332337,-1.054016472869801,1.270348879863818,0.9378414343978417,0.06480292778502893,0.12914072753119615,0.356110859643552,TOTAL
dist_total,recuperacion_refinada_pct_next,120,2.3118167660811317,1.201125820139069,3.45718764136901,0.0001064830600226013,0.06490364192176101,0.12914072753119615,0.356110859643552,TOTAL
dist_total,recuperacion_refinada_pct_media2,120,1.1610059863661157,0.3908413293849087,1.8827099457642107,0.00493332066025785,0.06490364192176101,0.12914072753119615,0.356110859643552,TOTAL
dist_R,recuperacion_refinada_pct,120,-0.039633209622231234,-1.1665320902111973,1.1031471997883169,0.9446946431217047,0.03841921969506863,0.1201808641462561,0.45413178211782607,TOTAL
dist_R,rendimiento_proxy_batch,120,-0.0743296045211747,-1.2294318845398267,1.0265997972311793,0.8980920310714611,0.03841921969506863,0.1201808641462561,0.45413178211782607,TOTAL
dist_R,recuperacion_refinada_pct_next,120,0.8985055560643072,-0.22995519242906076,2.1429014254608885,0.12233950630144148,0.03923491451916321,0.12050272816360555,0.45413178211782607,TOTAL
dist_R,recuperacion_refinada_pct_media2,120,0.4364213928804201,-0.42390574356778593,1.3535457658249899,0.3145667781377341,0.03923491451916321,0.12050272816360555,0.45413178211782607,TOTAL
dist_F,recuperacion_refinada_pct,120,0.5723890542679743,-0.4744863267066366,1.5296123437513098,0.27999893369359935,0.044911737070470456,0.0932979301363333,0.3279753178095917,TOTAL
dist_F,rendimiento_proxy_batch,120,0.6955007813005416,-0.3826342596196222,1.7005544941424648,0.19736731583619493,0.044911737070470456,0.0932979301363333,0.3279753178095917,TOTAL
dist_F,recuperacion_refinada_pct_next,120,3.1878255453759743,2.0915550324685555,4.219163912280829,2.0361203274992331e-07,0.048529250124017306,0.0932979301363333,0.32742161930286084,TOTAL
dist_F,recuperacion_refinada_pct_media2,120,1.817115609013755,1.005273075690857,2.5638042189951324,2.0183160048365528e-05,0.048529250124017306,0.0932979301363333,0.32742161930286084,TOTAL
