index,target,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda,theta_1sd_rel,ancho_ic_1sd_rel,palancas_label
0,v5_ln_sn_dep,relacion_C_Sn_carga,-0.08431399651310814,-0.5511579029851496,0.39096135044567715,0.0404587573433231,-0.003411239525569632,-0.022299163854730977,0.015817810408299555,False,0,,-0.014336679978904204,0.1601971534619643,b_derivadas
1,v5_ln_sn_dep,tasa_gn_nm3_min,0.03703184004304316,0.022430165862691705,0.05318053192291439,1.4186094323804055,0.05253371758346343,0.03181964486267143,0.07544240420485361,True,1,True,0.2207875147584309,0.18333674190796823,b_derivadas
2,v5_ln_sn_dep,exceso_o2_combustion_pct,0.009204573080654917,0.002211223582709363,0.016880488037130024,2.9372008894392536,0.027035680239408236,0.006494807873882994,0.04958138447682699,True,-1,False,0.11362494269283412,0.18108328527290932,b_derivadas
3,v5_ln_sn_dep,tasa_aire_nm3_min,0.001164602259348814,-0.0037731242905176907,0.005311385213136278,5.502989964844227,0.0064087945462314375,-0.020763465106828846,0.029228499527310953,False,0,,0.026934736118984146,0.21010509320850945,b_derivadas
0,v5_ln_sn_dep,relacion_C_Sn_carga,-0.01601152816337742,-0.48029078471506365,0.46990636797655255,0.0404587573433231,-0.0006478065326578707,-0.019431968313020995,0.01901182771604563,False,0,,-0.002722586578088085,0.1615707125552729,c_termicas
1,v5_ln_sn_dep,v5_gn_esp_nm3_t,0.004307111730123597,0.002379060557519792,0.009919747508468857,18.426871002203633,0.07936659224306562,0.04383864199984787,0.1827899077129865,True,1,True,0.3335601107679491,0.5839812227375909,c_termicas
2,v5_ln_sn_dep,exceso_o2_combustion_pct,0.004969796876211267,-0.0013083719561968236,0.011548442024331158,2.9372008894392536,0.014597291805140158,-0.0038429512734586865,0.03392009418550313,False,-1,False,0.06134916636615509,0.15870966952505075,c_termicas
0,sn_extraido_est_kg,tasa_feed_Carbon_kg_min,3.178997842156653,-18.765995700583797,23.789581216263155,7.134224970678749,22.679685787247855,-133.88083512675496,169.7202243550547,False,1,True,0.00754911224520945,0.10105600656431372,a_primitivas
1,sn_extraido_est_kg,tasa_gn_nm3_min,20.08043717685139,-113.63125374472229,160.6203935713537,1.4883573248242388,29.886865757839725,-169.12390883991912,239.06053928807634,False,1,True,0.009948078927543971,0.13586741212260148,a_primitivas
2,sn_extraido_est_kg,tasa_o2_nm3_min,83.30892426704186,20.307620841054,143.90810224179106,3.3104890907173994,275.7932849454441,67.22815725273456,476.40620253729344,True,0,,0.09179996954361852,0.13619813877074738,a_primitivas
3,sn_extraido_est_kg,tasa_aire_nm3_min,16.17381894996511,-12.643673748476115,38.578042297153786,5.403757216069111,87.39939086226929,-68.32334325595139,208.46637444506413,False,0,,0.029091576398875153,0.09213164004325312,a_primitivas
0,sn_extraido_est_kg,relacion_C_Sn_carga,-145.28911927390996,-3317.6774621521254,2368.5180271229397,0.04018939422193837,-5.839081690657391,-133.33544742767177,95.18930471381154,False,1,False,-0.0019435843823067812,0.07606626568410106,b_derivadas
1,sn_extraido_est_kg,tasa_gn_nm3_min,180.06278582382396,71.46442112646415,293.3866173738346,1.4883573248242388,267.9977662091465,106.364594647897,436.66412097375303,True,1,True,0.08920516966402614,0.10994280177265099,b_derivadas
2,sn_extraido_est_kg,exceso_o2_combustion_pct,29.042117081272504,-1.234546062789195,61.26341114740608,2.8527830339678824,82.85085887996304,-3.521892062576864,174.7712199243189,False,-1,False,0.027577561663068635,0.059346268178616775,b_derivadas
3,sn_extraido_est_kg,tasa_aire_nm3_min,6.666502308953426,-23.191461658631116,32.72005207694056,5.403757216069111,36.02415995794846,-125.321028289018,176.81121752092466,False,0,,0.011990925695048327,0.10056710035193327,b_derivadas
0,sn_extraido_est_kg,relacion_C_Sn_carga,-757.7521444826118,-3814.563169006937,3320.015368609371,0.04007807395782963,-30.36924648827812,-152.880344804273,133.05982148425736,False,1,False,-0.01008262613662035,0.09493247701233194,c_termicas
1,sn_extraido_est_kg,v5_gn_esp_nm3_t,30.229751144192033,13.389181179550045,57.9018946867371,18.03454124315084,545.1796937801175,241.4677401946143,1044.2341077845367,True,0,,0.18100031002691344,0.2665193936433701,c_termicas
2,sn_extraido_est_kg,exceso_o2_combustion_pct,9.810612468671692,-16.056873096007628,35.726218522501625,2.8462983919883587,27.92393049400118,-45.70265207352765,101.6874783324211,False,-1,False,0.009270778303460946,0.04893369948064057,c_termicas
0,d_temperatura_horno_celsius,tasa_feed_Carbon_kg_min,0.03316822934360104,-0.1480718628210062,0.21160346703198574,7.182553094503676,0.23823256831108927,-1.063534016513942,1.519853136938296,False,0,,0.013861603397021775,0.15031483057074976,a_primitivas
1,d_temperatura_horno_celsius,tasa_gn_nm3_min,0.003538880975271233,-1.0990492742762255,0.979142243614058,1.48406359449021,0.0052519244206340465,-1.631059016504232,1.4531093575750877,False,1,True,0.00030558413530973886,0.17945287293926646,a_primitivas
2,d_temperatura_horno_celsius,tasa_o2_nm3_min,-0.4579501373926122,-0.9572213687747694,0.06169448966896138,3.3105999148935235,-1.5160896858774593,-3.1689769820000135,0.2042457722474629,False,0,,-0.08821394190111846,0.19627155229309368,a_primitivas
3,d_temperatura_horno_celsius,tasa_aire_nm3_min,0.1709272927825346,-0.14136914724992666,0.41327674380836915,5.444730231745291,0.9306529984434448,-0.7697168698677274,2.250180381090681,False,-1,False,0.05415020648153617,0.17571324646880054,a_primitivas
0,d_temperatura_horno_celsius,relacion_C_Sn_carga,-9.648096962459533,-37.87303811416794,15.605700582578965,0.04045919679066221,-0.3903542536595406,-1.5323127021213712,0.6313941109267143,False,0,,-0.02271283010097624,0.12589565701504635,b_derivadas
1,d_temperatura_horno_celsius,tasa_gn_nm3_min,-1.2688510110850948,-2.098867900015914,-0.5552898162359895,1.48406359449021,-1.883055592383483,-3.114853440057736,-0.8240854006669908,True,1,False,-0.1095659169575797,0.13328873655571294,b_derivadas
2,d_temperatura_horno_celsius,exceso_o2_combustion_pct,-0.3734401142443311,-0.663663661636778,-0.12105480073776477,2.9318384357029634,-1.0948660803748356,-1.945754631566072,-0.3549131176293422,True,0,,-0.06370497319740852,0.0925633900101902,b_derivadas
3,d_temperatura_horno_celsius,tasa_aire_nm3_min,0.3106205139567271,0.025386528152778608,0.5664678579584472,5.444730231745291,1.6912449029404522,0.13822279731248663,3.0842646715383553,True,-1,False,0.09840537865159676,0.17141595853599678,b_derivadas
0,d_temperatura_horno_celsius,relacion_C_Sn_carga,-5.392787124536608,-32.371122931780434,24.046942609669145,0.040362203458105185,-0.21766477112679658,-1.3065698499398564,0.9705875901568449,False,0,,-0.012619057903536334,0.1320176041501427,c_termicas
1,d_temperatura_horno_celsius,v5_gn_esp_nm3_t,-0.08491782016458739,-0.3001857622545549,0.025531456171753748,18.41164382348273,-1.5634766591369427,-5.526913335511531,0.47007607732918993,False,0,,-0.09064214843008979,0.34767388519407005,c_termicas
2,d_temperatura_horno_celsius,exceso_o2_combustion_pct,-0.03639830018471575,-0.28598517395226664,0.2092244832243134,2.929092782110481,-0.1066139983521415,-0.8376771088141945,0.6128379236531318,False,0,,-0.006180918536190137,0.0840932278103577,c_termicas
0,d_temperatura_horno_celsius,relacion_C_Sn_carga,-14.539115812304752,-42.330033087791506,17.6934187103636,0.040362203458105185,-0.5868307505171987,-1.7085334078777652,0.7141453658571406,False,0,,-0.03402135854147212,0.14045416522465212,c_termicas+b6
1,d_temperatura_horno_celsius,v5_gn_esp_nm3_t,-0.07469355620075108,-0.2676131710211216,0.031205400467577544,18.41164382348273,-1.3752311526775187,-4.927198387313661,0.5745427187781792,False,0,,-0.07972866466422948,0.3189619947620999,c_termicas+b6
2,d_temperatura_horno_celsius,exceso_o2_combustion_pct,-0.09191765220531191,-0.31251552008639605,0.13566213267839775,2.929092782110481,-0.26923533162312063,-0.9153869541825658,0.39736697363400925,False,0,,-0.01560884759551107,0.07610656397199923,c_termicas+b6
3,d_temperatura_horno_celsius,b6_q_neto_por_min_MJ,0.013997076500161066,-0.012140521082055199,0.06446619669090684,73.85759391416657,1.0337903921344198,-0.8966696759848111,4.761318176387785,False,0,,0.05993372630274829,0.32802035881591113,c_termicas+b6
4,d_temperatura_horno_celsius,b6_dT_teorico_sin_reaccion,-0.021711685564790334,-0.04754999107030787,-0.008594060151936115,142.4874724000029,-3.093643197670604,-6.775278040250877,-1.224545908702962,True,0,,-0.17935315137214045,0.3218022365880208,c_termicas+b6
