fase,Batch,orden_escalon_fase,avance_reduccion_sn_prev,palanca,valor_historico,J_historico,x_optimo,J_optimo,rango_J,tipo_forma,delta_relativo_optimo_vs_hist,lo_grid,hi_grid
Reducción,AP0288,1,0.9779999019046886,tasa_feed_Carbon_kg_min,27.696543688651847,-1227.5658569019574,28.4605495402764,-1227.5658569019574,616.3432027804856,óptimo_interior,0.012143514608548676,3.294660545117927,66.2093830330141
Reducción,AP0288,1,0.9779999019046886,tasa_gn_nm3_min,27.879966430664062,-1237.3117432016372,26.718108452567407,-1161.318182714969,1090.696722751885,óptimo_interior,-0.060435309475809794,10.37701100559476,29.601831531444933
Reducción,AP0288,1,0.9779999019046886,tasa_o2_nm3_min,27.97763369411892,-1201.626811421632,28.322803991607778,-1201.626811421632,1082.833397947588,frontera_alta,0.01223691742038788,2.936241586406579,31.14353314774124
Reducción,AP0288,1,0.9779999019046886,tasa_aire_nm3_min,118.06628130425348,-1230.9425196715965,115.73488692893736,-1194.5647636628994,812.7470976782761,óptimo_interior,-0.04177844352284791,73.88206441938546,129.68582776545466
Reducción,AP0288,1,0.9779999019046886,duracion_plan_min,25.0,-1227.4675870075425,24.9,-1227.4675870075425,755.2597680736731,óptimo_interior,-0.005882352941176554,13.0,30.0
Reducción,AP0094,2,0.971475399388469,tasa_feed_Carbon_kg_min,14.733300732809397,-1495.2296151331552,15.877605042697162,-1495.2296151331552,349.2714531771335,óptimo_interior,0.018188180200713937,3.294660545117927,66.2093830330141
Reducción,AP0094,2,0.971475399388469,tasa_gn_nm3_min,24.4240726047092,-1516.1488956463481,23.83438537368988,-1472.0475945751843,730.3017322373132,óptimo_interior,-0.030673224242921317,10.37701100559476,29.601831531444933
Reducción,AP0094,2,0.971475399388469,tasa_o2_nm3_min,21.247911868625216,-1489.3735896291887,21.27098110127411,-1489.3735896291887,586.4019092532253,óptimo_interior,0.0008178464280674078,2.936241586406579,31.14353314774124
Reducción,AP0094,2,0.971475399388469,tasa_aire_nm3_min,119.45457756890191,-1469.2552945618181,118.52507509624081,-1469.2552945618181,470.0434467635914,óptimo_interior,-0.016656627025255506,73.88206441938546,129.68582776545466
Reducción,AP0094,2,0.971475399388469,duracion_plan_min,20.0,-1507.5249494193608,24.049999999999997,-1355.3189714363846,442.0834264854509,óptimo_interior,0.23823529411764688,13.0,30.0
Reducción,AP0097,3,0.9734484534471243,tasa_feed_Carbon_kg_min,5.234932176994556,-1109.7688552982029,6.440396669512737,-1109.7688552982029,1043.995656624458,frontera_baja,0.01916029261275203,3.294660545117927,66.2093830330141
Reducción,AP0097,3,0.9734484534471243,tasa_gn_nm3_min,17.992520336574977,-1136.5695602908186,18.06693921593483,-1136.5695602908186,1226.970789400083,óptimo_interior,0.003870979146972448,10.37701100559476,29.601831531444933
Reducción,AP0097,3,0.9734484534471243,tasa_o2_nm3_min,8.853057547675238,-1065.332011405103,8.577699898673512,-1065.332011405103,1141.6094203498847,óptimo_interior,-0.009761931534723278,2.936241586406579,31.14353314774124
Reducción,AP0097,3,0.9734484534471243,tasa_aire_nm3_min,122.20571126302085,-1076.5867156848597,118.52507509624081,-1048.4827056992626,1124.9354749458398,óptimo_interior,-0.06595677327269893,73.88206441938546,129.68582776545466
Reducción,AP0097,3,0.9734484534471243,duracion_plan_min,13.0,-1113.466643797044,13.0,-1113.466643797044,963.682209940383,frontera_baja,0.0,13.0,30.0
Reducción,AP0269,2,0.9629045172404672,tasa_feed_Carbon_kg_min,14.164634583488342,-785.8684831749795,12.731868918302354,-785.8684831749795,779.8797445100486,óptimo_interior,-0.02277313812298274,3.294660545117927,66.2093830330141
Reducción,AP0269,2,0.9629045172404672,tasa_gn_nm3_min,17.486959423489036,-883.8117484940808,18.06693921593483,-772.3843182511196,1066.7999291964743,óptimo_interior,0.03016828124173845,10.37701100559476,29.601831531444933
Reducción,AP0269,2,0.9629045172404672,tasa_o2_nm3_min,8.786529912868469,-774.8715124534158,7.167335320606778,-755.6120098229517,965.907349090478,óptimo_interior,-0.05740340538335175,2.936241586406579,31.14353314774124
Reducción,AP0269,2,0.9629045172404672,tasa_aire_nm3_min,122.65323025173612,-772.0234937649382,118.52507509624081,-744.5288622435639,919.1589366085561,óptimo_interior,-0.07397628597007683,73.88206441938546,129.68582776545466
Reducción,AP0269,2,0.9629045172404672,duracion_plan_min,20.0,-786.537432738183,19.8,-786.537432738183,738.8669498285171,óptimo_interior,-0.0117647058823529,13.0,30.0
Reducción,AP0196,0,0.8940687108231026,tasa_feed_Carbon_kg_min,63.983462951003865,1992.5743500994754,66.2093830330141,2106.0736755574376,1036.9653885172195,frontera_alta,0.03537995550148812,3.294660545117927,66.2093830330141
Reducción,AP0196,0,0.8940687108231026,tasa_gn_nm3_min,29.923326031720194,1970.9328540668484,28.640590505152424,2028.0864848348883,787.7720174526157,frontera_alta,-0.0667228869493461,10.37701100559476,29.601831531444933
Reducción,AP0196,0,0.8940687108231026,tasa_o2_nm3_min,31.437893568781274,1940.4610144328876,31.14353314774124,1940.4610144328876,682.7768604684527,frontera_alta,-0.010435614507687398,2.936241586406579,31.14353314774124
Reducción,AP0196,0,0.8940687108231026,tasa_aire_nm3_min,119.23096901222512,1971.9663061067217,118.52507509624081,1971.9663061067217,455.2875196486498,óptimo_interior,-0.012649575470505034,73.88206441938546,129.68582776545466
