fase,target,feature_set,algoritmo,n_features,n_dev,n_lockbox,r2_oof,mae_oof,r2_lockbox,mae_lockbox,r2_oof_dSn_pts,r2_lockbox_dSn_pts,mae_lockbox_dSn_pts,r2_oof_kgSn,r2_lockbox_kgSn,mae_lockbox_kgSn
Fusión,T3 tasa_relativa_sn,v3_carga,XGBoost,39,1747,374,0.7028113062524748,0.09996920790010116,0.5799389429758735,0.11608789376276857,0.5599859595378505,0.3088936611630976,2.4003974572410676,,,
Fusión,T3 tasa_relativa_sn,v3_carga+inventario,HistGB+mono(C),47,1747,374,0.691412559683686,0.10271939562251838,0.5148303800676955,0.12609033395722183,0.5399235898429342,0.19156109177495273,2.6148504559653847,,,
Fusión,T3 tasa_relativa_sn,v3_carga+inventario,XGBoost,47,1747,374,0.7042278196010474,0.10051680207249744,0.5808584032528324,0.11455114165940028,0.5573788854761553,0.32235671383648745,2.3566767368512838,,,
Fusión,T3 tasa_relativa_sn,v3_pool_seguro,HistGB+mono(C),128,1747,374,0.6862229929829402,0.102826695704042,0.5523104237245792,0.11778230137012557,0.5373157372643911,0.2774503955271569,2.426994356142952,,,
Fusión,T3 tasa_relativa_sn,v3_pool_seguro,XGBoost,128,1747,374,0.7102836360037668,0.09974633076947746,0.575411900089964,0.11433741938605946,0.5572985585701409,0.32099692928491563,2.345326622262216,,,
Fusión,M1 sn_extraido_est_kg,v2_actual,HistGB+mono(C),7,1747,374,0.6964638497130223,1090.4637659797154,0.6974816708832916,1082.617653593923,,,,0.6964638497130223,0.6974816708832916,1082.617653593923
Fusión,M1 sn_extraido_est_kg,v2_actual,XGBoost,7,1747,374,0.7093121708016223,1061.8534796921915,0.7026343695304036,1055.0456992334948,,,,0.7093121708016223,0.7026343695304036,1055.0456992334948
Fusión,M1 sn_extraido_est_kg,v3_carga,HistGB+mono(C),39,1747,374,0.7428680460479274,998.1605428566465,0.6217384505100859,1240.993644127779,,,,0.7428680460479274,0.6217384505100859,1240.993644127779
Fusión,M1 sn_extraido_est_kg,v3_carga,XGBoost,39,1747,374,0.7515762004222899,980.4551571590489,0.667202377261371,1156.0551833122254,,,,0.7515762004222899,0.667202377261371,1156.0551833122254
Fusión,M1 sn_extraido_est_kg,v3_carga+inventario,HistGB+mono(C),47,1747,374,0.7447408064280403,992.0908115270253,0.6556303398715475,1146.6650851089628,,,,0.7447408064280403,0.6556303398715475,1146.6650851089628
Fusión,M1 sn_extraido_est_kg,v3_carga+inventario,XGBoost,47,1747,374,0.7516402214403338,974.8371197171255,0.7109597455010767,1055.8139190044533,,,,0.7516402214403338,0.7109597455010767,1055.8139190044533
Fusión,M1 sn_extraido_est_kg,v3_pool_seguro,HistGB+mono(C),128,1747,374,0.7489094320293297,978.5909816924927,0.715938452342707,1063.085938654133,,,,0.7489094320293297,0.715938452342707,1063.085938654133
Fusión,M1 sn_extraido_est_kg,v3_pool_seguro,XGBoost,128,1747,374,0.7572439107583603,955.0254641343163,0.7135630828771047,1055.1662662252947,,,,0.7572439107583603,0.7135630828771047,1055.1662662252947
Fusión,M2 frac_sn_extraido_escalon,v2_actual,HistGB+mono(C),7,1747,374,0.5501325550516594,0.07526308308859748,0.01851895975798956,0.07130335672925515,,,,0.7167600139210899,0.7086929023305812,1066.024136308656
Fusión,M2 frac_sn_extraido_escalon,v2_actual,XGBoost,7,1747,374,0.5780380805909114,0.07341506346917741,0.037085432079962954,0.06991344839315368,,,,0.7298435384418691,0.7257045636697455,1037.2245226641571
Fusión,M2 frac_sn_extraido_escalon,v3_carga,HistGB+mono(C),39,1747,374,0.5867413452452879,0.0713643288000263,-0.07304157218960072,0.07390047414295708,,,,0.74112275716003,0.6743898121807159,1116.040151220667
Fusión,M2 frac_sn_extraido_escalon,v3_carga,XGBoost,39,1747,374,0.6119004866397266,0.06916453990951031,0.022404731879110074,0.07123826575617477,,,,0.7524567205376367,0.6918253044578231,1095.7151306297276
Fusión,M2 frac_sn_extraido_escalon,v3_carga+inventario,HistGB+mono(C),47,1747,374,0.5960562594970304,0.07044003366883372,-0.0303318505505501,0.07149542773407479,,,,0.7414051508345739,0.6718261498399274,1094.198668818855
Fusión,M2 frac_sn_extraido_escalon,v3_carga+inventario,XGBoost,47,1747,374,0.6075324774753379,0.06949909251060837,0.03218920019442928,0.07021957247402459,,,,0.749215003523322,0.6961671754844115,1074.1780403279397
Fusión,M2 frac_sn_extraido_escalon,v3_pool_seguro,HistGB+mono(C),128,1747,374,0.5941854495912582,0.0705839873674717,0.002786299744850007,0.07068882754977919,,,,0.7395189084079354,0.693234226022732,1079.6710245121437
Fusión,M2 frac_sn_extraido_escalon,v3_pool_seguro,XGBoost,128,1747,374,0.6058399871005383,0.06949964531176545,0.054575881329402276,0.06949060558140785,,,,0.7455317188855315,0.7148680077923972,1049.5083388378084
Fusión,F1 d_ley_feo (pts %FeO),v2_actual,HistGB+mono(C),7,1747,374,0.13916981130179673,0.6157070216243643,0.1021126088739317,0.7494941009177564,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v2_actual,XGBoost,7,1747,374,0.17841157424622567,0.5978095857215068,0.10130808169090122,0.7373104337146336,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_carga,HistGB+mono(C),39,1747,374,0.18273452164992854,0.5913103232528542,0.0386978303710076,0.7624813239931816,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_carga,XGBoost,39,1747,374,0.20891908367858614,0.5759726447369565,0.10420745371478757,0.7272694159161792,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_carga+inventario,HistGB+mono(C),47,1747,374,0.19254590174396313,0.5924631056444115,0.11086251619604837,0.7573216785244673,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_carga+inventario,XGBoost,47,1747,374,0.22156777375795866,0.5742969867854607,0.14139203068203154,0.7238239902985178,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_pool_seguro,HistGB+mono(C),128,1747,374,0.20322613887268048,0.5854636307328269,0.08310216859953512,0.7385432225787837,,,,,,
Fusión,F1 d_ley_feo (pts %FeO),v3_pool_seguro,XGBoost,128,1747,374,0.22872667567960625,0.5714763346762559,0.12251027778150292,0.7258047854980448,,,,,,
Reducción,T1 d_ley_sn (pts %Sn),v2_actual,HistGB+mono(C),9,1022,238,0.9515412401958552,0.6404830581899044,0.9771053299236818,0.5868810477668104,0.9515412401958552,0.9771053299236818,0.5868810477668104,,,
Reducción,T1 d_ley_sn (pts %Sn),v2_actual,XGBoost,9,1022,238,0.9523842978337362,0.6292286819353845,0.9696732839226514,0.6427830927060431,0.9523842978337362,0.9696732839226514,0.6427830927060431,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_carga,HistGB+mono(C),37,1022,238,0.9568617655254527,0.6143109607385088,0.9715143673778985,0.6113735600477841,0.9568617655254527,0.9715143673778985,0.6113735600477841,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_carga,XGBoost,37,1022,238,0.9600962735207578,0.5950657087607976,0.9708432413657322,0.6096603567995944,0.9600962735207578,0.9708432413657322,0.6096603567995944,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_carga+inventario,HistGB+mono(C),46,1022,238,0.9552657630775866,0.6215468709470058,0.9744594755446576,0.5860115199023952,0.9552657630775866,0.9744594755446576,0.5860115199023952,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_carga+inventario,XGBoost,46,1022,238,0.9583907485832289,0.5966540316930257,0.9750558086146776,0.5799861791211015,0.9583907485832289,0.9750558086146776,0.5799861791211015,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_pool_seguro,HistGB+mono(C),120,1022,238,0.9572976897549803,0.6096752458079772,0.979403670029866,0.5245338642336741,0.9572976897549803,0.979403670029866,0.5245338642336741,,,
Reducción,T1 d_ley_sn (pts %Sn),v3_pool_seguro,XGBoost,120,1022,238,0.9591468171399787,0.5925577779552533,0.9798500636018163,0.5265538035723341,0.9591468171399787,0.9798500636018163,0.5265538035723341,,,
Reducción,T3 tasa_relativa_sn,v2_actual,HistGB+mono(C),9,1022,238,0.605006021732617,0.12709937852730846,0.651847673407737,0.122077058324547,0.9561114208836478,0.9792805492781183,0.5797403471898323,,,
Reducción,T3 tasa_relativa_sn,v2_actual,XGBoost,9,1022,238,0.6141421115762029,0.125580390748706,0.6561151420898443,0.12431510311769402,0.9572945620670785,0.9752355102440246,0.6170377895061775,,,
Reducción,T3 tasa_relativa_sn,v3_carga,HistGB+mono(C),37,1022,238,0.6063845956366722,0.12485071035737805,0.6836935540276048,0.11878318796470279,0.9590100765907504,0.9782610453381835,0.560613282552854,,,
Reducción,T3 tasa_relativa_sn,v3_carga,XGBoost,37,1022,238,0.6242500455204467,0.12231311278718891,0.6911506674436623,0.11664821791483147,0.9613721858659106,0.9786511231210352,0.559754489253405,,,
Reducción,T3 tasa_relativa_sn,v3_carga+inventario,HistGB+mono(C),46,1022,238,0.6065568075442587,0.12581750792998753,0.6767279743079875,0.11827927982104483,0.9572184055108751,0.9809497751659786,0.5366385516864501,,,
Reducción,T3 tasa_relativa_sn,v3_carga+inventario,XGBoost,46,1022,238,0.6236661668210042,0.1216855353147726,0.6695328170636121,0.12087569404042191,0.9612169374431607,0.9792518276321733,0.5659675797069211,,,
Reducción,T3 tasa_relativa_sn,v3_pool_seguro,HistGB+mono(C),120,1022,238,0.6137814812148243,0.12437775740148714,0.6751620754103651,0.11871162131614403,0.9610523598895327,0.980382941676284,0.5415443389164039,,,
Reducción,T3 tasa_relativa_sn,v3_pool_seguro,XGBoost,120,1022,238,0.6273272549829888,0.12089892226388865,0.6776341774365231,0.11561024870591885,0.9605058110620316,0.981583858569484,0.5286760337838731,,,
Reducción,M1 sn_extraido_est_kg,v2_actual,HistGB+mono(C),9,1022,238,0.9210600939303142,510.478544094803,0.968950422204565,441.0101262926845,,,,0.9210600939303142,0.968950422204565,441.0101262926845
Reducción,M1 sn_extraido_est_kg,v2_actual,XGBoost,9,1022,238,0.927495802668828,480.3068360696393,0.9674076337639961,441.1659958276728,,,,0.927495802668828,0.9674076337639961,441.1659958276728
Reducción,M1 sn_extraido_est_kg,v3_carga,HistGB+mono(C),37,1022,238,0.9578854005251192,424.65810051009436,0.9755089659859151,412.705873494224,,,,0.9578854005251192,0.9755089659859151,412.705873494224
Reducción,M1 sn_extraido_est_kg,v3_carga,XGBoost,37,1022,238,0.9598670702720613,406.07713819494325,0.9770761299872598,390.5202935165513,,,,0.9598670702720613,0.9770761299872598,390.5202935165513
Reducción,M1 sn_extraido_est_kg,v3_carga+inventario,HistGB+mono(C),46,1022,238,0.9716778220621028,364.0284390269973,0.9847497547949935,325.87950091986585,,,,0.9716778220621028,0.9847497547949935,325.87950091986585
Reducción,M1 sn_extraido_est_kg,v3_carga+inventario,XGBoost,46,1022,238,0.9731611509326115,356.14003402597956,0.9861004895814495,311.088095835628,,,,0.9731611509326115,0.9861004895814495,311.088095835628
Reducción,M1 sn_extraido_est_kg,v3_pool_seguro,HistGB+mono(C),120,1022,238,0.9735473070218909,353.55125002308813,0.9846599794194729,321.3378059627566,,,,0.9735473070218909,0.9846599794194729,321.3378059627566
Reducción,M1 sn_extraido_est_kg,v3_pool_seguro,XGBoost,120,1022,238,0.9733999558647929,350.7533562323132,0.9870783147876959,298.02782076547976,,,,0.9733999558647929,0.9870783147876959,298.02782076547976
Reducción,M2 frac_sn_extraido_escalon,v2_actual,HistGB+mono(C),9,1022,238,0.6296372869248862,0.1287313484992252,0.6816564711533138,0.11954047427930702,,,,0.975661531533733,0.9874752706434847,320.7504214661092
Reducción,M2 frac_sn_extraido_escalon,v2_actual,XGBoost,9,1022,238,0.642586771920159,0.12674647019633184,0.6937001559063047,0.11974903833485966,,,,0.9759251016165048,0.9870598828610209,329.0247383139418
Reducción,M2 frac_sn_extraido_escalon,v3_carga,HistGB+mono(C),37,1022,238,0.6337580728457355,0.12663226090259228,0.7007127041505682,0.11999344648805138,,,,0.9773458891047393,0.9863690463421808,315.0158573299566
Reducción,M2 frac_sn_extraido_escalon,v3_carga,XGBoost,37,1022,238,0.6535731688770039,0.12311181985407689,0.7223455760414733,0.11459934479915973,,,,0.9781378754130001,0.9868399221628472,314.84768952388686
Reducción,M2 frac_sn_extraido_escalon,v3_carga+inventario,HistGB+mono(C),46,1022,238,0.6335262805594781,0.12753131277357366,0.700777221455006,0.11779319272683798,,,,0.9764756411365058,0.986349956628808,306.5830407728575
Reducción,M2 frac_sn_extraido_escalon,v3_carga+inventario,XGBoost,46,1022,238,0.6545271841306015,0.1222636807215828,0.7022815254329056,0.11883289209327283,,,,0.9779868932345246,0.9866160198073133,323.24021854651414
Reducción,M2 frac_sn_extraido_escalon,v3_pool_seguro,HistGB+mono(C),120,1022,238,0.6454044744872638,0.12439088840241558,0.7013708185998377,0.11567070102637066,,,,0.9771391203099049,0.9859759045618037,307.26407424433296
Reducción,M2 frac_sn_extraido_escalon,v3_pool_seguro,XGBoost,120,1022,238,0.6579585593973236,0.12230246822347111,0.7005123478003962,0.11477230167498458,,,,0.9780291963728492,0.9881799572035603,293.8622576126963
Reducción,F1 d_ley_feo (pts %FeO),v2_actual,HistGB+mono(C),9,1022,238,0.4509147860214915,0.6252658287682343,0.527510405214463,0.6128963896629248,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v2_actual,XGBoost,9,1022,238,0.4711384173197257,0.6076071993530623,0.540866919465739,0.6038495199178151,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_carga,HistGB+mono(C),37,1022,238,0.46853249455646073,0.6082747680816287,0.5225570632973131,0.6056784292971854,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_carga,XGBoost,37,1022,238,0.49610438433398063,0.5921689721391925,0.5737828126171733,0.5763826970560879,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_carga+inventario,HistGB+mono(C),46,1022,238,0.4652083091268774,0.6119299784284278,0.5330918643512816,0.612314553252605,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_carga+inventario,XGBoost,46,1022,238,0.4856239959539641,0.5977058071789231,0.5632213707679915,0.5932411810513626,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_pool_seguro,HistGB+mono(C),120,1022,238,0.5055058331432671,0.5795350611313752,0.4428413922771376,0.6489852598312436,,,,,,
Reducción,F1 d_ley_feo (pts %FeO),v3_pool_seguro,XGBoost,120,1022,238,0.5211674163786739,0.5693382951836145,0.43936746895963164,0.6557030321643177,,,,,,
Reducción,F2 feo_extraido_est_kg,v2_actual,HistGB+mono(C),9,1022,238,0.09305473765000682,633.4033439710772,0.15287551669763877,547.3124540047086,,,,,,
Reducción,F2 feo_extraido_est_kg,v2_actual,XGBoost,9,1022,238,0.15063136966621204,611.7286251804835,0.08976504080414527,568.3815512773486,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_carga,HistGB+mono(C),37,1022,238,0.3300086630593476,550.8882014335586,0.2875892855220905,506.6837997214937,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_carga,XGBoost,37,1022,238,0.34948693571483036,546.4402776566606,0.29707061219370356,502.4859232019644,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_carga+inventario,HistGB+mono(C),46,1022,238,0.3344868592399859,554.2625560054097,0.20468655291343385,539.5398448741462,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_carga+inventario,XGBoost,46,1022,238,0.3517009460750158,546.9730297621683,0.3208485111735341,490.52208642799803,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_pool_seguro,HistGB+mono(C),120,1022,238,0.3429118435212557,549.273484470313,0.2486998890939932,505.95474330712904,,,,,,
Reducción,F2 feo_extraido_est_kg,v3_pool_seguro,XGBoost,120,1022,238,0.3639554909049293,538.4867428202631,0.30338693537076444,483.5603127846457,,,,,,
