,perm_media,perm_frac_pos,boruta_frac,score
feed_pellets_t7_kgh,0.0006045117594896909,0.6,0.0,0.5325
cum_o2_nm3_prev,0.000559034659239716,0.4,0.0,0.5275
tasa_feed_reciclo_kg_min,-0.0003136165764515154,0.4666666666666667,0.05,0.525
interaccion_B2_x_temp_prev,0.0005384576776870936,0.5333333333333333,0.0,0.5225
feed_Sn_kgf,0.0005153175849856417,0.4666666666666667,0.0,0.5175000000000001
temperatura_horno_celsius_prev,0.00037593216408418547,0.6666666666666666,0.0,0.4975
ratio_feo_sio2_prev,0.0003655328302557301,0.6,0.0,0.4925
interaccion_lanza_x_gn,0.0003596524371084165,0.4,0.0,0.4875
ley_sn_Fe_batch_pct,-0.0005154895181659791,0.6,0.05,0.485
feed_Fe_kgh,0.0003505370245854116,0.7333333333333333,0.0,0.4825
feed_reciclo_t3_kgh,0.00019916775115727474,0.6666666666666666,0.0,0.4775
feed_conc_t1_kgh,0.00013137392691045963,0.6666666666666666,0.0,0.46749999999999997
feed_Carbon_kgh,0.00013048061935905242,0.3333333333333333,0.0,0.4625
indice_irf_prev,0.00012334090312629987,0.6,0.0,0.4575
tasa_feed_total_kg_min,0.00011619246401255198,0.5333333333333333,0.0,0.4525
interaccion_C_x_FeO_prev,-0.001913841426979541,0.3333333333333333,0.15,0.4525
delta_tiempo,0.00011306322371945496,0.4,0.0,0.4475
cum_feed_carga_secundaria_kg_prev,-0.0010176135151699522,0.13333333333333333,0.05,0.445
lanza_pos_x_gas_total,8.937437834646282e-05,0.3333333333333333,0.0,0.4425
total_process_gas_nm3_min,6.68377140311538e-05,0.6666666666666666,0.0,0.4375
feed_Carbon_fusion_kgh,4.5870096300561044e-05,0.5333333333333333,0.0,0.4325
volumen_o2_inyectado_lanza_escalon_nm3,2.7560994128789716e-05,0.4666666666666667,0.0,0.4275
espesor_ladrillo_norm_mm,1.0056413795345169e-05,0.4,0.0,0.4225
ley_fe_total_escoria_pct_prev,0.0,0.0,0.0,0.4075
escalon_idx,0.0,0.0,0.0,0.4075
orden_escalon_fase,0.0,0.0,0.0,0.4075
cum_feed_Fe_kg_prev,-1.0891271841291979e-05,0.5333333333333333,0.0,0.39249999999999996
duracion_plan_min,-2.41412479499159e-05,0.06666666666666667,0.0,0.38749999999999996
ley_sn_pellets_batch_pct,-3.223030063929468e-05,0.6,0.0,0.3825
tasa_feed_dross_Fe_kg_min,-3.7612033929362234e-05,0.4666666666666667,0.0,0.3775
cum_feed_CaO_kg_prev,-5.386092369877984e-05,0.5333333333333333,0.0,0.3725
masa_escoria_est_kg_prev,-6.356433175355784e-05,0.4666666666666667,0.0,0.3675
cum_gn_nm3_prev,-9.141386611019901e-05,0.26666666666666666,0.0,0.3625
volumen_gas_natural_inyectado_lanza_escalon_nm3,-9.16935161816272e-05,0.5333333333333333,0.0,0.3575
feo_inventario_escoria_est_kg_prev,-0.00015253407767776598,0.5333333333333333,0.0,0.34750000000000003
feed_Carbon_reduccion_kgh,-0.00017006572487331025,0.4,0.0,0.3425
basicidad_B4_prev,-0.00023530417106000108,0.3333333333333333,0.0,0.3375
feed_total_kgh,-0.00024002543187079276,0.5333333333333333,0.0,0.3325
tiempo_fase,-0.00030147702293829387,0.2,0.0,0.3225
presion_suministro_o2_lanza_kpa,-0.0003166738679976497,0.4,0.0,0.3125
tasa_feed_conc_kg_min,-0.0003571012024106861,0.4666666666666667,0.0,0.3075
tasa_feed_Carbon_kg_min,-0.00038051106044214824,0.26666666666666666,0.0,0.3025
ley_sn_dross_batch_pct,-0.0003941605679112466,0.5333333333333333,0.0,0.2975
cum_feed_Carbon_kg_prev,-0.00042935340510766746,0.6,0.0,0.2925
ley_cao_escoria_pct_prev,-0.0004909608538391952,0.4666666666666667,0.0,0.2875
cum_feed_total_kg_prev,-0.0005041914599126925,0.3333333333333333,0.0,0.2825
oxygen_enrichment_pct,-0.0005780385968159453,0.26666666666666666,0.0,0.27249999999999996
tasa_feed_Fe_kg_min,-0.0005785129443518648,0.26666666666666666,0.0,0.2675
volumen_aire_inyectado_lanza_escalon_nm3,-0.0005927481761140204,0.5333333333333333,0.0,0.2625
tasa_feed_CaO_kg_min,-0.0006268100552252983,0.06666666666666667,0.0,0.2575
relacion_C_cum_Sn_cum_prev,-0.0007007342279924784,0.26666666666666666,0.0,0.2525
cum_feed_reciclo_kg_prev,-0.0007703550688319109,0.4666666666666667,0.0,0.2475
cum_feed_Sn_kg_prev,-0.0008868614317786223,0.4666666666666667,0.0,0.2425
cum_feed_conc_kg_prev,-0.0010581309006184347,0.3333333333333333,0.0,0.23249999999999998
cum_aire_nm3_prev,-0.0011139404022747319,0.5333333333333333,0.0,0.22749999999999998
feed_CaO_kgh,-0.0011741091804345902,0.4,0.0,0.2225
ley_feo_escoria_pct_prev,-0.0012431312717038788,0.3333333333333333,0.0,0.2175
ley_sn_reciclo_batch_pct,-0.0014139721054887207,0.26666666666666666,0.0,0.2125
temperatura_gas_pre_bhf_celsius_prev,-0.0016537914787362526,0.4,0.0,0.2075
feed_dross_Fe_kgh,-0.00191210305409694,0.13333333333333333,0.0,0.20249999999999999
tasa_aire_nm3_min,-0.0026511804452311787,0.2,0.0,0.1925
basicidad_B2_prev,-0.0029956189942328057,0.26666666666666666,0.0,0.1875
