,0
tasa_feed_reciclo_kg_min,9.23349529280415e-07
cum_feed_pellets_kg_prev,8.601497333282637e-07
delta_tiempo,0.0
orden_escalon_fase,0.0
duracion_plan_min,0.0
espesor_ladrillo_norm_mm,0.0
tiempo_fase,0.0
escalon_idx,0.0
cum_feed_Fe_kg_prev,-4.559286595373635e-07
indice_irf_prev,-1.6446687973958874e-06
tasa_feed_total_kg_min,-2.0083865331921302e-06
interaccion_C_x_exceso_o2,-2.488850088400163e-06
sn_reciclo_t3_kgf,-8.902080675210477e-06
estequiometria_lanza_planta_pct,-9.303381130076892e-06
cum_gn_nm3_prev,-1.1168964305596774e-05
indice_severidad_reductora,-1.1498113987529201e-05
frac_reciclo_carga,-1.4150219749042847e-05
tasa_feed_CaO_kg_min,-1.4854046529921838e-05
cum_o2_nm3_prev,-1.6347432322239007e-05
tasa_feed_conc_kg_min,-2.2329124653652776e-05
frac_dross_carga,-2.621774097799623e-05
interaccion_C_x_FeO_prev,-3.311647565951148e-05
ley_sn_reciclo_batch_pct,-3.387408118262769e-05
ley_fe_total_escoria_pct_prev,-3.669793802596466e-05
tasa_o2_nm3_min,-3.734175361818082e-05
interaccion_C_x_temp_prev,-4.22993220495993e-05
margen_presion_gn,-4.575347650797035e-05
basicidad_B4_prev,-4.590900479526372e-05
basicidad_B2_prev,-4.681704016800126e-05
o2_teorico_combustion_nm3,-5.068254897102609e-05
tasa_feed_dross_Fe_kg_min,-6.51345633718936e-05
tasa_feed_Sn_kg_min,-6.526529673631654e-05
tasa_feed_Fe_kg_min,-6.563119686220364e-05
masa_escoria_est_kg_prev,-6.699419554936358e-05
sn_Fe_t4_kgf,-6.707605198410515e-05
ratio_feo_sio2_prev,-8.320108846284757e-05
sn_dross_Fe_t5_kgf,-8.509613221967527e-05
presion_punta_lanza_kpa_prev,-0.00010733976613785945
tiempo,-0.00011176936356769308
volumen_aire_inyectado_lanza_escalon_nm3,-0.00012902618687526957
feed_Fe_kgh,-0.00012948811263904236
tiro_horno_pct_prev,-0.00015016500473177263
interaccion_FeO_x_B2_prev,-0.00015249597534181537
sn_pellets_t7_kgf,-0.00020868617976048663
interaccion_B2_x_temp_prev,-0.00021945222987376222
relacion_CaO_carga_Fe,-0.0002308190699596091
feed_total_kgh,-0.00023663606778130398
feed_dross_Fe_kgh,-0.00028627317631670925
feed_CaO_kgh,-0.00029691512793270645
cum_aire_nm3_prev,-0.0005039386999216245
feed_carga_secundaria_kgh,-0.0005516702105163196
feed_Sn_kgf,-0.0005628574165752687
feed_pellets_t7_kgh,-0.000667624994887972
ley_cao_escoria_pct_prev,-0.0012094070136654755
