analisis,subset,n,variable,coef,se,p,ci95_lo,ci95_hi,r2,metodo
OLS_direccional_Fusión_tasa_feed_CaO_kg_min,TOTAL,356,frac_carga_secundaria_media_fusion,-4.3417173150810555,4.151087113088209,0.29559660346391436,-12.477698553422293,3.794263923260182,0.02173282315662617,ols_hc3_direccional
direccional_ttest,DEV,294,Reducción_tasa_feed_Carbon_kg_min_dirmas,0.8356309576997347,,0.13166072813567528,,,,ttest_welch
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,Intercept,79.1601774545393,10.892858235928582,3.67115450073319e-13,57.81056762341876,100.50978728565983,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,en_direccion_deseada,0.9186522828401329,0.6608521165629703,0.16449770671819486,-0.3765940647303545,2.21389863041062,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,ley_sn_conc_batch_pct,-0.2720263883230615,0.24363388016000267,0.2641920840334302,-0.7495400188504143,0.20548724220429138,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,ley_sn_carga_batch_pct,0.06624362689388981,0.31557892856195624,0.8337367943930076,-0.5522797073672829,0.6847669611550626,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,espesor_ladrillo_norm_mm,-0.0002387666391352812,0.028222965297037002,0.993249967162656,-0.05555476215825159,0.05507722887998103,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,sn_cargado_batch_kg,3.503286367814037e-06,0.00013645124144975453,0.979517144592452,-0.00026393623251948385,0.0002709428052551119,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,temperatura_media_fusion,-0.0001794348821098244,0.006822349707614799,0.9790172266204009,-0.013550994598972198,0.013192124834752551,0.02582362438622654,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,DEV,293,frac_carga_secundaria_media_fusion,-5.113425673488309,4.131611896409311,0.21585159362059703,-13.21123618854779,2.984384841571173,0.02582362438622654,ols_hc3_direccional
direccional_ttest,LOCKBOX,63,Reducción_tasa_feed_Carbon_kg_min_dirmas,1.1645547645657643,,0.4219785888323191,,,,ttest_welch
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,Intercept,56.82593988604668,100.1840593015806,0.5705678558084555,-139.5312081700763,253.18308794216966,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,en_direccion_deseada,0.8575987008650718,1.7748021841487833,0.6289480207694158,-2.6209496597495683,4.3361470614797115,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,ley_sn_conc_batch_pct,-0.37050183746022824,2.6496429373236055,0.8887936339966054,-5.563706566505415,4.822702891584958,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,ley_sn_carga_batch_pct,0.3814953981073259,4.164267763074723,0.9270066031652018,-7.780319439500307,8.543310235714959,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,espesor_ladrillo_norm_mm,0.2893649371539544,0.5835356417070602,0.619977526125315,-0.8543439042873526,1.4330737785952614,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,sn_cargado_batch_kg,0.00019044381963417286,0.0007001480319548408,0.7856181152799546,-0.0011818211068439141,0.0015627087461122598,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,temperatura_media_fusion,-0.03690380731286336,0.028643466960545826,0.19761204888979833,-0.09304397094789615,0.019236356322169433,0.15356704383166853,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,LOCKBOX,63,frac_carga_secundaria_media_fusion,-64.92014979653855,43.77882961485699,0.13809780481394449,-150.72507912697378,20.884779533896676,0.15356704383166853,ols_hc3_direccional
direccional_ttest,TOTAL,357,Reducción_tasa_feed_Carbon_kg_min_dirmas,1.0873881197036326,,0.024597320868418548,,,,ttest_welch
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,Intercept,76.5018478505759,10.436118976880175,2.293156849955394e-13,56.04743051751576,96.95626518363605,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,en_direccion_deseada,1.1420492427302298,0.5385935044819032,0.03396989001039494,0.08642537163848729,2.1976731138219723,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,ley_sn_conc_batch_pct,-0.16660996234724784,0.21031104975130915,0.4282397754405409,-0.5788120454106253,0.24559212071612957,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,ley_sn_carga_batch_pct,0.16975664122384782,0.3166419319381569,0.5918787424149707,-0.4508501413701227,0.7903634238178183,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,espesor_ladrillo_norm_mm,-0.009110569457965442,0.020287410366008573,0.653377531159233,-0.0488731631149268,0.030652024198995917,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,sn_cargado_batch_kg,-3.470429364051315e-05,0.00014000862494326915,0.8042330260463781,-0.00030911615605429694,0.00023970756877327064,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,temperatura_media_fusion,-0.001416247953172028,0.006251888178456252,0.8207882681616706,-0.013669723618318004,0.010837227711973948,0.03432945962585643,ols_hc3_direccional
OLS_direccional_Reducción_tasa_feed_Carbon_kg_min,TOTAL,356,frac_carga_secundaria_media_fusion,-5.0983054402104955,4.026886811710004,0.20548936846405774,-12.99085856098143,2.7942476805604386,0.03432945962585643,ols_hc3_direccional
direccional_ttest,DEV,294,Reducción_tasa_gn_nm3_min_dirmas,-1.5689652941964027,,0.0038064827549811327,,,,ttest_welch
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,Intercept,85.4704564809552,10.207613508422051,5.607119086546524e-17,65.46390163634345,105.47701132556696,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,en_direccion_deseada,-1.8612662124138635,0.5316070115294647,0.0004631558728536848,-2.9031968089405833,-0.8193356158871434,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,ley_sn_conc_batch_pct,-0.3660447329226519,0.23917786447267184,0.12591058256443127,-0.8348247331882908,0.10273526734298705,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,ley_sn_carga_batch_pct,0.1356042990746188,0.3026042086492454,0.6540634918272978,-0.4574890514481461,0.7286976495973837,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,espesor_ladrillo_norm_mm,-0.003363048944033047,0.027564578248405757,0.9028941225086607,-0.0573886295599445,0.050662531671878404,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,sn_cargado_batch_kg,-4.9222650545369226e-05,0.00015097835661937795,0.7444057819949301,-0.0003451347919643945,0.00024668949087365604,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,temperatura_media_fusion,-0.0007786773626315852,0.00668393325887676,0.9072563883057058,-0.013878945825099468,0.012321591099836299,0.05578249657140588,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,DEV,293,frac_carga_secundaria_media_fusion,-4.970524648648245,3.9983518685610506,0.21381500341861737,-12.807150308546332,2.8661010112498424,0.05578249657140588,ols_hc3_direccional
direccional_ttest,LOCKBOX,63,Reducción_tasa_gn_nm3_min_dirmas,1.8172459111268182,,0.08672034391662606,,,,ttest_welch
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,Intercept,51.78231469460074,99.69203515492597,0.6034659446024135,-143.6104837545551,247.17511314375662,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,en_direccion_deseada,1.644193042178118,1.0709609139620524,0.12472236222307873,-0.45485177803760424,3.74323786239384,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,ley_sn_conc_batch_pct,-0.964319957910682,2.514465359675291,0.7013424390134637,-5.892581503247805,3.963941587426441,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,ley_sn_carga_batch_pct,1.5537957246267808,3.919235041700026,0.691770265117305,-6.1277638040526075,9.23535525330617,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,espesor_ladrillo_norm_mm,0.15587852280942593,0.5522636963861297,0.7777489138033697,-0.9265384320763514,1.2382954776952033,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,sn_cargado_batch_kg,0.00017262076395612114,0.0007137037621007746,0.8088838985744473,-0.00122621290539214,0.001571454433304382,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,temperatura_media_fusion,-0.027344741368751202,0.02561475747420541,0.285728709887313,-0.07754874349092197,0.022859260753419562,0.18477505787282145,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,LOCKBOX,63,frac_carga_secundaria_media_fusion,-58.02681971228115,37.710731468116414,0.12386902136703207,-131.9384952204506,15.8848557958883,0.18477505787282145,ols_hc3_direccional
direccional_ttest,TOTAL,357,Reducción_tasa_gn_nm3_min_dirmas,-0.8816024060639336,,0.06872588585855027,,,,ttest_welch
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,Intercept,77.33972215845094,9.983727410967226,9.440210544512712e-15,57.77197600148986,96.90746831541202,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,en_direccion_deseada,-1.20456982762453,0.4827065814304846,0.01257977112468476,-2.1506573423287305,-0.2584823129203293,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,ley_sn_conc_batch_pct,-0.16334307915085566,0.20966144804494,0.4359324833508704,-0.5742719662654538,0.24758580796374247,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,ley_sn_carga_batch_pct,0.3131481884341065,0.3047910694754602,0.30422312730694745,-0.2842313305472409,0.910527707415454,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,espesor_ladrillo_norm_mm,-0.02487472633559671,0.019381969330059378,0.1993536559372192,-0.06286268817197302,0.013113235500779592,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,sn_cargado_batch_kg,-0.00011357887232680023,0.0001523233682205568,0.45588302448495266,-0.0004121271880429246,0.00018496944338932411,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,temperatura_media_fusion,0.00070134889527332,0.006137257299452028,0.9090180151069882,-0.011327454375508209,0.012730152166054848,0.03740365295218162,ols_hc3_direccional
OLS_direccional_Reducción_tasa_gn_nm3_min,TOTAL,356,frac_carga_secundaria_media_fusion,-4.222476477147119,3.9357134907576277,0.28333314849852564,-11.936333172500483,3.4913802182062463,0.03740365295218162,ols_hc3_direccional
direccional_ttest,DEV,294,Reducción_tasa_o2_nm3_min_dirmas,-0.3776130820688053,,0.4911270333803352,,,,ttest_welch
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,Intercept,80.93374114707534,11.1309343291888,3.566656509558811e-13,59.11751074758479,102.74997154656589,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,en_direccion_deseada,-0.6350007331995466,0.582474906978067,0.2756351929949624,-1.7766305727748761,0.5066291063757828,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,ley_sn_conc_batch_pct,-0.31698817649262184,0.23891369349582853,0.18457832954850006,-0.7852504111578871,0.15127405817264344,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,ley_sn_carga_batch_pct,0.12479491194946032,0.3078731420143717,0.6852237584017902,-0.4786253582058936,0.7282151821048143,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,espesor_ladrillo_norm_mm,-0.0049006344784194855,0.028905426001201356,0.8653716795218378,-0.061554228398561776,0.051752959441722805,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,sn_cargado_batch_kg,-3.5911187373491155e-05,0.0001410015718769141,0.7989652957624245,-0.0003122691900157785,0.00024044681526879622,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,temperatura_media_fusion,0.0011958053243579165,0.006837936211040558,0.861175415092369,-0.012206303377863855,0.014597914026579688,0.022222603061451296,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,DEV,293,frac_carga_secundaria_media_fusion,-4.8916830136242675,4.187361865238567,0.24272543764892174,-13.098761459728323,3.3153954324797867,0.022222603061451296,ols_hc3_direccional
direccional_ttest,LOCKBOX,63,Reducción_tasa_o2_nm3_min_dirmas,0.6692387928536903,,0.597046855523265,,,,ttest_welch
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,Intercept,68.06580100105536,93.43875668426539,0.4663359472488132,-115.07079686030603,251.20239886241677,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,en_direccion_deseada,1.2334931527538648,1.2721487899798034,0.33223898053515677,-1.259872658582759,3.726858964090489,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,ley_sn_conc_batch_pct,-0.5447376333549343,2.579611695722552,0.8327543073899051,-5.600683651069432,4.511208384359564,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,ley_sn_carga_batch_pct,0.7687313716870747,4.010404077114379,0.8479895294420768,-7.091516182909702,8.628978926283851,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,espesor_ladrillo_norm_mm,0.20219580121039593,0.541698138719152,0.7089528091597055,-0.8595130411715242,1.263904643592316,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,sn_cargado_batch_kg,0.00018684666233163404,0.0007126361517955219,0.7931743247138395,-0.0012098945292688078,0.0015835878539320759,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,temperatura_media_fusion,-0.03814199729795348,0.02700399054201376,0.15781520540467053,-0.0910688461991607,0.01478485160325374,0.1631028077948029,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,LOCKBOX,63,frac_carga_secundaria_media_fusion,-63.050131739506554,39.802429343252186,0.11317608977169392,-141.06145974948106,14.961196270467966,0.1631028077948029,ols_hc3_direccional
direccional_ttest,TOTAL,357,Reducción_tasa_o2_nm3_min_dirmas,0.021624790597641663,,0.9644768918329769,,,,ttest_welch
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,Intercept,75.04015487695321,10.697258957175013,2.301207072829186e-12,54.07391258759169,96.00639716631473,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,en_direccion_deseada,-0.49603234866418977,0.530311581964026,0.3496026994017801,-1.5354239498981415,0.5433592525697619,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,ley_sn_conc_batch_pct,-0.14417828124497833,0.21139337737150915,0.49521502776292314,-0.5585016874634208,0.27014512497346405,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,ley_sn_carga_batch_pct,0.30542471126040294,0.30585097126505784,0.31798543994348105,-0.2940321770557054,0.9048815995765113,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,espesor_ladrillo_norm_mm,-0.025930157032256138,0.019844975160006263,0.19133639712765294,-0.0648255936199604,0.012965279555448135,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,sn_cargado_batch_kg,-0.00010499644023848683,0.00014563779369239883,0.47094504006265003,-0.0003904412706634632,0.00018044839018648955,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,temperatura_media_fusion,0.0019362825490608741,0.0061863384722742505,0.7542857455879054,-0.010188718052771197,0.014061283150892945,0.02355342292074647,ols_hc3_direccional
OLS_direccional_Reducción_tasa_o2_nm3_min,TOTAL,356,frac_carga_secundaria_media_fusion,-4.201370537649034,4.057564881095494,0.3004628341130431,-12.154051569530747,3.7513104942326807,0.02355342292074647,ols_hc3_direccional
direccional_ttest,DEV,294,Reducción_tasa_aire_nm3_min_dirmenos,-0.1060505832655565,,0.8486577693224667,,,,ttest_welch
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,Intercept,78.2947959307742,10.87974528915423,6.183155054008919e-13,56.97088700306259,99.61870485848581,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,en_direccion_deseada,-0.1572856864112832,0.6047298346488859,0.7947924333721261,-1.3425343826999616,1.027963009877395,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,ley_sn_conc_batch_pct,-0.3158125480327832,0.23904776479052092,0.1864588938621451,-0.7843375576070062,0.15271246154143986,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,ley_sn_carga_batch_pct,0.12380739121606646,0.30047754564592394,0.6803134631866423,-0.4651177764129346,0.7127325588450675,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,espesor_ladrillo_norm_mm,0.000353524472524807,0.028189073145617062,0.9899938418299536,-0.054896043650449845,0.055603092595499455,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,sn_cargado_batch_kg,-3.1992694575292465e-05,0.0001341502561362449,0.8115056952852626,-0.00029492236511915586,0.00023093697596857093,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,temperatura_media_fusion,0.0018418394204642939,0.007004799879406573,0.7925971178644705,-0.011887316062083103,0.01557099490301169,0.018735850355021566,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,DEV,293,frac_carga_secundaria_media_fusion,-4.604390452583044,4.152276097001981,0.26748044259039827,-12.74270205657347,3.533921151407383,0.018735850355021566,ols_hc3_direccional
direccional_ttest,LOCKBOX,63,Reducción_tasa_aire_nm3_min_dirmenos,-1.7552453440014517,,0.29416522999866357,,,,ttest_welch
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,Intercept,71.89740810131373,93.49040644028102,0.4418724482107039,-111.3404214216486,255.13523762427604,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,en_direccion_deseada,-0.7728347617964537,1.5398252385796207,0.6157394758734005,-3.7908367718983067,2.245167248305399,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,ley_sn_conc_batch_pct,-0.4024511091453249,2.6494685254451227,0.8792667489702406,-5.5953139971902095,4.79041177889956,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,ley_sn_carga_batch_pct,0.5085396774548414,4.110164563340201,0.9015311736051186,-7.547234837224751,8.564314192134434,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,espesor_ladrillo_norm_mm,0.20852929838004686,0.5652497012888319,0.7121908122787226,-0.8993397584180873,1.316398355178181,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,sn_cargado_batch_kg,0.00011429150016749651,0.0006825664513282058,0.8670208874827796,-0.0012235141614910987,0.0014520971618260917,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,temperatura_media_fusion,-0.034478046344786184,0.0259411524018225,0.18381929510948547,-0.085321770769823,0.01636567808025064,0.15198538342766832,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,LOCKBOX,63,frac_carga_secundaria_media_fusion,-60.96138715631933,41.857701493972684,0.1452831930272904,-143.0009745601342,21.078200247495545,0.15198538342766832,ols_hc3_direccional
direccional_ttest,TOTAL,357,Reducción_tasa_aire_nm3_min_dirmenos,-0.5567014607888865,,0.25116115186891036,,,,ttest_welch
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,Intercept,72.90870500443609,10.395933445391135,2.329369881233737e-12,52.53304986579407,93.2843601430781,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,en_direccion_deseada,-0.3476579659681005,0.5656417082723408,0.5388018970483519,-1.4562953423356004,0.7609794103993994,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,ley_sn_conc_batch_pct,-0.14544775590748282,0.21137288745908514,0.49138363780724115,-0.5597310026355278,0.26883549082056213,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,ley_sn_carga_batch_pct,0.2965938902104486,0.2998823062737801,0.32264635472417735,-0.2911646296869703,0.8843524101078675,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,espesor_ladrillo_norm_mm,-0.020663192172242315,0.019370146138123854,0.28608267204954496,-0.058627980978242684,0.017301596633758055,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,sn_cargado_batch_kg,-9.90055269233346e-05,0.00013837194474733994,0.47429835320957525,-0.0003702095550988872,0.000172198501252218,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,temperatura_media_fusion,0.002613922406244763,0.006284606171656197,0.677465166438057,-0.009703679347219532,0.014931524159709058,0.02246529434255562,ols_hc3_direccional
OLS_direccional_Reducción_tasa_aire_nm3_min,TOTAL,356,frac_carga_secundaria_media_fusion,-4.07810187824489,4.045967126453307,0.3134821076521057,-12.008051728726386,3.8518479722366052,0.02246529434255562,ols_hc3_direccional
