analisis,subset,n,variable,coef,se,p,ci95_lo,ci95_hi,r2,metodo
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,temperatura_media_fusion,0.0019732486726453634,0.006254270446439978,0.7523788530786037,-0.010284896151950239,0.014231393497240966,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,frac_carga_secundaria_media_fusion,-3.971855187688746,4.012898408848839,0.3222854878593103,-11.836991542650559,3.8932811672730674,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,Intercept,73.19947589310185,10.451526219586674,2.492688879525993e-12,52.7148609192359,93.6840908669678,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,dist_F,0.8246020098662008,1.405597500259,0.5574348585164958,-1.9303184674009684,3.57952248713337,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,dist_R,0.3600490365521063,0.7099954092703761,0.6120744128418686,-1.0315163948066064,1.751614467910819,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,ley_sn_conc_batch_pct,-0.142183029557503,0.21783525634294662,0.5139439074385759,-0.5691322865527287,0.28476622743772273,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,ley_sn_carga_batch_pct,0.2871086438297712,0.303571554227638,0.3442662882954164,-0.3078806691872472,0.8820979568467896,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,espesor_ladrillo_norm_mm,-0.01789005176087538,0.020330194597688967,0.37887315215353723,-0.05773650097103653,0.02195639744928577,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,sn_cargado_batch_kg,-0.00010245172170908164,0.00013954846465355044,0.4628476441928675,-0.0003759616865279013,0.000171058243109738,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,temperatura_media_fusion,0.0015584772390854883,0.0063474740610021995,0.8060482859140261,-0.01088234331328102,0.013999297791451997,0.02281331720191815,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,TOTAL,356,frac_carga_secundaria_media_fusion,-4.30100390098638,4.047954908371996,0.2880029505843169,-12.234849732437628,3.632841930464867,0.02281331720191815,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,Intercept,0.011717281932045936,0.07667295694553931,0.8785389843077732,-0.13855895226940132,0.1619935161334932,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,dist_total,-0.012496582379308719,0.008608530409899466,0.1465986509151803,-0.029368991942529503,0.004375827183912065,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,ley_sn_conc_batch_pct,0.0011742206105768331,0.0014728982829554764,0.42532459660213273,-0.0017126069769067861,0.004061048198060453,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,ley_sn_carga_batch_pct,-0.0016972626730830482,0.002499334746060203,0.4970835150832964,-0.006595868760670608,0.003201343414504511,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,espesor_ladrillo_norm_mm,0.0005494874521818728,0.00015847410551722546,0.0005255890902014251,0.0002388839128859106,0.0008600909914778349,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,sn_cargado_batch_kg,2.7524941546312654e-06,1.160542076339479e-06,0.017704953395141575,4.778734824625523e-07,5.0271148267999785e-06,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,temperatura_media_fusion,-0.0001375481866206614,4.7545121966012e-05,0.0038157749564056626,-0.00023073491331460913,-4.4361459926713675e-05,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_total,TOTAL,356,frac_carga_secundaria_media_fusion,0.006056994674676769,0.02634789254645376,0.8181808553375203,-0.04558392578490393,0.05769791513425747,0.07462105886869996,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,Intercept,-0.00019477669228582656,0.07769175851692192,0.9979996700326056,-0.15246782528103578,0.15207827189646414,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,dist_F,-0.0167034992246841,0.011351107420982807,0.1411477424003,-0.03895126095445574,0.005544262505087539,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,dist_R,-0.007401729500339977,0.0060286599709911525,0.2195382006795541,-0.019217685918520924,0.004414226917840968,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,ley_sn_conc_batch_pct,0.0014781639646186916,0.0014889464917026644,0.3208277636447331,-0.001440117534025797,0.00439644546326318,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,ley_sn_carga_batch_pct,-0.001514006008102333,0.002564866136786618,0.5549985485281999,-0.006541051261370488,0.0035130392451658216,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,espesor_ladrillo_norm_mm,0.000489386078449719,0.00016943982320275844,0.0038738086986688353,0.0001572901274254783,0.0008214820294739597,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,sn_cargado_batch_kg,2.7699700467367473e-06,1.171580685907764e-06,0.018064101772873303,4.737140973747964e-07,5.0662259960986986e-06,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,temperatura_media_fusion,-0.00012917282461242382,4.8523530014727354e-05,0.007766271946716029,-0.00022427719584403776,-3.406845338080989e-05,0.078363485562013,ols_hc3
OLS_frac_sn_dross_dist_F_R,TOTAL,356,frac_carga_secundaria_media_fusion,0.012703401358846372,0.027121949187366913,0.6395122668328137,-0.04045464223891816,0.0658614449566109,0.078363485562013,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,Intercept,0.26218714490036715,0.06865324036216164,0.00013399044046533926,0.12762926636855876,0.39674502343217555,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,dist_total,0.006398999402395033,0.006599377327030416,0.332227541146349,-0.006535542478974792,0.019333541283764858,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,ley_sn_conc_batch_pct,9.708840537727185e-05,0.001432884928469798,0.9459788400378162,-0.002711314448413784,0.002905491259168327,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,ley_sn_carga_batch_pct,-0.0012645776091304295,0.0017812522250417323,0.4777429441472939,-0.00475576781759406,0.0022266125993332013,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,espesor_ladrillo_norm_mm,-0.00034082304745127053,0.0001357518831210139,0.012051519184010482,-0.0006068918492019486,-7.475424570059242e-05,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,sn_cargado_batch_kg,-1.7366314898040128e-06,7.89463643261623e-07,0.027823842274357403,-3.2839517977005714e-06,-1.893111819074544e-07,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,temperatura_media_fusion,0.00011781569989421199,4.3491157114469114e-05,0.006749496799747797,3.257459830387959e-05,0.00020305680148454438,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_total,TOTAL,356,frac_carga_secundaria_media_fusion,0.03366155720221088,0.027325851125512335,0.21800228481494655,-0.019896126850696597,0.08721924125511836,0.06148277186326512,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,Intercept,0.26820001776126506,0.06856736255984973,9.173142024231787e-05,0.13381045662905947,0.4025895788934707,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,dist_F,0.008457479126022155,0.01060278308369607,0.42506436375455336,-0.012323593853912677,0.029238552105956987,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,dist_R,0.0038012391348191095,0.0048386093833628465,0.4320985212744757,-0.0056822609918296295,0.013284739261467848,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,ley_sn_conc_batch_pct,-5.6333669043614554e-05,0.0014777038834835861,0.9695900644161314,-0.002952580060486416,0.0028399127223991865,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,ley_sn_carga_batch_pct,-0.0013570804301953725,0.0017616441120868968,0.44109301515532984,-0.0048098394434627325,0.0020956785830719875,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,espesor_ladrillo_norm_mm,-0.0003104855608409723,0.00014202855286165185,0.028809865215115176,-0.0005888564092261532,-3.2114712455791436e-05,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,sn_cargado_batch_kg,-1.7454528296473656e-06,7.894953817017116e-07,0.02704649237277403,-3.292835343743423e-06,-1.9807031555130797e-07,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,temperatura_media_fusion,0.00011358805222157091,4.379340361011823e-05,0.00949423528843719,2.7754558385312793e-05,0.00019942154605782903,0.0627223717590889,ols_hc3
OLS_frac_sn_polvo_dist_F_R,TOTAL,356,frac_carga_secundaria_media_fusion,0.030306637651017307,0.026988830914926317,0.2614661273814679,-0.02259049892707947,0.08320377422911408,0.0627223717590889,ols_hc3
traduccion_dist_total,TOTAL,356,pp_rendimiento_por_1sd_menos_dist_total,-0.14500043266803694,,0.541100556261655,,,0.022206468653776734,traduccion
traduccion_dist_total,TOTAL,356,pp_rendimiento_ganancia_mediana_a_p10,-0.09887708205011402,,,,,0.022206468653776734,traduccion
dosis_respuesta_quintil,DEV,59,quintil_0,69.43112531235037,0.7112781355546002,,68.03702016666335,70.8252304580374,,quintil
dosis_respuesta_quintil,DEV,59,quintil_1,68.04997600586115,0.5875335610282059,,66.89841022624587,69.20154178547644,,quintil
dosis_respuesta_quintil,DEV,58,quintil_2,69.05202374345484,0.5956982948639377,,67.88445508552152,70.21959240138816,,quintil
dosis_respuesta_quintil,DEV,59,quintil_3,69.08709615513781,0.6049499665894352,,67.90139422062252,70.27279808965311,,quintil
dosis_respuesta_quintil,DEV,59,quintil_4,69.82201942123122,0.5129069538427046,,68.81672179169952,70.82731705076291,,quintil
dosis_respuesta_tendencia,DEV,294,pendiente_quintil,0.18189083670383588,0.19620806100233615,0.35391075217258616,-0.20266989633718085,0.5664515697448527,0.0030785237522085174,ols_hc3
dosis_respuesta_quintil,LOCKBOX,13,quintil_0,71.35351447506424,0.8791823939762176,,69.63031698287085,73.07671196725764,,quintil
dosis_respuesta_quintil,LOCKBOX,12,quintil_1,70.40004801129498,1.5905473565445334,,67.2825751924677,73.51752083012227,,quintil
dosis_respuesta_quintil,LOCKBOX,13,quintil_2,70.38294236559132,0.8075235216789702,,68.80019626310053,71.9656884680821,,quintil
dosis_respuesta_quintil,LOCKBOX,12,quintil_3,70.18530700704649,1.0991254513853763,,68.03102112233115,72.33959289176182,,quintil
dosis_respuesta_quintil,LOCKBOX,13,quintil_4,69.4367407111715,1.3768322735009475,,66.73814945510964,72.13533196723336,,quintil
dosis_respuesta_tendencia,LOCKBOX,63,pendiente_quintil,-0.40947663993901195,0.3792444185586702,0.2802682282864618,-1.152782041651839,0.33382876177381526,0.020721306025915265,ols_hc3
dosis_respuesta_quintil,TOTAL,72,quintil_0,69.26083400895006,0.6228031604262776,,68.04013981451455,70.48152820338557,,quintil
dosis_respuesta_quintil,TOTAL,71,quintil_1,68.80842668802832,0.5519049958586509,,67.72669289614537,69.89016047991127,,quintil
dosis_respuesta_quintil,TOTAL,71,quintil_2,69.16444438086354,0.5308831394391861,,68.12391342756274,70.20497533416435,,quintil
dosis_respuesta_quintil,TOTAL,71,quintil_3,69.763354155915,0.535942936233832,,68.71290600089668,70.81380231093331,,quintil
dosis_respuesta_quintil,TOTAL,72,quintil_4,69.55922170401101,0.46298170799286253,,68.651777556345,70.46666585167702,,quintil
dosis_respuesta_tendencia,TOTAL,357,pendiente_quintil,0.1542725324634181,0.17353758535550062,0.3740104533690328,-0.18585488479740864,0.49439994972424484,0.002290862793034254,ols_hc3
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,Intercept,81.73474933642377,11.295804822764296,4.626224165284513e-13,59.59537870741191,103.87411996543564,0.022523786631295173,ols_hc3_placebo
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,dist_total_placebo,-1.6330220590681104,1.3532409195976827,0.2275288414236496,-4.285325523885431,1.0192814057492106,0.022523786631295173,ols_hc3_placebo
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,ley_sn_conc_batch_pct,-0.3070722888425361,0.2369161076136943,0.19493329724569597,-0.7714193271227927,0.1572747494377204,0.022523786631295173,ols_hc3_placebo
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,ley_sn_carga_batch_pct,0.08827583430925678,0.29679202910766006,0.7661357193295524,-0.4934258536403203,0.6699775222588339,0.022523786631295173,ols_hc3_placebo
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,espesor_ladrillo_norm_mm,-0.0009703838378960977,0.027806932586258635,0.9721617204989591,-0.055470970227496245,0.05353020255170405,0.022523786631295173,ols_hc3_placebo
PLACEBO_OLS_rendimiento_proxy_batch,DEV,293,sn_cargado_batch_kg,-2.8956771349616353e-05,0.0001345127949000664,0.8295556471378837,-0.0002925970048135696,0.00023468346211433688,0.022523786631295173,ols_hc3_placebo
