variable,theta,se,ci_lo,ci_hi,p,n,batches,rank,target,escenario,fraccion_fe_dross,periodo
gn_1,-0.0025965392466935893,0.002443498948826839,-0.0074810240472994415,0.002287945553912263,0.29207059628697907,242,63,12,yfe,Sn_II,0.5,LB
gn_2,-0.005957192412556167,0.0019368280206278692,-0.009828856459183416,-0.0020855283659289192,0.003122399263434203,242,63,12,yfe,Sn_II,0.5,LB
gn_3,-0.0015464910807974127,0.003978657712609341,-0.009499714524328661,0.006406732362733836,0.6988321879843268,242,63,12,yfe,Sn_II,0.5,LB
gn_0,-0.0034877674346687933,0.0027748164475693018,-0.008948560489428136,0.00197302562009055,0.20976430756063466,1084,298,12,yfe,Sn_II,0.6,DEV
gn_1,-0.0029827386521650437,0.001698875329443521,-0.006326097312177984,0.0003606200078478971,0.08016813366618192,1084,298,12,yfe,Sn_II,0.6,DEV
gn_2,-0.003994997221793675,0.0017928221529399688,-0.0075232416827090524,-0.0004667527608782974,0.026607107946435893,1084,298,12,yfe,Sn_II,0.6,DEV
gn_3,-0.007390281755219236,0.002608225060422269,-0.012523225704603647,-0.002257337805834826,0.004920135948868357,1084,298,12,yfe,Sn_II,0.6,DEV
gn_0,-0.0188003788993293,0.007929339166563347,-0.034650902042186627,-0.00294985575647198,0.02086233859854094,242,63,12,yfe,Sn_II,0.6,LB
gn_1,-0.0024551638053881926,0.0024803651625152677,-0.0074133431170980806,0.0025030155063216954,0.3260998861505013,242,63,12,yfe,Sn_II,0.6,LB
gn_2,-0.0058225573025503016,0.0019741092778983865,-0.009768745520580508,-0.001876369084520096,0.0044854630817156745,242,63,12,yfe,Sn_II,0.6,LB
gn_3,-0.0014011408716999105,0.00402644070537573,-0.009449881156769781,0.00664759941336996,0.7290301973689132,242,63,12,yfe,Sn_II,0.6,LB
gn_0,-0.0026802952540934464,0.0026997421837408973,-0.007993343394458742,0.0026327528862718484,0.32161716499311466,1084,298,12,yfe,FeIII_30_F,0.3,DEV
gn_1,-0.0032676334631893634,0.0016578997662653897,-0.006530352889924729,-4.914036453997333e-06,0.04965816185276415,1084,298,12,yfe,FeIII_30_F,0.3,DEV
gn_2,-0.004103682915645483,0.0017403837100941864,-0.007528729384943979,-0.0006786364463469874,0.019025938928882505,1084,298,12,yfe,FeIII_30_F,0.3,DEV
gn_3,-0.007424541628228436,0.0026375225613736344,-0.012615142576819827,-0.002233940679637044,0.00520426467857259,1084,298,12,yfe,FeIII_30_F,0.3,DEV
gn_0,-0.017196411217517277,0.007245697612249329,-0.03168035436544045,-0.002712468069594104,0.02074196574097659,242,63,12,yfe,FeIII_30_F,0.3,LB
gn_1,-0.003192128655704396,0.002457829957988061,-0.008105260735433877,0.0017210034240250846,0.19883638163862685,242,63,12,yfe,FeIII_30_F,0.3,LB
gn_2,-0.006483042444519565,0.00194597635400599,-0.010372993748998003,-0.0025930911400411276,0.0014593271768905986,242,63,12,yfe,FeIII_30_F,0.3,LB
gn_3,-0.002180425829573159,0.003993358530699094,-0.01016303578974291,0.005802184130596594,0.587016381262195,242,63,12,yfe,FeIII_30_F,0.3,LB
gn_0,-0.0033781348953086025,0.002787714414564066,-0.008864310936624488,0.002108041146007283,0.22655453569051529,1084,298,12,yfe,FeIII_30_F,0.5,DEV
gn_1,-0.003153334487874677,0.001695477938028872,-0.006490007137554334,0.0001833381618049799,0.06389529712876504,1084,298,12,yfe,FeIII_30_F,0.5,DEV
gn_2,-0.004083479780843247,0.0017941474336029715,-0.007614332372269913,-0.0005526271894165805,0.02355785199402781,1084,298,12,yfe,FeIII_30_F,0.5,DEV
gn_3,-0.007470397432607585,0.0026550630028817418,-0.012695517681114758,-0.0022452771841004124,0.005225205004316312,1084,298,12,yfe,FeIII_30_F,0.5,DEV
gn_0,-0.01837651535538139,0.007549654834925845,-0.03346806033383149,-0.0032849703769312916,0.017823413935822034,242,63,12,yfe,FeIII_30_F,0.5,LB
gn_1,-0.0028749161132081663,0.0025112376251437973,-0.007894808598373163,0.00214497637195683,0.2566838070215371,242,63,12,yfe,FeIII_30_F,0.5,LB
gn_2,-0.006178689554157,0.0019846321686089767,-0.01014591273099453,-0.0022114663773194695,0.0027989578081860896,242,63,12,yfe,FeIII_30_F,0.5,LB
gn_3,-0.0018323989163890066,0.004045222861011702,-0.009918684195603674,0.00625388636282566,0.652145515266183,242,63,12,yfe,FeIII_30_F,0.5,LB
gn_0,-0.003718428381599862,0.002841971891096457,-0.009311382242859979,0.0018745254796602552,0.1917502089865088,1084,298,12,yfe,FeIII_30_F,0.6,DEV
gn_1,-0.0030959293647851035,0.0017186396523621212,-0.0064781838866920655,0.0002863251571218585,0.07265657661334554,1084,298,12,yfe,FeIII_30_F,0.6,DEV
gn_2,-0.004071816215026444,0.0018247752600450407,-0.007662943864309185,-0.00048068856574370357,0.026400342864401925,1084,298,12,yfe,FeIII_30_F,0.6,DEV
gn_3,-0.007490808030618114,0.002669273238561254,-0.01274389378883428,-0.0022377222724019475,0.005342406271566718,1084,298,12,yfe,FeIII_30_F,0.6,DEV
gn_0,-0.018952853480839863,0.007723484243798782,-0.034391878496449715,-0.0035138284652300143,0.016953581280063395,242,63,12,yfe,FeIII_30_F,0.6,LB
gn_1,-0.002720291614982116,0.00254631042958625,-0.007810293637250057,0.0023697104072858246,0.28951513757735264,242,63,12,yfe,FeIII_30_F,0.6,LB
gn_2,-0.006031437268562171,0.0020155352278134198,-0.01006043478053858,-0.0020024397565857627,0.003968867649380151,242,63,12,yfe,FeIII_30_F,0.6,LB
gn_3,-0.0016627871405347366,0.004082445724588361,-0.009823479863821566,0.006497905582752092,0.6851892836812542,242,63,12,yfe,FeIII_30_F,0.6,LB
gn_0,-0.0023822106508059214,0.00262163846122417,-0.007541551951987742,0.002777130650375899,0.36425979974505585,1084,298,12,yfe,SnII_FeIII30F,0.3,DEV
gn_1,-0.0031397761734402833,0.0016318497354051152,-0.0063512295686070875,7.167722172652085e-05,0.05530251899639498,1084,298,12,yfe,SnII_FeIII30F,0.3,DEV
gn_2,-0.003966111519873219,0.0017100832274863464,-0.0073315271385885365,-0.000600695901157901,0.02105974267158938,1084,298,12,yfe,SnII_FeIII30F,0.3,DEV
gn_3,-0.007232886535378632,0.002575077225234292,-0.01230059609121122,-0.0021651769795460454,0.005302279773662213,1084,298,12,yfe,SnII_FeIII30F,0.3,DEV
gn_0,-0.016955202035358958,0.00740692112827857,-0.03176142639970056,-0.002148977671017358,0.025491753183185636,242,63,12,yfe,SnII_FeIII30F,0.3,LB
gn_1,-0.00291389817193054,0.002388754821397988,-0.007688951021081274,0.0018611546772201943,0.22714554573384366,242,63,12,yfe,SnII_FeIII30F,0.3,LB
gn_2,-0.006252382926734705,0.0018889977060564257,-0.010028435536882891,-0.0024763303165865197,0.001558329550998297,242,63,12,yfe,SnII_FeIII30F,0.3,LB
gn_3,-0.0018562697759402103,0.0039124831349634055,-0.00967721212360552,0.0059646725717250985,0.6368473143668724,242,63,12,yfe,SnII_FeIII30F,0.3,LB
gn_0,-0.0031055103546890504,0.002716044356973191,-0.008450640903403328,0.0022396201940252276,0.25379558574397,1084,298,12,yfe,SnII_FeIII30F,0.5,DEV
gn_1,-0.0030324110079568123,0.0016721261701537061,-0.006323127763169734,0.0002583057472561089,0.07076301436356776,1084,298,12,yfe,SnII_FeIII30F,0.5,DEV
gn_2,-0.003970081319884926,0.001763680032307709,-0.00744097456750149,-0.0004991880722683625,0.02511530691631197,1084,298,12,yfe,SnII_FeIII30F,0.5,DEV
gn_3,-0.007315801939155927,0.0025941654691101234,-0.012421076844464512,-0.002210527033847341,0.005123946177858696,1084,298,12,yfe,SnII_FeIII30F,0.5,DEV
gn_0,-0.01811261835533133,0.007708040734183158,-0.033520772235096516,-0.002704464475566144,0.021980266941394145,242,63,12,yfe,SnII_FeIII30F,0.5,LB
gn_1,-0.0026132526264388213,0.0024454115217137765,-0.0075015606057699125,0.0022750553528922703,0.28937722494080514,242,63,12,yfe,SnII_FeIII30F,0.5,LB
gn_2,-0.005959589616263877,0.0019395297530279331,-0.009836654349005498,-0.002082524883522255,0.003150156834075898,242,63,12,yfe,SnII_FeIII30F,0.5,LB
gn_3,-0.001535294718254292,0.003980674925217743,-0.009492550512333536,0.006421961075824951,0.7010486779977328,242,63,12,yfe,SnII_FeIII30F,0.5,LB
gn_0,-0.003457985660163605,0.0027741908155050655,-0.008917547481327583,0.0020015761610003738,0.2135688143682802,1084,298,12,yfe,SnII_FeIII30F,0.6,DEV
gn_1,-0.0029782750026915434,0.0016968844757089551,-0.006317715695353426,0.00036116568997033834,0.08026585379060423,1084,298,12,yfe,SnII_FeIII30F,0.6,DEV
gn_2,-0.00397004382103479,0.001794542122199098,-0.007501673153116287,-0.0004384144889532926,0.027707500355322105,1084,298,12,yfe,SnII_FeIII30F,0.6,DEV
gn_3,-0.007354044151296632,0.002609635472360888,-0.01248976376814024,-0.002218324534453024,0.005156113112310591,1084,298,12,yfe,SnII_FeIII30F,0.6,DEV
gn_0,-0.018677264749649928,0.007879631813454538,-0.03442842430945562,-0.002926105189844236,0.02089681463400655,242,63,12,yfe,SnII_FeIII30F,0.6,LB
gn_1,-0.0024668451705784525,0.0024821528886583245,-0.007428598095928567,0.0024949077547716616,0.3241672262202671,242,63,12,yfe,SnII_FeIII30F,0.6,LB
gn_2,-0.005818234426112328,0.001976201998188265,-0.009768605932395119,-0.0018678629198295368,0.00455340585677336,242,63,12,yfe,SnII_FeIII30F,0.6,LB
gn_3,-0.0013790635981478826,0.004026347843041123,-0.009427618254055869,0.006669491057760103,0.7331257378231065,242,63,12,yfe,SnII_FeIII30F,0.6,LB
gn_0,-0.0027532542452961117,0.002700157945817023,-0.008067120598577698,0.002560612107985476,0.30871763848502687,1084,298,12,yfe,delta0,0.3,DEV
gn_1,-0.003269385779416464,0.0016601148853313135,-0.006536464523980315,-2.3070348526129866e-06,0.04983948234963374,1084,298,12,yfe,delta0,0.3,DEV
gn_2,-0.004129384621027035,0.0017423618143155965,-0.007558323966844743,-0.0007004452752093276,0.018427267666051808,1084,298,12,yfe,delta0,0.3,DEV
gn_3,-0.00747862099665254,0.002632469930937369,-0.012659278451785548,-0.0022979635415195324,0.004809492342285831,1084,298,12,yfe,delta0,0.3,DEV
gn_0,-0.01720669033749047,0.007283219853990762,-0.03176563937791001,-0.0026477412970709324,0.021304108049354044,242,63,12,yfe,delta0,0.3,LB
gn_1,-0.003156679128112768,0.002450012565133313,-0.008054184462188146,0.0017408262059626103,0.2023824425769594,242,63,12,yfe,delta0,0.3,LB
gn_2,-0.006480113158194717,0.0019456092834495553,-0.0103693306990861,-0.002590895617303334,0.0014632256232854665,242,63,12,yfe,delta0,0.3,LB
gn_3,-0.002217490954517162,0.004003985281914433,-0.010221343487684977,0.005786361578650652,0.5816933483591775,242,63,12,yfe,delta0,0.3,LB
gn_0,-0.0034666463935686914,0.0027877066455101753,-0.008952807145514512,0.002019514358377129,0.21464671913892627,1084,298,12,yfe,delta0,0.5,DEV
gn_1,-0.003155151291587322,0.0016983239724456922,-0.0064974248901119355,0.00018712230693729076,0.06418650780298124,1084,298,12,yfe,delta0,0.5,DEV
gn_2,-0.004126225795705841,0.0017946379973464335,-0.007658043808497788,-0.0005944077829138947,0.02218764327407062,1084,298,12,yfe,delta0,0.5,DEV
gn_3,-0.0075495404584476275,0.002651698085232166,-0.012768038604456189,-0.002331042312439067,0.004720080909208411,1084,298,12,yfe,delta0,0.5,DEV
gn_0,-0.018336875943626825,0.007565113734021225,-0.03345932282105328,-0.0032144290662003677,0.018286680929620058,242,63,12,yfe,delta0,0.5,LB
gn_1,-0.0028792427879185604,0.0025044577349729404,-0.007885582465743399,0.0021270968899062778,0.25470466104898715,242,63,12,yfe,delta0,0.5,LB
gn_2,-0.00620069767045878,0.001986249855251239,-0.010171154556817679,-0.002230240784099882,0.002729815610881922,242,63,12,yfe,delta0,0.5,LB
gn_3,-0.001887873204045266,0.004052333754413732,-0.009988372956631252,0.0062126265485407195,0.6429388905725137,242,63,12,yfe,delta0,0.5,LB
gn_0,-0.0038144843618526537,0.0028418520560670986,-0.00940720238974923,0.0017782336660439229,0.18053910702483736,1084,298,12,yfe,delta0,0.6,DEV
gn_1,-0.003097763682347259,0.001721779681379723,-0.006486197729630064,0.00029067036493554644,0.07300779820315531,1084,298,12,yfe,delta0,0.6,DEV
gn_2,-0.004122816152595093,0.001824625919843823,-0.007713649902822161,-0.0005319824023680255,0.024574344045109803,1084,298,12,yfe,delta0,0.6,DEV
gn_3,-0.007582100979719863,0.0026667840711446524,-0.012830288097468254,-0.0023339138619714716,0.00477659629476943,1084,298,12,yfe,delta0,0.6,DEV
gn_0,-0.01888864187427701,0.007728262800771915,-0.034337219089168675,-0.0034400646593853446,0.017379523682157835,242,63,12,yfe,delta0,0.6,LB
gn_1,-0.0027440583105623447,0.0025395254066952044,-0.007820497265328664,0.002332380644203976,0.2840871853000748,242,63,12,yfe,delta0,0.6,LB
gn_2,-0.0060656714333382185,0.0020174768442609787,-0.0100985501812903,-0.002032792685386136,0.0038120683213266567,242,63,12,yfe,delta0,0.6,LB
gn_3,-0.0017273056212921143,0.004087367092675382,-0.009897836019209735,0.006443224776625505,0.6740519892938003,242,63,12,yfe,delta0,0.6,LB
gn_0,-0.0026621253959978855,0.0026995851393602933,-0.007974864475609399,0.0026506136836136284,0.32487498623423317,1084,298,12,yfe,delta02,0.3,DEV
gn_1,-0.0032846133861376605,0.0016577979380365414,-0.006547132416596236,-2.2094355679085857e-05,0.04847838918995558,1084,298,12,yfe,delta02,0.3,DEV
gn_2,-0.004107168236219025,0.001738244937122739,-0.007528005635545192,-0.0006863308368928582,0.01878063808956986,1084,298,12,yfe,delta02,0.3,DEV
gn_3,-0.007406853007048233,0.0026397751599176542,-0.012601887032463543,-0.0022118189816329233,0.005349592853214615,1084,298,12,yfe,delta02,0.3,DEV
gn_0,-0.01742301192955027,0.007284264240179398,-0.03198404866821367,-0.0028619751908868663,0.019808979518915627,242,63,12,yfe,delta02,0.3,LB
gn_1,-0.0031961803448012235,0.002461062683663443,-0.008115774551078175,0.001723413861475728,0.19885673896644981,242,63,12,yfe,delta02,0.3,LB
gn_2,-0.006474764926660839,0.0019390666267122163,-0.010350903883088555,-0.0025986259702331237,0.0014259413752036058,242,63,12,yfe,delta02,0.3,LB
gn_3,-0.0021419497793116605,0.003974288684066529,-0.010086439659228723,0.005802540100605401,0.5918502246710363,242,63,12,yfe,delta02,0.3,LB
gn_0,-0.0033562117956463314,0.0027888159465405257,-0.008844555633744564,0.0021321320424519015,0.22975903155186783,1084,298,12,yfe,delta02,0.5,DEV
gn_1,-0.003166348746487974,0.0016961259158082267,-0.006504296605762211,0.0001715991127862631,0.06291298576658791,1084,298,12,yfe,delta02,0.5,DEV
gn_2,-0.004084706131761872,0.0017925930542645836,-0.007612499730258406,-0.0005569125332653378,0.02339720910691983,1084,298,12,yfe,delta02,0.5,DEV
gn_3,-0.007451417104941936,0.002656165058752844,-0.012678706181247484,-0.00222412802863639,0.005358264120074754,1084,298,12,yfe,delta02,0.5,DEV
gn_0,-0.018598903268404212,0.007589225934856151,-0.03376954974851268,-0.003428256788295749,0.017092420465325425,242,63,12,yfe,delta02,0.5,LB
gn_1,-0.0028607387155212814,0.002516045470728425,-0.007890241947068243,0.00216876451602568,0.25991445044037886,242,63,12,yfe,delta02,0.5,LB
gn_2,-0.006169967322193112,0.0019797464381193838,-0.010127424062942043,-0.0022125105814441793,0.0027722463980101282,242,63,12,yfe,delta02,0.5,LB
gn_3,-0.0018104084288401417,0.004037117013056778,-0.009880490348871512,0.006259673491191229,0.6553983570958622,242,63,12,yfe,delta02,0.5,LB
gn_0,-0.003694653758444612,0.0028437701289495175,-0.009291146522174259,0.001901839005285036,0.19487961194199369,1084,298,12,yfe,delta02,0.6,DEV
gn_1,-0.0031070059886556603,0.0017197537004630381,-0.0064914529388717035,0.00027744096156038286,0.07182771755389526,1084,298,12,yfe,delta02,0.6,DEV
gn_2,-0.0040719219785625505,0.0018235933785276206,-0.007660723704490061,-0.00048312025263503927,0.026299813028304055,1084,298,12,yfe,delta02,0.6,DEV
gn_3,-0.0074711640883149645,0.0026699859896248813,-0.012725652528882043,-0.0022166756477478853,0.005474755072592965,1084,298,12,yfe,delta02,0.6,DEV
gn_0,-0.019173032692713636,0.007763637400055596,-0.034692322723999844,-0.0036537426614274247,0.016293751234809806,242,63,12,yfe,delta02,0.6,LB
gn_1,-0.0026972723980287993,0.0025521059026703467,-0.007798859405919583,0.0024043146098619845,0.29466662053037873,242,63,12,yfe,delta02,0.6,LB
gn_2,-0.006022553870433214,0.0020118051394981077,-0.010044095042111295,-0.0020010126987551335,0.003956042945646777,242,63,12,yfe,delta02,0.6,LB
gn_3,-0.0016488683586708354,0.004080030188251155,-0.009804732493621229,0.006506995776279558,0.6875067711250694,242,63,12,yfe,delta02,0.6,LB
