Batch,orden_escalon_fase,pos,y,pred,modelo,target,train_end
AP0106,0,105,0.9767984660798376,1.7757987562762985,gn_por_orden,m6_ln_sn_dep,99
AP0106,1,105,1.5786601998738439,0.8334085165724994,gn_por_orden,m6_ln_sn_dep,99
AP0106,2,105,0.9411630344159095,0.47916161384009254,gn_por_orden,m6_ln_sn_dep,99
AP0107,0,106,1.8985838613959742,1.5347340682477941,gn_por_orden,m6_ln_sn_dep,99
AP0107,1,106,0.12092651146738907,0.5133952074242856,gn_por_orden,m6_ln_sn_dep,99
AP0107,2,106,0.5982994084259353,0.4153010127347328,gn_por_orden,m6_ln_sn_dep,99
AP0108,0,107,1.7634794375259824,1.8800106556603606,gn_por_orden,m6_ln_sn_dep,99
AP0108,1,107,0.5827333641068588,0.5998727173686986,gn_por_orden,m6_ln_sn_dep,99
AP0108,2,107,0.3422494721641726,0.44257128793501244,gn_por_orden,m6_ln_sn_dep,99
AP0108,3,107,0.08262177028603328,0.3496689200973395,gn_por_orden,m6_ln_sn_dep,99
AP0109,0,108,0.9913748960903911,1.6430118537179317,gn_por_orden,m6_ln_sn_dep,99
AP0109,1,108,1.3659947324992525,0.8426752308175195,gn_por_orden,m6_ln_sn_dep,99
AP0109,2,108,0.29999699259106377,0.49648283115998854,gn_por_orden,m6_ln_sn_dep,99
AP0109,3,108,0.12418393312657323,0.37946053692462284,gn_por_orden,m6_ln_sn_dep,99
AP0110,0,109,1.6589997848490785,1.4898735450699427,gn_por_orden,m6_ln_sn_dep,99
AP0110,1,109,0.5060818061686883,0.5082764506787603,gn_por_orden,m6_ln_sn_dep,99
AP0110,2,109,0.5660681409991276,0.38664268719237055,gn_por_orden,m6_ln_sn_dep,99
AP0111,0,110,1.6479566619580424,1.7869986533546292,gn_por_orden,m6_ln_sn_dep,99
AP0111,1,110,0.7300735097946124,0.6189399985954323,gn_por_orden,m6_ln_sn_dep,99
AP0111,2,110,0.21960039869733738,0.46978211159534594,gn_por_orden,m6_ln_sn_dep,99
AP0111,3,110,0.2734098144824702,0.3954979142549363,gn_por_orden,m6_ln_sn_dep,99
AP0112,0,111,1.9135626356103732,1.5601931366601591,gn_por_orden,m6_ln_sn_dep,99
AP0112,1,111,0.21451993865616967,0.5297472567989006,gn_por_orden,m6_ln_sn_dep,99
AP0112,2,111,0.55567910552799,0.4724970045623308,gn_por_orden,m6_ln_sn_dep,99
