Batch,orden_escalon_fase,pos,delta_gn,delta_log_fe,kg_lineal_v11,kg_exacto_condicional,ratio_exacto_lineal
AP0183,2,182,-0.5667090945773623,0.0015301145553588782,16.984265449435398,16.20455577104766,0.9540922343265862
AP0183,3,182,-4.320957177317041,0.025061551628438837,265.2093534243849,234.94696201298072,0.8858924430052862
AP0184,0,183,-0.8513103569878417,0.0029795862494574462,38.95495649333307,34.05337625540602,0.8741731302211587
AP0184,1,183,-0.0,0.0,0.0,0.0,
AP0184,2,183,-2.44742866516113,0.006608057395935052,68.28492775090227,65.22341021747476,0.9551655448096004
AP0184,3,183,-3.092620340983075,0.01793719797770183,176.4609389232194,166.7594100702876,0.9450216636490126
AP0185,0,184,-1.8594367811414898,0.006508028733995214,83.66001408547625,66.57401866622122,0.7957686762782743
AP0185,1,184,-3.3889260932074663,0.007455637405056426,76.01969508424827,66.36553550080176,0.8730044947858925
AP0185,2,184,-4.293726035224065,0.011593060295104976,102.81013801953479,108.93684735603715,1.0595924629080669
AP0185,3,184,-1.5872064378526467,0.00920579733954535,86.00392757594805,79.89287712193484,0.9289445188579709
AP0186,0,185,-0.7717362241391754,0.002701076784487114,32.39538583637425,29.832212119830203,0.9208784322097482
AP0186,1,185,-0.14531966145833763,0.0003197032552083428,3.52621609223499,3.1644463641592364,0.8974056839929919
AP0186,2,185,-2.7339160664876303,0.007381573379516602,73.05167824208382,67.81067492823743,0.9282562229921894
AP0186,3,185,-0.018873867458768956,0.00010946843126085994,1.0019225373498788,0.9113299927022186,0.9095812887019382
AP0187,0,186,-2.2650971928349186,0.007927840174922216,107.622328771965,89.46133101303653,0.8312525108297107
AP0187,1,186,-3.2196512993706605,0.007083232858615454,79.61398130934992,76.42364460599286,0.9599274317037279
AP0187,2,186,-6.456726786295572,0.017433162322998047,187.42753238545336,175.74857971764803,0.9376881692931484
AP0187,3,186,-6.858146020137902,0.039777246916799826,397.52029741672874,375.8116931360685,0.9453899475781922
AP0188,0,187,-1.811565257884837,0.006340478402596929,72.74668816640164,58.44514711806796,0.803406293691059
AP0188,1,187,-2.8847993570963553,0.006346558585611982,58.315926130945485,57.11174429702362,0.9793507209125354
AP0188,2,187,-0.19543455335828597,0.0005276732940673721,4.73340188413856,4.549686415064178,0.9611874348362421
AP0188,3,187,-1.6487466261121924,0.009562730431450716,82.42969159206599,73.65561652438011,0.8935568616329701
AP0189,0,188,-0.243737063937715,0.0008530797237820025,10.591532509106123,9.434420009183155,0.890751173267123
AP0189,1,188,-0.0,0.0,0.0,0.0,
AP0189,2,188,-0.41100557115342795,0.0011097150421142555,12.476170730301979,11.860286279295154,0.9506351376299323
AP0189,3,188,-2.930256178114149,0.016995485833062065,181.5416544869476,163.88426899229222,0.9027364516173619
AP0190,0,189,-0.06320471869574362,0.00022121651543510268,3.13608592503958,2.69863879701356,0.8605117530316077
AP0190,1,189,-3.0310590277777827,0.006668329861111122,81.33851702311144,73.43950949436807,0.9028872443482224
AP0190,2,189,-3.09142345852322,0.008346843338012694,91.61912523694224,82.43825854983234,0.8997931200132434
AP0191,0,190,-1.7488878377278603,0.006121107432047511,86.54974122243186,71.79760444222018,0.829553080438463
AP0191,1,190,-0.516124430338543,0.0011354737467447948,13.277832628713586,13.683399070488461,1.0305446267561642
AP0191,2,190,-0.27435634189181357,0.0007407621231078967,8.921729984788769,7.829350003841305,0.8775596232109767
AP0191,3,190,-1.630536278618706,0.009457110415988495,99.91818481740066,87.78155124419078,0.8785342868729107
AP0192,0,191,-1.8266515294932724,0.006393280353226454,82.6597083358247,73.95252757084573,0.894662333798663
AP0192,1,191,-0.0,0.0,0.0,0.0,
AP0192,2,191,-0.0,0.0,0.0,0.0,
AP0192,3,191,-0.0,0.0,0.0,0.0,
AP0193,0,192,-1.6325503653067095,0.005713926278573483,76.29634508464292,63.70247635531152,0.8349348357990175
AP0193,1,192,-0.0,0.0,0.0,0.0,
AP0193,2,192,-3.3407816399468295,0.00902011042785644,83.89314822547544,82.13618513123622,0.9790571324190014
AP0194,0,193,-2.325603592484086,0.008139612573694301,103.9627561412545,91.92618506683695,0.8842222780428847
AP0194,1,193,-4.135048963758685,0.009097107720269107,102.32226551455673,85.0323357999084,0.8310247566577911
AP0194,2,193,-0.0,0.0,0.0,0.0,
AP0194,3,193,-0.0,0.0,0.0,0.0,
AP0195,0,194,-1.258066530580873,0.004403232857033056,56.94074209080908,49.727508192602336,0.8733203391219756
AP0195,1,194,-5.195538913302954,0.011430185609266499,128.80176867856878,115.60982154618532,0.897579456650905
AP0195,2,194,-4.188649919297962,0.011309354782104498,113.73519564552592,105.07012471837406,0.9238136367729304
AP0195,3,194,-0.3292400444878467,0.0019095922580295108,17.64103066915062,15.69611607376648,0.8897505122087188
AP0196,0,195,-3.256659365053526,0.011398307777687341,143.96225145379046,120.48089470905023,0.8368922651068891
AP0196,1,195,-1.6184421929253539,0.003560572824435779,37.42141584760642,36.571335355925854,0.9772835828782535
AP0196,2,195,-4.813299272325299,0.012995908035278309,133.24599890896596,122.13980985764415,0.9166489865192156
AP0197,0,196,-0.5817583776403339,0.0020361543217411685,31.772969541811644,25.915818158440775,0.8156561546548821
AP0197,1,196,-0.0,0.0,0.0,0.0,
AP0197,2,196,-0.9238655259874093,0.0024944369201660055,32.23536531165311,30.609648528499044,0.949567291468964
AP0197,3,196,-0.5033550994564777,0.0029194595768475707,35.78050869302036,33.80232660930683,0.9447134164389506
AP0198,0,197,-1.403542774341723,0.004912399710196031,70.95431301941055,63.0778128208259,0.8889919461776774
AP0198,1,197,-0.2735642496744859,0.000601841349283869,7.7089956522314775,7.0008800626351855,0.9081442484156392
AP0198,2,197,-0.0,0.0,0.0,0.0,
AP0199,0,198,-1.7089030965169272,0.005981160837809245,83.54818997668234,65.08076797817995,0.778960836809792
AP0199,1,198,-0.0,0.0,0.0,0.0,
AP0199,2,198,-0.5976384141710085,0.0016136237182617231,19.296327209270597,17.752954848197856,0.9200172994407322
AP0199,3,198,-0.24756274753146457,0.0014358639356824945,15.784514418757142,15.349754328730691,0.9724565432618051
AP0200,0,199,-1.6626605450665473,0.0058193119077329155,96.02537258639165,83.36900354574594,0.8681976575591093
AP0200,1,199,-2.8604791802300404,0.006293054196506089,89.8938926322,76.21894871132795,0.8478768298885115
AP0200,2,199,-4.403604787190751,0.01188973292541503,143.55104079821484,136.17889396954928,0.9486444209134759
AP0200,3,199,-3.409844224717876,0.019777096503363678,225.17276208698695,206.02087232261022,0.9149457972320021
AP0201,0,200,-1.6217720992476856,0.0056762023473669,83.54945893186547,73.81209323689342,0.8834538748729316
AP0201,1,200,-0.0,0.0,0.0,0.0,
AP0201,2,200,-2.8548927985297325,0.007708210556030278,88.12385914323893,73.20893729925368,0.8307504688402021
AP0202,0,201,-1.6402313289251573,0.005740809651238051,73.43169467978288,67.79946715366285,0.9232997746997293
AP0202,1,201,-0.0,0.0,0.0,0.0,
AP0202,2,201,-0.0,0.0,0.0,0.0,
AP0203,0,202,-1.6782501333731155,0.0058738754668059045,77.03609173305699,68.68680295113553,0.8916184791558073
AP0203,1,202,-2.1782489013671906,0.00479214758300782,55.87308251754849,55.02309953367604,0.9847872545137367
AP0203,2,202,-2.771117672390403,0.007482017715454089,85.70232060429511,84.1414737909465,0.9817875781852472
AP0203,3,202,-4.451073693169487,0.025816227420383024,289.2400635122262,284.09804156100864,0.9822223038925582
AP0204,0,203,-1.7721956380208326,0.006202684733072914,81.40514216559623,73.31862319829726,0.9006632903994052
AP0204,1,203,-0.0,0.0,0.0,0.0,
AP0204,2,203,-2.772548438178166,0.007485880783081049,75.31747060442989,45.59123663553698,0.6053208673852555
AP0205,0,204,-1.5952452709056715,0.00558335844816985,68.70807110694888,63.442377519051696,0.9233613532869993
AP0205,1,204,-2.98706180826823,0.006571535978190106,74.46254141787527,65.623355408597,0.8812935223406657
AP0205,2,204,-0.0,0.0,0.0,0.0,
AP0205,3,204,-4.604380866156681,0.02670540902370875,241.8194723282691,194.7780944055986,0.8054690241867207
AP0206,0,205,-1.90682952880859,0.006673903350830065,94.2936152421775,79.24809703081026,0.8404396928389549
AP0206,1,205,-0.0,0.0,0.0,0.0,
AP0206,2,205,-8.0485168923272,0.021730995609283443,226.5203678682262,211.79588435186628,0.9349970880988256
AP0206,3,205,-3.0816638565063457,0.017873650367736804,172.31527589598235,193.4850849225081,1.122855091729098
AP0207,0,206,-1.455146190502024,0.005093011666757084,69.35147538475832,62.74444538169076,0.9047312264604018
AP0207,1,206,-0.3077696126302065,0.0006770931477864544,8.320369813111345,7.406245317036489,0.8901341506919119
AP0207,2,206,-0.14207436455620837,0.0003836007843017626,4.1945185906869025,3.8097986272609115,0.9082803055682753
AP0207,3,206,-0.23983005099826116,0.0013910142957899146,13.812453449625798,13.02866364178762,0.943254845296191
AP0208,0,207,-1.5991752794053795,0.0055971134779188286,77.18987112859955,63.81883862903216,0.826777369827564
AP0208,1,207,-0.0,0.0,0.0,0.0,
AP0208,2,207,-0.1416871982150596,0.0003825554351806609,4.230604682518068,3.9580175537310374,0.935567809038403
AP0209,0,208,-2.8522091787832693,0.009982732125741443,143.5173441320791,129.28802417746687,0.9008529593362807
AP0209,1,208,-2.147260701497398,0.004723973543294276,60.87609857104541,58.97696883457082,0.9688033599219862
AP0209,2,208,-4.897900424533418,0.013224331146240229,164.7109626082582,153.8239089093828,0.9339020698654483
AP0209,3,208,-5.56062823979541,0.03225164379081338,372.6723658372635,361.96634479811655,0.971272297007871
AP0210,0,209,-0.0,0.0,0.0,0.0,
AP0210,1,209,-1.252978508843313,0.0027565527194552885,35.60908068843107,31.665804799246526,0.8892620698723721
AP0210,2,209,-0.6417571682400158,0.0017327443542480428,19.877419558203385,17.924512341213298,0.9017524779173801
AP0210,3,209,-0.127085910373264,0.0007370982801649311,7.618367864476959,7.011230835791657,0.9203061548765229
AP0211,0,210,-0.819691738552514,0.002868921084933799,43.51997571202941,32.13875033099373,0.7384827267288714
AP0211,1,210,-0.0,0.0,0.0,0.0,
AP0211,2,210,-0.348705045912002,0.0009415036239624055,10.345440680097516,9.541359056525522,0.922276716049527
AP0212,0,211,-1.6791329390914385,0.005876965286820034,81.05053040379633,78.19468260121282,0.9647646006959413
AP0212,1,211,-3.6166494140625005,0.007956628710937502,105.55441336260661,91.64515593655109,0.8682266616529464
AP0212,2,211,-3.017803692287867,0.008148069969177241,93.47732289631696,96.78225990909209,1.0353554948983819
AP0212,3,211,-4.4176232345015904,0.025622214760109223,303.10084273971665,279.52150549684325,0.9222062959979237
AP0213,0,212,-2.0982037137562557,0.0073437129981468955,103.06079961956205,89.6347116268565,0.8697265299486661
AP0213,1,212,-1.9810684814453126,0.004358350659179688,53.00136520221318,48.49688223678793,0.9150119445369088
AP0213,2,212,-0.5310953947008485,0.0014339575656922912,15.921398131049253,15.406332258232805,0.9676494571282663
AP0213,3,212,-0.2184186170330129,0.0012668279787914748,13.600948289866366,13.295382764979474,0.9775335132246212
AP0214,0,213,-1.7135301604094302,0.005997355561433005,80.89179935694385,72.8270874151537,0.900302478052148
AP0214,1,213,-1.8230608452690973,0.004010733859592015,48.55724392472266,43.48593631399112,0.8955602253992526
AP0214,2,213,-3.810596652560765,0.010288610961914066,111.32956597309423,100.30115166395167,0.9009390343639004
AP0215,0,214,-1.7149889345522311,0.006002461270932809,83.93895115642923,73.30034526427931,0.8732578171923577
AP0215,1,214,-1.2563428548177065,0.0027639542805989546,33.651423392113315,32.24832150015486,0.9583048278341981
AP0215,2,214,-5.770342407226558,0.015579924499511707,181.52702299234397,154.74142937604293,0.8524429411403351
AP0216,0,215,-2.028561107494209,0.007099963876229731,106.85207608942105,96.09853427424743,0.8993604784414827
AP0216,1,215,-1.2886345893012177,0.002834996096462679,38.23582278906125,32.424526806561,0.8480143603928726
AP0216,2,215,-3.8252474636501717,0.010328168151855464,117.95835966524159,120.8998546186061,1.0249367231090047
AP0216,3,215,-0.7596616867690038,0.004406037783260222,51.310474653196174,48.15162534158772,0.9384365603132909
AP0217,0,216,-1.6403234976309342,0.00574113224170827,87.81332468618031,75.90235069420734,0.8643602888907876
AP0217,1,216,-0.0,0.0,0.0,0.0,
AP0217,2,216,-0.0,0.0,0.0,0.0,
AP0217,3,216,-0.0,0.0,0.0,0.0,
AP0218,0,217,-1.6552711995442664,0.005793449198404932,75.08656608602907,67.3823772071793,0.8973959087432121
AP0219,3,218,-0.4474070110018289,0.0025949606638106075,35.41863298394274,31.34090031606866,0.8848704107320362
AP0220,0,219,-1.814869068287031,0.0063520417390046085,151.4984529922717,156.43646982285847,1.0325945033302661
AP0220,1,219,-0.0,0.0,0.0,0.0,
AP0220,2,219,-5.264131961248616,0.014213156295371263,355.52780521652886,332.1648427983454,0.9342865394059555
AP0220,3,219,-0.0,0.0,0.0,0.0,
AP0221,0,220,-1.3981051296657938,0.004893367953830279,77.1034161479031,61.45520400121745,0.7970490423320729
AP0221,1,220,-2.492744778103301,0.005484038511827262,68.70498869396991,65.26781433015752,0.9499719826878589
AP0221,2,220,-3.692215262518989,0.00996898120880127,118.3199459922978,102.56680371544607,0.8668597915191982
AP0222,0,221,-0.0,0.0,0.0,0.0,
AP0222,1,221,-0.0,0.0,0.0,0.0,
AP0222,2,221,-1.2961279674242867,0.003499545512045574,37.49075510373304,33.61568791476258,0.8966393934118277
AP0222,3,221,-7.9773732126495,0.0462687646333671,443.6680174464814,467.1214686678369,1.0528626141598874
AP0223,0,222,-2.150527829770688,0.007526847404197408,105.84455837905958,91.00399262136068,0.8597890530701578
AP0223,1,222,-4.0231413167317704,0.008850910896809895,106.61046668466905,92.7623878296642,0.8701058227616196
AP0223,2,222,-3.084628550211587,0.008328497085571285,86.90148950760911,82.11974029941375,0.9449750604357976
AP0223,3,222,-3.4963947946053935,0.020279089808711282,199.12217269379028,182.90166002019626,0.9185398971186504
AP0224,0,223,-1.708235903139471,0.005978825660988148,82.45814796403671,74.48808552163705,0.9033441492540467
AP0224,1,223,-2.587728841145836,0.00569300345052084,70.71530797360492,67.4516907485854,0.9538485043968459
AP0224,2,223,-5.865671656846331,0.015837313473485094,187.1096126195754,155.19411619457787,0.829428878729566
AP0224,3,223,-4.910021212511445,0.02847812303256638,276.86084072703306,247.98903503788517,0.8957172649865149
AP0225,0,224,-1.6754269522207714,0.0058639943327727,77.9877446907557,70.96927470272155,0.9100054756569196
AP0225,1,224,-5.0298748236762165,0.011065724612087676,133.53118724178486,113.85880661510677,0.8526757603745609
AP0225,2,224,-2.0895323011610216,0.005641737213134759,57.72906392826204,53.46523296373034,0.9261406530022689
AP0225,3,224,-0.03171413845485915,0.00018394200303818308,1.738256483958243,1.3544628185162022,0.7792076894382748
AP0226,0,225,-0.0,0.0,0.0,0.0,
AP0226,1,225,-3.4391219677936355,0.007566068329145998,95.94850885564148,86.836975035436,0.9050372545766796
AP0226,2,225,-10.524477522108292,0.02841608930969239,324.90376920718114,298.38954707554973,0.9183936148345385
AP0226,3,225,-5.172264946831593,0.029999136691623237,310.5581750816018,295.8157163491405,0.9525291558382335
AP0227,0,226,-0.0,0.0,0.0,0.0,
AP0227,1,226,-2.4948886854383687,0.005488755107964411,66.5331494655988,53.31130821371491,0.801274381897098
AP0227,2,226,-1.3577732631138417,0.003665987810407373,35.50946172061533,32.75227799776152,0.9223535477798273
AP0228,0,227,-1.497882645218457,0.0052425892582646,75.86959294227123,63.1615277152342,0.8325012072134548
AP0228,1,227,-1.3244163953993038,0.0029137160698784687,35.011854152261215,33.515249863673674,0.9572543549941961
AP0228,2,227,-1.262705332438152,0.003409304397583011,39.15868975425206,35.0914919602977,0.8961354984173667
AP0229,0,228,-2.524004380967881,0.008834015333387584,148.10838515105488,126.17747986044822,0.8519266463661767
AP0229,1,228,-4.324263034396701,0.009513378675672743,135.28161835271115,120.48383666694289,0.8906149862342203
AP0229,2,228,-1.4873716566297723,0.004015903472900386,50.618564934872026,47.685185224344806,0.9420493308275051
AP0229,3,228,-0.0,0.0,0.0,0.0,
AP0230,0,229,-1.639383793583626,0.005737843277542691,74.34849798146647,65.53307644123612,0.8814310742037069
AP0230,1,229,-2.5236863945855035,0.005552110068088108,63.23003018396649,57.32741640623522,0.9066485693497578
AP0230,2,229,-4.858578287760416,0.013118161376953125,135.07379084337313,125.89903175130412,0.9320759487478386
AP0231,0,230,-0.8384740080656812,0.002934659028229884,42.47228609592623,35.86678785842172,0.8444750955344013
AP0231,1,230,-2.6843395860460113,0.005905547089301225,72.07050466416086,70.10213572464447,0.9726882869949539
AP0231,2,230,-5.032525363498269,0.013587818481445328,160.8191804990923,163.51993443219436,1.0167937302299417
AP0231,3,230,-1.3050402065406033,0.007569233197935499,90.47299242588579,84.50081375625894,0.9339893761719091
AP0232,0,231,-0.0,0.0,0.0,0.0,
AP0232,1,231,-0.0,0.0,0.0,0.0,
AP0232,2,231,-0.0,0.0,0.0,0.0,
AP0232,3,231,-0.0,0.0,0.0,0.0,
AP0233,0,232,-1.1989528853804927,0.004196335098831725,57.871668195183744,48.13954612571865,0.8318327020288828
AP0233,1,232,-4.6895871988932285,0.010317091837565103,118.10752940316432,111.98323832959562,0.9481464805460182
AP0233,2,232,-1.0252541436089402,0.0027681861877441385,29.89157294914269,28.460645044639847,0.9521293875388419
AP0233,3,232,-0.0785244750976517,0.0004554419555663798,4.676072483083004,4.249801987041369,0.9088400580650134
AP0234,0,233,-2.044626950864437,0.00715619432802553,107.58663694596373,97.22276400442581,0.9036695147674961
AP0234,1,233,-0.0,0.0,0.0,0.0,
AP0234,2,233,-0.0,0.0,0.0,0.0,
AP0234,3,233,-0.2684152776544728,0.0015568086103959421,19.231038513640907,17.76645929438978,0.9238429470040177
AP0235,0,234,-0.9747240306712968,0.003411534107349539,48.1725324324528,44.780607197307305,0.929587981700949
AP0235,1,234,-0.0,0.0,0.0,0.0,
AP0235,2,234,-3.334619852701824,0.009003473602294925,101.18703549841977,97.6331769691652,0.9648783214989032
AP0235,3,234,-0.0,0.0,0.0,0.0,
AP0236,0,235,-0.9735244524920468,0.003407335583722164,45.57013119349818,35.810694148460954,0.7858369772165661
AP0236,1,235,-3.3425008273654484,0.007353501820203987,77.15284252346714,70.4427740707634,0.9130288887196506
AP0236,2,235,-0.20555088467068217,0.0005549873886108419,5.296970928721945,4.881665790450323,0.9215957301144134
AP0237,0,236,-0.9182180673104696,0.0032137632355866436,43.70024497739622,39.127556751925326,0.8953624120909139
AP0237,1,236,-0.0,0.0,0.0,0.0,
AP0237,2,236,-0.0,0.0,0.0,0.0,
AP0237,3,236,-0.0,0.0,0.0,0.0,
AP0238,0,237,-0.8798678136754923,0.003079537347864223,42.227992603074426,34.488896147242976,0.8167306571123155
AP0238,1,237,-0.0,0.0,0.0,0.0,
AP0238,2,237,-1.1751323954264308,0.0031728574676513632,37.01356576410171,32.90178420658438,0.88891149845646
AP0239,0,238,-1.2296812259951082,0.004303884290982878,56.25933450336811,50.73294561401548,0.9017693874601062
AP0239,1,238,-1.1846804721992257,0.0026062970388382968,30.656211991032706,28.71417699004792,0.9366511752478469
AP0239,2,238,-0.23740777757432596,0.0006410009994506802,7.052857284466749,6.057066277300556,0.8588102712131537
AP0239,3,238,-0.32171120691780786,0.0018659250001232855,17.626196346300784,16.626909650511426,0.9433067307230423
AP0240,0,239,-0.7645022469979779,0.0026757578644929225,40.95153028125257,39.900944345305824,0.9743456244801747
AP0240,1,239,-1.118314602322048,0.002460292125108506,36.638853671286576,32.00970662835769,0.8736546977026006
AP0240,2,239,-1.200107061598036,0.0032402890663146976,42.106041819867556,42.41634479546542,1.0073695593835525
AP0240,3,239,-4.86560003492567,0.028220480202568884,368.81627313145816,312.41774559091203,0.8470823235057097
AP0241,0,240,-1.1533231268988686,0.00403663094414604,60.570609724927934,53.609444368990346,0.8850735466003951
AP0241,1,240,-1.4938600599500873,0.003286492131890192,43.559011909256206,40.27827617516527,0.9246829624848816
AP0241,2,240,-3.3601053704155817,0.00907228450012207,111.00462941283824,100.3069987221079,0.9036289680230841
AP0242,0,241,-0.9476079191984965,0.003316627717194738,46.879013826035454,37.300399140751246,0.7956737161573036
AP0242,1,241,-0.1834800771418834,0.00040365616971214355,4.532188375284833,4.587215688909518,1.0121414445005779
AP0242,2,241,-2.122226867675778,0.0057300125427246,65.10367176534771,61.71439214913223,0.9479402693532952
AP0242,3,241,-3.413288339942387,0.019797072371665843,212.6116233029143,190.76582117306552,0.897250198317124
AP0243,0,242,-1.7189556100514984,0.006016344635180245,99.06396577773766,88.35165014750304,0.8918646599080331
AP0243,1,242,-0.9604068959554048,0.002112895171101891,30.935192449020587,28.47375647893198,0.920432498548541
AP0243,2,242,-2.9759299723307286,0.008035010925292968,108.16690350667294,102.86225354192361,0.9509586593239023
AP0244,0,243,-0.8042720540364598,0.0028149521891276097,38.78246641764245,34.4296770894425,0.8877639889808597
AP0244,1,243,-3.104006198459203,0.006828813636610247,83.40571021091428,82.32952293693081,0.9870969592937698
AP0244,2,243,-1.2884809027777742,0.0034788984374999905,41.79924010432219,38.3232755630566,0.9168414417919966
AP0244,3,243,-0.0,0.0,0.0,0.0,
AP0245,0,244,-1.1962403134946449,0.004186841097231257,57.585665662586315,47.980798068129324,0.8332073184542986
AP0245,1,244,-2.6154803127712682,0.00575405668809679,65.80299288322065,67.3116242066239,1.0229264849105053
AP0245,2,244,-0.5395675320095457,0.0014568323364257734,16.993210214488165,15.487823409711968,0.9114124532224802
AP0246,0,245,-0.931263913755064,0.003259423698142724,55.04554529087806,44.535075783999844,0.8090586722079403
AP0246,1,245,-4.098858886718748,0.009017489550781247,123.00961450555613,125.0498396510583,1.0165858998396424
AP0246,2,245,-0.0,0.0,0.0,0.0,
AP0246,3,245,-0.7124778804072598,0.004132371706362106,56.74169894933983,54.230313904544595,0.9557400449528758
AP0247,0,246,-0.8277672548647246,0.0028971853920265363,37.14247434366937,34.17929465221966,0.9202212630200077
AP0247,1,246,-3.581883015950524,0.007880142635091153,92.8306988953597,84.53651970000564,0.9106526257579576
AP0247,2,246,-0.7778547414143873,0.002100207801818846,22.441933871433168,21.353383214319546,0.9514947925900779
AP0247,3,246,-0.0,0.0,0.0,0.0,
AP0248,0,247,-1.9580609017831279,0.006853213156240948,97.27417871900236,92.4336687229694,0.9502384902162389
AP0248,1,247,-1.1141068387193727,0.00245103504518262,32.945527489281716,30.328653008273463,0.9205696590573755
AP0248,2,247,-4.744118925035838,0.012809121097596764,158.30352616084343,144.03617753106468,0.9098734628609442
AP0248,3,247,-3.2543418760830463,0.018875182881281666,210.8914582399105,206.92778901076613,0.9812051694164148
AP0249,0,248,-0.9084066998517102,0.0031794234494809856,51.545637243496486,48.517436892833125,0.9412520532754607
AP0249,1,248,-0.0,0.0,0.0,0.0,
AP0249,2,248,-0.9919285583496098,0.0026782071075439466,34.58238478099375,35.18816317979154,1.017516964276296
AP0249,3,248,-0.0,0.0,0.0,0.0,
AP0250,0,249,-0.76214968080874,0.00266752388283059,39.92245220618816,34.950731263808485,0.8754655421289718
AP0250,1,249,-1.2037338460286477,0.002648214461263025,34.6514752489039,33.77153160849313,0.9746058823155413
AP0250,2,249,-0.0,0.0,0.0,0.0,
AP0250,3,249,-0.0,0.0,0.0,0.0,
AP0251,0,250,-0.13600900155526574,0.0004760315054434301,6.1653749423483415,5.61195415295789,0.9102372857181564
AP0251,1,250,-1.39689893934462,0.0030731776665581644,36.221189880912696,32.70660584376839,0.9029688409271069
AP0251,2,250,-1.6264861891004792,0.004391512710571294,46.66534166413297,49.485144898635,1.0604260706971174
AP0251,3,250,-0.0,0.0,0.0,0.0,
AP0252,0,251,-0.0,0.0,0.0,0.0,
AP0252,1,251,-0.0,0.0,0.0,0.0,
AP0252,2,251,-0.0,0.0,0.0,0.0,
AP0252,3,251,-0.0,0.0,0.0,0.0,
AP0253,0,252,-1.0037576406973407,0.0035131517424406926,45.583342014513896,42.565733188588865,0.9338001846164721
AP0253,1,252,-1.2851601291232626,0.002827352284071178,34.19637254005963,32.15142800831904,0.9401999574854022
AP0253,2,252,-0.0,0.0,0.0,0.0,
AP0253,3,252,-0.0,0.0,0.0,0.0,
AP0254,0,253,-0.820822262897174,0.002872877920140109,39.30036504031532,30.47734881385406,0.7754978556201607
AP0254,1,253,-0.0,0.0,0.0,0.0,
AP0254,2,253,-2.4711624569363053,0.006672138633728025,75.88945384438657,69.3787363031941,0.9142078745942371
AP0254,3,253,-0.0,0.0,0.0,0.0,
AP0255,0,254,-0.0,0.0,0.0,0.0,
AP0255,1,254,-0.0,0.0,0.0,0.0,
AP0255,2,254,-0.0,0.0,0.0,0.0,
AP0255,3,254,-0.0,0.0,0.0,0.0,
AP0256,0,255,-0.8487788786711512,0.0029707260753490295,41.221772144406906,34.4456790330438,0.8356185879727516
AP0256,1,255,-1.676103569878471,0.0036874278537326363,42.69238620308737,41.210648456165735,0.9652926931778181
AP0256,2,255,-0.0,0.0,0.0,0.0,
AP0257,0,256,-0.821345090512871,0.0028747078167950485,40.550278858338395,30.653352386455328,0.7559344411302871
AP0257,1,256,-0.0,0.0,0.0,0.0,
AP0257,2,256,-1.2946229468451556,0.00349548195648192,40.09796296935556,38.37183021988739,0.9569521087445928
AP0257,3,256,-0.0,0.0,0.0,0.0,
AP0258,0,257,-0.8752532845956296,0.0030633864960847037,44.433368644381986,37.529867927098564,0.8446325154292285
AP0258,1,257,-0.0,0.0,0.0,0.0,
AP0258,2,257,-0.0,0.0,0.0,0.0,
AP0258,3,257,-0.0,0.0,0.0,0.0,
AP0259,0,258,-1.1196428991247132,0.003918750146936496,58.322327886082284,48.067232154483634,0.8241651850449222
AP0259,1,258,-0.0,0.0,0.0,0.0,
AP0259,2,258,-0.0,0.0,0.0,0.0,
AP0259,3,258,-0.0,0.0,0.0,0.0,
AP0260,0,259,-0.793061500831886,0.002775715252911601,36.592691849980206,33.611507019935765,0.9185305950634497
AP0260,1,259,-0.8144299655490457,0.0017917459242079005,21.666393183982613,19.15052588989802,0.883881582286409
AP0260,2,259,-0.0,0.0,0.0,0.0,
AP0260,3,259,-3.0159497528171677,0.017492508566339573,185.31933822800895,170.01154640099858,0.9173977633776335
AP0261,2,260,-1.307473176390264,0.003530177576253713,33.087341401198884,33.42096896062543,1.0100832386434788
AP0261,3,260,-2.3068891296774794,0.013379956952129379,126.44754661812608,120.40795616331185,0.9522363967008873
AP0262,0,261,-0.8414367675781271,0.002945028686523445,45.16651767261144,43.78642383831993,0.9694443161570458
AP0262,1,261,-0.0,0.0,0.0,0.0,
AP0262,2,261,-0.0,0.0,0.0,0.0,
AP0262,3,261,-0.0,0.0,0.0,0.0,
AP0263,0,262,-0.8191919849537044,0.0028671719473379654,40.29886264775186,38.24805859626953,0.9491101257767944
AP0263,1,262,-2.13906532118056,0.004705943706597232,62.68731052941527,53.27635290621693,0.849874599121901
AP0263,2,262,-0.35706416441120936,0.0009640732439102653,10.888686795309546,8.516259867240867,0.7821200138578112
AP0263,3,262,-0.0,0.0,0.0,0.0,
AP0264,0,263,-1.301148557309748,0.004554019950584119,54.58985071089489,49.648894499682505,0.9094894720013168
AP0264,1,263,-0.0,0.0,0.0,0.0,
AP0264,2,263,-4.616431613498264,0.012464365356445314,115.46947106477448,111.70305091953388,0.9673816801054906
AP0265,0,264,-1.6230111581307867,0.005680539053457753,94.94688786427622,78.34414656304777,0.8251365402838524
AP0265,1,264,-2.837015625000003,0.0062414343750000064,85.83557390803594,77.1033794882722,0.898268351661289
AP0265,2,264,-0.0,0.0,0.0,0.0,
AP0265,3,264,-5.801317391316541,0.03364764086963593,334.2338152571711,354.32620499776885,1.060114772424023
AP0266,0,265,-0.8636765882703976,0.0030228680589463918,43.737068599815856,35.02283617330317,0.8007586538035752
