periodo,modelo,target,variable,theta,se,ci_lo,ci_hi,p,n,batches,q_bh
DEV,carbon_por_inventario,m6_ln_sn_dep,d_aire,0.0035040707314041046,0.0010118923748034176,0.0015126832083371634,0.005495458254471046,0.0006129836358911103,1084,298,0.013103700880619835
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_0,-0.002318551692929263,0.0024158379726732493,-0.007072881023128495,0.0024357776372699695,0.3379718645027495,1084,298,0.5781945395105278
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_1,-0.0012906350442751376,0.0013954856102595112,-0.004036927735165431,0.0014556576466151557,0.3557872519660007,1084,298,0.5781945395105278
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_2,0.0005017658058613793,0.0012314064410032018,-0.0019216217830750814,0.00292515339479784,0.6839536088606235,1084,298,0.8136689484721211
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_3,-0.0014603421398638459,0.0018044162748726918,-0.0050114036417340255,0.0020907193620063333,0.41898155036994766,1084,298,0.5781945395105278
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,C_x_Sn,2.000488007768415e-05,4.085567471332462e-05,-6.039841467626836e-05,0.00010040817483163665,0.6247447957010156,1084,298,0.7697748375601798
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,d_exceso,0.001704111482346741,0.0007418584875311965,0.0002441462007248293,0.0031640767639686527,0.022309473070564086,1084,298,0.10995383156206584
DEV,carbon_por_inventario,m8_ln_feo_ret_dross50,d_aire,-0.00018394312499915995,0.0002500111249844884,-0.0006759609001294072,0.00030807465013108724,0.4624697263555273,1084,298,0.6256943356574781
DEV,carbon_por_inventario,d_temperatura_horno_celsius,gn_0,-0.6751599316856783,0.4954717328290181,-1.650240139182792,0.2999202758114353,0.17402175990272148,1084,298,0.5220652797081645
DEV,carbon_por_inventario,d_temperatura_horno_celsius,gn_1,-0.6635810010746507,0.34079366504003966,-1.3342573194260292,0.007095317276727964,0.05245746194737461,1084,298,0.21291558084522635
DEV,carbon_por_inventario,d_temperatura_horno_celsius,gn_2,-0.35771766234065594,0.43611611769576253,-1.2159869971169515,0.5005516724356396,0.4127400076575355,1084,298,0.5781945395105278
DEV,carbon_por_inventario,d_temperatura_horno_celsius,gn_3,-1.0263431587926872,0.423257297287408,-1.8593065468495698,-0.1933797707358048,0.015910313749315282,1084,298,0.08444704990021189
DEV,carbon_por_inventario,d_temperatura_horno_celsius,C_x_Sn,0.007389839594710221,0.008572004958042986,-0.009479724942161618,0.02425940413158206,0.3893335283449649,1084,298,0.5781945395105278
DEV,carbon_por_inventario,d_temperatura_horno_celsius,d_exceso,-0.6720880723927573,0.19428643729508413,-1.0544405801935222,-0.28973556459199246,0.0006209662449579129,1084,298,0.013103700880619835
DEV,carbon_por_inventario,d_temperatura_horno_celsius,d_aire,0.05814097740121707,0.05015597041180576,-0.04056514606847361,0.15684710087090775,0.24730436799803718,1084,298,0.5460674334737244
DEV,carbon_acoplado,m6_ln_sn_dep,gn_0,0.018448050332294623,0.014153367873011169,-0.009405544470380375,0.04630164513496962,0.1934344530711777,1084,298,0.5338790904764504
DEV,carbon_acoplado,m6_ln_sn_dep,gn_1,-0.015258769734345244,0.008733082597360844,-0.03244533241170112,0.0019277929430106307,0.08162972246966338,1084,298,0.2964447816003565
DEV,carbon_acoplado,m6_ln_sn_dep,gn_2,-0.008359610076259513,0.007015383727628413,-0.02216576967642462,0.005446549523905593,0.23436505147564482,1084,298,0.5460674334737244
DEV,carbon_acoplado,m6_ln_sn_dep,gn_3,-0.002515416673301928,0.010222069130838826,-0.022632280318049515,0.01760144697144566,0.8057925596177973,1084,298,0.8748620096178085
DEV,carbon_acoplado,m6_ln_sn_dep,d_carbon,0.002029246183056623,0.002209619665677305,-0.002319248916343616,0.006377741282456862,0.3591709219143743,1084,298,0.5781945395105278
DEV,carbon_acoplado,m6_ln_sn_dep,C_x_Sn,-0.00029674781736299097,0.0003462861141595715,-0.0009782331850955754,0.00038473755036959345,0.3921667347835932,1084,298,0.5781945395105278
DEV,carbon_acoplado,m6_ln_sn_dep,C_x_exceso,-0.00033279861470480754,0.0003363264314830699,-0.0009946834910120619,0.0003290862616024467,0.3232187719523605,1084,298,0.5781945395105278
DEV,carbon_acoplado,m6_ln_sn_dep,d_exceso,-0.013396787570794547,0.004530930538700725,-0.022313584225581558,-0.004479990916007535,0.0033585630814276083,1084,298,0.03310583608835785
DEV,carbon_acoplado,m6_ln_sn_dep,d_aire,0.0033080171128091994,0.0009722607064832494,0.0013946240600795237,0.005221410165538875,0.0007596348336591209,1084,298,0.013103700880619835
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,gn_0,-0.0028982123201879905,0.0024400701851231494,-0.007700230245272042,0.001903805604896061,0.23587786255342616,1084,298,0.5460674334737244
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,gn_1,-0.0002959737798331395,0.001658195309645097,-0.003559274831070804,0.002967327271404525,0.8584586807154165,1084,298,0.9112869072209807
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,gn_2,0.00047254101651312804,0.0012862357482627995,-0.0020587497458180114,0.0030038317788442675,0.7135950726367843,1084,298,0.8183543961337009
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,gn_3,-0.001557486299765007,0.00183021030510747,-0.0051593100281902855,0.002044337428660272,0.39546180359847233,1084,298,0.5781945395105278
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,d_carbon,-1.7217994276622333e-05,0.00048785015318310445,-0.0009772990585932353,0.0009428630700399907,0.9718693252388644,1084,298,0.9718693252388644
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,C_x_Sn,2.8034794397836157e-05,5.506081651168818e-05,-8.032398539092891e-05,0.00013639357418660124,0.6110177722674426,1084,298,0.7665495688446098
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,C_x_exceso,8.79218173479401e-05,7.178778853080862e-05,-5.335536780388295e-05,0.00022919900249976317,0.2216413811607382,1084,298,0.5460674334737244
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,d_exceso,0.0021023088869672763,0.0008332730394409195,0.0004624412732073806,0.0037421765007271722,0.012159473045330667,1084,298,0.0839003640127816
DEV,carbon_acoplado,m8_ln_feo_ret_dross50,d_aire,-0.00015883967355214264,0.0002461368865843467,-0.0006432330113375312,0.0003255536642332459,0.5192111554818207,1084,298,0.6671484028916808
DEV,carbon_acoplado,d_temperatura_horno_celsius,gn_0,-0.6588289966777632,0.5042366475629363,-1.6511584119725553,0.33350041861702884,0.192363899759308,1084,298,0.5338790904764504
DEV,carbon_acoplado,d_temperatura_horno_celsius,gn_1,-0.705135330218525,0.3791664073072794,-1.451328573175339,0.04105791273828896,0.06391675049125621,1084,298,0.24501421021648215
DEV,carbon_acoplado,d_temperatura_horno_celsius,gn_2,-0.381318091527435,0.4364450240848557,-1.240234708658857,0.47759852560398686,0.3829924287206986,1084,298,0.5781945395105278
DEV,carbon_acoplado,d_temperatura_horno_celsius,gn_3,-1.042588390282522,0.4258537461800668,-1.880661546984638,-0.2045152335804058,0.0149343978375182,1084,298,0.08444704990021189
DEV,carbon_acoplado,d_temperatura_horno_celsius,d_carbon,0.08008471447284742,0.12496694662884235,-0.16584817770928317,0.32601760665497803,0.5221161413934893,1084,298,0.6671484028916808
DEV,carbon_acoplado,d_temperatura_horno_celsius,C_x_Sn,0.0011205811771543106,0.013070826659554386,-0.02460259035189696,0.026843752706205582,0.9317376500295793,1084,298,0.94781081939712
DEV,carbon_acoplado,d_temperatura_horno_celsius,C_x_exceso,-0.001019118045562238,0.012309701968523476,-0.025244408721907616,0.02320617263078314,0.9340744307102052,1084,298,0.94781081939712
DEV,carbon_acoplado,d_temperatura_horno_celsius,d_exceso,-0.6915534523572968,0.2150478002754969,-1.1147639804678695,-0.268342924246724,0.0014442409921736228,1084,298,0.016608771409996663
DEV,carbon_acoplado,d_temperatura_horno_celsius,d_aire,0.05374066741342139,0.05016401889801133,-0.04498129534452607,0.15246263017136885,0.2849047478993345,1084,298,0.5460674334737244
LB,carbon_simple,m6_ln_sn_dep,gn_0,0.08028956170773915,0.03329895013255641,0.013725908845644036,0.14685321456983427,0.018877724689609816,242,63,0.06541367545835029
LB,carbon_simple,m6_ln_sn_dep,gn_1,0.0037905269798938,0.011667764120660779,-0.019533001164771104,0.027114055124558705,0.7463718136018428,242,63,0.9363573661550392
LB,carbon_simple,m6_ln_sn_dep,gn_2,0.011551347938345904,0.01198074698576819,-0.012397824038988214,0.035500519915680026,0.3387117549312396,242,63,0.708215487583501
LB,carbon_simple,m6_ln_sn_dep,gn_3,0.011508860414542882,0.018002016461186897,-0.02447665774053575,0.04749437856962151,0.5249767184175521,242,63,0.8424045016467697
LB,carbon_simple,m6_ln_sn_dep,d_carbon,-0.008021201227782594,0.0035957687587693157,-0.015209040558400923,-0.0008333618971642651,0.029326231057911305,242,63,0.09197772468163092
LB,carbon_simple,m6_ln_sn_dep,d_exceso,0.004041444673055435,0.008997757814904306,-0.013944816916102765,0.022027706262213637,0.6548814771354808,242,63,0.8860161161244742
LB,carbon_simple,m6_ln_sn_dep,d_aire,0.002384472358667538,0.0019812783555548997,-0.0015760466414014383,0.006344991358736514,0.23335732577432627,242,63,0.5194082412396295
LB,carbon_simple,m8_ln_feo_ret_dross50,gn_0,-0.015291117719086804,0.004740588545299398,-0.024767419195115,-0.005814816243058608,0.0020083213985116572,242,63,0.019796310928186334
LB,carbon_simple,m8_ln_feo_ret_dross50,gn_1,0.0012580397497106615,0.002354299402695554,-0.0034481376988464473,0.00596421719826777,0.5950046013818115,242,63,0.869132013962559
LB,carbon_simple,m8_ln_feo_ret_dross50,gn_2,-0.003669363510781942,0.0025512502955711805,-0.00876924018445172,0.0014305131628878365,0.1553888814765606,242,63,0.3781293739268119
LB,carbon_simple,m8_ln_feo_ret_dross50,gn_3,0.002264803936367892,0.003168647428749407,-0.004069232021223225,0.00859883989395901,0.47744369389101904,242,63,0.8235903719620078
LB,carbon_simple,m8_ln_feo_ret_dross50,d_carbon,0.00019527942372469547,0.0006943209330539993,-0.0011926483451302884,0.0015832071925796795,0.7794533552676706,242,63,0.9483145272591175
LB,carbon_simple,m8_ln_feo_ret_dross50,d_exceso,-0.0012280433135145692,0.001388245612114249,-0.004003106750777521,0.0015470201237483827,0.3797896681608073,242,63,0.7250446453964979
LB,carbon_simple,m8_ln_feo_ret_dross50,d_aire,-0.0012593574063114788,0.0004067955634894686,-0.00207253015098247,-0.0004461846616404876,0.0029454299717322644,242,63,0.020323466804952624
LB,carbon_simple,d_temperatura_horno_celsius,gn_0,0.043522652672107455,0.8379004489416556,-1.631416478871743,1.718461784215958,0.9587414953339585,242,63,0.9587414953339585
LB,carbon_simple,d_temperatura_horno_celsius,gn_1,-0.9336308052019825,0.35659420509035833,-1.646452464316768,-0.22080914608719704,0.011095225475605312,242,63,0.04835454069615775
LB,carbon_simple,d_temperatura_horno_celsius,gn_2,-0.8753387101161252,0.3662727342902399,-1.6075074734282495,-0.14316994680400075,0.01990850992210661,242,63,0.06541367545835029
LB,carbon_simple,d_temperatura_horno_celsius,gn_3,-1.536499764325669,0.3886304565194204,-2.3133609775596695,-0.7596385510916687,0.00020012737318390286,242,63,0.004135526465842802
LB,carbon_simple,d_temperatura_horno_celsius,d_carbon,-0.00872739501822568,0.09312868806993281,-0.1948889898887076,0.17743419985225625,0.9256391095307248,242,63,0.9587414953339585
LB,carbon_simple,d_temperatura_horno_celsius,d_exceso,-0.6368607018650734,0.2308574932271074,-1.0983382553197871,-0.1753831484103595,0.007618034983053403,242,63,0.043803701152557065
LB,carbon_simple,d_temperatura_horno_celsius,d_aire,0.004438103914513165,0.06268311450824716,-0.12086365658641468,0.129739864415441,0.9437830497458616,242,63,0.9587414953339585
LB,carbon_por_inventario,m6_ln_sn_dep,gn_0,0.07876667558617277,0.032801704791476684,0.013197001997873575,0.14433634917447197,0.01934912777581553,242,63,0.06541367545835029
LB,carbon_por_inventario,m6_ln_sn_dep,gn_1,0.004812881587631531,0.012545922283002837,-0.02026605971100552,0.029891822886268585,0.7025716073141607,242,63,0.90973013334185
LB,carbon_por_inventario,m6_ln_sn_dep,gn_2,0.011128845262681592,0.012822619089935124,-0.014503205071867186,0.03676089559723037,0.3887920562271076,242,63,0.7250446453964979
LB,carbon_por_inventario,m6_ln_sn_dep,gn_3,0.016534145573589166,0.018435514808996845,-0.02031792343144258,0.053386214578620916,0.37326095546870003,242,63,0.7250446453964979
LB,carbon_por_inventario,m6_ln_sn_dep,C_x_Sn,0.0001586211138457037,0.000774350768865069,-0.0013892840173084665,0.001706526244999874,0.8383650168522633,242,63,0.9483145272591175
LB,carbon_por_inventario,m6_ln_sn_dep,d_exceso,0.005410622226532464,0.009319007189817536,-0.013217807712942061,0.024039052166006988,0.5636140633462088,242,63,0.869132013962559
LB,carbon_por_inventario,m6_ln_sn_dep,d_aire,0.0007554378742222658,0.002036668791535701,-0.003315805029688392,0.004826680778132924,0.7119627130501436,242,63,0.90973013334185
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_0,-0.015366071309299864,0.004835461830132779,-0.025032021779437384,-0.005700120839162345,0.002314932267509041,242,63,0.019966290807265478
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_1,0.0012446542327649792,0.002347305993977121,-0.0034475435909570103,0.005936852056486969,0.5978340529451942,242,63,0.869132013962559
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_2,-0.0036466559573326224,0.002531212425276026,-0.008706477499020378,0.001413165584355133,0.1547076011368601,242,63,0.3781293739268119
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,gn_3,0.0021667119745822313,0.0031869462062473824,-0.00420390271802387,0.008537326667188332,0.4991169377401884,242,63,0.8236117122257554
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,C_x_Sn,1.6288207210116128e-05,9.353218354687393e-05,-0.00017067996362602289,0.00020325637804625516,0.8623185141235136,242,63,0.9535949925794132
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,d_exceso,-0.001259523002400814,0.0014098534108755627,-0.004077779813933421,0.0015587338091317931,0.3751128910252827,242,63,0.7250446453964979
LB,carbon_por_inventario,m8_ln_feo_ret_dross50,d_aire,-0.0012321311354550936,0.000395169515617441,-0.0020220637415742353,-0.000442198529335952,0.0027606096910254316,242,63,0.020323466804952624
LB,carbon_por_inventario,d_temperatura_horno_celsius,gn_0,0.10410240805087147,0.8423422955304306,-1.5797158483069722,1.787920664408715,0.9020422089568617,242,63,0.9575524987388224
LB,carbon_por_inventario,d_temperatura_horno_celsius,gn_1,-0.9389094627809076,0.35915910477301993,-1.6568582833053815,-0.22096064225643364,0.011212647117949623,242,63,0.04835454069615775
LB,carbon_por_inventario,d_temperatura_horno_celsius,gn_2,-0.8826991016498689,0.36871281421917346,-1.6197455152392164,-0.14565268806052134,0.019704155523788788,242,63,0.06541367545835029
LB,carbon_por_inventario,d_temperatura_horno_celsius,gn_3,-1.544504302793732,0.3676294967171539,-2.2793851955526385,-0.8096234100348253,8.654084844961324e-05,242,63,0.004135526465842802
LB,carbon_por_inventario,d_temperatura_horno_celsius,C_x_Sn,-0.011021526198606682,0.01629540423564973,-0.043595575124215566,0.0215525227270022,0.5013288683113294,242,63,0.8236117122257554
LB,carbon_por_inventario,d_temperatura_horno_celsius,d_exceso,-0.6364006764906741,0.22603480080704755,-1.0882378051622754,-0.1845635478190727,0.006520938550990482,242,63,0.04090406909257666
LB,carbon_por_inventario,d_temperatura_horno_celsius,d_aire,0.009572831568178836,0.05855724791106125,-0.10748143912189491,0.12662710225825258,0.8706736888768555,242,63,0.9535949925794132
LB,carbon_acoplado,m6_ln_sn_dep,gn_0,0.07335223152500478,0.033257226599077296,0.006871982817924394,0.13983248023208517,0.031128015613016324,242,63,0.09338404683904898
LB,carbon_acoplado,m6_ln_sn_dep,gn_1,0.004929684631836246,0.010883911216620036,-0.016826943884107316,0.02668631314777981,0.6521779509769783,242,63,0.8860161161244742
LB,carbon_acoplado,m6_ln_sn_dep,gn_2,0.012897568733890537,0.012079414915466795,-0.011248837624555745,0.03704397509233682,0.2897816326328722,242,63,0.6248416453646307
LB,carbon_acoplado,m6_ln_sn_dep,gn_3,0.009625105931927263,0.017769795894764375,-0.025896209925203386,0.04514642178905791,0.5899972073741767,242,63,0.869132013962559
LB,carbon_acoplado,m6_ln_sn_dep,d_carbon,-0.01409787663239153,0.004331041807381414,-0.022755505844427745,-0.005440247420355317,0.0018385253826222994,242,63,0.019796310928186334
LB,carbon_acoplado,m6_ln_sn_dep,C_x_Sn,0.0016485508161345412,0.0009326809501641074,-0.0002158518377231378,0.00351295346999222,0.08205855069564962,242,63,0.23591833324999265
LB,carbon_acoplado,m6_ln_sn_dep,C_x_exceso,0.00027824868793819847,0.001320177007575292,-0.002360747547647169,0.0029172449235235665,0.8337609060465155,242,63,0.9483145272591175
LB,carbon_acoplado,m6_ln_sn_dep,d_exceso,0.004140481845150995,0.010557983449610333,-0.01696462634792988,0.02524559003823187,0.6962804581548981,242,63,0.90973013334185
LB,carbon_acoplado,m6_ln_sn_dep,d_aire,0.002661044250190563,0.0019442879239124876,-0.0012255319306224608,0.0065476204310035875,0.1760484310618463,242,63,0.4049113914422465
LB,carbon_acoplado,m8_ln_feo_ret_dross50,gn_0,-0.01726202360813074,0.004397267291812769,-0.026052035677246968,-0.008472011539014513,0.00021967966409633692,242,63,0.004135526465842802
LB,carbon_acoplado,m8_ln_feo_ret_dross50,gn_1,0.00013821213841881273,0.002103765293446488,-0.004067154761704085,0.00434357903854171,0.9478300408709299,242,63,0.9587414953339585
LB,carbon_acoplado,m8_ln_feo_ret_dross50,gn_2,-0.0036089510564322053,0.002531066529777746,-0.008668480957174436,0.0014505788443100257,0.15892393976634123,242,63,0.3781293739268119
LB,carbon_acoplado,m8_ln_feo_ret_dross50,gn_3,0.0024853355642088853,0.003125543186107021,-0.003762536240076807,0.008733207368494578,0.429548769049217,242,63,0.7599708990870763
LB,carbon_acoplado,m8_ln_feo_ret_dross50,d_carbon,0.0002018282052817317,0.0008778930933219969,-0.0015530550832692658,0.0019567114938327294,0.8189257785798532,242,63,0.9483145272591175
LB,carbon_acoplado,m8_ln_feo_ret_dross50,C_x_Sn,-2.8542320680889865e-05,0.00012057035050857371,-0.00026955901714625967,0.00021247437578447996,0.8136485816424952,242,63,0.9483145272591175
LB,carbon_acoplado,m8_ln_feo_ret_dross50,C_x_exceso,-0.0003399506881210078,0.00023092878931823836,-0.0008015707604311683,0.00012166938418915264,0.14605162790813392,242,63,0.3781293739268119
LB,carbon_acoplado,m8_ln_feo_ret_dross50,d_exceso,-0.0024190572224371417,0.0015639953129802603,-0.0055454393058583865,0.0007073248609841035,0.12702121117564424,242,63,0.35057854284477813
LB,carbon_acoplado,m8_ln_feo_ret_dross50,d_aire,-0.0014064885875973115,0.000370822782961812,-0.0021477527686050244,-0.0006652244065895988,0.00034017263515994213,242,63,0.004694382365207202
LB,carbon_acoplado,d_temperatura_horno_celsius,gn_0,0.2243825378040068,0.8918214110529535,-1.5583430611713642,2.0071081367793777,0.8021821227347145,242,63,0.9483145272591175
LB,carbon_acoplado,d_temperatura_horno_celsius,gn_1,-0.8836374885066265,0.33042298511081764,-1.5441436243162951,-0.22313135269695783,0.009562975352504761,242,63,0.04835454069615775
LB,carbon_acoplado,d_temperatura_horno_celsius,gn_2,-0.8926553929103486,0.3554319436308839,-1.6031537244722989,-0.18215706134839826,0.014642393540362815,242,63,0.059430891428531425
LB,carbon_acoplado,d_temperatura_horno_celsius,gn_3,-1.5291109957467195,0.3921518158290773,-2.3130113059419646,-0.7452106855514746,0.00023974066468653927,242,63,0.004135526465842802
LB,carbon_acoplado,d_temperatura_horno_celsius,d_carbon,0.05402133384204763,0.1038002196962415,-0.15347234879254623,0.2615150164766415,0.6046135749304758,242,63,0.869132013962559
LB,carbon_acoplado,d_temperatura_horno_celsius,C_x_Sn,-0.015545502361104779,0.01885494071153112,-0.05323599179880856,0.022144987076598996,0.4128281740069515,242,63,0.7496090528020961
LB,carbon_acoplado,d_temperatura_horno_celsius,C_x_exceso,0.015878437430883373,0.033709839534539154,-0.051506571642426134,0.08326344650419287,0.6392705263245944,242,63,0.8860161161244742
LB,carbon_acoplado,d_temperatura_horno_celsius,d_exceso,-0.5721349460567672,0.21539510739168322,-1.0027036306410877,-0.1415662614724466,0.010033724542026138,242,63,0.04835454069615775
LB,carbon_acoplado,d_temperatura_horno_celsius,d_aire,0.009688642886526136,0.06688806322180978,-0.1240186903233995,0.14339597609645177,0.8853002512014978,242,63,0.9544643333266148
