variable,theta,se,ci_lo,ci_hi,p,n,batches,rank,target,periodo,modelo,q_bh
gn_2,-0.004240839341057238,0.003208858495581945,-0.010607910763233022,0.0021262320811185464,0.1893461298949953,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.31242111432674224
gn_3,-0.010887307266837981,0.0048962333823912565,-0.020602496543102013,-0.0011721179905739496,0.028447857040499746,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.07836030543906433
d_carbon,0.00048298115603035243,0.0009188201676004781,-0.0013401573959819892,0.002306119708042694,0.6003043262142088,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.6950892198269786
d_exceso,-0.002539221546033729,0.002659464314809803,-0.007816175721618496,0.0027377326295510386,0.34201108430833305,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.4907115557467387
d_aire,0.0018462843294366977,0.0007682495682891324,0.00032191051298845435,0.0033706581458849407,0.01811282425738596,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.05977232004937366
C_x_exceso,-1.6793234030102318e-06,0.00015926628615872421,-0.000317698188215364,0.00031433954140934353,0.9916083814264381,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.9916083814264381
C_x_GN,0.00019191121485276412,0.00013297883418443625,-7.194764213819363e-05,0.00045577007184372187,0.15212903887837737,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.2642241201571817
C_x_Sn,0.00033561979259575617,0.00015737841734790549,2.334686908020021e-05,0.0006478927161113121,0.03543367275119003,364,100,15,m8_ln_feo_ret_dross50,T1,acoplado,0.08352222862780508
gn_0,-0.023564759760890626,0.006412367017939342,-0.03628828709767951,-0.010841232424101739,0.00038643587117030676,359,100,10,m8_ln_feo_ret_dross50,T2,v11_estructura,0.012667959226339974
gn_1,-0.005347336622396275,0.0019742085607501137,-0.009264594714603674,-0.0014300785301888767,0.007962247547480778,359,100,10,m8_ln_feo_ret_dross50,T2,v11_estructura,0.058389815348192375
gn_2,-0.002376307136029364,0.0021821978580455026,-0.00670626111767882,0.0019536468456200925,0.27881909693639895,359,100,10,m8_ln_feo_ret_dross50,T2,v11_estructura,0.4842647473105876
gn_3,-0.007570939306575011,0.003196459397727421,-0.013913408228603468,-0.0012284703845465523,0.019800179282926614,359,100,10,m8_ln_feo_ret_dross50,T2,v11_estructura,0.10052398712870435
d_carbon,-0.0005031507313624646,0.0007708383211379546,-0.0020326611950968083,0.0010263597323718794,0.5154420355936667,359,100,10,m8_ln_feo_ret_dross50,T2,v11_estructura,0.735712073206556
gn_0,-0.02295140729016956,0.006502311467510917,-0.03585340392849948,-0.010049410651839643,0.0006329026499198773,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.012667959226339974
gn_1,-0.003066393644165753,0.0027782942925515214,-0.008579132275942274,0.0024463449876107684,0.27240033135459896,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.4842647473105876
gn_2,-0.0017690819051701997,0.0025400081646946467,-0.006809009162725222,0.0032708453523848224,0.48775616294839025,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.7316342444225854
gn_3,-0.005999281988663621,0.003683774875461389,-0.013308690542382252,0.0013101265650550097,0.10658253305097261,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.28999481008518113
d_carbon,-0.0006341843794621716,0.0007592077352454567,-0.0021406172375117395,0.000872248478587396,0.40554675983180816,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.6224671197418451
d_exceso,0.0023045396976514774,0.001670208614505031,-0.0010095165479350686,0.005618595943238023,0.17075920420204788,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.35248533532437354
d_aire,0.00010212190152478883,0.0004907363438639987,-0.0008716054707296984,0.001075849273779276,0.8355789289745245,359,100,12,m8_ln_feo_ret_dross50,T2,conjunto,0.919136821871977
gn_0,-0.02257217440892683,0.006792248271239549,-0.036049468568103885,-0.00909488024974978,0.0012480307739688072,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.01573909698277829
gn_1,-0.0021948266321483775,0.0036705936863998447,-0.009478080847089027,0.0050884275827922714,0.5512396133665899,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.7579544683790611
gn_2,-0.0024997359142350756,0.00295428102020814,-0.00836167039428208,0.00336219856581193,0.39951512888157126,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.6224671197418451
gn_3,-0.006532420783962022,0.003720823002267243,-0.013915340858913352,0.0008504992909893084,0.08224310102377526,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.2733818882024529
d_carbon,-0.00019999802638846932,0.0011007427524789867,-0.0023841104551931666,0.001984114402416228,0.8561946035451835,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.9197446911209732
d_exceso,0.0023258381644423675,0.0016862126803876578,-0.0010199736199627924,0.005671649948847527,0.17090198076333263,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.35248533532437354
d_aire,1.9876364779288766e-05,0.0005041809095218264,-0.0009805279425601767,0.0010202806721187545,0.96863247022729,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.96863247022729
C_x_exceso,-5.8513943715350224e-05,0.00018445655809295826,-0.00042451577311468277,0.0003074878856839823,0.7517421025088268,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.9004050234274422
C_x_GN,-0.00016879236543119604,0.0003573035708744997,-0.0008777601676227372,0.0005401754367603452,0.6376767160427942,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.8252286913494984
C_x_Sn,-8.537111627913459e-05,0.00020309106797161813,-0.0004883478560642085,0.0003176056235059394,0.675134369205423,359,100,15,m8_ln_feo_ret_dross50,T2,acoplado,0.8569013147607293
gn_0,0.004091175407278628,0.004022292174725994,-0.0038919611328226654,0.012074311947379922,0.31162406177893104,361,98,10,m8_ln_feo_ret_dross50,T3,v11_estructura,0.5876339450688414
gn_1,-0.0028229003234323327,0.002168819196579617,-0.00712740606915612,0.0014816054222914548,0.19614143593257832,361,98,10,m8_ln_feo_ret_dross50,T3,v11_estructura,0.5615401918221395
gn_2,-0.0032755032707273567,0.0019655019073710027,-0.007176480478441296,0.000625473936986583,0.09884050234861132,361,98,10,m8_ln_feo_ret_dross50,T3,v11_estructura,0.5615401918221395
gn_3,-0.005595871714996342,0.0026611780467880887,-0.010877573486568069,-0.0003141699434246149,0.0380738998109656,361,98,10,m8_ln_feo_ret_dross50,T3,v11_estructura,0.5615401918221395
d_carbon,0.0010958035370140745,0.0009233740505407873,-0.0007368383504578748,0.0029284454244860236,0.2382291722881804,361,98,10,m8_ln_feo_ret_dross50,T3,v11_estructura,0.5615401918221395
gn_0,0.005821206376692209,0.00458564247521424,-0.0032800245666360518,0.01492243732002047,0.2073208017803463,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.5615401918221395
gn_1,-0.001544355000797596,0.0022911093475826002,-0.006091572844638156,0.003002862843042964,0.5018736402689333,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.7886585775654666
gn_2,-0.003199154779414066,0.0025803044776317014,-0.008320344903145406,0.0019220353443172747,0.21802706294921892,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.5615401918221395
gn_3,-0.00455808157989001,0.0042209317252056315,-0.012935462641487636,0.003819299481707614,0.28287529436527425,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.5834302946283781
d_carbon,0.0006112961348680736,0.0009868378736149284,-0.0013473038737322127,0.00256989614346836,0.5370726322174696,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.800753588045718
d_exceso,0.0018404360538684958,0.001679546588574201,-0.001492999002465411,0.005173871110202403,0.2758824300174964,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.5834302946283781
d_aire,0.00038066074786730775,0.0007321901242943799,-0.0010725339683902092,0.0018338554641248246,0.6043223991526747,361,98,12,m8_ln_feo_ret_dross50,T3,conjunto,0.817584135429554
gn_0,0.007064685223999298,0.004657832271278776,-0.002179822481371869,0.016309192929370463,0.1325865700699444,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5615401918221395
gn_1,-6.485719545063771e-05,0.0034710145561643374,-0.006953860264062038,0.006824145873160762,0.9851304794999983,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.9888633223325585
gn_2,-0.003464649040651868,0.002510521525220385,-0.008447339320743957,0.001518041239440222,0.17074331707304757,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5615401918221395
gn_3,-0.005291905203041963,0.003690805831374486,-0.012617133111646524,0.0020333227055625994,0.15484293195015245,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5615401918221395
d_carbon,0.0034072024470932277,0.001667811936671285,9.70574264708415e-05,0.006717347467715614,0.04377320731911985,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5615401918221395
d_exceso,0.0022129392062632085,0.0022423008015671464,-0.0022374071846248495,0.0066632855971512665,0.32614429059443156,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5979311994231246
d_aire,0.0001843167234432439,0.0008350679860404268,-0.0014730620703491933,0.0018416955172356813,0.8257738957837711,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.9009264156652281
C_x_exceso,0.00013226822924633543,0.00015171520176492694,-0.00016884444936730487,0.0004333809078599757,0.3854598058166822,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.6648163567334452
C_x_GN,-3.194438454470258e-05,0.0001885576336052829,-0.0004061790918610372,0.0003422903227716321,0.8658234787942455,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.9216830580712935
C_x_Sn,-0.00039894972897134006,0.00019364845557341467,-0.0007832883086836952,-1.4611149258984986e-05,0.04205954728401105,361,98,15,m8_ln_feo_ret_dross50,T3,acoplado,0.5615401918221395
gn_0,0.7692536605491158,0.6028569289161878,-0.41714255519818666,1.9556498762964183,0.202944342895086,1180,299,10,d_temperatura_horno_celsius,DEV,v11_estructura,0.35248227976514934
gn_1,0.6365670421240108,0.2643631881151764,0.11631178599450676,1.1568222982535148,0.016650798401822584,1180,299,10,d_temperatura_horno_celsius,DEV,v11_estructura,0.07849662103716361
gn_2,0.2469883807408302,0.34026311404781595,-0.42263462847043864,0.916611389952099,0.468485283803502,1180,299,10,d_temperatura_horno_celsius,DEV,v11_estructura,0.6441672652298153
gn_3,-0.41856066822020227,0.31408363927615446,-1.0366636097179105,0.1995422732775059,0.18366776878898217,1180,299,10,d_temperatura_horno_celsius,DEV,v11_estructura,0.3360713512927014
d_carbon,-0.12050602242539019,0.08797495780579474,-0.29363691304808714,0.052624868197306746,0.171787926092085,1180,299,10,d_temperatura_horno_celsius,DEV,v11_estructura,0.3334706800611062
gn_0,0.03586644736155775,0.7366994933190306,-1.4139261138485388,1.4856590085716543,0.9612026915175174,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.9612026915175174
gn_1,-0.0675956287026372,0.37389186171329164,-0.8033985506875186,0.6682072932822442,0.8566558933436399,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.8834263900106286
gn_2,-0.18971843098863153,0.45353808189041533,-1.082261650188962,0.7028247882116988,0.6760235150703291,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.7692681378386503
gn_3,-1.1624369761854088,0.4822753135083774,-2.1115338173270137,-0.213340135043804,0.016544144286221214,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.07849662103716361
d_carbon,-0.07488845345696124,0.09292406487840449,-0.25775897154454996,0.10798206463062748,0.4209372417560628,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.6039534338239161
d_exceso,-0.7695089530963362,0.24439688802674162,-1.250471399056137,-0.28854650713653535,0.0018068707717437873,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.03975115697836332
d_aire,0.047969456792625015,0.07317867071725788,-0.09604298438219092,0.19198189796744095,0.5126442420173398,1180,299,12,d_temperatura_horno_celsius,DEV,conjunto,0.6905004076151924
gn_0,0.10408682887766352,0.9078973899158619,-1.6826157468387368,1.8907894045940639,0.908802902487286,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.9227844856024751
gn_1,-0.07689304499879117,0.39700137077373776,-0.8581744757011247,0.7043883857035425,0.8465548169917737,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.8834263900106286
gn_2,-0.34538837644719633,0.4435037180408161,-1.2181844040211514,0.5274076511267587,0.436731853775726,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.6132830287063386
gn_3,-1.3425351398213423,0.48179297503159185,-2.2906827598192234,-0.3943875198234613,0.005669239598182731,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.05207454093132893
d_carbon,0.2119637873387913,0.14092800332620234,-0.06537639375461407,0.48930396843219665,0.13362568479330392,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.27560297488618934
d_exceso,-0.8735918917294985,0.24855131373928116,-1.3627300668010491,-0.38445371665794775,0.0005085774558859542,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.016826018726263645
d_aire,-0.029573288054889693,0.08301464824537239,-0.1929425052039151,0.13379592909413568,0.7219115669105363,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.8057752136769293
C_x_exceso,-0.014499592050925908,0.01573524239646102,-0.045465864706345976,0.016466680604494164,0.3575492182287679,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.5244055200688597
C_x_GN,-0.03617663834710041,0.019438154367494943,-0.07443008070890166,0.0020768040147008393,0.06371256712557702,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.16173190116492628
C_x_Sn,-0.05465950674869213,0.02353784320695895,-0.10098095843672897,-0.008338055060655304,0.02089605345270775,1180,299,15,d_temperatura_horno_celsius,DEV,acoplado,0.08429223556022097
gn_0,0.2162085816399653,1.432410187263385,-2.6471385834079895,3.0795557466879204,0.8805127523078528,252,63,10,d_temperatura_horno_celsius,LB,v11_estructura,0.9373200266502948
gn_1,-0.00464736579881718,0.30704770672153286,-0.6184269859055798,0.6091322543079454,0.9879725627332173,252,63,10,d_temperatura_horno_celsius,LB,v11_estructura,0.9925122010475858
gn_2,-0.12040195002762691,0.42724407720845414,-0.9744506911885364,0.7336467911332827,0.7790271878109086,252,63,10,d_temperatura_horno_celsius,LB,v11_estructura,0.8714541422969486
gn_3,-0.5931999651334435,0.2511863607296096,-1.0953143456992047,-0.09108558456768234,0.021352461751061914,252,63,10,d_temperatura_horno_celsius,LB,v11_estructura,0.1230020615505252
d_carbon,-0.0020277228276121967,0.09039260491672409,-0.18271996540659502,0.1786645197513706,0.9821750783946004,252,63,10,d_temperatura_horno_celsius,LB,v11_estructura,0.9925122010475858
gn_0,-0.5785869903874489,1.2246295706419876,-3.0265866210175982,1.8694126402427003,0.6382582256290147,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.7656187728689658
gn_1,-0.6423921460159612,0.39042669416176384,-1.4228439871348293,0.13805969510290694,0.10495672088333774,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.25656087327038113
gn_2,-0.5860993469601579,0.39068228393412013,-1.3670621047540112,0.19486341083369552,0.13863952045631475,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.2951680112940895
gn_3,-1.2631954503288936,0.4862658132314753,-2.2352269606856856,-0.29116393997210177,0.01170721874065588,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.09658455461041102
d_carbon,0.031351989629668835,0.09274237597081662,-0.15403737835799444,0.21674135761733213,0.7364640529759149,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.8388331217767405
d_exceso,-0.7337574486813702,0.23601445988582542,-1.205543631601152,-0.2619712657615882,0.0028344985118722186,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.03741538035671328
d_aire,0.005522862850149149,0.08946024638012486,-0.17330562157050888,0.18435134727080715,0.9509721466348049,252,63,12,d_temperatura_horno_celsius,LB,conjunto,0.9925122010475858
gn_0,-0.30774900223196316,1.3207282798549882,-2.947847215402574,2.332349210938647,0.8165176151198709,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.8834452884903521
gn_1,-0.19995999364116454,0.430254658204365,-1.0600268004626219,0.6601068131802927,0.6437399780909882,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.7656187728689658
gn_2,-0.39714443603569527,0.3849291765540013,-1.1666068960422566,0.372318023970866,0.3062048088467471,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.4681403834677554
gn_3,-0.9941242026356242,0.4702404478946392,-1.9341214641340265,-0.05412694113722172,0.03853800422359872,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.14961813404455973
d_carbon,0.15102372018310045,0.12159424888464188,-0.09203971997236635,0.3940871603385673,0.21890323137633505,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.3827492368583958
d_exceso,-0.3524404642360848,0.3124364892530608,-0.9769921071348586,0.272111178662689,0.2636499196191448,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.43327323859331934
d_aire,-0.0008385429565459582,0.08899253132596027,-0.17873207830584126,0.17705499239274936,0.9925122010475858,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.9925122010475858
C_x_exceso,0.06779194872349527,0.05297934684608194,-0.038112256612854695,0.17369615405984523,0.20545643622599144,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.37667013308098435
C_x_GN,0.023114038878574925,0.01568049776331243,-0.008230829523192228,0.05445890728034208,0.14552432972803123,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.3001439300640644
C_x_Sn,-0.03178461823668388,0.03722889144253572,-0.10620411184104049,0.04263487536767273,0.39652343828627246,252,63,15,d_temperatura_horno_celsius,LB,acoplado,0.5452197276436246
gn_0,0.29169551489896556,0.46873012689976673,-0.6383667486148041,1.2217577784127351,0.5351686434552322,395,100,10,d_temperatura_horno_celsius,T1,v11_estructura,0.6307344726436664
gn_1,0.8540224322288281,0.3838804372745819,0.09232036120619647,1.6157245032514598,0.028371349519326267,395,100,10,d_temperatura_horno_celsius,T1,v11_estructura,0.07836030543906433
gn_2,0.5799545653257971,0.5983006585186788,-0.6072037434522817,1.767112874103876,0.33473964420014757,395,100,10,d_temperatura_horno_celsius,T1,v11_estructura,0.4907115557467387
gn_3,0.017049171865548357,0.4819727403448058,-0.939289309729174,0.9733876534602707,0.9718529612658263,395,100,10,d_temperatura_horno_celsius,T1,v11_estructura,0.9870909052060408
d_carbon,-0.08874775995423217,0.10659496078572887,-0.3002552880989648,0.12275976819050044,0.4070912777210215,395,100,10,d_temperatura_horno_celsius,T1,v11_estructura,0.5597505068664045
gn_0,-0.15047743912301048,0.634122103935943,-1.4087132671283524,1.1077583888823317,0.8129141149958897,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.8795464195037496
gn_1,0.5871009865556814,0.43450762577584506,-0.27505641010231763,1.4492583832136805,0.17971539291869063,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.3041337418623995
gn_2,0.23825031419043716,0.6807713441426559,-1.1125477270116915,1.5890483553925656,0.7271038109183998,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.8140965065168766
gn_3,-0.46712130964492665,0.6529593358167178,-1.7627342924690663,0.8284916731792129,0.47605121834332603,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.5923575615733933
d_carbon,-0.10047966739465838,0.11011454277758383,-0.31897080979012793,0.11801147500081113,0.3637216379958899,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.5107580448452922
d_exceso,-0.3297319745629288,0.41283969931864994,-1.1488955042388334,0.48943155511297587,0.42638064444413876,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.5602543270784689
d_aire,0.09277874830571492,0.11819829455174818,-0.1417523113924683,0.32730980800389814,0.43436222539961444,395,100,12,d_temperatura_horno_celsius,T1,conjunto,0.5602543270784689
gn_0,0.09665293337046403,0.7646514664591301,-1.4205814684331546,1.6138873351740826,0.8996706388750995,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.9577139058992994
gn_1,0.57682527873967,0.45687839569229,-0.32972057880657846,1.4833711362859185,0.2097219683272205,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.337601217307233
gn_2,0.05896771509076963,0.6913486205330244,-1.3128179372267426,1.430753367408282,0.9322001168205728,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.9765905985739334
gn_3,-0.45577867287149065,0.6642048153869597,-1.7737051268876227,0.8621477811446415,0.4941897158608285,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.5930276590329941
d_carbon,0.14874337637721502,0.14632524598526267,-0.1415976571517955,0.43908440990622555,0.3118569534556519,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.46778543018347785
d_exceso,-0.3334323967539851,0.4313943779765426,-1.1894124343541193,0.5225476408461489,0.44141250012243005,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.5602543270784689
d_aire,0.00472476030691727,0.13491933187826896,-0.2629844651026577,0.27243398571649224,0.9721349823998887,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.9870909052060408
C_x_exceso,0.0072208912280629645,0.02068409094790984,-0.0338208326589349,0.04826261511506083,0.7277529376438745,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.8140965065168766
C_x_GN,-0.016503542673403336,0.020230739940195017,-0.05664571980587467,0.023638634459067998,0.4165925790774186,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.5602543270784689
C_x_Sn,-0.04064273681640643,0.0240206238182528,-0.08830486578426408,0.007019392151451226,0.09379256446490977,395,100,15,d_temperatura_horno_celsius,T1,acoplado,0.1820679192554131
gn_0,-5.615799424462196,2.5188873056164414,-10.613818315402176,-0.6177805335222164,0.028042095533323336,398,100,10,d_temperatura_horno_celsius,T2,v11_estructura,0.13219845037138145
gn_1,0.09446569715625497,0.6134890149497533,-1.1228296059190983,1.3117610002316082,0.8779381142518381,398,100,10,d_temperatura_horno_celsius,T2,v11_estructura,0.9197446911209732
gn_2,-0.8444065008197639,0.9734222236585939,-2.7758873780540907,1.087074376414563,0.3877868669167044,398,100,10,d_temperatura_horno_celsius,T2,v11_estructura,0.6224671197418451
gn_3,-1.2491741658411484,0.8841601705138935,-3.003539764092353,0.5051914324100562,0.1608398530836861,398,100,10,d_temperatura_horno_celsius,T2,v11_estructura,0.35248533532437354
d_carbon,-0.07454779551018575,0.21376673593757856,-0.4987073766428265,0.349611785622455,0.7280293496319643,398,100,10,d_temperatura_horno_celsius,T2,v11_estructura,0.8898136495501785
gn_0,-6.179439762352678,2.488303253245168,-11.11677325812937,-1.2421062665759859,0.014694010222073454,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.08816406133244073
gn_1,-1.6492399891132088,0.9440072095652643,-3.5223550967523973,0.22387511852597997,0.08372753956480199,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.2733818882024529
gn_2,-1.4861291294800725,1.0285603925367768,-3.5270160960819243,0.5547578371217794,0.15165407317692264,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.35248533532437354
gn_3,-2.5688279886156344,1.0827340938516021,-4.717207331696542,-0.42044864553472694,0.0195988369630304,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.10052398712870435
d_carbon,0.016216548618586683,0.23120881136684365,-0.4425518942516508,0.47498499148882417,0.944225218528973,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.96863247022729
d_exceso,-1.7430860067659126,0.5544467194050297,-2.8432285861608504,-0.6429434273709751,0.0022011184980568078,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.020753402981678472
d_aire,0.049009417210883977,0.1842226554023858,-0.31652829850479297,0.4145471329265609,0.7907665831980099,398,100,12,d_temperatura_horno_celsius,T2,conjunto,0.9052417624058064
gn_0,-6.4855145545522594,2.5541476207069933,-11.553497560413192,-1.4175315486913282,0.012667109733203516,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.0836029242391432
gn_1,-2.2256706616367365,1.4096935652614297,-5.022808530370758,0.5714672070972857,0.11756438123884531,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.29843266006783814
gn_2,-1.0467167602277645,1.1181613858383472,-3.2653915366175736,1.1719580161620444,0.3514968992888094,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.5948409064887543
gn_3,-2.3575521136889557,1.123847886443137,-4.587510140973995,-0.12759408640391667,0.03847390684392474,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.14936928539406075
d_carbon,0.20721164251480173,0.388433893143947,-0.563525472832125,0.9779487578617284,0.594914934551854,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.7852877136084472
d_exceso,-1.7781188186320749,0.5742487762279828,-2.9175529748513935,-0.6386846624127562,0.0025480242146610193,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.02102119977095341
d_aire,0.0462533590678544,0.19107902123813617,-0.3328888739653964,0.42539559210110517,0.8092312724536754,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.9052417624058064
C_x_exceso,0.019261583399069304,0.06397359510977087,-0.10767590847166397,0.14619907526980258,0.7639800198778298,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.9004050234274422
C_x_GN,0.07768671578510151,0.12146321710182058,-0.16332265858255207,0.31869609015275513,0.5239161733440626,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.735712073206556
C_x_Sn,-0.04051806064092278,0.07393201862856744,-0.18721522526872908,0.10617910398688352,0.5848947517937038,398,100,15,d_temperatura_horno_celsius,T2,acoplado,0.7852877136084472
gn_0,0.8971588515714408,1.5749913628221188,-2.228360249081014,4.022677952223895,0.5702336157295265,387,99,10,d_temperatura_horno_celsius,T3,v11_estructura,0.800753588045718
gn_1,-0.003601742308513796,0.25738003473513166,-0.5143640446806451,0.5071605600636174,0.9888633223325585,387,99,10,d_temperatura_horno_celsius,T3,v11_estructura,0.9888633223325585
gn_2,0.5938182829880579,0.3159026742125659,-0.03308029277897484,1.2207168587550907,0.06311262983969232,387,99,10,d_temperatura_horno_celsius,T3,v11_estructura,0.5615401918221395
gn_3,0.059237180133799465,0.4093767967720528,-0.7531577496912721,0.871632109958871,0.8852442218461367,387,99,10,d_temperatura_horno_celsius,T3,v11_estructura,0.9273987086007146
d_carbon,-0.1782061095025549,0.13605103795041443,-0.4481949664672506,0.09178274746214082,0.1933096482221851,387,99,10,d_temperatura_horno_celsius,T3,v11_estructura,0.5615401918221395
gn_0,0.7088479442765,1.5595010052575733,-2.3859310459304144,3.8036269344834146,0.6504489458539365,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.8415080875063369
gn_1,-0.10678255323386904,0.35179757411535456,-0.8049133896408256,0.5913482831730874,0.7621263499454588,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.8982203410071479
gn_2,0.7336182207345499,0.45443084278121143,-0.16818499708962475,1.6354214385587245,0.10966315278675706,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.5615401918221395
gn_3,0.04846456995387922,0.6297247375320765,-1.2012036769774221,1.2981328168851807,0.9388110676745667,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.9681489135393969
d_carbon,-0.0891455802268158,0.14588774433636992,-0.3786550608739959,0.20036390042036434,0.5425772575438821,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.800753588045718
d_exceso,-0.21694273214397605,0.25277194046683954,-0.7185604214133746,0.28467495712542246,0.392846028978854,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.6648163567334452
d_aire,-0.10640164948560397,0.08126777259335252,-0.2676748992975084,0.05487160032630044,0.19350357600484955,387,99,12,d_temperatura_horno_celsius,T3,conjunto,0.5615401918221395
