dep,variable,importancia_media,importancia_sd,es_estado_final_F
R_sum_m6_ln_sn_dep,relacion_C_cum_Sn_cum_prev,-0.001082678293166811,0.028568661489528996,True
R_sum_m6_ln_sn_dep,feed_sn_total_t,-0.006476266542057435,0.014771152024127777,False
R_sum_m6_ln_sn_dep,ley_sn_conc_batch_pct,0.05939340061912821,0.023651145137571963,False
R_sum_m6_ln_sn_dep,espesor_ladrillo_norm_mm,-0.006596855997730749,0.006694594697805495,False
R_sum_m6_ln_sn_dep,frac_carga_secundaria_F,0.04012768119214903,0.030043601012371753,False
R_sum_m6_ln_sn_dep,feed_dross_Fe_total_t,0.0039106374103384965,0.01134982407564609,False
R_sum_m6_ln_sn_dep,idx_cronologico,0.0003032259609101973,0.0032955154446774357,False
J_R_batch,ley_sn_escoria_pct_prev,-0.013544501995245862,0.013712046576517005,True
J_R_batch,ley_feo_escoria_pct_prev,0.024945573233120678,0.015079073961481247,True
J_R_batch,basicidad_B2_prev,0.06343074242896815,0.03709301368548182,True
J_R_batch,indice_irf_prev,-0.031387488500870614,0.026057815565284036,True
J_R_batch,temperatura_horno_celsius_prev,0.011950794756524042,0.01978577426561353,True
J_R_batch,m6_masa_kg_prev,0.01895546815743259,0.03870246074799135,True
J_R_batch,m6_sn_inv_kg_prev,-0.0005204933446340543,0.005106709465188474,True
J_R_batch,m6_feo_inv_kg_prev,0.03883046746141007,0.043108324237146875,True
J_R_batch,m6_avance_prev,0.0013121705471756339,0.008666300781245495,True
J_R_batch,m6_resto_frac_prev,-0.01232456559066924,0.015821655420443417,True
J_R_batch,cum_feed_Carbon_kg_prev,0.050098728363889844,0.04029798366488579,True
J_R_batch,relacion_C_cum_Sn_cum_prev,-0.003605323104079844,0.012083291020383564,True
J_R_batch,feed_sn_total_t,0.0065908305747833466,0.011922684012141808,False
J_R_batch,ley_sn_conc_batch_pct,-0.007971359444729459,0.02304669893294372,False
J_R_batch,espesor_ladrillo_norm_mm,0.025393031074823026,0.008973835729643333,False
J_R_batch,frac_carga_secundaria_F,-0.001974685486962324,0.01907225280454184,False
J_R_batch,feed_dross_Fe_total_t,0.0373263274356372,0.019019270850316867,False
J_R_batch,idx_cronologico,-0.001017697954700092,0.00442058527572861,False
recuperacion_refinada_pct,ley_sn_escoria_pct_prev,-0.004276939282388692,0.006386134852057404,True
recuperacion_refinada_pct,ley_feo_escoria_pct_prev,0.07795004042324497,0.04436567985849837,True
recuperacion_refinada_pct,basicidad_B2_prev,0.05558602596358449,0.025370445692051668,True
recuperacion_refinada_pct,indice_irf_prev,0.02835818804441942,0.10354971824860207,True
recuperacion_refinada_pct,temperatura_horno_celsius_prev,-0.033211716867899886,0.030439725880257344,True
recuperacion_refinada_pct,m6_masa_kg_prev,-0.01836690589322807,0.010467971057671983,True
recuperacion_refinada_pct,m6_sn_inv_kg_prev,-0.02183663602507121,0.012790670080969251,True
recuperacion_refinada_pct,m6_feo_inv_kg_prev,-0.008351598371875412,0.03456215685202279,True
recuperacion_refinada_pct,m6_avance_prev,0.0016039376919135373,0.018357677521827535,True
recuperacion_refinada_pct,m6_resto_frac_prev,-0.039270884332821235,0.023400840596133603,True
recuperacion_refinada_pct,cum_feed_Carbon_kg_prev,0.0013052043116643208,0.03777464863205221,True
recuperacion_refinada_pct,relacion_C_cum_Sn_cum_prev,0.012820101575983822,0.013620367263122289,True
recuperacion_refinada_pct,feed_sn_total_t,0.05090354626118519,0.04294443530181309,False
recuperacion_refinada_pct,ley_sn_conc_batch_pct,-0.0536712281225199,0.044303020843266476,False
recuperacion_refinada_pct,espesor_ladrillo_norm_mm,-0.01663939237609253,0.028968153029975716,False
recuperacion_refinada_pct,frac_carga_secundaria_F,-0.026006890443859877,0.07586376557088714,False
recuperacion_refinada_pct,feed_dross_Fe_total_t,0.023498436052157012,0.04398586134102546,False
recuperacion_refinada_pct,idx_cronologico,-0.00829165236167544,0.006143962820801659,False
