Batch,recuperacion_refinada_pct,sn_escoria_final_balance_kg,sn_perdido_escoria_frac,kpi_v6,sn_esc_v6_kg,sn_perdido_escoria_frac_v6,R_m6_masa_fin_kg,ley_fin_v3,ley_fin_v6,dif_ley_v3_v6,fila_distinta_v3_v6,dif_pp
AP0027,68.35179128931844,999.2424318388872,0.021653479123412325,68.44718687100678,934.9269038981137,0.02028804401642683,50905.308934885856,1.8366,1.8366,0.0,False,0.0953955816883365
AP0028,65.6207391190057,473.44518218739756,0.0100980633201292,65.64807363169662,453.9233326573457,0.00968571674472912,51740.947527339085,0.8773,0.8773,0.0,False,0.02733451269091347
AP0029,65.88376038277886,792.7019545301731,0.016858163403211127,65.93887521858245,753.398868392896,0.016035719441590383,52131.11461340271,1.4452,1.4452,0.0,False,0.05511483580359311
AP0030,69.92471280949019,892.5710614011793,0.01828285733342257,69.94697730484121,877.0313611948054,0.017970272041603456,51171.67636354544,1.7139,1.7139,0.0,False,0.02226449535102404
AP0031,64.14580284784356,356.5797867683598,0.007161234227245354,64.10613833170129,387.38834584018883,0.007775155442715404,48605.815036410146,0.797,0.797,0.0,False,-0.03966451614226685
AP0032,71.61495281608187,404.86996691618066,0.009284069611558043,71.71130332678118,346.2772577183246,0.007951163813295135,49040.82392271982,0.7061,0.7061,0.0,False,0.09635051069930967
AP0033,68.51324204215862,1137.3571231850615,0.02405297055797767,68.45340781417006,1178.6887739063664,0.024905288085565313,49491.46682509096,2.3816,2.3816,0.0,False,-0.059834227988559974
AP0034,72.29393444746285,632.9358964576494,0.015220775600667487,72.46999313506089,531.9124492491579,0.012822525468803605,49926.07933632044,1.0654,1.0654,0.0,False,0.17605868759804366
AP0035,71.32074589797088,714.9269197325921,0.014055247578912857,71.28428833826847,740.9415062618485,0.01455924034037511,52404.09549910521,1.4139,1.4139,0.0,False,-0.03645755970241282
AP0036,63.69161356988688,571.7247528594638,0.013018434711847507,63.78727596640957,505.8626752176787,0.01153602570119233,50763.94131637518,0.9965,0.9965,0.0,False,0.09566239652268393
AP0037,68.65731407847392,268.1747527143332,0.006086140769727246,68.52535155386498,353.02932308951245,0.007996489053348084,39501.99430340298,0.8937,0.8937,0.0,False,-0.13196252460893731
AP0038,69.38813084594135,783.1298340713361,0.016444893902700247,69.40637818324646,770.6098778270575,0.016186243589450224,50989.868181503174,1.5113,1.5113,0.0,False,0.01824733730511241
AP0039,66.93700757800468,666.2395389918644,0.013486516855473758,66.9952147575837,623.3191770186386,0.0126286630381575,52774.46253650314,1.1811,1.1811,0.0,False,0.05820717957901422
AP0040,68.44628321164319,1670.0398455352954,0.03525383454690056,68.49290553807889,1637.794367312855,0.03459669571418612,53559.448226327055,3.0579,3.0579,0.0,False,0.04662232643569553
AP0041,71.75709033455325,758.1798421906191,0.014588500826942373,71.68284465542003,812.008992173198,0.015608087123442067,52435.03759351659,1.5486,1.5486,0.0,False,-0.07424567913322733
AP0042,73.19159819358674,772.0046885267918,0.013961306859307817,72.98503380172883,928.5051096356318,0.016744146529760924,51606.553447956416,1.7992,1.7992,0.0,False,-0.20656439185790987
AP0043,72.39589576208347,985.528477716059,0.01976122441869711,72.5827245587593,857.1577869788584,0.017231566777624628,45732.15531018825,1.8743,1.8743,0.0,False,0.18682879667582597
AP0044,67.51492679822287,659.212788603742,0.01247733480731561,67.42497026274808,729.7008802048371,0.013793104843311707,51289.86295106747,1.4227,1.4227,0.0,False,-0.08995653547479776
AP0045,68.17813473003088,1697.6212410284827,0.03458148974195856,68.29379299349692,1614.4845881272777,0.03294374138089604,54398.213825508865,2.9679,2.9679,0.0,False,0.11565826346604524
AP0046,70.73450083007361,1001.6938060673523,0.01860437386417841,70.67752570781614,1045.097216793479,0.019394866977522823,52338.602603840096,1.9968,1.9968,0.0,False,-0.05697512225746948
AP0047,67.82223857401883,617.8805253764145,0.01169938870496644,67.80187435431581,633.7428710820221,0.01199613459841052,51071.228228062064,1.2409,1.2409,0.0,False,-0.020364219703012054
AP0048,64.70774231269817,957.2523022469256,0.018340708696011558,64.68887366934247,972.4760434579069,0.01862695850789528,52594.70218809664,1.849,1.849,0.0,False,-0.018868643355702375
AP0049,68.07164741269094,549.1543774415261,0.010982591821555891,68.10437125326372,525.1285204777761,0.010507145006044995,50449.468774884816,1.0409,1.0409,0.0,False,0.032723840572785434
AP0050,65.97494431801756,575.0543927960773,0.01086723853460193,65.9064469023224,630.0510145383737,0.01189418957851955,49637.675454059216,1.2693,1.2693,0.0,False,-0.06849741569516254
AP0051,64.71543628585202,1780.6413846676548,0.03584305262645178,64.767412847409,1740.7735664452457,0.0350686846270704,56332.0680358956,3.0902,3.0902,0.0,False,0.051976561556983825
AP0052,76.28575459062732,442.37794327767665,0.00830780512965887,76.17457418806175,520.0966152812666,0.009753117403732713,51140.27682215011,1.017,1.017,0.0,False,-0.11118040256556583
AP0053,64.70549611337013,369.1969484084467,0.006999541660262875,64.71299499539293,363.0848052028109,0.0068844603498186075,53830.215745413036,0.6745,0.6745,0.0,False,0.007498882022801467
AP0054,69.65793107695757,597.5809051302557,0.010911926424096496,69.64556707147295,607.3030254807737,0.011087485619975336,53810.29819960781,1.1286,1.1286,0.0,False,-0.012364005484613472
AP0055,64.68115613791976,453.08135035741043,0.008910048161139236,64.70543221253709,434.0033059260758,0.008538073152343303,53121.5796727143,0.817,0.817,0.0,False,0.024276074617333165
AP0056,64.37798291679474,514.4314527388503,0.009683631737355747,64.35232797994522,535.6099887774925,0.01007827758889872,54327.0097147269,0.9859,0.9859,0.0,False,-0.025654936849520027
AP0057,68.02036704137622,628.3226006663516,0.011954756846837321,67.98948053868756,652.1990062027152,0.01240340573520041,54875.81036623603,1.1885,1.1885,0.0,False,-0.030886502688659334
AP0058,68.7934018512708,853.9090788084577,0.01616127082026585,68.74726449408188,889.3686447433895,0.01682109745542199,55599.44015650097,1.5996,1.5996,0.0,False,-0.04613735718892542
AP0059,70.75881842336166,263.4856094296413,0.004962805543435298,70.76569548320438,258.3260850812626,0.0048660977339424205,53505.81712536507,0.4828,0.4828,0.0,False,0.006877059842722133
AP0060,72.7689305612895,784.2934799101686,0.014105734754988138,72.68341876826554,849.7079093322209,0.015264272962199274,55784.39530805021,1.5232,1.5232,0.0,False,-0.0855117930239544
AP0061,73.02430015068636,781.7228815614421,0.014897637229970818,73.04904083093139,763.9510352779797,0.014563883910656461,54192.454797331324,1.4097,1.4097,0.0,False,0.0247406802450314
AP0062,60.002474201557796,546.2252636526489,0.009750930705353548,59.98552534922284,562.0530267766865,0.010030645591674991,56573.02735547926,0.9935,0.9935,0.0,False,-0.01694885233495569
AP0063,70.78033703805492,790.2416443000494,0.015406540882175227,70.87532469263023,721.4988986079068,0.014085210307816563,56721.611525778826,1.272,1.272,0.0,False,0.09498765457530567
AP0064,67.70432849591536,540.4329657883187,0.009295518253775942,67.6415570703491,594.3860927439858,0.01021404051100284,56377.32075727837,1.0543,1.0543,0.0,False,-0.06277142556626814
AP0065,61.97328559546493,459.4468157898318,0.008535906666999491,61.949581132308836,480.0425528202523,0.008915136585910246,54862.006036600265,0.875,0.875,0.0,False,-0.023704463156093425
AP0066,73.2697746662867,682.9572586945637,0.015541897936590068,73.47564061072688,559.8366935395438,0.01277586790761637,54337.250658987075,1.0303,1.0303,0.0,False,0.20586594444019113
AP0067,66.36748236091319,771.9228187682218,0.016141572277573433,66.50484988740631,673.14514258674,0.014105180450915376,56193.76764226897,1.1979,1.1979,0.0,False,0.13736752649312223
AP0068,63.990883052261786,327.30452000824675,0.005898312122655234,63.97336754485751,342.4976678086974,0.006170416438834174,54703.34895523038,0.6261,0.6261,0.0,False,-0.01751550740427632
AP0069,60.28684839936101,738.288537145538,0.016304364543116442,60.45749630845205,610.4761159774853,0.013519916395144034,56452.38727367166,1.0814,1.0814,0.0,False,0.17064790909103777
AP0070,67.40859081593221,762.1366844421115,0.0145216122752472,67.44719040101718,732.1010505223948,0.01395730650329828,55996.7148938653,1.3074,1.3074,0.0,False,0.03859958508496675
AP0071,56.07833320146904,910.9232424717077,0.016519480408800656,56.0293546939499,959.1263821501474,0.017378446880765317,57925.25559549145,1.6558,1.6558,0.0,False,-0.0489785075191449
AP0072,67.68196281350318,871.9755063711112,0.01610629650962419,67.69079345270806,864.9128003073324,0.01597792537571624,57954.489433619165,1.4924,1.4924,0.0,False,0.008830639204887802
AP0073,66.31578096407327,555.4582437130821,0.01129904260425414,66.41635662979094,481.0145971950284,0.00979956155253211,55802.15744721907,0.862,0.862,0.0,False,0.1005756657176704
AP0074,61.491653799322684,294.6412742103774,0.005777416845897904,61.50432075363829,284.13795756921974,0.005572612270606172,55236.77246680011,0.5144,0.5144,0.0,False,0.012666954315605494
AP0075,66.45102232304394,503.22330045252556,0.008983294462288799,66.42259413734415,527.1982894699102,0.009407257946246408,58061.48562443944,0.908,0.908,0.0,False,-0.028428185699794994
AP0076,71.62262648540546,932.2563709517078,0.019036970150513418,71.80120438572628,810.4602338926097,0.016591118514528286,57914.83735119406,1.3994,1.3994,0.0,False,0.17857790032081766
AP0077,57.40152233921551,546.4412339458119,0.009700173520540834,57.323956481532925,622.6664039472702,0.011038351538710293,56678.17257848809,1.0986,1.0986,0.0,False,-0.07756585768258617
AP0078,68.55464212762764,683.8555197516979,0.013059138219617412,68.58391447499613,661.505129056966,0.012637721451305607,59670.316530485834,1.1086,1.1086,0.0,False,0.02927234736849016
AP0079,68.38656988346229,895.4826310631651,0.017315661921829352,68.43515660215098,858.7665455016831,0.01661749256525316,58747.198351462794,1.4618,1.4618,0.0,False,0.04858671868869635
AP0080,65.40929594366527,508.03265429532735,0.008955266925734439,65.35533516699329,554.8719372953234,0.009772850156708743,56625.36353661837,0.9799,0.9799,0.0,False,-0.0539607766719854
AP0081,68.3821075429745,691.8085897407975,0.01345545353007546,68.46834622551998,627.049626915405,0.012211293251649982,56705.51880226127,1.1058,1.1058,0.0,False,0.08623868254548483
AP0082,66.59204997348402,660.8340172520225,0.011608598182834837,66.59994216984998,654.088167839908,0.011491458388630107,58369.45991789291,1.1206,1.1206,0.0,False,0.00789219636595817
AP0083,66.40535933623725,258.3013231480963,0.004214864201300702,66.3660479456515,294.6020644904054,0.00480436027216245,57573.200017667645,0.5117,0.5117,0.0,False,-0.03931139058575184
AP0084,63.07716960270198,497.6129981077063,0.009280959520206744,63.09648293538472,481.2013987194254,0.008977615433202881,54881.54638679578,0.8768,0.8768,0.0,False,0.019313332682742157
AP0085,67.05066332556247,662.8706371380135,0.011360396630353176,66.93536157177797,763.3820983697439,0.013060482423327883,56098.037799069956,1.3608,1.3608,0.0,False,-0.11530175378449314
AP0086,68.30270535545422,629.8932006235422,0.011557876594547276,68.23860932636326,681.0837540148088,0.012485441831778101,54815.59388449166,1.2425,1.2425,0.0,False,-0.06409602909096179
AP0087,62.566958876857086,554.7537517331514,0.010573051321818261,62.53407135604926,582.3477313220528,0.011093130928476589,56401.717319327145,1.0325,1.0325,0.0,False,-0.032887520807825865
AP0088,67.49483932967502,1630.6382594107615,0.028825919656934977,67.2213367496946,1860.7976712031505,0.03276131115089115,57618.75433358571,3.2295,3.2295,0.0,False,-0.27350257998041627
AP0089,70.05299225191753,692.898173412404,0.013385091951842756,70.07809902215233,674.3519027651462,0.013031492298061753,57192.0874196545,1.1791,1.1791,0.0,False,0.02510677023479957
AP0090,69.9548462049045,959.9115315554623,0.01956621393031291,70.03273508391497,905.3484641947616,0.018474582789887124,56687.024243614156,1.5971,1.5971,0.0,False,0.07788887901047303
AP0091,68.58277332677757,972.3794498738918,0.020119883145229035,68.74316385817514,859.618291717728,0.017828294674471137,53702.64832371638,1.6007,1.6007,0.0,False,0.16039053139756732
AP0092,63.853680311481114,334.96034495580915,0.00640516222909552,63.84239805847427,344.20200319606454,0.0065807196643342235,54617.89958680808,0.6302,0.6302,0.0,False,-0.011282253006847043
AP0093,71.14027124610894,756.3255351986553,0.015528699260810406,71.2354150225244,691.2739160674237,0.014212056581715952,56352.32054026443,1.2267,1.2267,0.0,False,0.095143776415469
AP0094,69.36246750256105,805.9459422415208,0.017224247997435396,69.45960700387283,740.5080667666522,0.015847907883131954,54337.25174395745,1.3628,1.3628,0.0,False,0.09713950131178706
AP0095,61.74139192309872,268.83407333508495,0.004902150058792211,61.669031109696576,333.1819211610328,0.006068403160538766,53860.6403428763,0.6186,0.6186,0.0,False,-0.07236081340214184
AP0096,67.17186007645331,534.7736349931,0.011459650007060751,67.26393626502515,470.8938141960752,0.010104603004145755,55197.96204384893,0.8531,0.8531,0.0,False,0.09207618857183775
AP0097,57.27013630574783,834.869648400358,0.018122307437442208,57.101489097927946,970.9316639713944,0.021013708470386718,48089.73075638407,2.019,2.019,0.0,False,-0.1686472078198875
AP0098,62.19428718295218,546.5797542958001,0.012442749167678277,62.18731161696992,551.5071207600296,0.012553511282278697,47774.35211018967,1.1544,1.1544,0.0,False,-0.006975565982259013
AP0099,67.741977420962,372.09255932293826,0.007392705146902892,67.61030610100312,470.1150848124799,0.009322054092563741,49590.19881988185,0.948,0.948,0.0,False,-0.13167131995888326
AP0100,68.00737328574324,852.3665490522592,0.01827767578177409,68.17756065530344,735.9562792899951,0.015820931285920208,55251.9729196693,1.332,1.332,0.0,False,0.1701873695601961
AP0101,65.65090617396629,684.1178367305855,0.013815732198269154,65.72921069718439,625.1268799841359,0.012639469852540613,54744.45047588545,1.1419,1.1419,0.0,False,0.07830452321809389
AP0102,68.34069887713703,615.3528963184597,0.012630801402295028,68.43286444976415,549.7387701891976,0.011299216430552959,55613.43148095069,0.9885,0.9885,0.0,False,0.09216557262712399
AP0103,69.24932266662927,680.7036573988739,0.014637940555345898,69.33978889429964,620.0325291879984,0.013350679034585347,56142.0254607025,1.1044,1.1044,0.0,False,0.09046622767037604
AP0104,62.10984481094542,784.9376634004152,0.01600003296998306,62.1482627001499,754.611407348097,0.015391382250831424,54872.84812013504,1.3752,1.3752,0.0,False,0.038417889204481526
AP0105,68.07043434810971,674.9370002275423,0.014391230417253162,68.12011326588805,640.7341675912936,0.01367191699587383,55614.457737287885,1.1521,1.1521,0.0,False,0.049678917778336995
AP0106,67.17760387452252,384.26290621532536,0.007649612241758538,67.15839773631002,398.62867146334276,0.00793332612262442,53978.15456511073,0.7385,0.7385,0.0,False,-0.01920613821249617
AP0107,67.5915418532535,576.7278013000052,0.011528365040049829,67.53624271636879,617.6901287214406,0.012337070193824405,54886.274100003604,1.1254,1.1254,0.0,False,-0.05529913688471311
AP0108,71.2406149621665,930.7791661772264,0.018820241101638404,71.2343802513496,935.1077729568794,0.01890611026572932,55009.575443077796,1.6999,1.6999,0.0,False,-0.006234710816897859
AP0109,73.70356116512347,926.3250495903948,0.020473372154285817,73.89473296940605,809.2715554007191,0.017932682534572978,52952.40171437016,1.5283,1.5283,0.0,False,0.1911718042825754
AP0110,66.69683017951613,610.9572429062619,0.012102841400445848,66.71454874999539,597.5502430996098,0.011840398262086682,55513.77211999348,1.0764,1.0764,0.0,False,0.01771857047926062
AP0111,59.00811082640783,796.2309165117584,0.015866739801638448,59.04174959135625,767.6397311900342,0.01530571476704396,57350.74569966636,1.3385,1.3385,0.0,False,0.033638764948420885
AP0112,69.61273870075898,505.9029619224199,0.009494824274607946,69.62908858762073,493.3916073580978,0.00926218513612063,56947.32310227353,0.8664,0.8664,0.0,False,0.016349886861746654
AP0113,74.27826584080685,635.048504901411,0.012345583483791436,74.3462312933528,588.0239675134192,0.011441868532753047,56589.73799570968,1.0391,1.0391,0.0,False,0.06796545254594832
AP0114,63.9268449257049,599.1602141311788,0.01071090824279954,63.858358766724415,659.1533724246787,0.011770754229168586,56720.88223256851,1.1621,1.1621,0.0,False,-0.06848615898048394
AP0115,64.39843472786895,702.4230437321927,0.013899694852586126,64.4677331180273,648.1012338781401,0.012838564035196868,57491.46046998493,1.1273,1.1273,0.0,False,0.06929839015835171
AP0116,70.22104856749674,659.4022236862656,0.013348653363053997,70.30003378286453,603.9009148459485,0.012238859779835892,56560.917378097634,1.0677,1.0677,0.0,False,0.07898521536779413
AP0117,60.67227998596772,515.2950707443912,0.009524173098826527,60.636802066926904,546.9506713261914,0.01010335062778713,55437.93546788885,0.9866,0.9866,0.0,False,-0.03547791904081521
AP0118,64.61636722010667,552.3966668732634,0.010113937609755286,64.56711316680443,594.060707488222,0.010868481744277968,54391.20193080223,1.0922,1.0922,0.0,False,-0.04925405330223498
AP0119,66.71193248568531,459.00818625193716,0.009355164099846052,66.76881589085197,417.2077385588364,0.008510468863519995,55761.52613724091,0.7482,0.7482,0.0,False,0.05688340516665846
AP0120,67.99647941835006,387.4907899914995,0.007283340739716364,67.97806372186929,401.9036482207009,0.007552201257859842,55742.53095987531,0.721,0.721,0.0,False,-0.01841569648077268
AP0121,66.75667092196463,520.9578844561933,0.010310339405811384,66.80885879672654,481.48805849983916,0.009536636952604417,55375.27987347201,0.8695,0.8695,0.0,False,0.05218787476191267
AP0122,69.55998775272788,457.5125111986737,0.00907501832870794,69.59621419519334,431.27059555051443,0.00855895028447961,56191.608540783636,0.7675,0.7675,0.0,False,0.03622644246546258
AP0123,70.14900140914891,869.7058734593602,0.017373393281545208,70.22728171029873,813.9058500141305,0.016276865816483858,56793.37450381205,1.4331,1.4331,0.0,False,0.07828030114981743
AP0124,69.49960314497643,1022.1800315104296,0.019953461335910156,69.59694677681652,950.5283301918118,0.018580773073980525,55618.97777599835,1.709,1.709,0.0,False,0.09734363184008998
AP0125,64.00234748194958,550.529922193039,0.01024572359634545,63.94024444886372,602.7186622464492,0.0112061062228062,54455.968760973,1.1068,1.1068,0.0,False,-0.062103033085861625
AP0126,64.54368986571316,373.3708569362901,0.00658839986827742,64.42878194539422,474.4427756747307,0.00835698268759468,53944.60212333493,0.8795,0.8795,0.0,False,-0.11490792031894159
AP0127,68.14158472233768,659.3211784983074,0.012383595724284154,68.04875547594618,731.9509869039434,0.013729025052151601,54436.33697039591,1.3446,1.3446,0.0,False,-0.0928292463915028
AP0128,62.774861258594825,541.2695389312616,0.009686955530455312,62.63991153748087,661.6475425447927,0.011815872528234966,56720.749468049085,1.1665,1.1665,0.0,False,-0.13494972111395498
AP0129,68.21774553302862,448.6055474428669,0.00859974862983466,68.22121017067744,445.95633196299013,0.008549397469603447,56179.93599936888,0.7938,0.7938,0.0,False,0.003464637648818325
AP0130,75.35219497500168,566.7463286840758,0.011481562498418835,75.44321237827454,507.19492676322676,0.010287537808115064,56323.70091762651,0.9005,0.9005,0.0,False,0.09101740327285768
AP0131,63.4774572506526,963.3404883168671,0.01788431416081935,63.42412803497231,1008.6321458492531,0.018709417457353404,57781.40157248242,1.7456,1.7456,0.0,False,-0.05332921568028581
AP0132,65.09369702857832,676.468561192554,0.011991590434695078,65.03767833381342,725.0576535326825,0.012841856190783414,58637.90162011181,1.2365,1.2365,0.0,False,-0.05601869476490151
AP0133,67.71870050873771,528.3428741494098,0.01107940952469194,67.82636854077462,452.64434365964667,0.009507094447506899,56341.09331088458,0.8034,0.8034,0.0,False,0.10766803203691211
AP0134,60.995141181853725,795.3437109047766,0.01484055187413466,60.97107333950405,816.4989587467592,0.015229282219328817,57666.42833157421,1.4159,1.4159,0.0,False,-0.024067842349673185
AP0135,61.91634357671901,290.1146351274177,0.005526237923319153,61.91627546734707,290.17238381393213,0.005527331866847373,55748.77690949704,0.5205,0.5205,0.0,False,-6.810937193790778e-05
AP0136,67.21324609494278,683.9348913316405,0.012560284073805,67.20432545046775,691.1628274103199,0.012691338578059506,60258.31102095204,1.147,1.147,0.0,False,-0.008920644475026052
AP0137,69.94308087499658,715.6499704579792,0.013307354893697873,69.92556267785787,729.1229099092467,0.013554485504132236,59019.176777500936,1.2354,1.2354,0.0,False,-0.017518197138713276
AP0138,58.21917483019654,413.65880458160774,0.006938773857540099,58.073337758074224,563.3687623667786,0.009426358782630874,57067.33816519232,0.9872,0.9872,0.0,False,-0.145837072122319
AP0139,69.44627772115354,344.8028597784715,0.006527906557335242,69.44810063587504,343.4164139361849,0.006501828631145892,56904.12824128996,0.6035,0.6035,0.0,False,0.0018229147215009789
AP0140,68.84378136709238,832.2789658005187,0.016021747891626414,68.80956517162738,858.110008063844,0.01651079703359494,56697.06032797119,1.5135,1.5135,0.0,False,-0.03421619546499244
AP0141,61.34493885522402,871.3401794415903,0.015254271590766064,61.15716231138195,1046.7243049791864,0.01826857322501049,58326.329264414715,1.7946,1.7946,0.0,False,-0.18777654384206954
AP0142,72.7087098384054,556.3046344136608,0.011541852784248461,72.83080616747117,475.5021643823136,0.009881981339982334,58200.99931240069,0.817,0.817,0.0,False,0.12209632906576928
AP0143,71.78918788350337,445.82340226523297,0.009451429465646054,71.86338232504384,397.1233888786596,0.008427693159716934,57123.61750268406,0.6952,0.6952,0.0,False,0.07419444154047028
AP0144,69.36942509591199,424.1828850848973,0.0077956796311166275,69.34090863898575,446.5600568267401,0.008203556036675792,56966.457051504025,0.7839,0.7839,0.0,False,-0.028516456926240608
AP0145,64.20639493664603,549.0552124605248,0.010186990782246814,64.18611275554663,566.0863512148582,0.010499663168343323,57658.010920234075,0.9818,0.9818,0.0,False,-0.02028218109940383
AP0146,72.30912519264164,355.50005605020283,0.00687310245870273,72.32636432964792,343.17168372385726,0.006636332194842881,56675.75288585586,0.6055,0.6055,0.0,False,0.01723913700627122
AP0147,72.32712376780174,443.88628923146075,0.008716070622277429,72.3908613378593,399.0465840458364,0.007842511359800861,57186.38349754033,0.6978,0.6978,0.0,False,0.06373757005756886
AP0148,76.62172674882521,787.7337631477656,0.01372188470204643,76.49135994492615,885.5746386970962,0.015399971729091569,60181.76273850467,1.4715,1.4715,0.0,False,-0.13036680389906508
AP0149,74.04355972815453,638.7087375398646,0.01091697966130296,73.96283483934866,702.5636425562791,0.011995312701067141,59058.81326128775,1.1896,1.1896,0.0,False,-0.08072488880587514
AP0150,67.61072369018586,624.6391219706544,0.012909408309267924,67.65127600597934,595.6348137442558,0.012317360077770968,55233.19860388128,1.0784,1.0784,0.0,False,0.04055231579347662
AP0151,56.22324531862023,1089.4515034447531,0.020585781616425065,56.0428161590553,1259.8349178091369,0.02372887453622076,56759.54756754086,2.2196,2.2196,0.0,False,-0.18042915956493033
AP0152,70.23974689959972,702.7416437166222,0.012831893965747286,70.20471957747698,730.0657241586873,0.013324177277769885,59816.93766150655,1.2205,1.2205,0.0,False,-0.035027322122743954
AP0153,67.16119932511415,533.8333939484696,0.010371543524968775,67.16957463956984,527.4155246680562,0.010248132245829121,55971.084014438726,0.9423,0.9423,0.0,False,0.008375314455690841
AP0154,63.36942100327135,678.4047559124665,0.013745524191941427,63.40761860454393,648.6728858853983,0.013151033116849167,55727.91115853938,1.164,1.164,0.0,False,0.03819760127257865
AP0155,66.37590073602613,970.5933719762126,0.018403915177382466,66.44006334281092,919.6627405449792,0.017455050259338932,61697.48695458065,1.4906,1.4906,0.0,False,0.06416260678479091
