Batch,fold,es_lockbox,J_batch__historica,J_batch__horizonte,J_batch__miope,tardio__historica,tardio__horizonte,tardio__miope,temprano__historica,temprano__horizonte,temprano__miope,temprano__uplift_horizonte_vs_miope,temprano__uplift_miope_vs_hist,temprano__uplift_horizonte_vs_hist,temprano__pct_mejora_horizonte_vs_miope,tardio__uplift_horizonte_vs_miope,tardio__uplift_miope_vs_hist,tardio__uplift_horizonte_vs_hist,tardio__pct_mejora_horizonte_vs_miope,J_batch__uplift_horizonte_vs_miope,J_batch__uplift_miope_vs_hist,J_batch__uplift_horizonte_vs_hist,J_batch__pct_mejora_horizonte_vs_miope
AP0160,3,False,-1801.0344787649951,-1746.4515069958984,-1746.4515069958984,-1647.5954038460238,-1611.453246593263,-1611.453246593263,-153.4390749189712,-134.99826040263554,-134.99826040263554,0.0,18.44081451633565,18.44081451633565,0.0,0.0,36.14215725276085,36.14215725276085,0.0,0.0,54.58297176909673,54.58297176909673,0.0
AP0161,1,False,-2221.802107390037,-2151.864421111514,-2151.864421111514,-2090.505392833907,-2020.6394970416513,-2020.6394970416513,-131.29671455612993,-131.22492406986277,-131.22492406986277,0.0,0.07179048626716167,0.07179048626716167,0.0,0.0,69.86589579225574,69.86589579225574,0.0,0.0,69.93768627852296,69.93768627852296,0.0
AP0162,1,False,-2395.933394518078,-2395.933394518078,-2407.081913936646,-2248.951673150872,-2248.951673150872,-2275.750581392881,-146.98172136720575,-146.98172136720575,-131.33133254376526,-15.650388823440494,15.650388823440494,0.0,-11.916721257834729,26.79890824200902,-26.79890824200902,0.0,1.1775854727281518,11.148519418567957,-11.148519418567957,0.0,0.4631549659369584
AP0163,1,False,-1717.8814692290987,-1717.8814692290987,-1826.450107135469,-1614.4708765536793,-1614.4708765536793,-1914.6538790537343,-103.41059267541925,-103.41059267541925,88.20377191826526,-191.6143645936845,191.6143645936845,0.0,-217.24055607422946,300.18300250005495,-300.18300250005495,0.0,15.678186317853555,108.56863790637021,-108.56863790637021,0.0,5.9442432882355
AP0164,2,False,-3075.960231678998,-2831.3173283604287,-3108.947236747099,-2428.9020131513944,-1976.4211012244295,-2471.778637943131,-647.0582185276037,-854.896227135999,-637.1685988039679,-217.72762833203103,9.889619723635747,-207.83800860839528,-34.1711171486995,495.35753671870134,-42.8766247917365,452.48091192696484,20.040529888667894,277.6299083866702,-32.9870050681011,244.6429033185691,8.930029596679654
AP0165,4,False,-2354.8346419033082,-2254.7004063417235,-2393.7770284042813,-2305.288802394867,-1984.2113879832402,-2222.181282543444,-49.54583950844096,-270.489018358483,-171.59574586083738,-98.89327249764563,-122.04990635239642,-220.94317885004205,-57.63154092284269,237.96989456020378,83.10751985142315,321.07741441162693,10.708842542667373,139.07662206255782,-38.94238650097304,100.13423556158477,5.809923832181974
AP0166,1,False,-1875.287937275221,-1875.287937275221,-1891.7475863221225,-1978.6434652176326,-1978.6434652176326,-2003.4688054522608,103.35552794241153,103.35552794241153,111.72121913013837,-8.365691187726839,8.365691187726839,0.0,-7.488005638375705,24.82534023462813,-24.82534023462813,0.0,1.2391178822983513,16.459649046901404,-16.459649046901404,0.0,0.8700763868239815
AP0167,2,False,-2482.1740255136087,-2200.863399546248,-2357.578372722027,-2053.9697696592502,-1986.4667716434506,-2006.5797794933171,-428.2042558543583,-214.39662790279743,-350.99859322870975,136.60196532591232,77.20566262564853,213.80762795156085,38.918094818945,20.113007849866563,47.38999016593311,67.50299801579968,1.002352762417715,156.71497317577905,124.59565279158187,281.3106259673609,6.647285833167792
AP0168,3,False,-1641.622107178801,-1458.1374701054392,-1500.364600923741,-1764.2824454606123,-1595.256169251787,-1654.3307421351933,122.66033828181145,137.11869914634778,153.9661412114524,-16.847442065104616,31.305802929640947,14.458360864536331,-10.94230324443012,59.07457288340629,109.95170332541898,169.02627620882527,3.570904618937358,42.2271308183017,141.25750625505998,183.48463707336168,2.814457951907383
AP0169,0,False,-2925.146367763942,-2638.3695723921574,-2795.6563393147057,-2612.3732036427136,-2302.529088223061,-2522.907935171001,-312.7731641212288,-335.8404841690962,-272.74840414370476,-63.09208002539145,40.02475997752401,-23.06732004786744,-23.131970367881497,220.37884694794002,89.46526847171253,309.84411541965255,8.73511252137716,157.2867669225484,129.49002844923643,286.77679537178483,5.626112362619786
AP0170,2,False,-2677.4736511095944,-2622.376762098146,-2622.376762098146,-2311.867400680387,-2285.236026235876,-2285.236026235876,-365.60625042920697,-337.1407358622703,-337.1407358622703,0.0,28.46551456693669,28.46551456693669,0.0,0.0,26.63137444451104,26.63137444451104,0.0,0.0,55.096889011448184,55.096889011448184,0.0
AP0171,4,False,-479.0344864107683,-124.13469346377082,-124.13469346377082,-1094.7700465074533,-765.3653435300018,-765.3653435300018,615.735560096685,641.2306500662311,641.2306500662311,0.0,25.49508996954603,25.49508996954603,0.0,0.0,329.4047029774515,329.4047029774515,0.0,0.0,354.8997929469975,354.8997929469975,0.0
AP0172,2,False,-2619.8781508907387,-2476.755017716073,-2589.692250540068,-2367.630731780338,-2384.6053738357086,-2368.7493928441445,-252.24741911040041,-92.14964388036447,-220.94285769592307,128.7932138155586,31.304561414477348,160.09777523003595,58.29254457856826,-15.855980991564138,-1.118661063806485,-16.974642055370623,-0.6693819548604062,112.93723282399515,30.185900350670636,143.12313317466578,4.361029106854014
AP0173,3,False,-1746.4817727780737,-1682.9360073088583,-1682.9360073088583,-1510.0301829385248,-1478.8829209406472,-1478.8829209406472,-236.45158983954877,-204.0530863682112,-204.0530863682112,0.0,32.39850347133756,32.39850347133756,0.0,0.0,31.14726199787765,31.14726199787765,0.0,0.0,63.54576546921544,63.54576546921544,0.0
AP0174,3,False,-2388.2428199246356,-2388.2428199246356,-2486.5950010096544,-2173.7556100466513,-2173.7556100466513,-2277.162566870018,-214.48720987798401,-214.48720987798401,-209.43243413963614,-5.054775738347871,5.054775738347871,0.0,-2.4135591791754996,103.40695682336673,-103.40695682336673,0.0,4.5410441190196,98.35218108501886,-98.35218108501886,0.0,3.9552955364699134
AP0175,4,False,-2538.0293893919234,-2538.0293893919234,-2686.463459807777,-2223.8133664332377,-2223.8133664332377,-2353.151880116655,-314.2160229586858,-314.2160229586858,-333.3115796911221,19.095556732436307,-19.095556732436307,0.0,5.729040902248895,129.3385136834172,-129.3385136834172,0.0,5.496394634629593,148.4340704158535,-148.4340704158535,0.0,5.525259235294953
AP0176,3,False,-1600.2179925185299,-1544.2306464594585,-1544.2306464594585,-1428.3779153784994,-1433.242551988279,-1433.242551988279,-171.84007714003042,-110.98809447117938,-110.98809447117938,0.0,60.851982668851036,60.851982668851036,0.0,0.0,-4.864636609779609,-4.864636609779609,0.0,0.0,55.98734605907134,55.98734605907134,0.0
AP0177,4,False,-2770.696847680597,-2402.8809006729825,-2402.8809006729825,-2418.923883987948,-2133.3555356435327,-2133.3555356435327,-351.7729636926492,-269.5253650294503,-269.5253650294503,0.0,82.24759866319891,82.24759866319891,0.0,0.0,285.5683483444154,285.5683483444154,0.0,0.0,367.81594700761434,367.81594700761434,0.0
AP0178,0,False,-2675.850508557544,-2649.1397205911217,-2649.1397205911217,-2441.695288402469,-2428.625028843858,-2428.625028843858,-234.15522015507497,-220.51469174726333,-220.51469174726333,0.0,13.640528407811644,13.640528407811644,0.0,0.0,13.070259558610815,13.070259558610815,0.0,0.0,26.71078796642223,26.71078796642223,0.0
AP0179,1,False,-663.8991355633926,-663.8991355633926,-674.1097161294801,-1369.9491496201633,-1369.9491496201633,-1402.357245174229,706.0500140567708,706.0500140567708,728.247529044749,-22.19751498797814,22.19751498797814,0.0,-3.048072819017304,32.40809555406577,-32.40809555406577,0.0,2.3109728755342496,10.210580566087515,-10.210580566087515,0.0,1.514676368219904
AP0180,0,False,-2950.8048514010793,-2728.9019231466855,-2728.9019231466855,-2492.954934511473,-2444.290141357401,-2444.290141357401,-457.84991688960656,-284.61178178928424,-284.61178178928424,0.0,173.23813510032232,173.23813510032232,0.0,0.0,48.66479315407196,48.66479315407196,0.0,0.0,221.90292825439383,221.90292825439383,0.0
AP0181,2,False,-2549.6856477774472,-2174.3511229885507,-2342.4397314451744,-2378.548690062221,-2228.3068714895526,-2387.7240464745664,-171.13695771522634,53.95574850100189,45.28431502939219,8.671433471609703,216.42127274461853,225.09270621622824,19.148867474271018,159.41717498501384,-9.175356412345536,150.2418185726683,6.676532626137872,168.08860845662366,207.24591633227283,375.3345247888965,7.175792239184782
AP0182,0,False,150.53972876632895,274.66092441850515,150.53972876632895,-1316.6119537826403,-1236.580627345276,-1316.6119537826403,1467.1516825489693,1511.2415517637812,1467.1516825489693,44.08986921481187,0.0,44.08986921481187,3.005133670856168,80.03132643736421,0.0,80.03132643736421,6.0785811800837255,124.1211956521762,0.0,124.1211956521762,82.45079001360486
AP0183,1,False,-2509.2612262369903,-2448.0358702551057,-2448.0358702551057,-2329.1130752504478,-2200.1122409676977,-2200.1122409676977,-180.14815098654253,-247.9236292874076,-247.9236292874076,0.0,-67.77547830086507,-67.77547830086507,0.0,0.0,129.00083428275002,129.00083428275002,0.0,0.0,61.225355981884604,61.225355981884604,0.0
AP0184,3,False,-2334.2458669151465,-2286.1031494440895,-2286.1031494440895,-2185.517107013987,-2148.1652923531606,-2148.1652923531606,-148.72875990115915,-137.9378570909289,-137.9378570909289,0.0,10.79090281023025,10.79090281023025,0.0,0.0,37.35181466082622,37.35181466082622,0.0,0.0,48.14271747105704,48.14271747105704,0.0
AP0185,1,False,-1322.1996753749308,-1306.9579129780082,-1306.9579129780082,-1478.6634419533802,-1491.1456629584477,-1491.1456629584477,156.46376657844928,184.18774998043932,184.18774998043932,0.0,27.72398340199004,27.72398340199004,0.0,0.0,-12.482221005067458,-12.482221005067458,0.0,0.0,15.241762396922695,15.241762396922695,0.0
AP0186,2,False,-2205.989757479476,-2191.3061916568145,-2191.3061916568145,-2324.638989004772,-2309.9554231821107,-2309.9554231821107,118.64923152529633,118.64923152529633,118.64923152529633,0.0,0.0,0.0,0.0,0.0,14.683565822661421,14.683565822661421,0.0,0.0,14.683565822661421,14.683565822661421,0.0
AP0187,0,False,-1869.1045151038145,-1869.1045151038145,-2147.318282806389,-1910.6230640641634,-1910.6230640641634,-2161.5379014331666,41.518548960348824,41.518548960348824,14.219618626777333,27.29893033357149,-27.29893033357149,0.0,191.98074892222613,250.91483736900318,-250.91483736900318,0.0,11.608162743879664,278.2137677025746,-278.2137677025746,0.0,12.956335813383447
AP0188,1,False,-1429.0460839537968,-1350.1142653272373,-1350.1142653272373,-1968.6654653625726,-1924.1523115087948,-1924.1523115087948,539.6193814087758,574.0380461815575,574.0380461815575,0.0,34.41866477278177,34.41866477278177,0.0,0.0,44.513153853777794,44.513153853777794,0.0,0.0,78.93181862655956,78.93181862655956,0.0
AP0189,3,False,-1372.2704111017968,-1325.903594050475,-1325.903594050475,-1603.86461433373,-1557.497797282408,-1557.497797282408,231.5942032319333,231.5942032319333,231.5942032319333,0.0,0.0,0.0,0.0,0.0,46.36681705132196,46.36681705132196,0.0,0.0,46.36681705132173,46.36681705132173,0.0
AP0190,4,False,-2902.863706945955,-2651.4919852738044,-2651.4919852738044,-2514.522455725989,-2234.96722418266,-2234.96722418266,-388.34125121996624,-416.52476109114394,-416.52476109114394,0.0,-28.183509871177705,-28.183509871177705,0.0,0.0,279.5552315433288,279.5552315433288,0.0,0.0,251.37172167215067,251.37172167215067,0.0
AP0191,0,False,-2563.3142802720135,-2563.3142802720135,-2837.862122057293,-2052.2179087645977,-2052.2179087645977,-2344.8645328174957,-511.0963715074157,-511.0963715074157,-492.99758923979766,-18.09878226761805,18.09878226761805,0.0,-3.6711705417315272,292.646624052898,-292.646624052898,0.0,12.48032114252952,274.5478417852796,-274.5478417852796,0.0,9.674460209019866
AP0192,2,False,-2522.8982590069836,-2522.8982590069836,-2564.2205192652837,-2374.3419465704364,-2374.3419465704364,-2386.2762609097063,-148.5563124365475,-148.5563124365475,-177.94425835557718,29.387945919029676,-29.387945919029676,0.0,16.515253816341296,11.934314339269804,-11.934314339269804,0.0,0.5001229126220346,41.32226025830005,-41.32226025830005,0.0,1.6114940172984793
AP0193,4,False,-2910.814667244901,-2639.9471750146636,-2639.9471750146636,-2593.3090758439603,-2301.738806063254,-2301.738806063254,-317.50559140094106,-338.2083689514096,-338.2083689514096,0.0,-20.702777550468568,-20.702777550468568,0.0,0.0,291.57026978070644,291.57026978070644,0.0,0.0,270.86749223023753,270.86749223023753,0.0
AP0194,2,False,-3020.6029497357986,-2771.8378722230646,-2771.8378722230646,-2310.16253232986,-2234.9678034387866,-2234.9678034387866,-710.4404174059389,-536.8700687842781,-536.8700687842781,0.0,173.57034862166074,173.57034862166074,0.0,0.0,75.19472889107328,75.19472889107328,0.0,0.0,248.76507751273402,248.76507751273402,0.0
AP0195,2,False,-3148.0500795552007,-2998.287381950049,-2998.287381950049,-2423.2184740912717,-2394.1173267190816,-2394.1173267190816,-724.831605463929,-604.170055230968,-604.170055230968,0.0,120.66155023296096,120.66155023296096,0.0,0.0,29.1011473721901,29.1011473721901,0.0,0.0,149.76269760515152,149.76269760515152,0.0
AP0196,1,False,-3160.410397973338,-3160.410397973338,-3270.150710351918,-2127.4045644287385,-2127.4045644287385,-2238.8106292975563,-1033.0058335446,-1033.0058335446,-1031.3400810543615,-1.6657524902384466,1.6657524902384466,0.0,-0.16151340579486753,111.4060648688178,-111.4060648688178,0.0,4.976127208390658,109.7403123785798,-109.7403123785798,0.0,3.3558181900053796
AP0197,4,False,-2271.487240206202,-2149.233914522783,-2149.233914522783,-1713.8025979420659,-1626.1392216137656,-1626.1392216137656,-557.6846422641361,-523.0946929090172,-523.0946929090172,0.0,34.58994935511885,34.58994935511885,0.0,0.0,87.66337632830027,87.66337632830027,0.0,0.0,122.253325683419,122.253325683419,0.0
AP0198,4,False,-3227.8005839810294,-3166.1221080562173,-3166.1221080562173,-2157.660508512604,-2107.199168120557,-2107.199168120557,-1070.1400754684255,-1058.922939935661,-1058.922939935661,0.0,11.217135532764587,11.217135532764587,0.0,0.0,50.46134039204708,50.46134039204708,0.0,0.0,61.67847592481212,61.67847592481212,0.0
AP0199,0,False,-2433.4911670728848,-2433.4911670728848,-2481.8353775350943,-2317.55929030099,-2317.55929030099,-2372.278816508291,-115.93187677189474,-115.93187677189474,-109.55656102680302,-6.3753157450917115,6.3753157450917115,0.0,-5.819200315654294,54.71952620730099,-54.71952620730099,0.0,2.3066228904678896,48.3442104622095,-48.3442104622095,0.0,1.9479217235683028
AP0200,1,False,-2150.294133462269,-1715.5115399652036,-1715.5115399652036,-2302.5853850746153,-1925.193806483813,-1925.193806483813,152.29125161234623,209.68226651860942,209.68226651860942,0.0,57.391014906263194,57.391014906263194,0.0,0.0,377.3915785908023,377.3915785908023,0.0,0.0,434.7825934970656,434.7825934970656,0.0
AP0201,0,False,-2511.386400673676,-2494.053645425829,-2494.053645425829,-1756.3343073877427,-1766.9908582901703,-1766.9908582901703,-755.052093285933,-727.0627871356587,-727.0627871356587,0.0,27.989306150274274,27.989306150274274,0.0,0.0,-10.656550902427625,-10.656550902427625,0.0,0.0,17.332755247846762,17.332755247846762,0.0
AP0202,0,False,-3495.915498224767,-3584.7775631226277,-3309.864836978253,-2549.3237654584705,-2447.3461324823356,-2363.2731042119567,-946.5917327662963,-1137.431430640292,-946.5917327662963,-190.83969787399576,0.0,-190.83969787399576,-20.16071884721521,-84.07302827037893,186.05066124651376,101.97763297613483,-3.5574825491196638,-274.9127261443746,186.05066124651376,-88.86206489786082,-8.305859595020703
AP0203,1,False,-1828.6897855643724,-1828.6897855643724,-2022.916530813994,-1635.9754517979547,-1635.9754517979547,-1796.5516587236202,-192.71433376641755,-192.71433376641755,-226.3648720903741,33.65053832395654,-33.65053832395654,0.0,14.865618509272,160.57620692566547,-160.57620692566547,0.0,8.93802335969279,194.22674524962167,-194.22674524962167,0.0,9.60132275806098
AP0204,4,False,-2098.6778388820067,-1964.1419040542369,-2084.8925221329896,-1774.779258477929,-1484.5399475291301,-1815.7774350732193,-323.8985804040774,-479.60195652510697,-269.1150870597703,-210.48686946533667,54.78349334430709,-155.70337612102958,-78.21444414916347,331.23748754408916,-40.99817659529026,290.2393109487989,18.242185476367723,120.75061807875272,13.785316749017056,134.53593482776978,5.791695101636053
AP0205,2,False,-3734.1886395769716,-3424.7214553580916,-3424.7214553580916,-2844.5075882903966,-2619.343300125047,-2619.343300125047,-889.6810512865751,-805.3781552330446,-805.3781552330446,0.0,84.3028960535305,84.3028960535305,0.0,0.0,225.16428816534972,225.16428816534972,0.0,0.0,309.46718421888,309.46718421888,0.0
AP0206,3,False,-1591.9781923409764,-1121.4080628494214,-1125.387852572655,-1714.6599771043764,-1413.276319444698,-1514.801808777736,122.68178476340006,291.8682565952764,389.4139562050807,-97.54569960980427,266.73217144168063,169.18647183187636,-25.049358929096233,101.52548933303797,199.85816832664045,301.3836576596784,6.702229212081342,3.97978972323358,466.5903397683214,470.570129491555,0.35363716732286704
AP0207,3,False,-2526.055126576387,-2489.6999444456255,-2489.6999444456255,-2278.9290481296644,-2143.9734739181895,-2143.9734739181895,-247.12607844672254,-345.7264705274358,-345.7264705274358,0.0,-98.60039208071328,-98.60039208071328,0.0,0.0,134.95557421147487,134.95557421147487,0.0,0.0,36.35518213076148,36.35518213076148,0.0
AP0208,0,False,-2322.478146893646,-2318.427900146913,-2318.427900146913,-1990.5809208453666,-2023.922285230873,-2023.922285230873,-331.8972260482798,-294.50561491604003,-294.50561491604003,0.0,37.391611132239746,37.391611132239746,0.0,0.0,-33.341364385506495,-33.341364385506495,0.0,0.0,4.050246746733137,4.050246746733137,0.0
AP0209,0,False,-2477.054515748719,-2184.0955193864747,-2184.0955193864747,-2319.4977705650313,-2043.7937304688721,-2043.7937304688721,-157.55674518368778,-140.30178891760272,-140.30178891760272,0.0,17.25495626608506,17.25495626608506,0.0,0.0,275.70404009615913,275.70404009615913,0.0,0.0,292.9589963622443,292.9589963622443,0.0
AP0210,2,False,-2587.3437198035344,-2587.3437198035344,-2848.550930236297,-2222.389142588307,-2222.389142588307,-2358.8245979377807,-364.95457721522723,-364.95457721522723,-489.72633229851647,124.77175508328924,-124.77175508328924,0.0,25.477853007755698,136.4354553494736,-136.4354553494736,0.0,5.784044115393459,261.2072104327626,-261.2072104327626,0.0,9.169827636225364
AP0211,3,False,-1303.5040205124637,-1294.0577925841667,-1294.0577925841667,-1592.5635308807362,-1492.1837715788274,-1492.1837715788274,289.0595103682723,198.12597899466073,198.12597899466073,0.0,-90.93353137361157,-90.93353137361157,0.0,0.0,100.37975930190873,100.37975930190873,0.0,0.0,9.446227928297048,9.446227928297048,0.0
AP0212,4,False,-2128.8067174737025,-1287.7887300223517,-1287.8415646496533,-1751.2100566856143,-1050.876393665307,-1091.1345771634208,-377.59666078808846,-236.91233635704475,-196.7069874862325,-40.20534887081226,180.88967330185596,140.6843244310437,-20.43920726182959,40.258183498113794,660.0754795221935,700.3336630203073,3.689570868771421,0.052834627301535875,840.9651528240493,841.0179874513508,0.004102571989583913
AP0213,4,False,-2332.705182310374,-2332.705182310374,-2332.705182310374,-2335.327875708331,-2335.327875708331,-2335.327875708331,2.6226933979570504,2.6226933979570504,2.6226933979570504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP0214,4,False,-3093.1164244443235,-3046.0532538759057,-3046.0532538759057,-2262.40654166062,-2215.3433710922027,-2215.3433710922027,-830.7098827837033,-830.7098827837033,-830.7098827837033,0.0,0.0,0.0,0.0,0.0,47.06317056841726,47.06317056841726,0.0,0.0,47.06317056841772,47.06317056841772,0.0
AP0215,2,False,-3571.669219391748,-3325.7292847342433,-3325.7292847342433,-2855.5338565087854,-2807.531135175981,-2807.531135175981,-716.1353628829626,-518.1981495582618,-518.1981495582618,0.0,197.9372133247008,197.9372133247008,0.0,0.0,48.00272133280441,48.00272133280441,0.0,0.0,245.93993465750464,245.93993465750464,0.0
AP0216,0,False,-3320.9203154013935,-3205.3388249126965,-3261.889534811652,-2641.8832812205364,-2668.6366702624855,-2696.623660477144,-679.0370341808568,-536.702154650211,-565.2658743345085,28.56371968429744,113.77115984634838,142.33487953064582,5.053147727682254,27.986990214658363,-54.74037925660741,-26.75338904194905,1.0378530243150914,56.550709898955574,59.030780589741426,115.581490488697,1.7336794914552778
AP0217,3,False,-2915.172800494781,-2915.172800494781,-2929.7460193434968,-2532.508568801928,-2532.508568801928,-2357.092581103262,-382.66423169285247,-382.66423169285247,-572.6534382402344,189.98920654738197,-189.98920654738197,0.0,33.17699569415305,-175.41598769866596,175.41598769866596,0.0,-7.442049120385447,14.573218848715896,-14.573218848715896,0.0,0.49742260088406887
AP0218,4,False,-2517.5743015624694,-2207.2721703407533,-2207.2721703407533,-2262.3510014191006,-2088.5566081525535,-2088.5566081525535,-255.22330014336865,-118.71556218819967,-118.71556218819967,0.0,136.50773795516898,136.50773795516898,0.0,0.0,173.7943932665471,173.7943932665471,0.0,0.0,310.3021312217161,310.3021312217161,0.0
AP0220,0,False,-3412.6808114900787,-3018.8188263607494,-3412.6808114900787,-2827.887657004221,-2493.383950966654,-2827.887657004221,-584.7931544858576,-525.4348753940955,-584.7931544858576,59.35827909176214,0.0,59.35827909176214,10.150303339981665,334.5037060375671,0.0,334.5037060375671,11.828748048355296,393.86198512932924,0.0,393.86198512932924,11.541131646512154
AP0221,3,False,-1899.784329061869,-1428.620878346699,-1428.620878346699,-1972.4646065613106,-1598.823325155689,-1598.823325155689,72.68027749944167,170.20244680898986,170.20244680898986,0.0,97.52216930954819,97.52216930954819,0.0,0.0,373.6412814056216,373.6412814056216,0.0,0.0,471.1634507151698,471.1634507151698,0.0
AP0222,1,False,-2337.342948278003,-2028.7568431689224,-2097.321787518,-1973.2487134719318,-1692.32038349791,-1737.6703929541,-364.0942348060712,-336.43645967101247,-359.6513945639,23.214934892887527,4.442840242171201,27.657775135058728,6.454843563455968,45.35000945619004,235.5783205178318,280.92832997402184,2.609816547492269,68.56494434907745,240.0211607600031,308.58610510908056,3.2691666465839835
AP0223,2,False,-2843.2524757994183,-2516.572230329518,-2516.572230329518,-2621.3251378832892,-2324.7764002332274,-2324.7764002332274,-221.92733791612886,-191.79583009629022,-191.79583009629022,0.0,30.131507819838646,30.131507819838646,0.0,0.0,296.54873765006187,296.54873765006187,0.0,0.0,326.68024546990046,326.68024546990046,0.0
AP0224,4,False,-2273.120334892686,-2059.8814874783875,-2059.8814874783875,-1677.7068917828078,-1497.7051317513342,-1497.7051317513342,-595.4134431098781,-562.1763557270532,-562.1763557270532,0.0,33.23708738282494,33.23708738282494,0.0,0.0,180.00176003147362,180.00176003147362,0.0,0.0,213.23884741429856,213.23884741429856,0.0
AP0225,4,False,-2224.2723532061154,-2151.831550909969,-2151.831550909969,-2002.9790032947928,-1983.444948167572,-1983.444948167572,-221.29334991132288,-168.38660274239714,-168.38660274239714,0.0,52.90674716892573,52.90674716892573,0.0,0.0,19.53405512722088,19.53405512722088,0.0,0.0,72.44080229614656,72.44080229614656,0.0
AP0226,3,False,-2822.5468930886086,-2649.7272421712273,-2783.093440311479,-2615.7168418357073,-2445.0358384362694,-2627.9923519654963,-206.83005125290123,-204.691403734958,-155.10108834598253,-49.590315388975455,51.728962906918696,2.138647517943241,-31.972899686141982,182.95651352922687,-12.275510129788927,170.68100339943794,6.961835843715155,133.36619814025153,39.45345277712977,172.8196509173813,4.79201295251249
AP0227,2,False,-3285.144973881174,-3234.7645880189993,-3234.7645880189993,-2397.011224459685,-2372.551653972155,-2372.551653972155,-888.133749421489,-862.2129340468443,-862.2129340468443,0.0,25.92081537464469,25.92081537464469,0.0,0.0,24.459570487530073,24.459570487530073,0.0,0.0,50.380385862174535,50.380385862174535,0.0
AP0228,2,False,-2703.927701497524,-2703.927701497524,-2723.5957030502286,-2355.5319840742877,-2355.5319840742877,-2356.970661248588,-348.3957174232362,-348.3957174232362,-366.6250418016411,18.229324378404897,-18.229324378404897,0.0,4.972198377073134,1.43867717430021,-1.43867717430021,0.0,0.061039248300955994,19.66800155270448,-19.66800155270448,0.0,0.722133668028546
AP0229,0,False,-2742.4737114505015,-2508.6322785958964,-2666.424893219939,-2690.8087282895353,-2747.1486469236925,-2638.033053506742,-51.664983160966244,238.51636832779656,-28.391839713197044,266.9082080409936,23.2731434477692,290.1813514887628,940.0877531614473,-109.11559341695056,52.77567478279343,-56.33991863415713,-4.136248151701626,157.79261462404247,76.04881823056257,233.84143285460505,5.917759582325765
AP0230,0,False,-1880.664372930274,-1738.8710943272042,-1738.8710943272042,-1760.400677436562,-1675.2311014364382,-1675.2311014364382,-120.2636954937123,-63.63999289076605,-63.63999289076605,0.0,56.62370260294625,56.62370260294625,0.0,0.0,85.16957600012393,85.16957600012393,0.0,0.0,141.7932786030699,141.7932786030699,0.0
AP0231,1,False,-2438.640607894742,-2355.6425303198353,-2378.5041484586854,-1987.1314418629884,-1574.2221874311822,-1941.7930717051,-451.5091660317539,-781.4203428886528,-436.71107675358564,-344.7092661350672,14.798089278168277,-329.9111768568989,-78.93302562819343,367.5708842739177,45.33837015788845,412.9092544318062,18.929456986431187,22.86161813885019,60.13645943605661,82.9980775749068,0.9611762987113115
AP0232,1,False,-2094.8302200482567,-2001.293323322122,-2024.26887936444,-2070.0987814010014,-1829.8395034560392,-2007.1603102559552,-24.731438647255345,-171.45381986608288,-17.108569108484744,-154.34525075759814,7.622869538770601,-146.72238121882754,-902.1517216250006,177.320806799916,62.93847114504615,240.25927794496215,8.834411775375523,22.975556042317976,70.56134068381675,93.53689672613473,1.1350051505772105
AP0233,0,False,-2305.6029581149323,-2305.6029581149323,-2307.867348865247,-2110.4763603551555,-2110.4763603551555,-2129.8874465219897,-195.12659775977636,-195.12659775977636,-177.97990234325755,-17.14669541651881,17.14669541651881,0.0,-9.634062717625927,19.41108616683414,-19.41108616683414,0.0,0.9113667578318079,2.2643907503147602,-2.2643907503147602,0.0,0.09811615695452064
AP0234,2,False,-1661.4308711854615,-1608.1397675797016,-1608.1397675797016,-1962.001163594543,-1916.7304530415558,-1916.7304530415558,300.5702924090816,308.5906854618544,308.5906854618544,0.0,8.02039305277276,8.02039305277276,0.0,0.0,45.27071055298711,45.27071055298711,0.0,0.0,53.29110360575987,53.29110360575987,0.0
AP0235,2,False,-2624.4960638778275,-2357.995544792373,-2501.696738299937,-2524.7350044655022,-2255.2311164569865,-2401.9356788876116,-99.76105941232515,-102.76442833538675,-99.76105941232515,-3.0033689230616005,0.0,-3.0033689230616005,-3.010562378501109,146.70456243062517,122.79932557789061,269.5038880085158,6.107763988857821,143.70119350756386,122.79932557789061,266.50051908545447,5.744149213114377
AP0236,4,False,-1742.8718855735433,-1682.9666896195035,-1682.9666896195035,-1662.1555643574652,-1602.2503684034255,-1602.2503684034255,-80.71632121607814,-80.71632121607814,-80.71632121607814,0.0,0.0,0.0,0.0,0.0,59.905195954039755,59.905195954039755,0.0,0.0,59.905195954039755,59.905195954039755,0.0
AP0237,1,False,-2588.310053212776,-2328.773111956279,-2564.0988388291285,-1938.6513456961293,-1570.0307099541183,-1887.0456625736444,-649.6587075166465,-758.742402002161,-677.0531762554841,-81.68922574667693,-27.394468738837645,-109.08369448551457,-12.065407653571324,317.0149526195262,51.605683122484834,368.620635742011,16.79953797128395,235.32572687284937,24.21121438364753,259.5369412564969,9.177716681947746
AP0238,4,False,-1824.5431564015057,-1777.9955750648364,-1794.7008926556002,-1472.7402993300257,-1476.5739110980126,-1544.464917739766,-351.8028570714799,-301.42166396682387,-250.23597491583422,-51.18568905098965,101.56688215564566,50.381193104656006,-20.454968182814536,67.89100664175339,-71.72461840974029,-3.833611767986895,4.395762303303587,16.705317590763798,29.842263745905484,46.54758133666928,0.9308134664180789
