Batch,fecha_inicio,escalon_idx,fase_proceso,b6_masa_escoria_multioxido_kg,m_est_cao_kg,m_est_sio2_kg,m_est_al2o3_kg,m_est_mgo_kg
AP0020,2026-04-28 14:31:00,9,Reducción,312974.57200586767,300881.8307236972,318652.272687564,318984.1129052432,308775.4727245421
AP0020,2026-04-28 14:56:00,10,Reducción,317236.71388824296,302256.234571191,323388.5373111884,325249.67168864055,320252.89991931815
AP0020,2026-04-28 15:16:00,11,Reducción,307499.6427955859,292998.46398206835,310821.9662222562,329768.1893335106,299360.2319228319
AP0021,2026-04-28 17:01:00,1,Fusión,48971.84830745639,49420.500953621246,49094.11223777047,48742.20168855164,45447.188429060596
AP0021,2026-04-28 17:26:00,2,Fusión,80398.16603384355,79107.67018291945,82446.82941511662,79199.42135330616,69030.68497835554
AP0021,2026-04-28 17:56:00,3,Fusión,128431.86620307414,136022.14495546368,126474.07807324683,120718.05100624032,124173.0898788146
AP0021,2026-04-28 18:31:00,4,Fusión,164009.1643727685,164196.25139635417,165561.96650384768,158831.38831612116,159969.22473183152
AP0021,2026-04-28 19:11:00,5,Fusión,210794.27008803946,210759.31850987772,213161.17353463944,203323.31277247673,205466.44947700252
AP0021,2026-04-28 19:56:00,6,Fusión,254230.78348614863,265989.9770096154,252024.66691068167,241888.35475981882,239532.7545983628
AP0021,2026-04-28 20:46:00,7,Fusión,329351.2245060279,362163.7959885398,320601.4076739655,295205.16878140846,316342.9945538535
AP0021,2026-04-28 21:56:00,8,Reducción,289567.3923057347,261754.6221251505,306439.9507683493,288134.36380879726,279904.96884127107
AP0021,2026-04-28 22:26:00,9,Reducción,283679.92229442665,289378.21104643604,282367.13748219673,284928.62517522613,259183.49639470153
AP0021,2026-04-28 22:51:00,10,Reducción,290174.5326081651,284679.90295680915,297036.8916843095,281338.49291073735,272812.08846483444
AP0021,2026-04-28 23:11:00,11,Reducción,282704.0578088357,279247.89909419074,285895.8208363244,288192.5076826536,253595.32204266428
AP0022,2026-04-29 00:38:00,1,Fusión,51974.96512961955,54124.51535618684,51619.505484512156,50269.64842615251,47226.818668842294
AP0022,2026-04-29 01:03:00,2,Fusión,85638.22724996011,88523.2466417637,84645.31814064755,84743.28661368733,81125.1256998623
AP0022,2026-04-29 01:33:00,3,Fusión,118739.18977608702,119492.97313418055,118447.38631464439,117447.59319851408,120858.07274173442
AP0022,2026-04-29 02:08:00,4,Fusión,164186.90648296766,171362.45636115232,160589.82257623677,162729.2424857108,163356.38536703677
AP0022,2026-04-29 02:48:00,5,Fusión,209711.80162393363,214474.10839927802,207599.820629925,208009.31339594588,208142.97373364802
AP0022,2026-04-29 03:33:00,6,Fusión,270843.3169097902,290936.465767707,264011.9153741973,258784.99403065527,254660.9393853284
AP0022,2026-04-29 04:23:00,7,Fusión,323224.7619746948,340041.0356968494,315797.954743325,315520.4202533411,322044.08078576374
AP0022,2026-04-29 06:05:00,8,Reducción,286549.45259866136,302072.9724308611,278547.9960463575,291531.70011840446,264592.9500070587
AP0022,2026-04-29 06:35:00,9,Reducción,288934.8832488195,296776.6479580405,284481.41365767753,295814.3117434316,270297.32567717636
AP0022,2026-04-29 07:00:00,10,Reducción,283312.38110351434,290577.2538447666,279217.71328,290981.19647340954,262100.97070447044
AP0022,2026-04-29 07:20:00,11,Reducción,280207.88995213265,289179.71153322916,275877.84713311645,285295.88974085473,258112.25920178727
AP0023,2026-04-29 09:40:00,1,Fusión,52057.939035493255,53626.667354148456,51709.90189883121,51141.38635460847,48666.44600926737
AP0023,2026-04-29 10:05:00,2,Fusión,94737.70344158057,101888.31116962315,92215.27047443228,91077.78796448723,88239.86999044339
AP0023,2026-04-29 10:35:00,3,Fusión,129503.34122811281,129651.82959929132,130612.11786055827,129209.06713886774,117072.97657342313
AP0023,2026-04-29 11:10:00,4,Fusión,178112.43194983286,184214.95543724165,176088.48829225186,174795.13497006855,171674.63684821757
AP0023,2026-04-29 11:50:00,5,Fusión,213184.1389484926,205719.85088988897,217336.2335714592,213914.78014403165,211671.99573863889
AP0023,2026-04-29 12:35:00,6,Fusión,268762.29006021196,264341.3645722676,272393.85321229603,267982.7195586345,258207.84628553354
AP0023,2026-04-29 13:25:00,7,Fusión,295752.32737191377,254033.5710033881,316402.0631673208,310889.0837926527,285006.5002241792
AP0023,2026-04-29 14:35:00,8,Reducción,280938.96514415194,266404.9080213052,290316.6307105803,281638.6151828603,265637.0657607714
AP0023,2026-04-29 15:05:00,9,Reducción,275200.02419653913,260347.3059918651,282633.50578415865,286720.04338043026,253435.21982472515
AP0023,2026-04-29 15:30:00,10,Reducción,269245.1734507931,255070.08857746195,276055.2100862951,281181.3653849912,249016.29147520568
AP0023,2026-04-29 15:50:00,11,Reducción,271515.2145636657,255987.77961483735,279031.1572332806,284181.6999023993,249866.52739052824
AP0024,2026-04-29 17:18:00,1,Fusión,51130.77664022398,51209.28987113922,51520.297773830214,51091.701507286096,46420.598387317346
AP0024,2026-04-29 17:43:00,2,Fusión,91873.5867441481,92194.43958581972,92065.35304290021,91808.45880541352,87918.43077182815
AP0024,2026-04-29 18:13:00,3,Fusión,134746.97371002173,137794.48516345807,133977.06931145053,133016.40342322548,129061.66012904703
AP0024,2026-04-29 18:48:00,4,Fusión,177515.96022472566,183269.1549673477,176232.8242698892,172746.6441285588,169063.659515318
AP0024,2026-04-29 19:28:00,5,Fusión,222333.7193038705,227353.10106381038,220548.10786080727,220424.8730689725,216105.06110188703
AP0024,2026-04-29 20:13:00,6,Fusión,263354.1804823586,241814.35884235322,272825.8275329369,271900.4637767218,268997.8671305138
AP0024,2026-04-29 21:03:00,7,Fusión,360896.67177504173,364724.83405829547,358590.04062344064,356901.9389576851,373696.3725707081
AP0024,2026-04-29 22:19:00,8,Reducción,302048.2891054544,305555.0745365167,301649.1133727746,295060.2891628422,303977.277031679
AP0024,2026-04-29 22:49:00,9,Reducción,296790.3452501305,301462.59347185434,294977.1181673234,297719.79224108433,285153.96425400715
AP0024,2026-04-29 23:14:00,10,Reducción,291428.18021137425,295023.2661529743,291647.3056192379,286122.9730913786,281260.852766765
AP0024,2026-04-29 23:34:00,11,Reducción,290583.5496950521,289457.3278718437,290367.65495066135,299183.12628838787,276133.5538240687
AP0025,2026-04-30 00:49:00,1,Fusión,50054.96866437843,52472.68177628087,49198.57734218748,49599.31282303862,45725.4315208315
AP0025,2026-04-30 01:14:00,2,Fusión,84418.56764964566,81680.18058229852,85697.97848249502,86155.85836714054,82492.00335141977
AP0025,2026-04-30 01:44:00,3,Fusión,149870.32774245864,153331.2948943872,150105.07328184665,141775.6273945635,148116.27801608003
AP0025,2026-04-30 02:19:00,4,Fusión,177120.70287776366,186091.94382439437,173352.15303966933,171773.52641936438,177776.49088014563
AP0025,2026-04-30 02:59:00,5,Fusión,214682.53780740482,228580.18649871918,208693.77761570405,208331.9503066573,212004.53422988567
AP0025,2026-04-30 03:44:00,6,Fusión,223811.22369620643,221336.0661998191,225226.94062301406,223538.47697800345,224308.39974577233
AP0025,2026-04-30 04:34:00,7,Fusión,320976.74956685706,324902.83268061525,318169.4102068134,321855.6478703504,325190.0054855387
AP0025,2026-04-30 06:11:00,8,Reducción,300664.48352107836,289825.21090599545,305302.98821041646,306175.509651946,301562.59045362344
AP0025,2026-04-30 06:41:00,9,Reducción,291468.57463099516,280298.2403878314,297635.9139315347,295594.39561030513,281296.5575911351
AP0025,2026-04-30 07:06:00,10,Reducción,294245.7011152421,283449.8811099338,299396.882832172,297531.5501233014,295356.86538236664
AP0025,2026-04-30 07:26:00,11,Reducción,292034.5091208688,279290.0577754284,298222.22535012936,296209.15986316634,291338.6754205941
AP0026,2026-04-30 08:56:00,1,Fusión,49084.079238342245,46427.22624726328,50069.80367495464,50861.93990906831,49798.41482932009
AP0026,2026-04-30 09:21:00,2,Fusión,86950.6684863353,80352.17709939039,90504.57568142461,88392.01247427338,84699.64863169822
AP0026,2026-04-30 09:51:00,3,Fusión,124456.78453581949,116580.65615222827,129376.38945270215,124226.66181386576,119659.53986221735
AP0026,2026-04-30 10:26:00,4,Fusión,161876.9529807369,154778.17438410287,165927.24555322228,162772.8562981768,158752.44807808415
AP0026,2026-04-30 11:06:00,5,Fusión,215817.7608934722,217270.06496557532,216164.51220680753,211549.25988191407,214745.01532676307
AP0026,2026-04-30 11:51:00,6,Fusión,249678.89225468508,222315.19741078204,263507.49821575405,255320.97548050914,251378.35427880124
AP0026,2026-04-30 12:41:00,7,Fusión,313521.5566324956,290356.03047300054,323963.78903946944,321962.08902579604,318835.36729268444
AP0026,2026-04-30 13:48:00,8,Reducción,291946.86043027113,286434.8417470165,296978.95106362307,286803.1128402169,284773.0468024079
AP0026,2026-04-30 14:18:00,9,Reducción,291783.66079135065,291356.2777110965,292033.3044121283,292384.8615957855,290010.9847997569
AP0026,2026-04-30 14:43:00,10,Reducción,279602.0979950922,282659.09438574215,276342.51238777646,289136.03413965914,270230.3324554629
AP0026,2026-04-30 15:03:00,11,Reducción,,,,,
AP0027,2026-04-30 17:13:00,1,Fusión,55811.417819683564,61534.13059404147,53658.39213324048,53374.40228502146,50736.458203375485
AP0027,2026-04-30 17:38:00,2,Fusión,92816.8553627828,99040.56355006168,90997.42893066807,88321.39980929284,86621.90497548105
AP0027,2026-04-30 18:08:00,3,Fusión,137928.4254876647,143689.35669945026,135769.8839736257,133791.3319946758,137398.3263838519
AP0027,2026-04-30 18:43:00,4,Fusión,171878.14820903091,177724.63713868402,170470.47688305058,165673.08141515902,168214.68155923553
AP0027,2026-04-30 19:23:00,5,Fusión,227379.4115369986,222634.05350597994,229058.85318594964,226850.1932114261,239847.48736911023
AP0027,2026-04-30 20:08:00,6,Fusión,255147.67768235682,245972.78496961467,259191.90504570317,258309.22520506947,258772.82109227803
AP0027,2026-04-30 20:58:00,7,Fusión,317761.03833711206,314772.77998893766,319974.8403795189,317465.3511372652,312661.20587492205
AP0027,2026-04-30 22:02:00,8,Reducción,294725.98397418694,267089.38906379073,310582.7673421448,293484.81667415326,294715.9072425021
AP0027,2026-04-30 22:32:00,9,Reducción,287991.69513913733,280554.2165167258,292144.0347443046,291685.7825982473,278077.4757520454
AP0027,2026-04-30 22:57:00,10,Reducción,285467.5707155657,280780.3821350757,287545.40587266965,291359.4534678965,275309.10106377595
AP0027,2026-04-30 23:17:00,11,Reducción,278088.774068675,271876.44894277386,280845.1793599984,286143.1828690207,263915.7228676701
AP0028,2026-05-01 00:37:00,1,Fusión,50837.84088076557,48661.57594097722,51800.36933629225,51936.683969102814,50692.39422543182
AP0028,2026-05-01 01:02:00,2,Fusión,87650.20772504981,84564.69022789634,88975.43089541195,88730.58551775316,89208.94076517003
AP0028,2026-05-01 01:32:00,3,Fusión,136253.20887689028,138074.95034190532,135443.74219337446,134505.76358117096,138715.41369216467
AP0028,2026-05-01 02:07:00,4,Fusión,176278.57426158126,171212.2186021773,178582.13632975466,176422.75950525177,181947.64847628868
AP0028,2026-05-01 02:47:00,5,Fusión,214078.5419531289,203704.2520857355,218669.41796385418,216981.64399844478,219843.9478237347
AP0028,2026-05-01 03:32:00,6,Fusión,269604.43279939546,262045.52093079255,274362.19841496093,265378.3417705492,275722.71132978634
AP0028,2026-05-01 04:22:00,7,Fusión,318115.6228503355,298345.1132298382,327172.9244229295,322723.8796531845,328243.91049726366
AP0028,2026-05-01 05:40:00,8,Reducción,299366.87335311034,298658.7783068537,296875.3751743366,305786.38602013834,313643.8008590657
AP0028,2026-05-01 06:10:00,9,Reducción,275962.4232743525,278635.9979050021,274311.28233861324,283725.0919858481,256035.6235868528
AP0028,2026-05-01 06:35:00,10,Reducción,279684.766937063,274611.0558217817,281683.9035708462,289497.0941443235,261926.36767870156
AP0028,2026-05-01 06:55:00,11,Reducción,,,,,
AP0029,2026-05-01 08:23:00,1,Fusión,46094.33878538218,45824.94706561658,47116.74813220788,45755.2661622976,37359.80157775522
AP0029,2026-05-01 08:48:00,2,Fusión,84247.71222346553,87340.93545260084,83766.47984589315,82998.47931108704,73732.1848821139
AP0029,2026-05-01 09:18:00,3,Fusión,128111.56495506704,129190.46301880914,128280.20641625303,127186.44253748939,122064.44253677205
AP0029,2026-05-01 09:53:00,4,Fusión,176607.7292998213,167236.32249085285,181378.97917520237,177206.2062217738,180502.6984573276
AP0029,2026-05-01 10:33:00,5,Fusión,222500.6971066327,233059.81149911697,219422.43220328912,214389.1252679915,213241.31952031548
AP0029,2026-05-01 11:18:00,6,Fusión,261666.918780312,273550.3563131005,255959.74271836516,259336.47437286118,257281.95824271243
AP0029,2026-05-01 12:08:00,7,Fusión,316917.9171830099,314774.8490508091,316843.8004449021,322632.23671769834,315262.5025029934
AP0029,2026-05-01 13:16:00,8,Reducción,302576.79926846904,306076.10578486783,303075.88167756726,294495.2046014467,297609.6475149463
AP0029,2026-05-01 13:46:00,9,Reducción,286332.3276274012,292393.26860218594,282353.52625482954,293064.0556236066,273961.10624077765
AP0029,2026-05-01 14:11:00,10,Reducción,283861.208080155,290214.44601447287,279383.19332044653,290651.84200395824,275046.31853242015
AP0029,2026-05-01 14:31:00,11,Reducción,,,,,
AP0030,2026-05-01 16:09:00,1,Fusión,30515.609761125696,29885.736232646814,30815.04236406003,32564.1499594363,25434.900952874337
AP0030,2026-05-01 16:34:00,2,Fusión,58857.150309594406,60098.62185449825,58713.78904740415,58106.247840953096,54776.696257840566
AP0030,2026-05-01 17:04:00,3,Fusión,103909.08533284091,108568.41787802489,102061.259777587,101327.21230612353,102491.52150247723
AP0030,2026-05-01 17:39:00,4,Fusión,151614.4801168469,153184.50117906596,151954.89039160594,149190.1682913615,144753.71160700373
AP0030,2026-05-01 18:19:00,5,Fusión,206412.55137759095,210099.18527566845,205503.12057950653,200212.70278217722,210697.67781391574
AP0030,2026-05-01 19:04:00,6,Fusión,242121.45635088513,243664.71396204166,243758.42358338588,233398.6955516782,238517.46258450075
AP0030,2026-05-01 19:54:00,7,Fusión,303263.94440934376,297204.9711755871,308398.6657570778,297705.8079733499,299519.3355788156
AP0030,2026-05-01 21:50:00,8,Reducción,310681.82690985646,291799.5827764805,321517.9179381999,303215.9191033519,329033.47411326284
AP0030,2026-05-01 22:20:00,9,Reducción,285547.87435688457,275923.61750393163,291570.21077978256,285172.73829307564,279826.67516622023
AP0030,2026-05-01 22:45:00,10,Reducción,284781.8342753076,277562.4512695539,288493.6568116178,290330.5369856274,273247.442351377
AP0030,2026-05-01 23:05:00,11,Reducción,280236.3298162236,272456.63914492505,283993.34575954196,287798.9223975892,266107.57330450945
AP0031,2026-05-02 00:31:00,1,Fusión,49739.73530732637,47147.57850385331,51481.45211443673,50668.053113978756,44009.6457871055
AP0031,2026-05-02 00:56:00,2,Fusión,87984.32236468421,85451.74005544552,89853.10673344322,86861.62282878731,86167.30085537297
AP0031,2026-05-02 01:26:00,3,Fusión,130711.38648201652,118599.08243830962,136331.90724015297,133090.79028445558,137353.60110244853
AP0031,2026-05-02 02:01:00,4,Fusión,162998.48005980978,165336.30369290526,163019.22801594148,158417.7826938743,160880.70885687583
AP0031,2026-05-02 02:41:00,5,Fusión,211682.26734106403,179225.5940491466,228557.46272326133,215530.00690626938,216346.1390433399
AP0031,2026-05-02 03:26:00,6,Fusión,268262.9419587751,240500.26196100135,284727.5684561316,263463.15329393407,272172.14382101246
AP0031,2026-05-02 04:16:00,7,Fusión,328364.8056144252,326767.7022451313,334081.48408600385,306895.88117400056,334463.9532117066
AP0031,2026-05-02 05:19:00,8,Reducción,280517.31349460897,242349.69957527763,301375.55282831856,284663.0706261054,275790.69363949995
AP0031,2026-05-02 05:49:00,9,Reducción,280125.4447608729,259294.70785040996,289673.7055814538,291514.0800362069,272590.66556888295
AP0031,2026-05-02 06:14:00,10,Reducción,277620.5014717024,260601.80102650324,286547.84053536935,279917.7690153976,278413.4242587434
AP0031,2026-05-02 06:34:00,11,Reducción,263134.473430703,250756.4004382638,269680.25834270736,270498.8055998336,247310.007919147
AP0032,2026-05-02 08:02:00,1,Fusión,54997.49248337445,50656.912349991544,57233.349760952704,56218.87950249885,53890.517957469194
AP0032,2026-05-02 08:27:00,2,Fusión,91670.4175059644,87077.35079021471,94354.38879647269,91306.73671025794,91565.40568404783
AP0032,2026-05-02 08:57:00,3,Fusión,133900.60024871954,132401.52537396637,135523.54603034467,131044.44229597041,133170.85939995036
AP0032,2026-05-02 09:32:00,4,Fusión,178593.68333026164,166823.59263965205,184399.51546160723,179588.8452652762,184883.16553435804
AP0032,2026-05-02 10:12:00,5,Fusión,211173.11727513728,192217.69625843453,220638.85614029787,214890.32544729946,214144.04409396142
AP0032,2026-05-02 10:57:00,6,Fusión,259977.5502793424,259469.83733219744,261211.13291370694,255773.58541518115,261121.96266206092
AP0032,2026-05-02 11:47:00,7,Fusión,357241.63488169655,335916.07124093367,366052.4507034863,360256.07025887235,384255.0224577561
AP0032,2026-05-02 12:49:00,8,Reducción,289716.8951768436,273656.20512106863,300123.14142960164,287461.1687985672,280737.156267783
AP0032,2026-05-02 13:19:00,9,Reducción,282531.4633972867,284773.7067191194,284056.2799405373,276281.71696789016,268935.44334803824
AP0032,2026-05-02 13:44:00,10,Reducción,267141.81398355105,266988.6601091914,268359.00373541,270376.90317474667,245588.3362576564
AP0032,2026-05-02 14:04:00,11,Reducción,,,,,
AP0033,2026-05-02 15:28:00,1,Fusión,54637.543524936475,51701.86891143164,56608.271688974506,55547.610073082185,48560.56762518094
