Batch,orden_inicio,sn_pct_inicio,avance_inicio,perdida_feo_total,hubo_perdida,rendimiento_proxy_batch,f_dross,f_metal,f_polvo,es_lockbox,st_R22_sdi
AP0073,0.0,11.9862,0.8640470200718302,0.2763802486408388,1,67.07364898153848,0.13190272306178968,0.6707364898153848,0.1973607871228256,False,0.1346715957344054
AP0074,0.0,16.3226,0.7879164160135113,0.379073206133561,1,61.8489811448908,0.14446470437725745,0.618489811448908,0.23704548417383461,False,0.8045576752887396
AP0075,0.0,12.9179,0.850948135318021,0.2528858119860678,1,67.05338260366518,0.16016873405057705,0.6705338260366518,0.16929743991277113,False,1.001659532461916
AP0076,0.0,16.6623,0.8061294471472955,0.16338658442464865,1,73.0125644963346,0.11242130549415949,0.730125644963346,0.15745304954249445,False,1.4461402691305059
AP0077,0.0,14.5036,0.8162199216723823,0.33330929822571365,1,57.96378107353545,0.19144491817432555,0.5796378107353546,0.22891727109031995,False,0.296348963514388
AP0078,1.0,5.3193,0.9393749576984117,0.08199571216071593,1,69.46175275786955,0.12438944849979813,0.6946175275786955,0.1809930239215064,False,1.8958998564973533
AP0079,0.0,17.4058,0.7815016281972509,0.18271761475117101,1,69.59159440477647,0.11641154742450922,0.6959159440477647,0.18767250852772618,False,1.2865821304386558
AP0080,0.0,21.131,0.7018633650115131,0.44098165301972586,1,66.00034666524354,0.14068796758077157,0.6600034666524354,0.19930856576679307,False,-0.11502172388441134
AP0081,0.0,20.9714,0.7088968971744204,0.30872181515047553,1,69.31476919887791,0.12709045674433211,0.6931476919887791,0.17976185126688876,False,0.20715754888284005
AP0082,0.0,18.4846,0.765448518374994,0.32272113499462934,1,67.37416963669861,0.15674991651652223,0.6737416963669861,0.16950838711649172,False,-0.12947918274527015
AP0083,0.0,19.2877,0.7706154553264608,0.3857667316782398,1,66.68643359792155,0.13496342516216972,0.6668643359792155,0.1981722388586149,False,1.3557942482373861
AP0084,0.0,18.6726,0.8290756355320578,0.2430136422462435,1,63.66807038669051,0.16644460664878863,0.6366807038669051,0.19687468948430628,False,0.896313313559414
AP0085,1.0,4.4194,0.9554174513223154,0.16141902393472782,1,67.82113835722257,0.15248798604639793,0.6782113835722257,0.16930063038137635,False,1.4349555984588722
AP0086,0.0,23.4432,0.6524757920964073,0.34530308481032757,1,69.10137046783555,0.05559248796685511,0.6910137046783555,0.25339380735478934,False,-0.15681241832158435
AP0087,0.0,16.8426,0.7766198205716943,0.17227865196763914,1,63.23555160938662,0.19050620950038594,0.6323555160938662,0.17713827440574798,False,0.9914615071351025
AP0088,0.0,21.1769,0.7168677499157988,0.18798834535563305,1,69.49818852850008,0.1331585059215445,0.6949818852850007,0.17185960879345463,False,0.6836460729931888
AP0089,0.0,17.8346,0.7407942307098438,0.3001896233664056,1,71.00337900884242,0.08379920921056655,0.7100337900884243,0.20616700070100924,False,0.1632124091132779
AP0090,0.0,20.9166,0.7127015877000791,0.15009976381193718,1,71.35091344142262,0.12081729864679958,0.7135091344142261,0.16567356693897434,False,1.5274361884317371
AP0091,1.0,6.0841,0.9308861819739471,0.30115247630305303,1,69.99098374086337,0.13672685574862534,0.6999098374086337,0.1633633068427411,False,0.18627833210422495
