target,variante,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda
st_R22_sdi,b,exceso_o2_combustion_pct,0.00022478336133807328,-0.006069770139807485,0.0060978060191405215,10.775541433926714,0.0024221624237557287,-0.0654050596359067,0.0657071614152964,False,1,True
st_R22_sdi,b,tasa_aire_nm3_min,0.00489645779022133,-0.0006986720182355139,0.01101072472578177,9.443953451940853,0.04624191945024341,-0.006598226018389764,0.10398477178241725,False,1,True
st_R22_sdi,c,tasa_feed_Carbon_kg_min,0.013774387839184023,-0.03569793602079372,0.046269125469976025,22.100435970604593,0.3044199764741611,-0.788939949310291,1.0225678448650752,False,1,True
st_R22_sdi,c,Cx_av_v4,-0.011407289675664472,-0.054521179164662974,0.045803080399333666,17.275529018818933,-0.1970669638180152,-0.9418822127993614,0.7912724445899855,False,-1,True
st_R22_sdi,c,tasa_gn_nm3_min,-0.03252302808424424,-0.060349058755533855,-0.0068575168198814025,4.953750794405029,-0.16111097620878198,-0.29895419775182164,-0.03397042939413335,True,-1,True
st_R22_sdi,c,exceso_o2_combustion_pct,0.0007637015937791483,-0.0052109231873793795,0.005916100238525375,10.775541433926714,0.00822929816692308,-0.05615051871461596,0.0637491832474939,False,1,True
st_R22_sdi,c,tasa_aire_nm3_min,0.0045399697400727,-0.0011904133910804282,0.011789180752738838,9.443953451940853,0.04287526289846659,-0.011242208653930627,0.11133647426538261,False,1,True
st_R22_sdi,c,b6_capacidad_sobre_reduccion_feo_kg,4.689289895331954e-05,-3.4918496902682514e-05,0.00019046496877338627,916.7329062218121,0.042988263538642386,-0.03201093514649348,0.1746055043570731,False,-1,False
st_R22_sdi,d,tasa_feed_Carbon_kg_min,0.009278157135986198,-0.04789435825468806,0.04422389235356547,22.100435970604593,0.20505131770907106,-1.058486197960931,0.9773673013308837,False,1,True
st_R22_sdi,d,Cx_av_v4,-0.0015100512859424812,-0.045170665522272446,0.06651920538512968,17.275529018818933,-0.02608693481020418,-0.7803471430293815,1.1491544629395842,False,-1,True
st_R22_sdi,d,tasa_gn_nm3_min,-0.03299237623921652,-0.059398072000539474,-0.0037974825310056635,4.953750794405029,-0.16343601000432845,-0.29424324635879956,-0.018811782104708526,True,-1,True
st_R22_sdi,d,exceso_o2_combustion_pct,3.13258672500046e-05,-0.005993849212204742,0.0046870776230731265,10.775541433926714,0.0003375531805061125,-0.0645869705348212,0.05050579913145521,False,1,True
