moderador,ln,canal,n,b_x_R_gn,p_x_R_gn,b_x_R_gn_x_m,p_x_R_gn_x_m,b_x_R_carbon,p_x_R_carbon,b_x_R_carbon_x_m,p_x_R_carbon_x_m
m6_avance_prev,False,f_dross,298,0.010195990162051333,0.0034763716278624255,0.003828638794953103,0.44896020793448654,-0.004084029695737396,0.5090770569472155,-0.002533377168410539,0.5665116384095634
m6_avance_prev,False,f_polvo,298,0.001401186738047743,0.6011985414855032,0.001659285371692242,0.632806742205988,-0.0005353089765276204,0.902559098211708,-0.004343216909450731,0.22676277115566545
m6_avance_prev,False,sn_perdido_escoria_frac,298,-0.0011770076075151912,0.2494266153591579,0.0002429254645599213,0.8661662019568749,-0.0031046823753357253,0.13369067410619936,0.000308845188764653,0.8104760218459783
ley_feo_escoria_pct_prev,False,f_metal,298,-0.012161208909037371,0.00311438624931412,-0.0017083350711822936,0.6915573413558322,0.007737259553484041,0.28380575774250283,0.003350086706867666,0.70433318048099
ley_feo_escoria_pct_prev,False,f_dross,298,0.010259233862776896,0.0014329866858096647,0.00045498931163342717,0.8905013426687286,-0.005173190056808015,0.3554686851007913,-0.0009205013806911911,0.8918907525112071
ley_feo_escoria_pct_prev,False,f_polvo,298,0.0019019750462603352,0.47599202808681795,0.0012533457595489512,0.6095277021060059,-0.0025640694966759755,0.5555529007449094,-0.002429585326176458,0.47666914626005763
ley_feo_escoria_pct_prev,False,sn_perdido_escoria_frac,298,-0.0012319629497596469,0.20514421217495038,-5.758190743148005e-05,0.9522166109898743,-0.002940883400969921,0.054159055189731485,0.00023897791850115542,0.7853774894344924
ley_feo_escoria_pct_prev,True,f_metal,298,-0.012301987469367854,0.002942174341040849,-0.000982075021390175,0.8053255435338863,0.00780172142942301,0.2851950446582162,0.00142338634752951,0.8618181619014573
ley_feo_escoria_pct_prev,True,f_dross,298,0.010369370580825162,0.0013085612468280575,9.832792700750111e-05,0.9735282921488632,-0.0052014882230721005,0.35668584500073197,0.0003898315395262535,0.9493358921161624
ley_feo_escoria_pct_prev,True,f_polvo,298,0.0019326168885425259,0.47242255351427753,0.0008837470943826577,0.711442087763719,-0.002600233206350858,0.5517678109358986,-0.001813217887055857,0.6215934595136405
ley_feo_escoria_pct_prev,True,sn_perdido_escoria_frac,298,-0.001239697164911506,0.20447808432203973,-2.2528459152256897e-05,0.9819841023413656,-0.0029369467116208197,0.0545148613389669,0.0001301546602913215,0.8944213336457998
m6_feo_inv_kg_prev,False,f_metal,298,-0.012012938024921437,0.002573701019065867,0.002037831748736494,0.739572861809671,0.0058992271893831445,0.47506042286060013,-0.0056393681127128534,0.48612294710133275
m6_feo_inv_kg_prev,False,f_dross,298,0.01012055814199882,0.0015599782025475654,-0.0019866748629161117,0.7108752566830914,-0.004346391768182627,0.49821664563955403,0.0028266658881245217,0.6477923179123097
m6_feo_inv_kg_prev,False,f_polvo,298,0.0018923798829226467,0.4559186530999906,-5.115688582050387e-05,0.9886961414323493,-0.0015528354212003416,0.728121670794631,0.002812702224588409,0.4683248047834444
m6_feo_inv_kg_prev,False,sn_perdido_escoria_frac,298,-0.0011442073933973476,0.2379477476205698,0.001108625953758088,0.3510544792756892,-0.003469259959795396,0.06445641487004777,-0.0016903422257938349,0.2751389514375474
m6_feo_inv_kg_prev,True,f_metal,298,-0.011875237093761247,0.002621687927100202,0.002676890945460585,0.6410522769958386,0.004958781420270526,0.5191561921105003,-0.007755535525121041,0.221804704015522
m6_feo_inv_kg_prev,True,f_dross,298,0.01006530907232115,0.0015054895483774984,-0.0018940897596924655,0.7082767930447615,-0.003713837340376165,0.5412827960608979,0.00411011762902307,0.42497543550279004
m6_feo_inv_kg_prev,True,f_polvo,298,0.0018099280214399999,0.47385422176401537,-0.0007828011857680846,0.8239228300700747,-0.0012449440798944554,0.7764141093547503,0.0036454178960979066,0.2958928064862447
m6_feo_inv_kg_prev,True,sn_perdido_escoria_frac,298,-0.0011495649638002712,0.23654117871454206,0.0011066495298981695,0.31398859752074193,-0.0035265991624071897,0.061382868359047944,-0.0017201413873035858,0.23572409888796142
temperatura_horno_celsius_prev,False,f_metal,298,-0.012442113772999518,0.0017987287676558042,0.0012613188298449527,0.7194425647614291,0.009110621091982683,0.20738090461556657,-0.008902325330872474,0.1879439876179021
temperatura_horno_celsius_prev,False,f_dross,298,0.01064798245769005,0.0006196305101128831,-0.006319687968362119,0.020307651295379994,-0.006172463407292227,0.278718010588751,0.005349854763476907,0.32757911284412444
temperatura_horno_celsius_prev,False,f_polvo,298,0.0017941313153095545,0.5227627019674699,0.0050583691385171535,0.09049470238339075,-0.0029381576846902726,0.5088076193958828,0.003552470567395502,0.44957678560236103
temperatura_horno_celsius_prev,False,sn_perdido_escoria_frac,298,-0.0012354514005793549,0.2199051122436707,-0.00010853902871460606,0.8868429288414873,-0.0031636985143643505,0.028451204724646472,0.0017379888405757308,0.12592288785393033
