Batch,residuo_medio,residuo_abs_medio,frac_flag,polvo_sn_t,kpi_recuperacion_pct
AP0252,-0.1099695511667087,0.1099695511667087,0.0,8.760946764,69.69858236602778
AP0253,-0.0695161851636601,0.0695161851636601,0.0,9.308580832,67.40751762265255
AP0254,-0.11711677702508849,0.11711677702508849,0.0,10.266041708,67.77485911825491
AP0255,-0.049212213219346435,0.049212213219346435,0.0,10.182159028000001,68.48081777763139
AP0256,-0.10088531443375655,0.10088531443375655,0.0,4.532061368,77.99753524571082
AP0257,-0.09819148174872705,0.09819148174872705,0.0,7.235480312000001,72.9437616417784
AP0258,-0.13042287193196556,0.13042287193196556,0.0,10.585994216,70.01041343774864
AP0259,-0.1705067771048827,0.1705067771048827,0.0,9.366100384,70.76733234248859
AP0260,-0.06786300811721402,0.06786300811721402,0.0,9.152798712,71.79743122615318
AP0261,-0.0007834106224896923,0.0016960901861822937,0.0,11.127636663999999,68.70150973977627
AP0262,-0.12666667197251602,0.18068776301703426,1.0,7.356511036000001,69.37564377413703
AP0263,0.015397929753512063,0.04411106251638275,0.5,9.895759592,71.63339043250862
AP0264,0.016653004118862686,0.026646327355085948,0.3333333333333333,12.079105920000002,52.436387615322275
AP0265,-0.12287487765639682,0.12287487765639682,0.0,7.914930020000001,66.13358573147792
AP0266,-0.15589446275719165,0.15589446275719165,0.0,8.396656268000001,68.14813584541199
AP0267,-0.07988195414315828,0.09839764412460934,0.3333333333333333,10.612357344,67.77524991711785
AP0268,-0.11634078179240781,0.11746722353024452,0.0,7.313371372000001,69.50400992300996
AP0269,-0.04924999773423755,0.08535523167007719,0.5,5.890960784000002,76.65970458269598
AP0270,-0.16143680611231082,0.16143680611231082,0.25,9.312175803999999,69.52230941540435
AP0271,-0.1563867665894083,0.1563867665894083,0.0,8.866399276000001,69.33277183560936
AP0272,-0.13792571462486558,0.13792571462486558,0.0,7.556631144000001,76.49929603629987
AP0273,0.0,0.0,0.0,7.686050136,74.94921003385784
AP0274,-0.14124283950759509,0.14124283950759509,0.0,8.42421772,75.57281944322924
AP0275,-0.10780728468247558,0.11687537955143013,0.25,9.008999832,71.9783391367337
AP0276,-0.15373269586643326,0.15373269586643326,0.0,12.100675751999999,61.49212964484874
AP0277,-0.1267046972163013,0.1267046972163013,0.0,11.440399228,67.12866358814517
AP0278,-0.06021616876252711,0.06021616876252711,0.0,8.690245648,67.97021900535015
AP0279,-0.06733347337288098,0.06733347337288098,0.0,7.152795956,74.54813402618969
AP0280,-0.03429051884580847,0.03429051884580847,0.0,8.485332244,72.32601631826518
AP0281,-0.03931975248949238,0.03931975248949238,0.0,9.441594796,69.42098665784579
AP0282,-0.03533221463974012,0.03533221463974012,0.0,8.944290336000002,71.78494013150659
AP0283,-0.05251019146333347,0.05251019146333347,0.0,6.680656300000001,76.62586616936464
AP0284,-0.10601183970675088,0.10601183970675088,0.0,8.860407656000001,68.9065933024852
AP0285,-0.13128822840014953,0.13128822840014953,0.0,14.083901972000001,62.855143430618575
AP0286,-0.0818536924085147,0.0818536924085147,0.0,9.34093558,69.69748338420641
AP0287,-0.04078269314984103,0.04078269314984103,0.0,8.589586432,70.92036621446238
AP0288,-0.06587706241775004,0.06587706241775004,0.0,19.414047124,58.49731518030937
AP0289,-0.05348931707471394,0.05348931707471394,0.0,7.4379970680000005,71.83274468053851
AP0290,-0.06008793851626715,0.06008793851626715,0.0,8.587189784000001,67.69143682301996
AP0291,-0.12676496935238882,0.12676496935238882,0.0,11.586594756000002,65.88222094231642
AP0292,-0.0996950865195152,0.0996950865195152,0.0,6.553633956000001,71.45730133616091
