Batch,fold,orden_escalon_fase,d_sn_dep_opt,d_feo_ret_opt,d_sn_dep_cruzado,d_feo_ret_cruzado,d_sn_dep_hgb,d_feo_ret_hgb
AP0199,0,1,0.013215115936587751,-0.0020166778782002986,0.014269094673443727,-0.002915471048097071,0.05959076592218451,-0.01294164710470992
AP0199,0,3,0.01077570253891591,-0.001644413945104499,0.013122575923451035,-0.002693589689112895,0.11617296464884491,0.019563842456074995
AP0233,0,0,0.0036263438994605934,-0.0005533941250217,-0.04451791570446928,0.00020278237466353488,-0.02876068381425756,-0.011695319279943023
AP0245,0,0,0.00022856499452328372,-3.487990346801029e-05,-0.004314200213153763,9.961838731026296e-05,0.0,-0.0006812297174561
AP0245,0,1,0.0085010656510911,-0.0012972955456424032,0.006689925871524782,-0.0015604239462694187,-0.018141503789627755,0.0035102885806006096
AP0258,0,1,0.0396453478097632,-0.006050033634600695,0.04774808917964801,-0.01002931278095738,0.00652506379694151,-0.019696971045804097
AP0258,0,2,0.0414551431918046,-0.006326215419803702,0.05498578088634043,-0.011830773713240948,0.07947440577877096,-0.021184620568921578
AP0258,0,3,0.0323271076167479,-0.004933241835313601,0.0517606754001895,-0.01249967172109788,0.1540533412767447,0.007475934931049616
AP0259,0,0,0.0012649976460294976,-0.00019304354051560835,-0.01850555295533307,-2.4028217932348106e-05,-0.19412788907820344,0.0027259741672882865
AP0259,0,1,0.0396453478097632,-0.006050033634600702,0.04956832773777714,-0.010660378377150385,0.0468898703312281,-0.0259304492052512
AP0259,0,2,0.03000283227728784,-0.004578548415866704,0.03926633515452427,-0.0088290341537249,0.05347021804966584,-0.004487759162203661
AP0262,0,3,0.023198451677967857,-0.003540173580916406,0.0353478437194808,-0.008422173158025896,0.10910105090631261,0.017271155316014156
AP0264,0,1,0.013215115936587751,-0.0020166778782002015,0.006849081584870187,-0.002686131742947212,-0.011125454666621959,-0.0016268593263191813
AP0268,0,0,0.0006050141801803299,-9.23275073047014e-05,-0.05276275214153725,0.0006329864299529642,-0.17723043274573724,5.2011660036155316e-05
AP0268,0,1,0.0037037696720632063,-0.0005652095978151,0.0006571137281997652,-0.0005963969503081923,0.0,0.0003170750987426668
AP0268,0,3,0.0323271076167479,-0.004933241835313504,0.049793955825771674,-0.011686879846329195,0.08887284391690889,0.010280399844718157
AP0281,0,2,0.0285526589223401,-0.004357246344926707,0.036605882257524924,-0.008102751606231084,0.15762938330216175,-0.01359801694413082
AP0281,0,3,0.0323271076167479,-0.004933241835313601,0.050680708239731004,-0.012016445235145466,0.16260554043113587,-0.00728033454324168
AP0282,0,2,0.013818381063934737,-0.00210873847326791,0.019189666697043584,-0.004139526071516762,0.04830148672408913,0.00318099551089894
AP0019,1,2,-0.012715779463246202,0.003773308080202105,-0.008981825202092453,0.002634720101420157,-0.03465581633656839,-0.0030719560099954704
AP0019,1,3,-0.01101384651800641,0.0034282539980353965,-0.007814614029168054,0.0024177710045721473,-0.09446918730979564,0.010042291296299313
AP0020,1,0,-0.005346541967578444,0.001375388054866089,-0.003688971013692921,0.0009849886447261813,-0.01359776396630119,0.004479701228623595
AP0020,1,2,-0.017065597688964818,0.0047914591863035955,-0.011708132810658467,0.0037298962734815186,-0.04314836576386827,-0.0010513627170543258
AP0020,1,3,-0.0306415660869456,0.010752946507119401,-0.022464816237473983,0.007132135636206141,-0.21438728401833496,0.00548826634271575
AP0027,1,0,0.0011746097427178803,0.001697430085197793,0.0002617720455082573,0.0011681559479684023,-0.02504545744843334,0.0006733186933292334
AP0027,1,1,-0.02433030549189108,0.004806130000735598,-0.016144274257337443,0.003849112912686456,-0.021463560007775384,-0.009996679555853372
AP0027,1,2,-0.02629411687101918,0.008036830581117899,-0.01862702446678738,0.0056515385598330525,-0.09041306932470072,0.00439379540234161
AP0027,1,3,-0.013666862587633721,0.004295951287836998,-0.009616323880144162,0.0031869083179670715,-0.06575975157549174,0.0077641557065599096
AP0032,1,0,-0.011137454854547313,0.002930655432705792,-0.0076964304898679,0.00210147751395931,-0.07161747705043897,-0.017961450032746462
AP0032,1,1,0.0021155216555723833,-0.0001347812131893833,0.001318873968235268,-0.0001473287750506369,0.0,0.000778898536634709
AP0032,1,2,-0.027156421774818584,0.0084039454042028,-0.01922195598858112,0.005982646719964901,-0.19931836733452715,-0.008380572245576853
AP0032,1,3,-0.0001336246206264935,0.00010727074598020081,-8.33052373609422e-05,0.00011725719950229571,0.0,-0.0032020761270267067
AP0036,1,1,-0.01467784249307369,0.002927481666279902,-0.009640825140648346,0.0025065515659693505,-0.018378630726402334,-0.0015467819537735156
AP0036,1,2,-0.010670640433905976,0.0032725507409722063,-0.0072959481263871195,0.0026822043863326817,-0.17493706196343822,0.01931934094313341
AP0040,1,0,0.004816507961069805,0.00017043841965000417,0.0029357922730721686,8.816247707751912e-05,0.006703496699524747,-0.0009789842396845938
AP0040,1,2,-0.01631457925029628,0.0043101957889961,-0.011224450948218945,0.003222769950819643,-0.01466977362078914,0.005696707715376021
AP0046,1,0,-0.031541492725034814,0.008040561128827506,-0.021733587034025836,0.005766330958138333,-0.1764180558939621,0.027957844959413808
AP0046,1,1,-0.0374626053388879,0.008873251400316112,-0.025559109169418615,0.006490558067491964,0.020117409736110203,0.05950213978986635
AP0046,1,2,-0.03009895637867721,0.008751656911422899,-0.021037156282590397,0.006349679990794541,-0.08726513380509135,0.012599813840539383
AP0046,1,3,-0.012017994116492237,0.0038528886722843,-0.008481983453304864,0.0028313238904991433,0.058659567575572835,0.007898824948489917
AP0047,1,2,-0.027856672610526684,0.008278522530518896,-0.019534621681630587,0.00599716843250124,-0.19472897617415053,-0.005556831304705558
AP0047,1,3,-0.03432971084901287,0.0107877504273585,-0.02434584609971807,0.007682062096610612,-0.0700753377244312,0.011924571561037857
AP0066,1,1,-0.04742762767631087,0.0123114460039465,-0.032550201710201676,0.009177876964343794,-0.07556780684174425,-0.005049850113892862
AP0066,1,3,-0.010910638912755899,0.003487667321527499,-0.00779565626348383,0.0024271720126709806,-0.06873996714055375,0.01149577254147957
AP0067,1,1,-0.017935183160764256,0.004398083011732501,-0.012169068114073922,0.003388774572484987,0.01257782454468459,-0.010580342639354354
AP0067,1,2,-0.01309469134278679,0.004035819684940503,-0.009267983993934026,0.0028605583954647157,-0.12184100521822583,-0.003011968441777063
AP0068,1,1,-0.05078468276896109,0.012171186549071206,-0.03459350294359964,0.009085236051520604,-0.028368190905783852,-0.010333467367606531
AP0068,1,2,-0.013222479373882046,0.003951670018867905,-0.009338350690410113,0.0027799562536777317,-0.06469532658168864,0.005547172743966752
AP0068,1,3,-0.010997588109241008,0.0035067785365505977,-0.007846072310508323,0.002452701302042559,-0.0499816546906689,0.01473536241624459
AP0070,1,0,0.05679596509900309,-0.0031987574440840993,0.03599586561976431,-0.002639656120821343,0.008789360056673301,-0.005609834787339563
AP0070,1,1,0.014162284235370137,-0.001128094806332497,0.008829154719158794,-0.0012331156696508,0.01642602495911316,-0.01069360365664472
AP0070,1,3,-0.001534653113900608,0.0005789041316183983,-0.0009567446576892458,0.0006327976619717401,0.06240064387513761,0.007547692385929054
AP0073,1,0,0.029833363981931704,-0.0016803771889173924,0.018850973414938466,-0.0014700468920154364,-0.008258231485193113,0.017283832697955026
AP0075,1,0,-0.02363490851932637,0.007812896234744487,-0.016789445734284314,0.005535781007756896,-0.10030924697972732,0.033818294405318916
AP0075,1,1,-0.04900188381976733,0.012520503062380894,-0.03361719037126493,0.009301691716313648,-0.0048040446797184555,0.0046956843350228275
AP0075,1,3,-0.03295406935830103,0.010293480024031701,-0.023410850816131756,0.007236481159977506,-0.0733527764575563,0.014968451336766858
AP0078,1,2,-0.023450393768530697,0.007707778252024289,-0.017034324629342013,0.0050713727330422426,-0.030351266581779696,0.03189536156010431
AP0078,1,3,-0.00981245134853398,0.003140420688782397,-0.007156121970485596,0.001992396008023492,-0.08021062794869174,-0.00013638003932284204
AP0082,1,0,0.02927173941375627,0.0005383876650748021,0.01799975095604278,0.00022269739925290244,-0.013922585257721831,0.0006586958112740349
AP0082,1,2,-0.031154347957366824,0.00911173430558801,-0.021719252612000473,0.006750355123628302,-0.04443680214171719,0.01096084320501002
AP0083,1,0,0.030181543536595967,-0.001975409375530507,0.019247737329654235,-0.0015268666974163625,0.039058113534601535,-0.012840371442382675
AP0083,1,2,-0.04324100362357519,0.013417500232320995,-0.030547145194647074,0.009675486347834994,-0.06633348650382431,0.017323723529940438
AP0100,1,2,-0.029730892973353573,0.008777615909866698,-0.020859603525878845,0.006331781915287729,-0.0041849666160851395,0.019092519026750167
AP0100,1,3,-0.02231246433728218,0.0072394752359188005,-0.015955779258706893,0.005071789363249132,0.08489403841698279,0.013960437141020472
AP0101,1,0,-0.0013477054077557504,0.0017270335033015005,-0.0013074659553595769,0.0012007427747993682,-0.07883865547757307,0.0057067189992607015
AP0101,1,1,-0.030960426867122803,0.008041898013502899,-0.021254756553830023,0.005980462876196482,-0.012884751288334106,-0.011253276144448533
AP0101,1,2,-0.02110935276469561,0.007243339144822891,-0.015510190016829961,0.004642836614966089,0.012251272305872196,0.005975872116716019
AP0106,1,0,-0.011947464814817454,0.002983551000897894,-0.008212161392507467,0.0021434367978670765,-0.04228002692432864,0.0005480070849034346
AP0106,1,1,-0.027981281447556627,0.0075482121928937,-0.019445546760334498,0.005367265357635265,-0.0030464647215866503,0.010021935268547041
AP0106,1,2,-0.0374170976985263,0.011851433976235698,-0.02678036948646012,0.008130060090824523,-0.10749737343910593,0.0017435070924338991
AP0108,1,0,0.025112397163134625,0.001546404918962907,0.0151562784903998,0.0009550033872657848,0.025979966993317172,0.018766669235234623
AP0108,1,1,-0.0025069745335063454,0.002613073744360997,-0.0025708350952601267,0.001412948313662718,-0.0027624185744424823,0.0027478887817851683
AP0108,1,2,-0.015038831986081913,0.004469130294518592,-0.010484980689264123,0.0033449192276895218,-0.05925410767136102,0.02605416859022608
AP0109,1,2,-0.039274315256600634,0.0122097791718404,-0.027896998923395783,0.008572200896644823,-0.019908362203053642,0.008233457862948906
AP0110,1,0,0.03869489715441299,-0.0007067764632734952,0.024037839112708737,-0.0008982890433272273,-0.018286020420813287,-0.01460101773525721
AP0110,1,1,-0.021816436350729107,0.0066647599825008005,-0.015636158187588733,0.004356722685125932,0.009292078038856788,0.028429000838337614
AP0110,1,2,-0.016803003075897216,0.0050462279492091006,-0.01161252030688742,0.003925044343178918,-0.08264941195773598,0.001097528875599947
AP0110,1,3,-0.023173723068627722,0.008021071884494503,-0.01660170596733207,0.005792757856208711,-0.06059383036404048,0.03259351688964201
AP0116,1,0,0.015109604503918517,0.0011425050065670128,0.008844896701918792,0.0004023161067222558,-0.10625831212425285,0.031376858454635365
AP0116,1,1,-0.0015664301126758762,0.0009448532173919055,-0.0013465204552347565,0.0005174632120625439,0.0,-0.003739628385867111
AP0118,1,0,0.006719295269728587,0.006876714839961912,0.002161036691485929,0.00454529642211518,-0.05262866290075929,0.013852885913833629
AP0118,1,1,-0.03511701288182262,0.008931220053354502,-0.02392729842515834,0.006816556953441827,-0.11104625280794114,0.01596110169503845
AP0118,1,2,-0.025689162489425404,0.007550398735901201,-0.01825477680155896,0.0050911564226675254,-0.0651242486372186,0.004506360517175442
AP0126,1,1,-0.0099777492357922,0.0032194640216040987,-0.007273418334776571,0.002001307306424782,0.01406522909911423,0.007284602497068859
AP0126,1,2,-0.02321469750579941,0.0068992725023648005,-0.01666984638146274,0.00445383050698861,-0.06024656162480371,-0.006009860783750105
AP0126,1,3,-0.032918786175043735,0.010870536827228605,-0.02361996703570013,0.007584415207372158,-0.04478416174836142,0.015146516500299037
AP0130,1,0,0.004652132584991531,0.00012955631656291766,0.002815340282790846,1.690090444286807e-05,-0.005841644580936389,0.005579128598954958
AP0130,1,2,-0.037425054179267,0.0123841659870976,-0.026995155428906403,0.008455594792855396,-0.1363622006433955,0.029197457206221855
AP0136,1,2,-0.03038725783421148,0.009402838748151301,-0.021396396740604062,0.006878413751634921,-0.08837137963078046,0.03744435416402318
AP0136,1,3,-0.0224934816863763,0.007529803163837799,-0.016162218704380366,0.005274608782502299,-0.06121510157670415,0.02821645187396598
AP0140,1,0,0.048584468850639384,-0.0009568643516638109,0.030278700658109337,-0.0010608615181069425,0.0,-0.011671308071098702
AP0140,1,2,-0.02929079907418669,0.009229994830971797,-0.02064214856353208,0.006775986751570602,-0.19654529622249384,0.007188221607917475
AP0140,1,3,-0.023877419729198435,0.0078296044731192,-0.016965812738063912,0.005674760139778058,-0.005850402935642041,0.02936072670304371
AP0141,1,0,0.06279929629415526,0.0007281215674894981,0.0387399629473868,0.00019183545161011173,-0.011989100870315683,0.005164231632372479
AP0141,1,1,-0.03717932717190253,0.008800301305995004,-0.025254511926218304,0.0066592772320015065,-0.002794332280644185,0.007079267989215293
AP0141,1,2,-0.010947137652365102,0.003743727963433599,-0.00795441160206034,0.0025103463108398644,0.0028203008988757494,-0.0010629287842744
AP0141,1,3,-0.011800461783011806,0.0038152666838502033,-0.008382709589950688,0.002745723094113778,-0.04696132721652524,0.027972388242450054
AP0142,1,1,-0.0463776364481005,0.012261153117920795,-0.031872539430874924,0.009151134812474614,-0.016088097054790695,0.0045552871441282144
AP0142,1,2,-0.041804102337548665,0.012821931063018495,-0.029370875455611956,0.0093677171780822,-0.21463075170712959,0.011839970709585201
AP0142,1,3,-0.0003154235232700753,0.00018413846814650803,-0.00019664363761734416,0.00020128098204516554,0.0,-0.004674030323123579
AP0147,1,0,0.02229361568338506,-0.0015882416536851796,0.014252023352592236,-0.0012205116591947895,0.001979137060381886,-0.001495411081965048
AP0147,1,2,-0.025530059895724988,0.008201417683562001,-0.01827488381776954,0.005679455624492666,-0.06675057133606749,0.010780131000992121
AP0147,1,3,-0.0002047266270344128,0.00014261616572179558,-0.00012763216972477842,0.0001558931285839671,0.0,-0.004674030323123579
AP0153,1,0,0.034069965156674265,-0.0019689400669098966,0.021635855105268664,-0.001575396552780689,0.02689279752856155,-0.0023015519339139867
AP0153,1,2,-0.01357748081613952,0.004085210040622497,-0.009540382586160745,0.00294953083841884,-0.03374257449872514,0.002773696774166362
AP0153,1,3,-0.0006142138413161857,0.0003227516796574931,-0.0003829176808982371,0.00035279849828284693,0.0,-0.0014098533905033545
AP0154,1,0,0.018933887149651163,-0.001226974447822382,0.01202753943379764,-0.00101316352818967,0.0025986246614697617,0.0009807102740058693
AP0154,1,1,0.0010407096446083397,0.0007390838634338001,0.00016597827992986813,0.00013859124081977425,-0.005387867239142086,0.005875231896356893
AP0154,1,2,-0.017362290402197722,0.0051725271696169,-0.012012744473072101,0.004000013698201535,-0.038588742456330094,-0.004632153033054892
AP0154,1,3,-0.0018234928509782145,0.0007567751122033034,-0.0011705276941580411,0.0007811149795049349,0.047256645092203925,-0.0072284340706511435
AP0161,1,0,0.048982643437117,-0.0016440590408839106,0.030748417644413273,-0.0014876215219554456,0.03572883772992319,-0.005526251157721707
AP0161,1,1,-0.013067601534505813,0.0035791187508087963,-0.009121992048543914,0.002508857301203621,-0.013958729607330356,-0.0008813161604162151
AP0161,1,2,-0.002415500264705994,0.000423490147974305,-0.0013277125574942539,0.0007084862839098066,-0.007071059337578345,0.00041354311680387446
AP0161,1,3,-0.002410538750990787,0.0006388397647906011,-0.0015027956814954724,0.0006983130495267359,-0.009110265600050294,-0.0001747318073024029
AP0162,1,0,0.016173514751076423,-0.0020574084986823837,0.01057636778837856,-0.0015269870027818377,0.06417754426812139,-0.004976960642289863
AP0162,1,1,-0.02047189032641228,0.009842159737332296,-0.015661476969217603,0.006581246089883794,-0.006886216489610408,0.016263948094188824
AP0163,1,0,0.010618202102504082,0.001436342157992626,0.006198102826794116,0.0009513831920862637,-0.08966857486368363,0.004561143231382431
AP0163,1,1,-0.013877498616614803,0.0036815696615598997,-0.009605726672577752,0.0026467635633911357,-0.09001682573420472,0.005473585061554936
AP0166,1,0,0.0019386811884580801,0.0002800198669067888,0.0011284228511589944,0.00018834380864446443,-0.011678790531548744,0.0
AP0166,1,1,-0.018073320794708803,0.0043956745814926965,-0.012232460319976157,0.0034139555424007803,-0.02168433424799937,-0.013227522492792847
AP0166,1,3,-0.004265083559286675,0.0011788524531698985,-0.0028628034148913684,0.00101181528457997,-0.0515578055810334,0.00013162352267919591
AP0179,1,0,-0.024071879675554353,0.006066240524938399,-0.01655876693494296,0.0043582055572550515,-0.30602660319604347,0.02640845195027286
AP0179,1,1,-0.014897234836206419,0.004100406805540198,-0.010375222190909028,0.0029408871998806707,-0.013858982856726154,0.00021580775239012084
AP0179,1,2,-0.04132598910370677,0.0131964178586718,-0.029435288872722842,0.009333447891803438,-0.15445330093156764,0.016877232520288082
AP0179,1,3,-0.010359391443598043,0.0035009408210162976,-0.007508596160006875,0.0023724088337497007,-0.019027248910653827,0.015394363726445322
AP0183,1,0,0.018691530474368445,-0.00018304436493352116,0.011652810503824718,-0.00020008502244261983,0.0,0.0
AP0183,1,3,-0.014876052509531112,0.004788853545153501,-0.01062419549367856,0.0033561780225953575,-0.01959092443530472,0.0013532298249252991
AP0185,1,0,-0.031541492725035036,0.008039631068249203,-0.02173321719097765,0.0057657669404700684,-0.2261890142041667,0.021025064282266248
AP0185,1,1,-0.03430860696847099,0.0097100944390111,-0.02422152586565568,0.006517828320466712,-0.04835545998599666,0.04899344028956608
AP0185,1,2,-0.03876000508257649,0.011978903745173599,-0.027524097618289417,0.00838379737482603,-0.038840222523642776,0.01195403082655775
AP0185,1,3,-0.010798525997015529,0.003546991324160101,-0.00776292116659541,0.002446542077509044,-0.11924423856059652,0.017702360049333156
AP0188,1,0,-0.026861133891155298,0.007948263384675774,-0.018808417695794777,0.005674381835858805,-0.2700696587363105,0.01566763526219861
AP0188,1,1,-0.026555926239174743,0.0072979227783931955,-0.01862092745399785,0.004996510815398002,0.002302637054901968,0.005558472775150494
AP0196,1,0,-0.024519119057528904,0.0075306870055060066,-0.01727754419241756,0.0053045754659545585,-0.12110153639429688,0.020003358095587676
AP0196,1,1,-0.03228123063307159,0.008192168070081204,-0.022075014338075266,0.006148598761295324,0.028672677694819126,-0.01321758200703639
AP0196,1,2,-0.03876831338858877,0.011686575166082,-0.02741926330222011,0.008198893375672811,-0.0542383256747449,0.000420944460853348
AP0196,1,3,-0.03428297184771539,0.010752429209437003,-0.024224824217657204,0.0077559030686889935,-0.14324675175015256,0.024136183760397847
AP0200,1,0,0.015616103586229002,0.002826904664455815,0.008937272895533033,0.0019137879241443723,-0.11837537628556682,0.005863476659575789
AP0200,1,2,-0.04138977424761747,0.011920208663761797,-0.02896284576101904,0.008565288761363754,-0.06543147360144386,0.00984805367717359
AP0200,1,3,-0.03242633986995269,0.010418974743102091,-0.023215743713868087,0.007209794627618157,-0.13272492283272264,0.01768975200179901
AP0203,1,0,0.015922487405580554,0.0012357492316270036,0.009510729822791886,0.0007371319783120445,-0.03065318156795982,0.0019540494001452913
AP0203,1,1,-0.016225397222537685,0.0044651790799380975,-0.011353749422591208,0.003074189570145547,0.028463274067484445,0.00533393758029297
AP0203,1,2,-0.043108569172828015,0.012637995880513099,-0.030130756976806422,0.009231960790744322,-0.20254810207324603,0.015070795631433188
AP0203,1,3,-0.03503740673145911,0.010562118913744,-0.024645132024449595,0.007609101196938348,0.023488024242272476,0.014193108051459763
AP0231,1,0,0.04170647257933413,0.0007861368982259864,0.025547474527984004,0.00019243431411147816,0.024311653142427447,0.01585498166820723
AP0231,1,1,-0.01004024739233228,0.0026555176406928976,-0.006974592932461832,0.0018595090110187923,0.007911212129480871,0.0006154532399243184
AP0231,1,2,-0.02518954392752437,0.007305378489391598,-0.017708341999663646,0.005141204359670873,0.0,-0.004632908813527806
AP0231,1,3,-0.03256737331361398,0.010833086902785408,-0.023451477330433623,0.007481564118827708,-0.15871304755979887,0.03817547149171513
AP0237,1,0,0.00550325847340094,9.960755619189965e-05,0.003346361113740315,-1.610572334292959e-05,-0.047723101654309374,0.02729123575380188
AP0237,1,3,-0.010890970698668345,0.003646538729102297,-0.00785043988684117,0.002518781124942096,-0.08920097519314063,0.00384990061842945
AP0242,1,0,0.01414714437286868,-9.289152698649383e-05,0.008714001216745926,-0.00025766322990236623,0.00430801882004328,0.01877816059963952
AP0242,1,2,-0.012841293639321405,0.003893814131915002,-0.009094930660485112,0.002723786089565333,-0.053465877283396246,0.0025726200570664187
AP0242,1,3,-0.03265504983128331,0.010093937018999091,-0.02320626346985588,0.007040599161970584,-0.11372068181100725,0.010627621174491814
AP0250,1,0,0.007372630578708073,0.0012346319857467203,0.004226759680306946,0.0008042191568910784,-0.04707088935910919,0.0038062534780060053
AP0250,1,1,0.0003597971747330009,7.202005505270448e-05,0.00017475085942753044,7.32458837884864e-06,0.0,0.0
AP0272,1,0,0.036230170419006,-0.0008333037313749958,0.0226820763056772,-0.0007706317708170429,-0.03487009024393761,5.658193241497855e-06
AP0278,1,0,0.029303330069291977,-0.0018047660185218917,0.018592491154432844,-0.0014977685294444432,0.0,-0.01732983198120508
AP0278,1,3,-0.014960105272250668,0.0039314632085043,-0.010249935723143783,0.0029982805512604217,0.0,0.0030752650367711666
AP0286,1,1,-0.00796622068997202,0.0019047991052201022,-0.005154955960951418,0.00180737257495113,-0.11346833467520846,0.015374122877544534
AP0286,1,2,-0.020988247401967808,0.006089250856698501,-0.014869924258484712,0.004119310283765526,0.08656633211981724,-0.026446167645813305
AP0291,1,0,0.047852364100474665,-0.0034628974894120035,0.030568842499757665,-0.0027035945480472223,0.3470865615960468,-0.00308402555170334
AP0291,1,2,-0.0013408958782911706,0.0002607613917088025,-0.0008359511061181157,0.0002850371762669335,-0.014170388677690993,0.0029360931383067834
AP0291,1,3,-0.010828851022624486,0.0035370299352375095,-0.007778718418807978,0.0024394572517635396,-0.10159582298200753,0.016541799165920662
AP0295,1,1,-0.04120250408312143,0.0106157012467189,-0.028420792489409152,0.007628385590153983,-0.07042945188297489,0.002851144551850121
AP0295,1,3,-0.00019517980194289075,6.539417489440091e-05,-0.00012168041826929321,7.148209646400117e-05,0.0,-0.0029238920020247805
AP0016,2,0,0.031605336667262174,0.0,0.04398176894084682,2.257652216566819e-05,0.10845913406116803,0.005383640992738539
AP0022,2,0,0.005721042828205736,0.0,0.0075497585640706966,-0.0017927366254290034,0.08698135157715847,-0.0197983012479844
AP0022,2,1,0.004092964735924076,0.0,0.0050909327402342,-0.0026523162558344977,0.028810339441068644,-0.02233236925333232
AP0022,2,3,0.008622060917975904,0.0,0.011380055566866332,-0.0034216478526183647,0.042737521008790774,-0.02335561826829248
AP0024,2,1,0.0009230879919349677,0.0,0.0012844135638418464,-1.3877787807814457e-17,0.0,0.0
AP0038,2,0,0.023049149931666735,0.0,0.03182853570081212,-0.0010462467200006986,0.03997529670103295,-0.011060912377391874
AP0048,2,0,0.0048768828357499405,0.0,0.006908970989043972,0.0005285596764532108,-0.017956997491455073,-0.0026391314117957254
AP0055,2,2,0.006124978040115858,0.0,0.007884411589172635,-0.0029881205846852416,0.07998340198906245,0.00028854125383886986
AP0055,2,3,0.02054301721639229,0.0,0.0270901124506972,-0.007280359845594553,0.11862809525444451,-0.0013090381834191464
AP0056,2,1,0.024848759436972068,0.0,0.03277058209448175,-0.00809004498940532,0.020351328454017048,-0.02584752105759007
AP0056,2,2,0.006128570628422314,0.0,0.007890479507563497,-0.0030066493589987753,0.011049048383677595,0.011625815052907662
AP0057,2,0,0.020495850099713664,0.0,0.02830651469126866,-0.0009037099968865203,0.008632207979194506,-0.009046237210289854
