id,fase,regla,agg_registrada,rho_dev,p_dev,n_dev,rho_lockbox,p_lockbox,n_lockbox
R05_sn_net_l10,Reducción,mean,sum,0.03729476883839301,0.5220173254316577,297,0.024193548387096777,0.8507101208477265,63
R05_sn_net_l10,Reducción,twmean,sum,0.029724965966576714,0.60989500030391,297,0.10498271889400922,0.41286943529781633,63
R05_sn_net_l10,Reducción,last,sum,0.13677222066483813,0.01836168362389176,297,-0.11799155145929338,0.35705166213105305,63
R05_sn_net_l10,Reducción,first,sum,0.021954077323204844,0.70632248984705,297,0.1391609062980031,0.27670995772967305,63
R05_sn_net_l10,Reducción,min,sum,0.1355235650537664,0.019464601768447394,297,-0.07013248847926268,0.5849383926412547,63
R05_sn_net_l10,Reducción,max,sum,0.022044772044772048,0.7051656717591115,297,0.1391609062980031,0.27670995772967305,63
R05_sn_net_l10,Reducción,median,sum,0.10864769589601805,0.06147770228859182,297,-0.3651593701996928,0.0032539442109316852,63
R05_sn_net_l10,Reducción,coherente,sum,0.05716149340310415,0.3262219555747283,297,0.046610983102918585,0.7167901678063662,63
R06_frac_sn,Reducción,sum,survival,-0.057401603001446456,0.3283325904816918,292,0.24375960061443935,0.054205946125339625,63
R06_frac_sn,Reducción,mean,survival,-0.0623415157516654,0.28834645217712984,292,0.09831029185867897,0.44335052346653475,63
R06_frac_sn,Reducción,twmean,survival,-0.051223458632990375,0.383140139801757,292,0.06019585253456222,0.6393216762214087,63
R06_frac_sn,Reducción,last,survival,-0.07958084245057075,0.17503650669148912,292,0.30059523809523814,0.016676175177880448,63
R06_frac_sn,Reducción,first,survival,-0.00011471355591297773,0.9984426754234123,292,0.09355798771121351,0.4658028547710615,63
R06_frac_sn,Reducción,min,survival,-0.032365128428573704,0.5817518073864515,292,-0.023473502304147468,0.8551045790729496,63
R06_frac_sn,Reducción,max,survival,0.0025183963430475153,0.9658212203350995,292,0.06864439324116743,0.5929481626774431,63
R06_frac_sn,Reducción,median,survival,-0.04219145306890092,0.4726368704035625,292,0.08150921658986175,0.5253879490339936,63
R06_frac_sn,Reducción,coherente,survival,-0.03181084023823789,0.5882392574332078,292,0.3080837173579109,0.014032046840071321,63
R07_kapp_sn,Reducción,sum,kapp,-0.052352012557404085,0.3777332444792889,286,0.42434715821812596,0.0005281556440950871,63
R07_kapp_sn,Reducción,mean,kapp,-0.10869977262788559,0.06640616359528406,286,0.36367127496159757,0.0033919880910887952,63
R07_kapp_sn,Reducción,twmean,kapp,-0.11303536001867195,0.056216535211239906,286,0.3509024577572965,0.00480699613579811,63
R07_kapp_sn,Reducción,last,kapp,-0.08754095711733709,0.1397279472514123,286,0.4132584485407066,0.0007618877106172699,63
R07_kapp_sn,Reducción,first,kapp,-0.02793227311840919,0.6380688007084172,286,0.09130184331797236,0.4766737444058345,63
R07_kapp_sn,Reducción,min,kapp,-0.060063941193594594,0.31142375627673397,286,0.043730798771121356,0.7336196135756647,63
R07_kapp_sn,Reducción,max,kapp,-0.03323941783505326,0.5756005344236994,286,0.1382968509984639,0.2797326455200637,63
R07_kapp_sn,Reducción,median,kapp,-0.06390297763853606,0.28145088662138606,286,0.33381336405529954,0.007502670638995552,63
R07_kapp_sn,Reducción,coherente,kapp,-0.11052080140655238,0.06195564442028204,286,0.3509024577572965,0.00480699613579811,63
R08_feo_ret_frac,Reducción,sum,product,0.26767558500549515,4.410649748506774e-06,286,-0.07094854070660522,0.5805668675872159,63
R08_feo_ret_frac,Reducción,mean,product,0.3271175551021507,1.475130285372929e-08,286,-0.05813172043010753,0.6508730834399286,63
R08_feo_ret_frac,Reducción,twmean,product,0.3386187624955276,4.203459822256988e-09,286,0.048387096774193554,0.706477877686891,63
R08_feo_ret_frac,Reducción,last,product,0.1490381440174913,0.011618151921102979,286,-0.1653705837173579,0.19523655727329098,63
R08_feo_ret_frac,Reducción,first,product,0.15387924014368173,0.009147833130707944,286,0.11415130568356374,0.37302519330504813,63
R08_feo_ret_frac,Reducción,min,product,0.13974344012854922,0.018052485410708776,286,0.1935003840245776,0.12863486079169206,63
R08_feo_ret_frac,Reducción,max,product,0.16261359314043333,0.005844657704563831,286,-0.14866551459293395,0.2448936119116081,63
R08_feo_ret_frac,Reducción,median,product,0.27225277931311304,2.9739669320583213e-06,286,-0.16546658986175114,0.19497373126948778,63
R08_feo_ret_frac,Reducción,coherente,product,0.3116152140542384,7.391037542132601e-08,286,-0.061011904761904774,0.6347780690262769,63
R09_selectividad,Reducción,sum,ratio,-0.04043251512047925,0.4973575595436537,284,0.03350614439324117,0.7943281979647052,63
R09_selectividad,Reducción,mean,ratio,0.011823442047112507,0.8427474902494474,284,0.004704301075268817,0.9708105595233304,63
R09_selectividad,Reducción,twmean,ratio,0.005261324315616592,0.9296581253695272,284,0.04238671274961598,0.7415168449309096,63
R09_selectividad,Reducción,last,ratio,0.06232283041750596,0.2952524070795199,284,-0.020977342549923193,0.8703718329308892,63
R09_selectividad,Reducción,first,ratio,-0.004741111725214594,0.9365977872435197,284,0.09086981566820276,0.47877074908374245,63
R09_selectividad,Reducción,min,ratio,0.02066076952696278,0.7288295684402314,284,0.16868279569892475,0.1863147826540654,63
R09_selectividad,Reducción,max,ratio,-0.009019113752629222,0.8797189207886426,284,0.038834485407066056,0.7625143139744234,63
R09_selectividad,Reducción,median,ratio,0.01930077769948686,0.7460454381567162,284,-0.2287826420890937,0.07130259164905385,63
R09_selectividad,Reducción,coherente,ratio,0.019421793921423274,0.7445082503050277,284,-0.026881720430107527,0.8343450964609209,63
R10_log_selectividad,Reducción,sum,ratio_log,0.002960968339327391,0.9603780625846147,284,0.04411482334869432,0.7313682600704006,63
R10_log_selectividad,Reducción,mean,ratio_log,0.021719006619220625,0.7155265239586129,284,-0.012288786482334871,0.9238465471006675,63
R10_log_selectividad,Reducción,twmean,ratio_log,0.026042062305018508,0.6621061268366922,284,-0.00576036866359447,0.9642617111726111,63
R10_log_selectividad,Reducción,last,ratio_log,0.06232283041750596,0.2952524070795199,284,-0.020977342549923193,0.8703718329308892,63
R10_log_selectividad,Reducción,first,ratio_log,-0.004741111725214594,0.9365977872435197,284,0.09086981566820276,0.47877074908374245,63
R10_log_selectividad,Reducción,min,ratio_log,0.02066076952696278,0.7288295684402314,284,0.16868279569892475,0.1863147826540654,63
R10_log_selectividad,Reducción,max,ratio_log,-0.009019113752629222,0.8797189207886426,284,0.038834485407066056,0.7625143139744234,63
R10_log_selectividad,Reducción,median,ratio_log,0.006606647510130524,0.9117373758086915,284,-0.2733294930875576,0.030196761069050983,63
R10_log_selectividad,Reducción,coherente,ratio_log,0.019421793921423274,0.7445082503050277,284,-0.026881720430107527,0.8343450964609209,63
R11_util_carbon,Reducción,sum,ratio,-0.02621352285781816,0.6527623720762532,297,0.2112615207373272,0.09649764981817532,63
R11_util_carbon,Reducción,mean,ratio,-0.05344255176469942,0.35873171452949143,297,0.23449500768049153,0.06433372109683734,63
R11_util_carbon,Reducción,twmean,ratio,-0.025362916302513618,0.6633276875914665,297,0.20962941628264212,0.0991598156088328,63
R11_util_carbon,Reducción,last,ratio,-0.13152750065501745,0.023390067992965072,297,0.4068260368663595,0.0009370022036283913,63
R11_util_carbon,Reducción,first,ratio,0.038128427390172366,0.5127507201086299,297,0.1419930875576037,0.2669549147664195,63
R11_util_carbon,Reducción,min,ratio,0.0017740437203524451,0.9757126237933966,297,0.22019009216589866,0.0829075954135094,63
R11_util_carbon,Reducción,max,ratio,0.000766782645977277,0.989501123429012,297,0.2159178187403994,0.08920845363879563,63
R11_util_carbon,Reducción,median,ratio,-0.06955323230491016,0.2320667902534869,297,0.21250960061443935,0.09449975838936545,63
R11_util_carbon,Reducción,coherente,ratio,0.0118118423487551,0.839361493493122,297,0.16306643625192013,0.20162055379862165,63
R12_d_avance,Reducción,sum,sum,0.03147385960341898,0.588387861302268,298,0.03129800307219662,0.8076140418414667,63
R12_d_avance,Reducción,mean,sum,-0.011168904369954852,0.8477415316350264,298,-0.04185867895545315,0.7446266586169276,63
R12_d_avance,Reducción,twmean,sum,-0.0035934302056274624,0.9507446273874017,298,0.04718701996927803,0.7134400152779992,63
R12_d_avance,Reducción,last,sum,-0.07372619599056716,0.20440883801505197,298,0.29982718894009214,0.016970044018256632,63
R12_d_avance,Reducción,first,sum,0.017488752533981595,0.763676173469889,298,0.07776497695852536,0.5446484636058265,63
R12_d_avance,Reducción,min,sum,-0.07172599148087913,0.21699076711096163,298,-0.022129416282642093,0.8633192040815753,63
R12_d_avance,Reducción,max,sum,0.01918332615735592,0.7415555142405348,298,0.07819700460829493,0.5424087607099377,63
R12_d_avance,Reducción,median,sum,0.014592060988325942,0.8019279787824001,298,-0.07094854070660522,0.5805668675872159,63
R12_d_avance,Reducción,coherente,sum,0.03147385960341898,0.588387861302268,298,0.03129800307219662,0.8076140418414667,63
R13_sn_residual,Reducción,sum,last,-0.08236493008013288,0.15541210731502625,299,0.06331605222734255,0.6220217280340326,63
R13_sn_residual,Reducción,mean,last,-0.07176180108190613,0.2159847535808573,299,0.0790610599078341,0.5379428324473251,63
R13_sn_residual,Reducción,twmean,last,-0.056949563421696485,0.32638470916502726,299,0.02740975422427035,0.8311385148450876,63
R13_sn_residual,Reducción,last,last,-0.10478462885232655,0.07040596185552662,299,0.23223886328725038,0.06701758620830242,63
R13_sn_residual,Reducción,first,last,-0.04919261071580884,0.3966774540001568,299,0.019585253456221197,0.8789071418487836,63
R13_sn_residual,Reducción,min,last,-0.05536935197863122,0.34000902675770556,299,0.08376536098310292,0.5139486708202454,63
R13_sn_residual,Reducción,max,last,-0.11180130636798274,0.05346002377563154,299,0.22038210445468512,0.08263289201577585,63
R13_sn_residual,Reducción,median,last,-0.03063590042872214,0.5977428429810128,299,-0.054723502304147464,0.6701254405695269,63
R13_sn_residual,Reducción,coherente,last,-0.10478462885232655,0.07040596185552662,299,0.23223886328725038,0.06701758620830242,63
R14_log_sn_feo_next,Reducción,sum,last,0.10161657426320397,0.07937936636300924,299,0.27697772657450076,0.027976957733476058,63
R14_log_sn_feo_next,Reducción,mean,last,0.05534600794594958,0.3402129758931878,299,0.23934331797235028,0.05885878406540528,63
R14_log_sn_feo_next,Reducción,twmean,last,0.05607820250948351,0.33385318681347137,299,0.1781874039938556,0.1623513686656964,63
R14_log_sn_feo_next,Reducción,last,last,0.04892819465331867,0.3992235270527693,299,0.3169162826420891,0.011384380182147396,63
R14_log_sn_feo_next,Reducción,first,last,0.00081120513568719,0.9888552749261564,299,0.16585061443932414,0.19392495785818079,63
R14_log_sn_feo_next,Reducción,min,last,0.00965859352203093,0.8679074773907881,299,0.1939804147465438,0.1276711519575211,63
R14_log_sn_feo_next,Reducción,max,last,0.039546138133824155,0.4957329863106271,299,0.3099078341013825,0.013445562469674512,63
R14_log_sn_feo_next,Reducción,median,last,0.12624946690309982,0.029061316026394744,299,0.11275921658986175,0.37892051892910594,63
R14_log_sn_feo_next,Reducción,coherente,last,0.04892819465331867,0.3992235270527693,299,0.3169162826420891,0.011384380182147396,63
R15_d_log_sn_feo,Reducción,sum,sum,0.07412977386715348,0.20193554688158397,298,0.32642089093702,0.009029266872291752,63
R15_d_log_sn_feo,Reducción,mean,sum,-0.014189843486604502,0.8072792430854288,298,0.2304147465437788,0.06925260261915332,63
R15_d_log_sn_feo,Reducción,twmean,sum,-0.01024203562867117,0.8602416996175423,298,0.30693164362519204,0.0144136921005174,63
R15_d_log_sn_feo,Reducción,last,sum,-0.04738571093983992,0.4150584158767823,298,0.31538018433179726,0.011811086480168454,63
R15_d_log_sn_feo,Reducción,first,sum,0.005404089150806396,0.9259848723324757,298,0.1841877880184332,0.14843940511190118,63
R15_d_log_sn_feo,Reducción,min,sum,-0.009343734759550342,0.8723899588309207,298,0.12034370199692782,0.3474786807717519,63
R15_d_log_sn_feo,Reducción,max,sum,0.00836789252313034,0.8856207799726037,298,0.16757872503840246,0.1892554468021021,63
R15_d_log_sn_feo,Reducción,median,sum,0.003212978701744386,0.9559539139821489,298,0.08846966205837176,0.4905097201467505,63
R15_d_log_sn_feo,Reducción,coherente,sum,0.07412977386715348,0.20193554688158397,298,0.32642089093702,0.009029266872291752,63
R16_feo_por_sn_disp,Reducción,sum,ratio,0.19643912084202408,0.0008025854328017128,288,-0.22686251920122888,0.07377612655204381,63
R16_feo_por_sn_disp,Reducción,mean,ratio,0.14641078813160846,0.012872210864659511,288,-0.11592741935483872,0.36558451333285985,63
R16_feo_por_sn_disp,Reducción,twmean,ratio,0.13534596047888311,0.02159086222414767,288,-0.03849846390168971,0.7645096823596905,63
R16_feo_por_sn_disp,Reducción,last,ratio,0.19327831563041287,0.0009775177724616877,288,-0.1816436251920123,0.154225512779259,63
R16_feo_por_sn_disp,Reducción,first,ratio,0.052775199032267156,0.37220439029333924,288,0.13124039938556067,0.30523510423162603,63
R16_feo_por_sn_disp,Reducción,min,ratio,0.1692814141438498,0.003962534808624956,288,-0.1592741935483871,0.21244825101343642,63
R16_feo_por_sn_disp,Reducción,max,ratio,0.024338501541219075,0.6808505797577381,288,-0.017473118279569894,0.8918832005183375,63
R16_feo_por_sn_disp,Reducción,median,ratio,0.10631950054053187,0.07161396366390405,288,-0.1644585253456221,0.1977460470117574,63
R16_feo_por_sn_disp,Reducción,coherente,ratio,0.09151867346651718,0.1212321278808444,288,0.04478686635944701,0.7274338245202169,63
R17_dT,Reducción,sum,sum,-0.0413746043859846,0.4760052105077206,299,-0.21471774193548387,0.09104437949927781,63
R17_dT,Reducción,mean,sum,-0.0413746043859846,0.4760052105077206,299,-0.21471774193548387,0.09104437949927781,63
R17_dT,Reducción,twmean,sum,-0.021626450584723126,0.7095701341724446,299,-0.2524961597542243,0.04588267934809689,63
R17_dT,Reducción,last,sum,0.015557002087495228,0.7887800253842228,299,-0.13311251920122888,0.29832710151030034,63
R17_dT,Reducción,first,sum,0.08699378240667999,0.13340500857123308,299,-0.09845430107526883,0.4426797032932451,63
R17_dT,Reducción,min,sum,0.004093735269690916,0.9438027912565926,299,-0.1991167434715822,0.1176994439267821,63
R17_dT,Reducción,max,sum,-0.08616731386500864,0.13714766835810066,299,-0.15567396313364057,0.2231007357980075,63
R17_dT,Reducción,median,sum,-0.039881484141770104,0.4920826434291291,299,-0.21673387096774197,0.0879767236750955,63
R17_dT,Reducción,coherente,sum,-0.0413746043859846,0.4760052105077206,299,-0.21471774193548387,0.09104437949927781,63
R18_T_ventana,Reducción,sum,twmean,-0.06946914771834527,0.2310534245134314,299,-0.24822388632872508,0.04981123850262149,63
R18_T_ventana,Reducción,mean,twmean,-0.06946914771834527,0.2310534245134314,299,-0.24822388632872508,0.04981123850262149,63
R18_T_ventana,Reducción,twmean,twmean,-0.0775964624812013,0.18084216480839888,299,-0.221150153609831,0.08154126547369407,63
R18_T_ventana,Reducción,last,twmean,-0.04421359789903706,0.4462421783543133,299,-0.2954109062980031,0.018747193171771478,63
R18_T_ventana,Reducción,first,twmean,-0.09982312406006599,0.08485605602995634,299,-0.11794354838709677,0.35724870020249405,63
R18_T_ventana,Reducción,min,twmean,-0.07075396736324661,0.22251977571054268,299,-0.24097542242703537,0.05710296017094938,63
R18_T_ventana,Reducción,max,twmean,-0.07029830980224912,0.22552014146990107,299,-0.2498079877112135,0.04832366748081416,63
R18_T_ventana,Reducción,median,twmean,-0.06831137348207672,0.2389391722532428,299,-0.25336021505376344,0.04511993181434264,63
R18_T_ventana,Reducción,coherente,twmean,-0.0775964624812013,0.18084216480839888,299,-0.221150153609831,0.08154126547369407,63
R19_T_gas_bhf,Reducción,sum,twmean,0.10208614845906937,0.07799367785665573,299,-0.017569124423963134,0.8912927404633751,63
R19_T_gas_bhf,Reducción,mean,twmean,0.10103207559875198,0.08113194364514197,299,-0.017569124423963134,0.8912927404633751,63
R19_T_gas_bhf,Reducción,twmean,twmean,0.11114542883436959,0.05488492426794639,299,-0.002112135176651306,0.9868922598971888,63
R19_T_gas_bhf,Reducción,last,twmean,0.062395007968395776,0.2821779866435597,299,0.0024001536098310293,0.9851050311384448,63
R19_T_gas_bhf,Reducción,first,twmean,0.10604026845637585,0.06708663926671506,299,0.08414938556067589,0.5120142241403532,63
R19_T_gas_bhf,Reducción,min,twmean,0.07831204686763485,0.1768413022479218,299,0.04829109062980031,0.7070339771728321,63
R19_T_gas_bhf,Reducción,max,twmean,0.09810958227649211,0.09036888697793473,299,-0.01857718894009217,0.8850965187994904,63
R19_T_gas_bhf,Reducción,median,twmean,0.1031824201476959,0.07483484247648756,299,-0.025153609831029187,0.8448578920485973,63
R19_T_gas_bhf,Reducción,coherente,twmean,0.11114542883436959,0.05488492426794639,299,-0.002112135176651306,0.9868922598971888,63
R20_fe_metalizado_por_sn,Reducción,sum,sum,0.21610172742545852,0.00017475491068957936,297,-0.05318740399385561,0.6788730705779166,63
R20_fe_metalizado_por_sn,Reducción,mean,sum,0.22925154745023707,6.679523363737285e-05,297,-0.03206605222734255,0.8029865316475245,63
R20_fe_metalizado_por_sn,Reducción,twmean,sum,0.2214288977921917,0.00011917540146950773,297,0.049251152073732714,0.7014798876674087,63
R20_fe_metalizado_por_sn,Reducción,last,sum,0.12933936005162455,0.02581622665631146,297,-0.19307107037901464,0.12950141077062646,63
R20_fe_metalizado_por_sn,Reducción,first,sum,0.17640506141826376,0.0022788805953905572,297,0.07515782958187903,0.5582586641970405,63
R20_fe_metalizado_por_sn,Reducción,min,sum,0.14165234579290478,0.014556454356368669,297,0.16052227342549924,0.20884042118018023,63
R20_fe_metalizado_por_sn,Reducción,max,sum,0.13852298525175466,0.016907085267260685,297,-0.18352133692935593,0.14993922206914298,63
R20_fe_metalizado_por_sn,Reducción,median,sum,0.20624707416459934,0.00034629609657984797,297,-0.2137576804915515,0.0925343425531931,63
R20_fe_metalizado_por_sn,Reducción,coherente,sum,0.21610172742545852,0.00017475491068957936,297,-0.05318740399385561,0.6788730705779166,63
F01_sn_ext,Fusión,sum,sum,0.0632000687442765,0.27681384732913494,298,0.18663594470046085,0.14302578212438646,63
F01_sn_ext,Fusión,mean,sum,0.034131125172852626,0.5572780151401581,298,0.19110023041474652,0.1335362728217479,63
F01_sn_ext,Fusión,twmean,sum,0.023318865746645146,0.688487301018248,298,0.27160138248847926,0.03129867563804404,63
F01_sn_ext,Fusión,last,sum,0.03639887007263721,0.5313748899834051,298,0.3161962365591398,0.011582707904140876,63
F01_sn_ext,Fusión,first,sum,0.09063384172809326,0.11847139898713238,298,0.007248463901689709,0.9550378769146396,63
F01_sn_ext,Fusión,min,sum,0.030946487614126945,0.5946557115040625,298,0.3322292626728111,0.007809306898134835,63
F01_sn_ext,Fusión,max,sum,0.02753421399467504,0.6359232845797061,298,0.03691436251920123,0.7739367666692365,63
F01_sn_ext,Fusión,median,sum,0.045238132486454634,0.43654095083867617,298,0.13786482334869432,0.2812521651681152,63
F01_sn_ext,Fusión,coherente,sum,0.0632000687442765,0.27681384732913494,298,0.18663594470046085,0.14302578212438646,63
F02_frac_sn_ext,Fusión,sum,ratio,0.05198874557449707,0.3711624671229186,298,0.20286098310291859,0.11081420356872879,63
F02_frac_sn_ext,Fusión,mean,ratio,0.025296270982505906,0.6636236273708177,298,0.20511712749615976,0.1068177297533962,63
F02_frac_sn_ext,Fusión,twmean,ratio,0.00834502599069743,0.8859312081997464,298,0.23492703533026116,0.06382979678391962,63
F02_frac_sn_ext,Fusión,last,ratio,0.03704814261076839,0.5240720917440318,298,0.1870199692780338,0.14219016858706426,63
F02_frac_sn_ext,Fusión,first,ratio,0.09208880094337946,0.11265071763348006,298,0.022321428571428572,0.8621447825513914,63
F02_frac_sn_ext,Fusión,min,ratio,0.023150497848344068,0.6906203666805053,298,0.23238287250384027,0.06684363285659996,63
F02_frac_sn_ext,Fusión,max,ratio,0.023579471091141425,0.6851905323033317,298,0.11813556067588328,0.3564609485171762,63
F02_frac_sn_ext,Fusión,median,ratio,0.03980608686308713,0.493632340447052,298,0.0867415514592934,0.4990542711349401,63
F02_frac_sn_ext,Fusión,coherente,ratio,0.014256331691655516,0.8063940305739776,298,0.22849462365591397,0.07166933829233917,63
F03_feo_formado,Fusión,sum,sum,0.058068281295593806,0.31777323161053495,298,0.1261520737327189,0.32452925234837954,63
F03_feo_formado,Fusión,mean,sum,0.06384670026339125,0.27191897287337563,298,0.16033026113671275,0.20939263569228675,63
F03_feo_formado,Fusión,twmean,sum,-0.015528905811952208,0.7895000026844545,298,0.013968894009216592,0.9134724391988286,63
F03_feo_formado,Fusión,last,sum,-0.051314927007952975,0.37740284656021467,298,-0.10546274961597543,0.41072430213970773,63
F03_feo_formado,Fusión,first,sum,0.2538221432297884,9.160515635374309e-06,298,0.3688556067588326,0.0029324176488376916,63
F03_feo_formado,Fusión,min,sum,0.030223221644289634,0.603300769356919,298,0.08870967741935484,0.4893290740038999,63
F03_feo_formado,Fusión,max,sum,-0.05865324248749985,0.31291438753601136,298,-0.025633640552995395,0.8419348850528477,63
F03_feo_formado,Fusión,median,sum,0.08958136504095067,0.12282624051888782,298,0.21212557603686635,0.09511102026212694,63
F03_feo_formado,Fusión,coherente,sum,0.058068281295593806,0.31777323161053495,298,0.1261520737327189,0.32452925234837954,63
F04_feo_ret_por_fe,Fusión,sum,ratio,0.09411141334106024,0.10493455930293309,298,0.24284754224270355,0.05514149561827174,63
F04_feo_ret_por_fe,Fusión,mean,ratio,0.12903495687271582,0.025917417532960087,298,0.31009984639016897,0.01338507407492347,63
F04_feo_ret_por_fe,Fusión,twmean,ratio,0.1023806786864855,0.07763501007116755,298,0.22398233486943164,0.07761418421579792,63
F04_feo_ret_por_fe,Fusión,last,ratio,-0.023555570973137357,0.6854926318433655,298,-0.043922811059907835,0.7324936562193021,63
F04_feo_ret_por_fe,Fusión,first,ratio,0.23723327866893668,3.5144227226706005e-05,298,0.4495487711213518,0.0002189143899850344,63
F04_feo_ret_por_fe,Fusión,min,ratio,0.03466665941133405,0.5511061238754539,298,-0.004416282642089094,0.9725969603882305,63
F04_feo_ret_por_fe,Fusión,max,ratio,0.07113332149807201,0.22082314579015122,298,0.24793586789554528,0.05008568729265945,63
F04_feo_ret_por_fe,Fusión,median,ratio,0.16112302572763618,0.005304052333804877,298,0.40898617511520735,0.0008745115839988301,63
F04_feo_ret_por_fe,Fusión,coherente,ratio,0.10875312801195497,0.06078654490777417,298,0.2460637480798771,0.051899878451963116,63
F05_ley_feo_next,Fusión,sum,last,0.2902380179882368,3.4070506989390054e-07,298,0.3185483870967742,0.010945688942393256,63
F05_ley_feo_next,Fusión,mean,last,0.303400098264411,9.196293356970664e-08,298,0.3624231950844854,0.003511749566509969,63
F05_ley_feo_next,Fusión,twmean,last,0.28491577805846846,5.680085086940652e-07,298,0.34975038402457764,0.004957230344607172,63
F05_ley_feo_next,Fusión,last,last,0.12069044481547726,0.037314954208583946,298,0.18284370199692782,0.15147573459643587,63
F05_ley_feo_next,Fusión,first,last,0.361109467324816,1.3132435752640768e-10,298,0.42574435660175763,0.0005038758838650563,63
F05_ley_feo_next,Fusión,min,last,0.3200315879043629,1.5980708516479784e-08,298,0.4023665798890442,0.0010789324001444127,63
