kpi,modelo,n_dev,r2_oof_mean,r2_oof_sd,r2_oof_min,r2_oof_max,rho_oof_mean,rho_oof_sd,rho_oof_min,rho_oof_max,mae_oof_mean,r2_lockbox,rho_lockbox,p_lockbox,mae_lockbox,n_lockbox
f_polvo,Ridge,299,0.08590200575257738,0.01420778549769904,0.06431925407605343,0.09886045505270502,0.31399780027384344,0.021962795141888293,0.2860999753091962,0.34006913425063406,0.0244243373075761,-0.022498149777385956,0.0935099846390169,0.4660327429365009,0.023478516382759083,63
f_polvo,Lasso,299,0.05159164899836037,0.026923670853834035,0.015609281459132651,0.08538407674223203,0.258739947033089,0.06527623250651521,0.1627307333473038,0.32783775897286255,0.024719828287901018,0.04650132639286031,0.18053955453149004,0.15678781931534205,0.023613200794661747,63
f_polvo,ElasticNet,299,0.05244442164769984,0.027036866278989578,0.016044121194157768,0.08387732097885026,0.25919149572517114,0.06483274574314876,0.1639249765495834,0.32688469394626385,0.024708887992569206,0.041486520283604555,0.1555299539170507,0.2235344486717997,0.023546357670108143,63
f_polvo,HGB,299,-0.0469832254810717,0.04762244436405393,-0.1142528015169928,0.0032527894590831385,0.21822082557069425,0.04242582368141532,0.1634028416870553,0.26620412560885276,0.026098452801921485,-0.1929475240857501,-0.01737711213517665,0.8924737190342777,0.026757684104953338,63
f_polvo,OLS_ganadores,299,0.05821376655122075,0.015122153766892119,0.041563441837144,0.07135812812246645,0.2825622769410339,0.028704132764278578,0.2509187223631344,0.31689120333999243,0.024927357055793783,0.013625501884024782,0.13565668202764977,0.28910379491115934,0.02380599033002741,63
recuperacion_real_pct,Ridge,299,0.13288078763232905,0.024174736482616074,0.09296772686454935,0.15326785141865584,0.4031335772485466,0.013105161511667416,0.38293640995712774,0.41754842764472183,3.7437625656725055,-0.11316494363340968,0.4995679723502304,3.070027094145704e-05,3.6426567534252303,63
recuperacion_real_pct,Lasso,299,0.11911665478226963,0.0156734496525575,0.10188920653495737,0.1378151845365707,0.35098202060559813,0.009312511741859686,0.3407555385962156,0.35954658705752957,3.7463324586724496,-0.2772827323407987,0.4829589093701998,6.09823673312796e-05,4.08570884478167,63
recuperacion_real_pct,ElasticNet,299,0.11998568531461162,0.019681082208200234,0.09766994153214781,0.14291167481292022,0.36080716482233843,0.020083703997359332,0.3388987901506139,0.3912347646517474,3.75321192888741,-0.19159356057581545,0.5163690476190477,1.4773428795996728e-05,3.873480061882122,63
recuperacion_real_pct,HGB,299,0.10795696985996983,0.022348458612181595,0.08323720952353153,0.14177761627695085,0.39508293865457567,0.022593191660229883,0.3726403447734058,0.4246845188660187,3.8049984414901976,-0.07508213179167167,0.36501536098310294,0.003267081656692497,3.3847274412990433,63
recuperacion_real_pct,OLS_ganadores,299,0.05691285035849998,0.005454348754043747,0.047311586424632734,0.06095629083587728,0.27217624744674646,0.004620927634201914,0.2664748266032188,0.2793692621938902,3.8538807814534115,0.12305472831168396,0.4906874039938557,4.450671349637636e-05,3.074428016478539,63
kpi_dos_batches,Ridge,299,0.06917255525666188,0.059306807637633414,-0.026932706029555886,0.13089051150864128,0.34272299162757286,0.03601260660891812,0.303825278893852,0.4002522951224439,2.640687718794124,0.025798852948403228,0.4006698395910453,0.0012508585349955653,2.2410674951677607,62
kpi_dos_batches,Lasso,299,0.08872172482056943,0.014540471962098874,0.06448526110446406,0.10288103639676571,0.3076192229130659,0.03274542123960616,0.2572512401517362,0.3478934255123342,2.675078843296991,-0.11734783484561029,0.3698975095061822,0.003086098145449255,2.4118196722579888,62
kpi_dos_batches,ElasticNet,299,0.0854867380554997,0.014011469815542354,0.06372765523705737,0.10183313784730941,0.3021918250993244,0.03140778226862146,0.2529249624026397,0.33023276694125836,2.681960846248549,-0.1170802098558894,0.37614263050540153,0.0025870815383048254,2.4162437821812244,62
kpi_dos_batches,HGB,299,0.1700473268035136,0.05653655058671957,0.10342269691110739,0.23026024959105884,0.42613104082961095,0.05248770905043584,0.3647752014545128,0.48600076317029917,2.541326883662953,-0.11452819433297834,0.41608118657298987,0.0007697237632108191,2.5053703368476286,62
kpi_dos_batches,OLS_ganadores,299,0.07757853240465602,0.011549711010320214,0.059650569507299855,0.0899586344037665,0.2990171264393616,0.024551876661836274,0.26695786851024667,0.33491055195169583,2.6832446228469085,0.02040823558532212,0.5122761955125784,2.0787978363610714e-05,2.2634388744416523,62
