Batch,irf_Rfin,feo_Rfin,sio2_Rfin,al2o3_Rfin,cao_Rfin,acidos_Rfin,R08,R02,SDI4,SDI8,ln_feo_ret,ln_sn_dep,irf_F0,kpi,es_lockbox,kpi_next,irf_F0_next,lockbox_next
AP0035,0.2383787188457946,18.71623359656191,43.1001,13.2994,22.1152,56.399499999999996,0.8862437488427157,-1169.3130075561185,2.474793681295968,1.991740662685268,-0.12076325465267503,2.957846699906668,0.24863511478562203,72.33746690454569,False,64.53171549490077,0.25918221617861664,False
AP0036,0.20406198811560103,16.475169078699974,44.1003,13.6657,22.9701,57.766,0.7867257609972681,-2155.1979635141734,1.7461072026789832,0.7866049925183078,-0.23987555254016882,2.7056094128396584,0.25918221617861664,64.53171549490077,False,69.07773087261799,0.19825165410459644,False
AP0037,0.2226513789047431,17.74081734085415,44.3939,13.8517,21.4342,58.2456,0.8686151464507677,-1125.424731241832,2.054096096699858,1.4906756116633,-0.14085512125913946,2.6175165817364157,0.19825165410459644,69.07773087261799,False,70.54828998984121,0.2678995059776688,False
AP0038,0.23071368646746057,18.05034668815471,43.0436,13.1375,22.0559,56.1811,0.729842236327928,-3330.920918274569,1.7680712175324547,0.5083636862720291,-0.3149268828151064,3.0277787487928802,0.2678995059776688,70.54828998984121,False,67.8520960145846,0.2355635333150918,False
AP0039,0.1786248149614448,14.938714799892558,46.3709,13.9602,23.3007,60.3311,0.686743109790124,-3622.832096391223,1.5773264189160354,0.07414647041320688,-0.37579498712570714,3.080506367418864,0.2355635333150918,67.8520960145846,False,70.94745298054326,0.24351090794365987,False
AP0040,0.23268980106499496,18.436036207359656,42.616,13.3803,23.2338,55.9963,0.8367594135839482,-1923.4618482379972,1.274082302770684,0.5612075476548295,-0.17821868877896363,1.9869570578865385,0.24351090794365987,70.94745298054326,False,72.81941645167599,0.23958819773825155,False
AP0041,0.22476231955361708,17.882202524845553,41.7899,13.2865,24.4841,55.07640000000001,0.878398745871507,-1208.5178114462103,2.2921672302806613,1.7735486864014645,-0.12965463596979926,2.8107857741598585,0.23958819773825155,72.81941645167599,False,74.22791691922325,0.27630640126248496,False
AP0042,0.22809824208125834,18.25296876712329,43.6711,13.6957,22.6556,57.366800000000005,0.7678246053866274,-2581.528650694097,1.566712404375988,0.5099366030975387,-0.2641939503196123,2.623488205654437,0.27630640126248496,74.22791691922325,False,73.85536826897214,0.2808840069510334,False
AP0043,0.2362002219601679,18.376471748589847,42.9255,13.4496,21.4253,56.3751,0.8460288670794472,-1677.4260291263708,1.868073754450828,1.199266561991899,-0.16720179811473224,2.536880946909757,0.2808840069510334,73.85536826897214,False,68.36797693655916,0.24868236834549345,False
AP0044,0.20698454348292258,16.520968100993823,44.0288,13.7652,22.0234,57.794,0.7129723419693847,-3293.679898314458,1.4919476027650072,0.13869700121694484,-0.3383126503870156,2.8451982043130695,0.24868236834549345,68.36797693655916,False,70.620289548631,0.20484074110631564,False
AP0045,0.23104952472969076,17.718818372280417,41.6044,13.2476,21.8364,54.852,0.8613065722905899,-1462.5429332047845,1.602411152599469,1.0051920623895243,-0.1493047725524862,2.199630242809414,0.20484074110631564,70.620289548631,False,72.0754188691322,0.21237334756213083,False
AP0046,0.1858195898699933,15.325433510609722,45.1966,14.8232,22.455,60.0198,0.7592203574210539,-2493.521677176527,1.215167054436443,0.11331418347645528,-0.27546321773999694,2.3170199253964308,0.21237334756213083,72.0754188691322,False,68.62511041569327,0.20033030230143525,False
AP0047,0.16499877490740633,14.04807819500403,46.2542,14.7273,24.159,60.9815,0.6408620918759192,-3829.5841965201344,1.250424749639492,-0.5293392123121476,-0.4449409904879099,3.0301887115911317,0.20033030230143525,68.62511041569327,False,65.9167013299936,0.1808564775926677,False
AP0048,0.20534938820148255,16.614367230727908,43.2317,13.5622,24.1139,56.793899999999994,0.7737436858779796,-1912.9934943631904,1.769445389298905,0.7433869275676686,-0.2565146154328091,2.7955038510301415,0.1808564775926677,65.9167013299936,False,68.82755232596378,0.1877857351002222,False
AP0049,0.18035641507444788,15.078427547676602,45.6069,14.045,23.9516,59.651900000000005,0.7343482921983423,-2406.459209446786,1.7399903851487672,0.5049029836236074,-0.30877185038128996,2.975077786673927,0.1877857351002222,68.82755232596378,False,66.69978681150528,0.19896225685702404,False
AP0050,0.18110261174229292,15.248115498254094,47.0449,14.3662,22.7849,61.4111,0.7740506067788376,-1624.019952462345,1.509249122892477,0.48477702651398547,-0.25611802409462286,2.5337212192709684,0.19896225685702404,66.69978681150528,False,67.12126740583344,0.20167563181778003,False
AP0051,0.2366688408200862,18.19005943593876,40.6875,13.4215,22.7497,54.109,0.89866024784053,-1152.646325213047,1.7314257904225485,1.3040248374055732,-0.1068502382542438,2.1588267434395236,0.20167563181778003,67.12126740583344,False,76.92483109701323,0.29441556681159664,False
AP0052,0.2219520610049013,17.89583931238249,43.2794,13.4489,23.901,56.728300000000004,0.7051362542040415,-3967.003081538036,2.138927445710035,0.7414705398329637,-0.3493642264692678,3.536384351587106,0.29441556681159664,76.92483109701323,False,65.16159742922527,0.22823213139579676,False
AP0053,0.17186107063728323,14.853935149073326,47.0876,14.3253,25.017,61.4129,0.735350851541808,-2744.779952845341,2.315715920033006,1.086085741522468,-0.30740754462763453,3.5453460985435443,0.22823213139579676,65.16159742922527,False,70.42641897917086,0.24540079313355218,False
AP0054,0.17762839027799118,15.01963498254096,47.0026,14.229,23.3249,61.2316,0.6163280433876506,-259.97932239810143,1.1745474410327363,-0.7613562358859567,-0.48397591922967326,3.1104511179514294,0.24540079313355218,70.42641897917086,False,65.26264948798122,0.22867322856654493,False
AP0055,0.17653068202748232,15.16951099650819,45.9038,14.6134,25.4141,60.517199999999995,0.828635794296645,-1570.6124134359115,1.2935599952233314,0.5416617882302239,-0.1879745517482769,2.045458202216439,0.22867322856654493,65.26264948798122,False,65.00749152489105,0.19109183441435204,False
AP0056,0.18761752187804467,15.69375542304593,45.2213,13.8011,24.6252,59.0224,0.9230376438999442,-673.6097267532123,1.9034409757105766,1.5830999316279992,-0.08008526102064431,2.2237820197931537,0.19109183441435204,65.00749152489105,False,68.84337282400334,0.2150793977358536,False
AP0057,0.21422104596887764,17.2258356379264,42.9646,13.3664,24.0805,56.330999999999996,0.9913899601027614,-78.88489189176835,2.156830015245675,2.1222407335005204,-0.008647320436288769,2.1914192969908304,0.2150793977358536,68.84337282400334,False,69.92345372358601,0.20443957667880366,False
AP0058,0.23214717172694374,18.456234090787,42.4357,13.1816,23.885,55.6173,0.9142926374919969,-914.6116791269231,2.1040271058585205,1.7456087600125807,-0.08960458646148488,2.46244545170446,0.20443957667880366,69.92345372358601,False,71.1117321217387,0.24522934182916215,False
AP0059,0.1810211962803823,15.385769863013698,44.1756,13.5127,27.306,57.688300000000005,0.7200036240368314,-2840.541040376729,2.4349464632886857,1.1209503288878242,-0.32849903360021543,3.7489425976895476,0.24522934182916215,71.1117321217387,False,73.81007591438333,0.20352356137929656,False
AP0060,0.23358215081787945,18.592601966156323,41.455,12.941,25.2017,54.396,0.8965235949587672,-1028.0978325515916,2.4397117357257825,2.00278906648228,-0.10923066731087566,2.8766344049692854,0.20352356137929656,73.81007591438333,False,74.12864176403744,0.22319932001774334,False
AP0061,0.2037232896390925,16.75369403169487,44.6121,13.6931,23.9323,58.3052,0.7862350042560563,-2290.440102532644,1.6925346575617288,0.730536483010962,-0.24049954363769174,2.654532832112496,0.22319932001774334,74.12864176403744,False,60.59331542143988,0.21061176649051672,False
AP0062,0.18810493659568217,15.539762643029814,44.8558,13.7123,24.0441,58.5681,0.8227445527473801,-1693.9982902803167,2.3459474599962116,1.565509412125229,-0.19510951196774567,3.1263855078671945,0.21061176649051672,60.59331542143988,False,71.88788060959965,0.2337688342020391,False
AP0063,0.22421084084877893,17.473356196615633,41.6275,13.1615,23.1437,54.789,0.8640262190364029,-1473.252546085139,2.1993555718981344,1.614746913771864,-0.14615216453156757,2.7839642300244045,0.2337688342020391,71.88788060959965,False,68.33958031216245,0.22232953916488124,False
AP0064,0.1939633237710342,15.953754928820842,44.5981,13.9825,23.6708,58.580600000000004,0.7718202073947141,-2403.5180468894514,2.106875999636996,1.0708614074103266,-0.2590036480566673,3.142890591863665,0.22232953916488124,68.33958031216245,False,62.506838131807285,0.22112637219318107,False
AP0065,0.18862949168825943,15.608203878592533,44.1066,13.759,24.8797,57.8656,0.8333489226480507,-1514.702461130103,1.7141246906886614,0.9849132915235779,-0.18230284979127087,2.443336089853745,0.22112637219318107,62.506838131807285,False,74.42650379199918,0.2705670645085663,False
AP0066,0.2277683953912221,18.02397365565404,42.4356,12.9368,23.7605,55.3724,0.9200526817651092,-768.4162790101927,2.282863065626367,1.949565674465008,-0.0833243477903397,2.6161604567877257,0.2705670645085663,74.42650379199918,False,67.45633364604086,0.220203158262326,False
AP0067,0.19431208870843003,16.125629911361802,44.7434,13.4145,24.8304,58.1579,0.8351737088530851,-1544.4428173407778,1.7304884274802261,1.010026262628722,-0.180115541212876,2.45095059233173,0.220203158262326,67.45633364604086,False,64.37056071084467,0.2142520442588782,False
AP0068,0.1874281929391146,15.32221728713403,45.7962,13.4978,22.4558,59.294,0.720074546784424,-3225.613909105001,1.988918401720539,0.6753162611963259,-0.3284005351310533,3.302520542244752,0.2142520442588782,64.37056071084467,False,61.28607897234433,0.22765423782030947,False
AP0069,0.20527387512580478,16.540394090786997,43.3155,13.0962,24.1655,56.411699999999996,0.929973059929143,-646.614975178536,2.196647724545706,1.9062490802555596,-0.0725996610725366,2.4870463688358524,0.22765423782030947,61.28607897234433,False,68.40189663779786,0.16980013157328175,False
AP0070,0.18725547964628306,15.79513078699973,46.3581,13.8059,24.1867,60.164,0.8837482816738292,-1083.7711367916436,2.065155460229388,1.5708234357053668,-0.12358300613100533,2.5594874847534093,0.16980013157328175,68.40189663779786,False,57.02027857631483,0.21005070057416428,False
AP0071,0.21300751746710594,16.453041461187212,41.0664,13.3021,22.8731,54.3685,0.818464622357544,-2027.5596881683289,1.934127077952812,1.1328266554044715,-0.20032510563708514,2.7354275005011526,0.21005070057416428,57.02027857631483,False,68.78991355814203,0.16746567894891792,False
AP0072,0.21961337441215137,17.62799222132689,43.4661,13.2297,23.5725,56.6958,0.8502258186419029,-1739.97467607209,2.0579373995496413,1.4089242163854092,-0.16225329579105804,2.7069505827138736,0.16746567894891792,68.78991355814203,False,67.07364898153848,0.2232484978289969,False
AP0073,0.18521530311334866,15.641395304861671,45.7034,13.9805,24.7659,59.6839,0.7690601343845995,-2461.744172130632,1.7101882819807008,0.6598438244831706,-0.26258611437438256,2.760532739478231,0.2232484978289969,67.07364898153848,False,61.8489811448908,0.21531449700759736,False
AP0074,0.19199163826099336,16.374179661563254,46.4992,14.3465,24.4402,60.8457,0.7489223477750445,-2915.6497871217016,2.539277527521605,1.3827976260330281,-0.2891199753721442,3.6957574290101816,0.21531449700759736,61.8489811448908,False,67.05338260366518,0.2744143324394205,False
AP0075,0.21031446589315095,17.358472694063927,44.7618,13.5769,24.1971,58.3387,0.8380792391916002,-1809.8439400895256,2.061515285236659,1.3549447833868307,-0.17664262546245713,2.7680857870864877,0.2744143324394205,67.05338260366518,False,73.0125644963346,0.2531223884021916,False
AP0076,0.2159538431296977,17.595444039752884,44.3722,13.314,23.7916,57.6862,0.8910011286993668,-1162.1854800503625,2.13859777753415,1.676959438598387,-0.11540958473394075,2.600236116469913,0.2531223884021916,73.0125644963346,False,57.96378107353545,0.2214809655002295,False
AP0077,0.19945200911172004,16.511834026322855,44.7009,13.7115,24.3736,58.4124,0.7829188542007272,-2549.373146674843,1.7647063005759156,0.7858014092015637,-0.24472622284358794,2.7436111919502673,0.2214809655002295,57.96378107353545,False,69.46175275786955,0.2518002102462938,False
AP0078,0.24162092350368625,19.073748998119793,41.6797,13.46,23.8011,55.1397,0.9242694167506976,-887.0353769770882,2.3684098961210767,2.0534032030385942,-0.07875167327062058,2.683416589203559,0.2518002102462938,69.46175275786955,False,69.59159440477647,0.2454451261890439,False
AP0079,0.22760887434179408,18.316778640881008,43.5436,12.8462,24.085,56.389799999999994,0.8734378459175718,-1468.7550179571626,2.0984919733813276,1.5572187447528798,-0.135318307157112,2.6397652020097757,0.2454451261890439,69.59159440477647,False,66.00034666524354,0.22524226558153934,False
AP0080,0.19822279619235258,16.338672554391618,43.7134,13.3303,25.3821,57.0437,0.7056166595922411,-3643.6863810526174,1.9770772603259388,0.5823446041857054,-0.34868316403505834,3.371809916466172,0.22524226558153934,66.00034666524354,False,69.31476919887791,0.21901292240690218,False
AP0081,0.20126225545166324,16.509261047542303,44.5628,13.1774,24.2884,57.7402,0.7371213509204972,-3099.959731286899,2.0371740194546177,0.8171630390734328,-0.30500274509529623,3.2571849998358027,0.21901292240690218,69.31476919887791,False,67.37416963669861,0.2168504136574557,False
AP0082,0.18958304201588436,15.926738651625033,45.8479,13.5567,24.6047,59.4046,0.7259168337470768,-3161.9492089285995,1.7924397659740086,0.5111604668278225,-0.3203198247865465,3.0737190651201947,0.2168504136574557,67.37416963669861,False,66.68643359792155,0.20371484320822658,False
AP0083,0.18816911800205874,15.997366919151222,46.4935,13.9201,24.6023,60.413599999999995,0.7810485891741589,-2367.2406188206915,2.8385017503948573,1.8500300822898768,-0.24711791702624517,3.826973418499838,0.20371484320822658,66.68643359792155,False,63.66807038669051,0.19001623168659007,False
AP0084,0.18124798812903362,15.290569648133225,46.4065,13.6477,24.3085,60.0542,0.7902658424512424,-1661.5112776547403,2.3086285977337195,1.3670850749508494,-0.23538588069571753,3.2501721205165897,0.19001623168659007,63.66807038669051,False,67.82113835722257,0.2079370380002421,False
AP0085,0.2144387744306341,17.331585065807143,44.7704,12.9231,23.1295,57.6935,0.8545535205763384,-1514.0109127045234,2.378012466026762,1.7493078876481687,-0.15717614459464835,3.0067170444053555,0.2079370380002421,67.82113835722257,False,69.10137046783555,0.21635310563851495,False
AP0086,0.2042978110136354,16.558276293311845,44.5883,13.2911,23.1703,57.8794,0.7089281962998963,-3535.5545257738577,1.9071937748238479,0.5311896460602266,-0.34400103219090533,3.283197903587469,0.21635310563851495,69.10137046783555,False,63.23555160938662,0.19818082832751435,False
AP0087,0.22623750373326426,18.235987107171635,43.6231,13.1277,23.8547,56.7508,0.817355752178245,-2138.903696977961,2.2015465574234128,1.3948231905645394,-0.2016808417147184,3.0082699242822866,0.19818082832751435,63.23555160938662,False,69.49818852850008,0.21804893104336498,False
AP0088,0.23209138335514273,18.42304266451786,43.214,12.995,23.1694,56.208999999999996,0.8686735191331229,-1478.3109712237383,1.528373602045438,0.9652219160106053,-0.14078792150870817,2.0915252880802706,0.21804893104336498,69.49818852850008,False,71.00337900884242,0.24919235767863995,False
AP0089,0.24452024078707854,19.18657411764706,42.2536,12.9119,23.3007,55.165499999999994,0.7512771749061508,-3374.0917534434084,1.8790961343149355,0.7351736508471638,-0.2859806208669429,3.023018617782707,0.24919235767863995,71.00337900884242,False,71.35091344142262,0.23613844688929478,False
AP0090,0.2519704008666878,19.78234735428418,41.905,12.8702,23.7354,54.7752,0.8791499617288071,-1421.5015188384314,2.300234933973517,1.7850357702789972,-0.12879979092362998,2.815434097668037,0.23613844688929478,71.35091344142262,False,69.99098374086337,0.25825587634332386,False
AP0091,0.18618734737866216,15.816615159817351,48.0713,13.8972,22.9815,61.9685,0.7907051795658968,-2182.018624333814,1.595258928015343,0.6559385307412644,-0.2348300993185197,2.534579325289422,0.25825587634332386,69.99098374086337,False,64.26531004804194,0.21651787787579085,False
AP0092,0.20757901381436406,16.66865708299758,43.2364,13.1799,23.884,56.41630000000001,0.8131365452585482,-1951.25695189428,2.271792150267161,1.44436722551034,-0.2068562311892052,3.0992170750239816,0.21651787787579085,64.26531004804194,False,72.26241251796098,0.23652853644822114,False
AP0093,0.24489471839370566,19.2007255009401,42.9662,13.3985,22.0393,56.3647,0.9318250581234916,-777.6781464670203,2.5099441241057168,2.2275033729393945,-0.07061018779158057,2.792384875272039,0.23652853644822114,72.26241251796098,False,70.57812258923136,0.22718565389742074,False
AP0094,0.2398171526619796,18.940854644104213,43.2065,13.0279,22.746,56.2344,0.8703633954502458,-1537.8668879743343,2.360781425317808,1.8054035908204422,-0.13884445862434144,2.9161592598151738,0.22718565389742074,70.57812258923136,False,62.04554851238651,0.27495200909177464,False
AP0095,0.2392372227673635,18.75560017190438,41.9593,13.1581,23.2801,55.117399999999996,0.8573032871166197,-1644.9365323719758,2.8437691012890873,2.2279149851357407,-0.1539635290383366,3.4596232174424335,0.27495200909177464,62.04554851238651,False,67.9505495925716,0.25440008472109493,False
AP0096,0.22406060865295557,18.05536399677679,43.8433,12.9308,23.8084,56.7741,0.8718119755691444,-1428.8937715642114,2.4947253557408127,1.9459993450578499,-0.13718150267074064,3.043451366423775,0.25440008472109493,67.9505495925716,False,58.327159013340165,0.22034961123861863,False
AP0097,0.1878780279657682,15.714982497985496,46.7612,13.4158,23.4676,60.17700000000001,0.7336429835517115,-3108.079934582905,1.4532097501338748,0.2142786816193909,-0.30973276712862097,2.6921408186483586,0.22034961123861863,58.327159013340165,False,62.977905463743305,0.1383662921848246,False
AP0098,0.17626298021192863,15.20823432715552,47.8215,13.8399,24.6201,61.6614,0.7376279927343248,-2944.81352787998,1.7417044042272105,0.524441778803777,-0.3043156563558584,2.958967029650644,0.1383662921848246,62.977905463743305,False,68.24650370012404,0.27626922539962856,False
AP0099,0.2181347791935723,17.776195799086757,44.5968,12.9885,23.9065,57.585300000000004,0.7463105288863285,-3238.3248419579777,1.890514794132799,0.7200607668161014,-0.2926135068291744,3.060968821449497,0.27626922539962856,68.24650370012404,False,69.27353245216207,0.2245082522318557,False
AP0100,0.21540739872113773,17.506676271823796,44.3821,13.4899,23.4004,57.872,0.8826758736403229,-1261.037767725944,2.0558963922809546,1.5567075131355304,-0.12479721978635606,2.5550852714263788,0.2245082522318557,69.27353245216207,False,66.5706281446838,0.20535364095916425,False
AP0101,0.20160766706138097,16.11482340048348,44.0657,13.0523,22.8136,57.118,0.7823282705999086,-2546.7894840423032,1.7821532210897642,0.800229848508264,-0.24548084314537505,2.7640765936712643,0.20535364095916425,66.5706281446838,False,69.21493902604699,0.20960841339075018,False
AP0102,0.2067576639006339,17.25400975557346,46.1436,13.6881,23.6187,59.8317,0.7968968662885683,-2385.094796317668,2.2685209930338894,1.3604009491802178,-0.22703001096341796,3.1766410368875615,0.20960841339075018,69.21493902604699,False,70.27804856385265,0.2482325836292648,False
AP0103,0.2288571702926293,18.40155829170024,43.6416,13.1203,23.6444,56.7619,0.9075682611478384,-1023.865826250296,2.3257964877286237,1.93785050062366,-0.09698649677624087,2.713742474833587,0.2482325836292648,70.27804856385265,False,63.119763101629005,0.2290843034653687,False
AP0104,0.20946300130105808,17.403757120601664,45.7902,13.6402,23.6571,59.4304,0.8519899062427957,-1633.0031863448005,1.9505670228565848,1.3098446254331124,-0.1601805993558681,2.591289420280057,0.2290843034653687,63.119763101629005,False,69.0643554002944,0.2377431601904971,False
AP0105,0.24547410878237713,19.638517840451247,42.768,12.9691,24.2653,55.7371,0.7863087905586005,-2792.0045404199554,2.0494610177573223,1.0878382161676985,-0.24040570039740594,3.011083819346946,0.2377431601904971,69.0643554002944,False,67.6954478007303,0.24445442421306568,False
