Batch,fecha_batch,es_lockbox,st_R01_sn_ext,n_R01_sn_ext,st_R02_feo_ret,n_R02_feo_ret,st_R03_sn_net_l03,n_R03_sn_net_l03,st_R04_sn_net_l06,n_R04_sn_net_l06,st_R05_sn_net_l10,n_R05_sn_net_l10,st_R06_frac_sn,n_R06_frac_sn,st_R07_kapp_sn,n_R07_kapp_sn,st_R08_feo_ret_frac,n_R08_feo_ret_frac,st_R09_selectividad,n_R09_selectividad,st_R10_log_selectividad,n_R10_log_selectividad,st_R11_util_carbon,n_R11_util_carbon,st_R12_d_avance,n_R12_d_avance,st_R13_sn_residual,n_R13_sn_residual,st_R14_log_sn_feo_next,n_R14_log_sn_feo_next,st_R15_d_log_sn_feo,n_R15_d_log_sn_feo,st_R16_feo_por_sn_disp,n_R16_feo_por_sn_disp,st_R17_dT,n_R17_dT,st_R18_T_ventana,n_R18_T_ventana,st_R19_T_gas_bhf,n_R19_T_gas_bhf,st_R20_fe_metalizado_por_sn,n_R20_fe_metalizado_por_sn,st_F01_sn_ext,n_F01_sn_ext,st_F02_frac_sn_ext,n_F02_frac_sn_ext,st_F03_feo_formado,n_F03_feo_formado,st_F04_feo_ret_por_fe,n_F04_feo_ret_por_fe,st_F05_ley_feo_next,n_F05_ley_feo_next,st_F06_B2_ventana,n_F06_B2_ventana,st_F07_T_media,n_F07_T_media,st_F08_T_ventana,n_F08_T_ventana,st_F09_T_gas_bhf,n_F09_T_gas_bhf,st_F10_irf_next,n_F10_irf_next,st_F11_log_sn_feo_next,n_F11_log_sn_feo_next,st_F12_d_log_sn_feo,n_F12_d_log_sn_feo,st_F13_masa_por_carga,n_F13_masa_por_carga,st_F14_sn_ret_por_c,n_F14_sn_ret_por_c,st_F15_dT,n_F15_dT,st_F16_sn_ret_frac,n_F16_sn_ret_frac,st_R21_ln_feo_ret,n_R21_ln_feo_ret,st_R22_sdi,n_R22_sdi,rendimiento_proxy_batch,f_metal,f_dross,f_polvo,recuperacion_real_pct,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,idx_cronologico,st_FE01_frac_fe_retenido_oxido,n_FE01_frac_fe_retenido_oxido,st_FE02_frac_fe_metalizado_implicito,n_FE02_frac_fe_metalizado_implicito,st_FE03_fe_metalizado_implicito_kg,n_FE03_fe_metalizado_implicito_kg,st_FE04_pureza_feo_fe_total,n_FE04_pureza_feo_fe_total,st_SB01_sn_metal_eq_l06_R,n_SB01_sn_metal_eq_l06_R,st_SB02_sn_metal_eq_l15_R,n_SB02_sn_metal_eq_l15_R,st_SB03_sn_metal_eq_l06_F,n_SB03_sn_metal_eq_l06_F,st_SB04_sn_metal_eq_l15_F,n_SB04_sn_metal_eq_l15_F,st_MX01_nbo_t_F,n_MX01_nbo_t_F,st_MX02_nbo_t_R,n_MX02_nbo_t_R,st_MX03_feo_sio2_F,n_MX03_feo_sio2_F,st_MX04_feo_sio2_R,n_MX04_feo_sio2_R,st_MX05_al2o3_sobre_mod_R,n_MX05_al2o3_sobre_mod_R,st_MX06_irf_twmean_R,n_MX06_irf_twmean_R,st_MX07_irf_inicio_R,n_MX07_irf_inicio_R,st_MX08_indice_fluidez_R,n_MX08_indice_fluidez_R,st_TH01_sobrecal_resid_R,n_TH01_sobrecal_resid_R,st_TH02_sobrecal_resid_F,n_TH02_sobrecal_resid_F,st_TH03_sobrecal_ventana_R,n_TH03_sobrecal_ventana_R,st_PV01_T_precuchilla_R,n_PV01_T_precuchilla_R,st_PV02_T_precuchilla_F,n_PV02_T_precuchilla_F,st_PV03_delta_T_gas_R,n_PV03_delta_T_gas_R,st_PV04_gas_total_por_carga_R,n_PV04_gas_total_por_carga_R,st_PV05_gas_total_por_carga_F,n_PV05_gas_total_por_carga_F,st_PV06_fume_intensidad_R,n_PV06_fume_intensidad_R,st_PV07_fume_intensidad_F,n_PV07_fume_intensidad_F,st_PV08_tiro_ventana_R,n_PV08_tiro_ventana_R,st_CP02_sdi_fusion_log,n_CP02_sdi_fusion_log,st_CP03_sdi_beta_irf,n_CP03_sdi_beta_irf,st_CP01_sdi_heel2b,n_CP01_sdi_heel2b
AP0179,2026-06-19 06:26:00,False,14249.067272565284,4,-2317.104296983145,4,13546.31829920341,4,12843.56932584154,4,11906.570694692375,4,0.9255576834541819,4,0.029414688615369278,4,0.8266412350460454,4,5.956432240475146,3,1.784471684464403,3,0.9992027981659942,4,0.2901613933550607,4,-1146.1029964536604,4,2.265958322172752,4,2.3686934165154816,4,-0.12330509653318653,3,-65.10375827317716,4,-65.72761581445097,4,-189.8280722080976,4,-0.037078812250003264,4,-30927.85395878723,6,-0.6992921296972634,6,12411.999357266595,6,0.42837746512795444,6,17.50165896320172,6,-0.9432486972307542,6,-1134.6395398140355,6,-83.06203660656124,6,-195.79653159419337,6,0.2695187615508906,6,0.10273509434272965,6,-0.35823696679984485,6,0.6073721779160203,6,1.0585408468028312,6,-3.316092698232069,6,0.3052505828012365,6,-0.1903844930216454,4,0.6552329793206733,4,70.13008619595749,0.7013008619595749,0.08084889313818,0.2178502449022451,77.76140270509424,38.18668,4.4023200000000005,11.862209276000002,49.107498928254735,38.36008214,263.6208320708202,0.46185181229395766,19.81029336206969,1134.3852173735752,179,0.3329817318087887,6,-0.6670182681912113,6,-19326.484210838407,6,1.0,4,0.2618501242175234,4,0.2193842297452441,4,0.7908396472520539,6,1.0210493864310468,6,1.1566544161654744,6,1.2056276888523472,4,0.4727967453920659,6,0.4461450916292152,4,-0.32091142901451714,4,0.2447911511781225,4,0.2472129856987853,4,0.11357977186777767,4,58.143531925924435,4,33.07304448715828,6,-58.143531925924435,4,-190.59709044708603,4,-196.2059832650262,6,-0.7690182389884114,4,-9.493434754529236,4,-0.49034022309633624,6,-7.759425130677355e-06,4,-3.12951646048195e-05,6,-2.435183163953097,4,-1.0996676499395939,6,0.8944079652425887,4,0.5739753325944839,2
AP0180,2026-06-19 14:49:00,False,13726.006665738832,3,-3576.6584214898485,3,12653.009139291878,3,11580.011612844923,3,10149.348244248984,3,0.9451868921057671,3,0.038564865508400485,3,0.7066207609918757,3,3.8376621550629646,3,1.3448633674115822,3,0.9831032658886133,3,0.2837582549249651,3,-800.5429396476046,3,2.3759220825024463,3,2.5451037501752465,3,-0.16509340570714684,3,-155.8518321763479,4,-33.26171646340773,4,-196.90106307628542,4,-0.057477192248882536,3,-30535.508641906818,6,-0.6946346764161828,6,11296.32960348315,6,0.3926171920816472,6,16.686153338705346,6,-0.88311234806052,6,-1099.2843469154204,6,-47.70684370794601,6,-197.7209755304928,6,0.2646541547704297,6,0.16918166767280018,6,0.04332644310184852,6,0.5906707364306467,6,1.0005485318234875,6,57.95952822104846,6,0.2988193737439652,6,-0.34726116295478987,3,-0.5802467164178626,3,70.57977974260392,0.7057977974260392,0.11890940982783,0.17529279274613077,72.99196359687046,35.33292,5.952719999999999,8.775326652,48.40658924473009,38.36008214000001,263.6208320708202,0.4531998968615053,18.953413545268507,1090.6484145260479,180,0.30518494365290894,6,-0.6948150563470913,6,-19991.12633948857,6,0.9999999999999999,3,0.23922387000454925,3,0.17272481213731258,3,0.7722354469047069,6,0.9826451983416598,6,1.231243214046083,6,1.1972914579099867,3,0.4847582139907891,6,0.39144009864553064,3,-0.32416114729998763,3,0.21166655823139205,3,0.229095605522398,3,0.08195355823139204,3,-29.178839209872677,3,-9.73503635253887,6,-57.11881825427161,3,-197.48602152979652,4,-198.16088789222886,6,-0.5849584535110894,4,-59.941902102871495,4,-0.47579467601698067,6,-2.2141887008374217e-06,4,-1.867981820807488e-05,6,-6.173037438131503,4,-1.186837313511837,6,-0.39443706545166035,3,0.037493131451405315,2
AP0181,2026-06-19 22:41:00,False,11387.022698315197,4,-3229.713960706764,4,10418.108510103168,4,9449.194321891138,4,8157.308737608433,4,0.9577297341766567,4,0.033097385036744344,4,0.7237911473031446,4,3.5257062504146206,4,1.260080770923456,4,0.8069108180161507,4,0.23666711047177874,4,-507.10428912031756,4,2.814777762308318,4,2.820999179702884,4,-0.18838487999131817,4,-90.18814853848266,4,-48.63585733547729,4,-187.58420024671054,4,-0.05217482575509304,4,-32873.85909933099,6,-0.7534920086496683,6,10815.659708047617,6,0.38179417030187474,6,16.74211562718238,6,-0.91047365993753,6,-1118.7899692128726,6,-67.21246600539804,6,-197.2039261068134,6,0.24201327908501022,6,0.006221417394566053,6,-0.1357315247132287,6,0.5674460598597364,6,0.828370001948016,6,102.06646654033375,6,0.2451412622929062,6,-0.32325239878782763,4,-0.08827240938756409,4,61.566424845284466,0.6156642484528446,0.1453188528826246,0.23901689866453069,61.56346671990152,29.62736,6.99312,11.502112914000001,48.12490520522037,38.36008214,263.6208320708202,0.45670944659426144,18.589637112376256,1103.1531964353567,181,0.2967721095778102,6,-0.7032278904221899,6,-19921.397841147857,6,1.0,4,0.19634728175768196,4,0.1359473172852163,4,0.8201230662362051,6,1.0229303497852726,6,1.1236408714603752,6,1.207090985327495,4,0.4387070946057475,6,0.4001907182140793,4,-0.32360580414370993,4,0.21519965134979657,4,0.23798102609011956,4,0.08563128292874397,4,26.34496893554816,4,12.795739064982874,6,-44.47421010127415,4,-189.14423394454153,4,-197.56600841175427,6,-1.5600336978310048,4,-45.18473168420188,4,-0.4933705373422759,6,-5.801617185781702e-06,4,-2.7985661012696633e-05,6,-5.267716134995023,4,-1.2147907425295765,6,0.10279918209477978,4,-0.33425956290271336,2
AP0182,2026-06-20 06:49:00,False,1742.574014253641,3,-2097.747954015689,4,1283.7525940997564,3,824.9311739458716,3,213.16928040735866,3,0.9350422273007585,4,0.026761461120188984,4,0.8322424646664422,4,0.8220192150210075,2,-0.1959915082612048,2,0.38710718726387244,3,0.02564776395807942,3,-1385.6988427444544,4,2.0162639018429562,4,2.5460375775205932,4,-0.09337363194853841,3,-52.94636708710982,4,-56.07986040832071,4,-187.35631995107613,4,-0.029054687149020444,4,-43179.54947690737,6,-0.6782877932476362,6,11671.977051077713,6,0.2108320025186555,6,14.912856363147998,6,-0.9630839457219853,6,-1163.7807314217557,6,-112.20322821428151,6,-185.64905366680134,6,0.25059875687750904,6,0.529773675677637,6,0.6215432441831563,6,0.4711620681437777,6,1.541032005703234,6,50.20745443243891,6,0.3129984044630912,6,-0.18363145673868314,4,0.893354466872445,4,72.27615768788192,0.7227615768788193,0.11605401201245291,0.1611844111087278,51.248115490032504,34.8194,5.59096,7.76513952,67.94279100228026,38.36008214,263.6208320708202,0.4019354658627292,23.10062057670409,1152.8315055411304,182,0.1638816488593942,6,-0.8361183511406057,6,-46288.770632127096,6,1.0,4,0.01604332700065013,3,0.0016368184239271934,3,0.7395157085616751,6,0.8943189338499615,6,1.02705024153874,6,1.288934056866654,4,0.442607302457113,6,0.4593331513169814,4,-0.30405027085439884,4,0.24560894098479955,4,0.25762275576536015,4,0.12114931353381916,4,51.12551827336137,4,92.95906502267653,6,-51.12551827336137,4,-188.84164279114967,4,-185.67175715443366,6,-1.4853228400735274,4,-78.43014229602868,4,-0.33902432998363896,6,-6.310614500639743e-06,4,-5.1474448480540955e-05,6,-2.1591560349460424,4,-1.8086107649713983,6,1.1315088012072314,4,0.40254102874244047,2
AP0183,2026-06-20 15:50:00,False,15862.6234857381,4,-3787.6399763428744,4,14724.420321817679,4,13586.217157897257,4,12068.612939336695,4,0.9208513618492854,4,0.027979991126324832,4,0.7095371530759635,4,6.0381850646185455,2,1.7981034808014555,2,1.1327490141203969,3,0.32449128451718956,4,-1430.3410913398973,4,1.8669673721791766,4,2.1190968005164117,4,-0.15648630253963322,3,-83.17596234262282,4,-26.38554892059144,4,-194.40650575811213,4,-0.06030852605100027,4,-28413.916676894016,6,-0.6456434894775834,6,12161.935833245529,6,0.40883675720266177,6,16.703392296535053,6,-0.9300976809459627,6,-1144.6533707231677,6,-93.0758675156931,6,-199.21655898818068,6,0.2584760176244078,6,0.25212942833723506,6,-0.04732928326963792,6,0.6397155670160461,6,1.1302790639397147,6,-50.08293790624748,6,0.3465436808154323,6,-0.34314241860017325,4,-0.9691849668851472,4,61.809401595145594,0.618094015951456,0.1642205216386546,0.2176854624098895,62.83809539396241,30.74848,8.16952,10.829253988,48.93286438301942,38.9181859,263.6208320708202,0.44811847392746146,19.90862612264185,1147.4508942160394,183,0.3177925603527455,6,-0.6822074396472545,6,-20294.073269541655,6,0.9999999999999998,4,0.2777282644555008,4,0.20806391879149497,4,0.7375380403438905,6,0.9635995792629626,6,1.1128904396774706,6,1.2485318617666963,4,0.46418297590726715,6,0.4463360211157734,4,-0.31838832252318655,4,0.23827117755476088,4,0.24935288101291428,4,0.10811171164566998,4,-26.219623131973666,4,62.895398531489285,6,-47.57363468910892,4,-195.61673459139737,4,-200.212891966432,6,-1.2102288332852473,4,-10.792801989340775,4,-0.4778470275794616,6,-1.52662736765734e-06,4,-3.841808042926212e-05,6,-4.989686150033655,4,-1.1463564349938586,6,-0.7595392810406344,4,-0.0379152500063511,2
AP0184,2026-06-21 01:28:00,False,10299.017271019866,4,-2245.429336523295,4,9625.388470062877,4,8951.759669105888,4,8053.58793449657,4,0.9404895261071201,4,0.03314887902864037,4,0.8019283527245809,4,4.586658374636863,4,1.5231517359801185,4,0.7233060887905232,4,0.21168417629320888,4,-651.7159655228066,4,2.635433639750259,4,2.5637698275446055,4,-0.1517287738015522,4,-69.20629613728579,4,-119.71475427318258,4,-194.55738957722983,4,-0.03587444442971252,4,-34075.55332533955,6,-0.7764236233570141,6,10475.828175831486,6,0.3508198786781808,6,17.413663088906794,6,-0.8611621424682321,6,-1139.0181034107222,6,-87.440600203248,6,-196.540670490951,6,0.2569432850084517,6,-0.07166381220565343,6,0.07909736674658507,6,0.5312287840294958,6,0.7564788503500763,6,92.1366246947382,6,0.21868316812870645,6,-0.22073601086118547,4,0.577145729793936,4,64.8089817681888,0.648089817681888,0.12493108104011452,0.22697910127799747,63.659007961804875,30.97192,5.9704,10.847228848,48.652847399983074,38.9181859,261.78818904751733,0.4512114942532387,19.553089416979347,1126.0121094344145,184,0.27269550866854586,6,-0.7273044913314541,6,-21718.03066407224,6,0.9999999999999998,4,0.18399251323385035,4,0.1424556554574303,4,0.8364190867560415,6,1.0318045964778022,6,1.2913505766783575,6,1.289637973055613,4,0.4717066198104034,6,0.44252256036389537,4,-0.30032587890527007,4,0.23657229187188356,4,0.2527792627627587,4,0.11298535139569307,4,98.12831926432682,4,22.983084683795695,6,-98.12831926432682,4,-195.99562218075707,4,-197.91331262382673,6,-1.4382326035272546,4,-13.176259736024319,4,-0.49414682688010897,6,-1.4143740765778775e-05,4,-3.873693626247913e-05,6,-3.5339228731264685,4,-1.299399459128542,6,0.786288022995137,4,-0.19601961854560562,2
AP0185,2026-06-21 09:29:00,False,12650.402299124164,4,-3137.958817813047,4,11547.767772010786,4,10445.133244897404,4,8974.953875412899,4,0.920849319981174,4,0.029810891946623886,4,0.7366600058115198,4,4.301580782144373,2,1.4589825788969661,2,0.9690506986089049,2,0.25582546978777315,4,-1087.6714665595543,4,2.0882139016261942,4,2.2282970003988893,4,-0.22558512723594698,3,-100.73833591392713,4,-19.774574209616237,4,-195.030056403665,4,-0.057775388751925935,4,-32327.219791169187,6,-0.7176693670205447,6,11030.215742458777,6,0.3699651729402978,6,16.188539242546334,6,-0.9184925712472902,6,-1152.757681420255,6,-101.18017821278056,6,-192.13248388356175,6,0.23939752214584506,6,0.1400830987726951,6,0.028552983188184555,6,0.583654476685152,6,1.032715754848705,6,-2.2541829864137526,6,0.27737684149139125,6,-0.305628815064141,4,-0.5223623351783799,4,67.10540922287353,0.6710540922287355,0.18770765227533354,0.14123825549593105,63.88967238343151,31.59324,8.83728,6.649499876000001,49.44968227477258,38.9181859,261.78818904751733,0.4480431891685704,19.050482073005682,1151.265008893234,185,0.2875773214583115,6,-0.7124226785416886,6,-21240.312383142278,6,0.9999999999999999,4,0.2177491646681335,4,0.1606373126578623,4,0.7880577898764293,6,0.9889342192631512,6,1.122239903802082,6,1.1549228153383757,4,0.42797386037504187,6,0.3704586975486183,4,-0.33299533029044054,4,0.20163584306672053,4,0.21283623106584199,4,0.06906101953730875,4,-25.02167052928981,4,26.33983839507721,6,-25.02167052928981,4,-196.98883469525506,4,-194.08272078941607,6,-1.958778291590067,4,-179.96006684472118,4,-0.48849982488356686,6,-2.7527366183939165e-06,4,-4.2574339901060446e-05,6,-10.114304549654072,4,-1.2462635107009183,6,-0.3373171977562032,4,0.027391697307778018,2
AP0186,2026-06-21 17:19:00,False,8902.556329009863,4,-1521.2912630881783,4,8386.84799539283,4,7871.139661775796,4,7183.528550286421,4,0.9474229491097041,4,0.033654616902402054,4,0.8530461226485536,4,1.172692463776785,3,0.15930235607793164,3,0.6514662464664547,4,0.18400450182366446,4,-494.06393777968435,4,2.883344669977783,4,2.7017007748522244,4,-0.3868133450032328,3,-74.57444016794648,4,-69.20149902191558,4,-193.6925946403952,4,-0.02761784416542139,4,-35721.52734647989,6,-0.8249782759604322,6,9345.969326926392,6,0.4328607715505565,5,16.82303580983078,6,-0.8134776227323253,6,-1132.5566051491228,6,-80.97910194164842,6,-196.32690331595285,6,0.24076934694628435,6,-0.18164389512555879,6,-0.22826626075812761,6,0.6909276438632721,5,0.5842617292167361,6,53.24872733994107,6,0.181288281432692,6,-0.1589416618519499,4,1.2712258181846754,4,73.01234197969465,0.7301234197969464,0.11849258364246386,0.1513839965605897,71.29062728116087,34.492079999999994,5.597759999999999,7.1515976320000005,48.38234886609675,38.918185900000005,261.78818904751733,0.44570946401784656,19.718074876705483,1125.7608332906032,186,0.2443336292567114,6,-0.7556663707432888,6,-22468.02983274339,6,0.9999999999999999,4,0.16513835641319352,4,0.13683956214488174,4,0.8679233920969246,6,1.0445646758644185,6,1.3373135892406467,6,1.2171044487969702,4,0.4538866354191834,6,0.40888887789568873,4,-0.31618423915152677,4,0.22107042519905049,4,0.23951142461796138,4,0.09487336637552107,4,46.2230081716651,4,11.905460625320078,6,-53.44705798049724,4,-195.66440609202667,4,-198.14422209603447,6,-1.971811451631443,4,-6.86501886209983,4,-0.494699998883685,6,-7.0710614613486555e-06,4,-3.046754530802354e-05,6,-5.035974320685851,4,-1.4092206546181703,6,1.4592334051852416,4,0.37443174150314773,2
AP0187,2026-06-22 01:16:00,False,14179.228054497196,4,-2909.7621314201315,4,13306.299415071155,4,12433.370775645119,4,11269.465923077065,4,0.9302858330863187,4,0.029983982160452047,4,0.7638059912943186,4,6.257753488700472,3,1.8338212530838802,3,1.0019615473468664,3,0.2783025787367265,4,-1062.7491909800476,4,2.1808724897823537,4,2.3091810056390805,4,-0.1454442295591606,4,-83.87171942795112,4,-97.2885174028945,4,-192.6939363701399,4,-0.04439299464798321,4,-32440.22342857212,6,-0.71174494392231,6,11610.617702813024,6,0.3701065622122881,6,16.66376842331453,6,-0.9111376995471043,6,-1160.0838026227407,6,-108.50629941526638,6,-193.6563048790241,6,0.24821246148906503,6,0.12830851585672676,6,-0.07405633581846116,6,0.5816013986462731,6,0.9773812299028699,6,90.14612402764942,6,0.28173436831978815,6,-0.26944146015979586,4,-0.11579213579908287,4,64.03645857564088,0.6403645857564088,0.1233817526181193,0.236253661625472,68.24507003553833,34.770399999999995,6.69936,12.82805842,50.949321294407724,38.9181859,260.1628198054785,0.43055311584543804,19.539524506361442,1144.6515021371779,187,0.28768722463595053,6,-0.7123127753640496,6,-22345.973197951367,6,0.9999999999999999,4,0.24403408052875916,4,0.19263426102683454,4,0.792677330721925,6,1.0028737788915953,6,1.1537397202595454,6,1.2158349504395427,4,0.44603712093583786,6,0.4114933875936635,4,-0.31369622807043457,4,0.22403592321975555,4,0.23717776303901064,4,0.0984747604290579,4,72.74734886288299,4,46.249292102806656,6,-72.74734886288299,4,-194.56391179284384,4,-195.68265030521087,6,-1.8699754227039491,4,-4.605220461631899,4,-0.49165629182445353,6,-1.1414639695751197e-05,4,-5.1246796584331446e-05,6,-2.5755291934932054,4,-1.245881414568896,6,0.0888779034602124,4,0.5777168411927962,2
AP0188,2026-06-22 09:27:00,False,11949.830883304081,4,-2519.8318479820064,4,11112.283944788129,4,10274.737006272178,4,9158.007754917573,4,0.898873454497227,4,0.02683317230104567,4,0.7817798167657467,4,4.475668278474257,2,1.4986556765492134,2,0.9254665523185803,3,0.23771926522772394,4,-1347.5714568761819,4,1.9019566894462137,4,2.034637503267228,4,-0.17209939708665797,3,-39.82667646014761,4,-37.012804068709634,4,-194.1186227237477,4,-0.04316886193445825,4,-16196.017360549577,4,-0.631998526993366,4,6931.247714762048,4,0.39897250125924444,4,16.255308041901692,5,-0.879808048456326,5,-1140.303113742928,6,-88.72561053545344,6,-195.58564123828796,6,0.24286955726864246,5,0.13268081382101427,5,0.03727524685787387,4,0.6426183937499416,4,1.195118473808153,4,3.106518016512382,6,0.2628682869491007,4,-0.24618214232165392,4,-0.18100177762765657,4,72.62896642012767,0.7262896642012766,0.10413796974478494,0.16957236605393855,77.84680425210846,39.13532,5.611360000000001,9.137220500000002,50.272224243476295,38.9181859,260.1628198054785,0.44886256153283294,19.40101904114167,1138.610815239008,188,0.31012498375400177,4,-0.6898750162459982,4,-11985.023064833873,4,1.0,4,0.2076282068595639,4,0.16251684174072095,4,0.40579353057503476,4,0.5301570302406411,4,1.2088960195917042,5,1.150713946728303,4,0.44271161627943256,5,0.38511199965895343,4,-0.33267346092181366,4,0.21127437488402454,4,0.21578721103796009,4,0.07902784547225984,4,7.084328878938991,4,0.614959742282335,5,-9.526744860647154,4,-196.64763057933135,4,-197.2949429017162,6,-2.529007855583648,4,-46.98399693502251,4,-0.4910544296406582,6,-3.837545682894637e-06,4,-3.57900853645258e-05,6,-7.788240749947939,4,-1.1707798893554962,4,0.005065448962902286,4,-0.14839695671336972,2
AP0189,2026-06-22 17:30:00,False,6867.818595715525,4,-1460.9399842114071,4,6080.255399349759,4,5292.6922029839925,4,4242.60794116297,4,0.9330620243170976,4,0.02996111731198301,4,0.8741258466066811,4,2.3006205771056765,3,0.8331789026741803,3,0.5028002485621339,4,0.1416659194609471,4,-496.1663803640237,4,3.017865746879567,4,2.4121640470789925,4,-0.2740961358143549,3,-72.54925101239724,4,-44.49328509027691,4,-186.41091847139245,4,-0.04209041564042869,4,-37861.79115077467,6,-0.8759329231889318,6,10496.958424529847,6,0.35813401163337777,6,18.394096653236637,6,-0.7525696017288003,6,-1112.6777231676717,6,-61.10021996019737,6,-197.33158826585358,6,0.2795412934945766,6,-0.6057016998005746,6,-0.4721958647653084,6,0.5120907330510387,6,0.4099867522473917,6,36.37317330160249,6,0.13345410479940986,6,-0.13453092443956344,4,1.2013857271229214,4,72.57204105498306,0.7257204105498306,0.11076384299909155,0.16351574645107797,72.69863885317751,35.2506,5.38016,7.942491472,48.4886657523152,38.9181859,260.1628198054785,0.45104418734629254,19.225997885727708,1108.9374279198087,189,0.27838085128425455,6,-0.7216191487157454,6,-21150.759091175452,6,0.9999999999999999,4,0.12355989822018591,4,0.09644333468126266,4,0.9305029662304193,6,1.1295680156571732,6,1.5347529040936425,6,1.3467395323962532,4,0.5460116971048127,6,0.45642301148279657,4,-0.29365569225325056,4,0.23933806206723815,4,0.23654029140650412,4,0.1149092973613558,4,17.61851455481633,4,11.958910229473963,6,-22.578447751085804,4,-188.29190063476562,4,-199.05355269617314,6,-1.8809821633731607,4,-4.955839319334909,4,-0.4909251321331859,6,-4.791859524746527e-06,4,-2.218855592416716e-05,6,-4.328182900221325,4,-1.2787651341939719,6,1.4217624603237415,4,0.5101919747476324,2
AP0190,2026-06-23 01:25:00,False,10654.423944046828,3,-2954.3456355780363,3,9768.120253373416,3,8881.816562700005,3,7700.078308468791,3,0.943396466018104,3,0.038137599954905115,3,0.7737228656730499,3,3.6063566211548648,3,1.2826980164954118,3,0.7519659012663844,3,0.2127510943093765,3,-640.5581027714536,3,2.7581458789363515,3,2.6037784724226074,3,-0.2124884095412789,3,-95.38231735593627,4,-49.34074886962677,4,-192.50647444952102,4,-0.045855037841684945,3,-35380.569746580964,6,-0.774329600031832,6,12135.890924142284,6,0.3691097223605051,6,18.267892044050495,6,-0.8609429243978299,6,-1121.9027083358003,6,-70.32520512832576,6,-195.3809541545034,6,0.274782826484036,6,-0.15436740651374414,6,-0.1064943916589729,6,0.5666717275504158,6,0.7477875565190824,6,15.577660553880378,6,0.22388019329820016,6,-0.2565415241952763,3,0.29490475466512023,3,67.47735364116184,0.6747735364116184,0.07747257609514883,0.24775388749323263,74.92127868008386,37.52616,4.30848,13.778329352000004,50.08745267180749,39.011745600000005,259.53462293396666,0.4424681869683352,18.854805466141237,1119.6571244642348,190,0.2869123718782697,6,-0.7130876281217303,6,-23445.477455585526,6,1.0,3,0.17732617829253822,3,0.12424080600494247,3,0.8536468186478815,6,1.0721964744540895,6,1.2641604835286095,6,1.2949035670671438,3,0.5156022840415944,6,0.4590515839485922,3,-0.3074374421836641,3,0.2429960553711473,3,0.26245123876521936,3,0.11471965537114731,3,43.08571169140518,3,53.291435185632295,6,-45.436939288339104,3,-194.4345777602423,4,-196.9811532078678,6,-1.928103310721261,4,-48.65908507602553,4,-0.4788292086003536,6,-5.143041142795899e-06,4,-2.7553230526798956e-05,6,-5.011010373475072,4,-1.24857843430948,6,0.5126756659642225,3,0.7481452408940208,2
AP0191,2026-06-23 09:32:00,False,11886.53144541844,4,-3283.288962421804,4,10870.411468715902,4,9854.291492013363,4,8499.464856409975,4,0.9703286220310355,4,0.040912134262997425,4,0.7306710364644275,4,3.428658498229642,3,1.2321690762871556,3,0.8615684813641336,4,0.22603050630069157,4,-364.0827603951433,4,3.197249520626867,4,3.163739473317186,4,-0.23986904867259778,3,-75.34274665019029,4,-40.39778488577218,4,-193.5636126349954,4,-0.050063312468386384,4,-37609.24361092053,6,-0.7785765101731849,6,11347.409604300698,6,0.3359949884993769,6,17.418937695406928,6,-0.8621688552452887,6,-1089.1127495256778,6,-37.535246318203434,6,-197.45998948457225,6,0.2589137104122795,6,-0.03351004730968121,6,-0.2929627118886291,6,0.5209868181015833,6,0.7643319994770268,6,61.5872638177093,6,0.22615102192276815,6,-0.3137919390375952,4,0.33961202197882945,4,70.41753166784619,0.7041753166784619,0.16344195678198742,0.13238272653955063,66.91714333045738,35.1918,8.16816,6.615946804,52.590111066475295,39.011745600000005,259.53462293396666,0.4312983744394003,19.523458036794686,1077.8927077988496,191,0.2611719855902748,6,-0.7388280144097251,6,-24952.110577848325,6,0.9999999999999999,4,0.18856317027797426,4,0.132374658668929,4,0.8520826040285868,6,1.047996381059544,6,1.264430424513205,6,1.3063277065177228,4,0.4798327836518253,6,0.45503074406773275,4,-0.30540146432770177,4,0.23949946415933013,4,0.2534699515764896,4,0.1125113465122713,4,29.064524303451517,4,-6.3088247499638435,6,-38.69938942671377,4,-196.3108522302964,4,-199.3407927254178,6,-2.747239595301006,4,-12.260693889351872,4,-0.48222366766312613,6,-4.3591006967856005e-06,4,-1.8051819036914767e-05,6,-5.254272103466235,4,-1.3425761400490164,6,0.5363789260940135,4,0.31725838832197484,2
