Batch,fecha_batch,es_lockbox,st_R01_sn_ext,n_R01_sn_ext,st_R02_feo_ret,n_R02_feo_ret,st_R03_sn_net_l03,n_R03_sn_net_l03,st_R04_sn_net_l06,n_R04_sn_net_l06,st_R05_sn_net_l10,n_R05_sn_net_l10,st_R06_frac_sn,n_R06_frac_sn,st_R07_kapp_sn,n_R07_kapp_sn,st_R08_feo_ret_frac,n_R08_feo_ret_frac,st_R09_selectividad,n_R09_selectividad,st_R10_log_selectividad,n_R10_log_selectividad,st_R11_util_carbon,n_R11_util_carbon,st_R12_d_avance,n_R12_d_avance,st_R13_sn_residual,n_R13_sn_residual,st_R14_log_sn_feo_next,n_R14_log_sn_feo_next,st_R15_d_log_sn_feo,n_R15_d_log_sn_feo,st_R16_feo_por_sn_disp,n_R16_feo_por_sn_disp,st_R17_dT,n_R17_dT,st_R18_T_ventana,n_R18_T_ventana,st_R19_T_gas_bhf,n_R19_T_gas_bhf,st_R20_fe_metalizado_por_sn,n_R20_fe_metalizado_por_sn,st_F01_sn_ext,n_F01_sn_ext,st_F02_frac_sn_ext,n_F02_frac_sn_ext,st_F03_feo_formado,n_F03_feo_formado,st_F04_feo_ret_por_fe,n_F04_feo_ret_por_fe,st_F05_ley_feo_next,n_F05_ley_feo_next,st_F06_B2_ventana,n_F06_B2_ventana,st_F07_T_media,n_F07_T_media,st_F08_T_ventana,n_F08_T_ventana,st_F09_T_gas_bhf,n_F09_T_gas_bhf,st_F10_irf_next,n_F10_irf_next,st_F11_log_sn_feo_next,n_F11_log_sn_feo_next,st_F12_d_log_sn_feo,n_F12_d_log_sn_feo,st_F13_masa_por_carga,n_F13_masa_por_carga,st_F14_sn_ret_por_c,n_F14_sn_ret_por_c,st_F15_dT,n_F15_dT,st_F16_sn_ret_frac,n_F16_sn_ret_frac,st_R21_ln_feo_ret,n_R21_ln_feo_ret,st_R22_sdi,n_R22_sdi,rendimiento_proxy_batch,f_metal,f_dross,f_polvo,recuperacion_real_pct,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,idx_cronologico,st_FE01_frac_fe_retenido_oxido,n_FE01_frac_fe_retenido_oxido,st_FE02_frac_fe_metalizado_implicito,n_FE02_frac_fe_metalizado_implicito,st_FE03_fe_metalizado_implicito_kg,n_FE03_fe_metalizado_implicito_kg,st_FE04_pureza_feo_fe_total,n_FE04_pureza_feo_fe_total,st_SB01_sn_metal_eq_l06_R,n_SB01_sn_metal_eq_l06_R,st_SB02_sn_metal_eq_l15_R,n_SB02_sn_metal_eq_l15_R,st_SB03_sn_metal_eq_l06_F,n_SB03_sn_metal_eq_l06_F,st_SB04_sn_metal_eq_l15_F,n_SB04_sn_metal_eq_l15_F,st_MX01_nbo_t_F,n_MX01_nbo_t_F,st_MX02_nbo_t_R,n_MX02_nbo_t_R,st_MX03_feo_sio2_F,n_MX03_feo_sio2_F,st_MX04_feo_sio2_R,n_MX04_feo_sio2_R,st_MX05_al2o3_sobre_mod_R,n_MX05_al2o3_sobre_mod_R,st_MX06_irf_twmean_R,n_MX06_irf_twmean_R,st_MX07_irf_inicio_R,n_MX07_irf_inicio_R,st_MX08_indice_fluidez_R,n_MX08_indice_fluidez_R,st_TH01_sobrecal_resid_R,n_TH01_sobrecal_resid_R,st_TH02_sobrecal_resid_F,n_TH02_sobrecal_resid_F,st_TH03_sobrecal_ventana_R,n_TH03_sobrecal_ventana_R,st_PV01_T_precuchilla_R,n_PV01_T_precuchilla_R,st_PV02_T_precuchilla_F,n_PV02_T_precuchilla_F,st_PV03_delta_T_gas_R,n_PV03_delta_T_gas_R,st_PV04_gas_total_por_carga_R,n_PV04_gas_total_por_carga_R,st_PV05_gas_total_por_carga_F,n_PV05_gas_total_por_carga_F,st_PV06_fume_intensidad_R,n_PV06_fume_intensidad_R,st_PV07_fume_intensidad_F,n_PV07_fume_intensidad_F,st_PV08_tiro_ventana_R,n_PV08_tiro_ventana_R,st_CP02_sdi_fusion_log,n_CP02_sdi_fusion_log,st_CP03_sdi_beta_irf,n_CP03_sdi_beta_irf,st_CP01_sdi_heel2b,n_CP01_sdi_heel2b
AP0011,2026-04-25 08:29:00,False,464.30670696955235,4,8.198174085964284e-22,4,464.30670696955235,4,464.30670696955235,4,464.30670696955235,4,,0,,0,,0,,0,,0,0.028993885270704838,4,0.009823321245736117,4,-8.387333373410651e-22,4,2.5191071487640215,4,1.9190683326739362,4,-1.3188126069867124e-24,1,-11.632671217123743,4,-133.82989543124086,4,-185.9960917154948,4,-1.0932477091276646e-26,4,-42668.29354931221,6,-1.0,6,9.07454198846362e-21,6,4.156340946176201e-25,6,18.37003930163846,6,-0.8713276442601904,6,-1212.5477947685222,6,-160.97029156104782,6,-185.7422089540869,6,0.25814902209422713,6,-0.6000388160900854,6,-0.5000427124073377,6,4.468707715643364e-25,6,0.0,6,-47.29150305762437,6,1.1251211010533603e-25,6,,0,,0,65.4900480917299,0.654900480917299,0.16972232057438782,0.1753771985083131,62.5415150064371,29.56072,7.66088,7.916128344,47.26575618924079,42.415478561836736,299.99971591319826,0.5845469354728394,25.43614016061114,1217.5851416267694,11,3.230761930560797e-25,6,-1.0,6,-21833.00673832382,6,,0,0.009823321245736115,4,0.009823321245736115,4,0.9116874374900569,6,0.9116874374900569,6,1.2369688262896519,6,1.299397290255102,4,0.47837273676114644,6,0.4580660088253017,4,-0.31470456536666835,4,0.23881913768968738,4,0.23239653351970582,4,0.10666002657857625,4,130.58420599561887,4,114.0445325585868,6,-130.58420599561887,4,-191.59878387451172,4,-190.21208460528152,6,-5.602692159016933,4,-12.565916517729299,4,-0.4687861831913813,6,-1.616001343186951e-05,4,-8.805476281308019e-05,6,-5.113856078455689,4,-56.39190932362019,6,,0,,0
AP0012,2026-04-25 15:58:00,False,265.56606454141325,3,-0.0020927047900642162,3,265.5654112147988,3,265.5647578881844,3,265.56388678603184,3,,0,,0,,0,,0,,0,0.01709316976000923,3,0.005411206958834857,3,-0.0003967832077588841,3,2.811588200681489,3,3.00871007785458,3,,0,-34.720262648225344,4,-79.10990754174358,4,-188.46118977864583,4,-3.4492482556732155e-08,3,-43853.526472263766,6,-0.9999997585596756,6,0.00869371683262221,6,9.038305620211005e-07,3,16.959789632017188,6,-0.889533692418828,6,-1181.0121260337817,6,-129.43462282630728,6,-189.6167143677636,6,0.25462893875793563,6,0.1971218771730907,6,0.049849256230444006,6,1.1233995402221138e-06,3,8.190600548717561e-07,6,-46.05341783271501,6,2.1691638026332172e-07,6,,0,,0,74.17638638591971,0.7417638638591971,0.08719618006526553,0.17103995607553726,67.11446843772984,32.937799999999996,3.8719200000000003,7.594977511999999,49.077048163706095,42.415478561836736,299.99971591319826,0.5954572472179075,25.934385787613834,1185.7754967705264,12,2.941889622240917e-07,6,-0.9999997058110379,6,-22970.623286143058,6,,0,0.005411181374085413,3,0.005411142996995073,3,0.8984263670455449,6,0.8984265273427369,6,1.2009108514822322,6,1.1701947434698374,3,0.4658348636679234,6,0.4228611687170459,3,-0.33606963880149004,3,0.23107537144097365,3,0.25797603799373076,3,0.09965317144097367,3,88.49243179672335,3,87.99717306848648,6,-88.49243179672335,3,-193.75929751925997,4,-193.95489005219164,6,-5.298107740614139,4,-22.479463676649335,4,-0.46483651605604714,6,-7.495880758458573e-06,4,-5.8738527586927575e-05,6,-10.660624104161414,4,-15.039043547415956,6,,0,,0
AP0013,2026-04-25 23:58:00,False,321.27066828668507,4,0.3333997570598368,4,321.25367094582987,4,321.2366736049747,4,321.2140104838345,4,0.9990030704199695,1,,0,,0,,0,,0,0.020088026099042103,4,0.0066643656199489275,4,-0.04173146019827141,4,2.078086956079078,4,2.4747246110117462,4,,0,-63.9534210071165,4,-80.72250546285723,4,-184.80783179498488,4,-9.135665649998114e-07,4,-43950.10636262732,6,-1.0,6,4.930135549624398e-22,6,2.185952707371128e-26,6,16.443650088638194,6,-0.9284006679752731,6,-1185.3064475875774,6,-133.72894438010323,6,-193.93141642938392,6,0.265117109134001,6,0.3966376549326682,6,0.0417349415561179,6,2.613837411094718e-26,6,0.0,6,-2.039302042136569,6,1.6185564597648542e-26,6,,0,,0,64.58338515029256,0.6458338515029256,0.1667433657228333,0.18742278277424107,66.82905218109707,32.21652,8.31776,9.349323848000001,48.207357352155604,42.41547856183673,299.99971591319826,0.5966909974090269,24.735687578591122,1184.6326861353325,13,1.6991610843374623e-26,6,-1.0,6,-22553.715517265155,6,,0,0.006668498872331287,4,0.006674723228899142,4,0.9178061459514332,6,0.9178061459514332,6,1.110185851119924,6,1.193616101499128,4,0.48175226580254277,6,0.45692786312626477,4,-0.33397311859597084,4,0.2482731274225735,4,0.2621608223690108,4,0.11842592312149824,4,113.04398649909255,4,109.54220891067948,6,-113.04398649909255,4,-188.5487574095367,4,-198.39069912228246,6,-3.740925614551829,4,-19.98541665325358,4,-0.45177046953916317,6,-8.339293615155573e-06,4,-6.0042215501051024e-05,6,-12.368453304758212,4,-59.33707776838574,6,,0,,0
AP0014,2026-04-26 08:14:00,False,212.93598269102142,3,2.019275156378292,3,212.88572054123128,3,212.83545839144114,3,212.76844219172094,3,0.9916356670788947,1,,0,,0,,0,,0,0.014227669938691272,3,0.004325700517030547,3,-0.5105636858948538,3,2.986560324185864,3,2.655875634973989,3,,0,14.528245636886822,4,-133.75079753480574,4,-188.56148604508286,4,-2.6455770861266448e-06,3,-44925.707434515716,6,-0.9998705049002964,6,8.098769475792244,6,0.0003606014889938143,6,18.560568380338438,6,-0.8584583731030859,6,-1183.530773334483,6,-131.95327012700884,6,-190.30185878676855,6,0.27444891399836513,6,-0.3306846892118749,6,-0.5512867342826504,6,0.00037540123195061413,6,0.0004518366536209434,6,12.79965998919397,6,0.00011869898259927413,6,,0,,0,72.27735907223597,0.7227735907223597,0.11257718678359688,0.16464922249404343,65.23930703730998,32.1146,5.002079999999999,7.31576802,49.22584475281727,42.415478561836736,299.99971591319826,0.5985012946595948,24.610046892420687,1181.1546700934723,14,0.0002802988440629637,6,-0.9997197011559372,6,-22452.761974614958,6,,0,0.004350307218904404,3,0.004387225785764273,3,0.9166095783588839,6,0.916758275987208,6,1.3092333682899633,6,1.3396493453399696,3,0.5105354786629231,6,0.47948882605143356,3,-0.30009810984536,3,0.2527240165771687,3,0.2651380639830019,3,0.12348608324383538,3,116.4264700327058,3,101.28776802194605,6,-116.4264700327058,3,-194.39605863801725,4,-193.3609572544994,6,-5.834572592934411,4,-28.819704194350034,4,-0.4870337378421418,6,-1.6279285654355473e-05,4,-6.47172885324656e-05,6,-9.505462480680345,4,-8.179654223730099,6,,0,,0
AP0015,2026-04-26 16:09:00,False,837.3148035609775,4,17.874748168550305,4,836.4412257686892,4,835.567647976401,4,834.4028775866833,4,0.9922622712293834,1,,0,,0,2.7021902099423944,1,0.9940626330419674,1,0.05955443046026487,3,0.017279556599143184,4,-2.104180574920037,4,2.214893371950291,4,2.243301000735858,4,,0,-34.32213196631619,4,-108.44472147508337,4,-186.94021318223741,4,-4.671085604861981e-05,4,-43513.58286835734,6,-0.9999668893751286,6,1.4004555360346052,6,7.602007597774452e-05,5,18.33118732205211,6,-0.83147319749307,6,-1212.5085748476197,6,-160.93107164014518,6,-193.61796057216245,6,0.28150376422864226,6,0.028407628785566796,6,0.07446955856251725,6,8.24904693551135e-05,5,0.00011242763279962467,6,-55.02281606120573,6,3.0257034559484498e-05,6,,0,,0,76.89084849130701,0.7689084849130702,0.10379917208483966,0.1272923430020902,72.91202180378602,35.33096,4.76952,5.8490194440000005,48.45697475661744,42.415478561836736,299.99971591319826,0.5948458038544704,25.530496880455836,1220.8147506373807,15,4.729356478289098e-05,6,-0.9999527064352174,6,-23016.565826508777,6,,0,0.017500879011154047,4,0.017832869884139742,4,0.9138038653680876,6,0.9138303340060872,6,1.3834709250010744,6,1.2950714206119267,4,0.5304132303068879,6,0.47323970184746966,4,-0.3089663620838548,4,0.25207319680410584,4,0.2736931547040539,4,0.1224985301374392,4,104.8238374041978,4,135.87357344836542,6,-104.8238374041978,4,-192.1184721083868,4,-197.60195017214176,6,-5.178258926149394,4,-7.1911705974129,4,-0.4594093130308682,6,-1.1523758105111735e-05,4,-9.039826334405949e-05,6,-7.354838709677419,4,-9.959136322823849,6,,0,,0
AP0016,2026-04-27 00:15:00,False,372.3834479994697,3,20.7578295401885,3,372.3834479994697,3,372.3834479994697,3,372.3834479994697,3,0.9945817208168499,1,,0,,0,,0,,0,0.03719697398887562,2,0.008183338924384328,3,-1.3265584698849573,3,3.2290760731920316,3,3.142718213102299,3,,0,-18.840888655923663,4,-104.38379355016514,4,-187.9303948296441,4,0.0,3,-41330.3567342967,6,-0.9997171982527777,6,12.746144006511743,6,0.0006111376095011685,5,17.761915766854685,6,-0.7587167798084276,6,-1199.5802645407196,6,-148.0027613332451,6,-187.22304030427716,6,0.26357331499482384,6,-0.08635786008973279,6,-0.6329340225325182,6,0.0008143519719018144,5,0.0009187471162858208,6,-73.30740743091906,6,0.0002589829892403682,6,,0,,0,73.18325133927344,0.7318325133927344,0.08946414597431734,0.17870334063294818,66.78697420687666,30.46036,3.72368,7.4379970680000005,45.60823478190104,35.28891372434783,299.99971591319826,0.5970903544691247,27.16582313106195,1213.967825541538,16,0.00040634569121171483,6,-0.9995936543087883,6,-24372.520447233837,6,,0,0.008437909240817628,3,0.008847529272715537,3,0.9156861974272267,6,0.915940305516639,6,1.4693863658465725,6,1.362867847324525,3,0.5183872123598282,6,0.46486557771992465,3,-0.3000037221247921,3,0.24067428329033635,3,0.2526475369394215,3,0.1095994166236697,3,76.55114600547664,3,117.89724520933402,6,-76.55114600547664,3,-192.37789442274305,4,-192.08318781153775,6,-4.4474995930989625,4,-12.297967831210665,4,-0.4779053329298505,6,-1.1000315125795861e-05,4,-8.38335029399306e-05,6,-3.331447806409609,4,-7.808306304459239,6,,0,,0
AP0017,2026-04-27 08:28:00,False,558.4579295666945,4,-0.010747686839202561,4,558.454481047527,4,558.4510325283595,4,558.4464345028027,4,0.9999607196512506,1,,0,,0,,0,,0,0.027450069762194978,4,0.012783281580150668,4,-0.007780119365717525,4,2.500401212895624,4,2.69987226634428,4,-1.1071616100143594e-05,1,-10.694677511017062,4,-86.3873599200897,4,-188.7850308227539,4,-2.045299690204574e-07,4,-39782.90479850059,6,-0.9999967606388115,6,0.10556697911782961,6,6.811220208261496e-06,4,17.0495865914585,6,-0.8454830147036893,6,-1162.2177394548394,6,-110.6402362473651,6,-187.91331839482777,6,0.27044462795844254,6,0.19947105344865612,6,0.527912344122643,6,7.970946156295237e-06,5,1.1073100751549245e-05,6,-85.14054990760292,6,2.9881003476047874e-06,6,,0,,0,70.17902842181307,0.7017902842181307,0.0684778123402213,0.22973190344164787,76.05963970331315,33.22788,3.24224,10.877186948,43.68661241311744,35.28891372434783,299.99971591319826,0.6203817618078514,26.949812532220683,1178.4788045030607,17,3.4494921312425264e-06,6,-0.9999965505078686,6,-23788.39977667975,6,,0,0.012783126228091543,4,0.012782904812018723,4,0.9224335452379157,6,0.9224357482075439,6,1.3136622391939692,6,1.3588330052594537,4,0.5085026869712338,6,0.4926574213870611,4,-0.3008534456037033,4,0.25691841840774104,4,0.2688816693913283,4,0.12694566840774102,4,80.89069837880771,4,81.3336704823079,6,-80.89069837880771,4,-193.52813735961914,4,-192.1423203370752,6,-4.743106536865234,4,-11.495294366391967,4,-0.5069774200517885,6,-9.32602043289617e-06,4,-5.040330284743597e-05,6,-10.012700986248035,4,-12.577283546092715,6,,0,,0
AP0018,2026-04-27 16:47:00,False,67.29246632137907,4,-1.144120383079023e-23,4,67.29246632137907,4,67.29246632137907,4,67.29246632137907,4,,0,,0,,0,,0,,0,0.004120512958864047,4,0.0015257410471210865,4,-2.2898355415160285e-22,4,3.2580202469336204,4,3.4020417703360826,4,,0,-11.23001333080515,4,-62.44890987266212,4,-194.83695305011892,4,-4.338405585008119e-27,4,-40431.40696845534,6,-1.0,6,5.629644528504236e-21,6,2.2594955059467985e-25,6,16.983589685737307,6,-0.8877094411558142,6,-1148.880802615529,6,-97.30329940805461,6,-194.66546072086817,6,0.2667418928033753,6,0.14402152340246221,6,0.16599666859774453,6,2.8929651352152144e-25,6,0.0,6,-85.20093040417828,6,1.564240055627662e-25,6,,0,,0,70.14778707534529,0.701477870753453,0.1386899097774707,0.15983221946907644,71.01005050924203,31.31884,6.19208,7.13601942,44.10479893395347,35.28891372434783,299.99971591319826,0.6366461095576702,27.173553958104428,1162.8325151548602,18,1.7563265760480896e-25,6,-1.0,6,-24915.493364281952,6,,0,0.0015257402357087926,4,0.0015257402357087926,4,0.9181129952980589,6,0.9181129952980589,6,1.2404177559457958,6,1.1896170268221795,4,0.4868520312957705,6,0.4246457421291811,4,-0.32886053428564627,4,0.23138895115192556,4,0.24913887258633213,4,0.09996489559637001,4,57.37428651556398,4,57.29944262020329,6,-57.37428651556398,4,-198.8167021009657,4,-198.7856704282089,6,-3.979749050846809,4,-75.46844237009583,4,-0.4808934223455657,6,-5.876040693692082e-06,4,-3.886437684582023e-05,6,-2.0,4,-57.0014028696815,6,,0,,0
AP0019,2026-04-28 00:59:00,False,598.201466422018,4,4.381171963115168e-22,4,598.201466422018,4,598.201466422018,4,598.201466422018,4,,0,,0,,0,,0,,0,0.037115825826418175,4,0.013709245854653796,4,-2.133797063613621e-22,4,3.3064803665587434,4,3.1648024974153253,4,,0,-17.515280647314057,4,-55.05073772607519,4,-182.90632797073533,4,-1.9575241081042758e-27,4,-39418.66749250886,6,-1.0,6,4.98433074221656e-21,6,2.271988562532779e-25,6,17.292990384098843,6,-0.8591043842940065,6,-1169.6096874933444,6,-118.03218428587004,6,-189.31359359953137,6,0.2470518959861201,6,-0.14167786914341818,6,-0.48708943162984175,6,2.528705783008314e-25,6,0.0,6,-104.23965211908808,6,1.0855295861789967e-25,6,,0,,0,68.85542078251675,0.6885542078251674,0.09437178171045839,0.2170740104643743,70.74325481605581,30.8798,4.2323200000000005,9.735184176,43.65052199010718,35.28891372434783,299.99971591319826,0.6203017455709027,25.119522998098997,1190.4465858385224,19,1.7660375434920528e-25,6,-1.0,6,-21938.185888841366,6,,0,0.013704337065146495,4,0.013704337065146495,4,0.9155991364233838,6,0.9155991364233838,6,1.2586035704349088,6,1.2103125113337412,4,0.4581397915042572,6,0.4184102355824422,4,-0.32602093284841915,4,0.22547351058125203,4,0.24140741772933227,4,0.09386663146037293,4,42.04966614930877,4,72.21350880568097,6,-42.04966614930877,4,-185.7925822499034,4,-192.05616177452936,6,-2.886254279168105,4,-9.994140314886998,4,-0.4827115754218271,6,-5.285860436297214e-06,4,-6.062899573684557e-05,6,-2.7627254027423565,4,-56.995888963839825,6,,0,,0
AP0020,2026-04-28 08:52:00,False,159.05736105053478,4,6.338127549795581e-22,4,159.05736105053478,4,159.05736105053478,4,159.05736105053478,4,,0,,0,,0,,0,,0,0.009644360135965781,4,0.003721159028439074,4,-4.791954341423836e-22,4,2.615179872077172,4,2.648311559005183,4,-3.912991548550948e-25,1,22.57908669582389,4,-58.76130622598938,4,-194.1965118408203,4,-1.561804207489822e-27,4,-38892.99316400409,6,-1.0,6,5.486904014216841e-21,6,2.368286735127029e-25,6,17.280768734891215,6,-0.9006020781230418,6,-1124.6401557524855,6,-73.06265254501105,6,-189.8613154451612,6,0.2595473853399982,6,0.03313168692801094,6,0.2715587271399964,6,2.8621365669640084e-25,6,0.0,6,-83.79336050367237,6,1.4361732533421643e-25,6,,0,,0,71.49362988104966,0.7149362988104967,0.07676869893964335,0.20829500224986,71.32181111876965,30.48584,3.2735199999999995,8.881977487999999,42.74406317196997,35.28891372434783,299.99971591319826,0.6196261540791163,25.606002980611702,1139.1142490748966,20,1.8408909960910993e-25,6,-1.0,6,-23168.2419735486,6,,0,0.003721156793414972,4,0.003721156793414972,4,0.9133025210021538,6,0.9133025210021538,6,1.2014467859028066,6,1.2337774243310682,4,0.4707860997567499,6,0.45206482302021445,4,-0.3243301978518108,4,0.2431296182401859,4,0.2448248953558136,4,0.10968284046240814,4,60.62946329191041,4,34.39973318447263,6,-60.62946329191041,4,-197.04487999810112,4,-192.1557731628418,6,-2.848368157280815,4,-35.041450686235336,4,-0.4974086487970285,6,-5.468331929390701e-06,4,-2.7664280453158907e-05,6,-2.397585506670342,4,-56.95437763342912,6,,0,,0
AP0021,2026-04-28 17:01:00,False,12610.624590476475,4,-2089.4117757182976,4,11753.007231424168,4,10895.38987237186,4,9751.900060302116,4,0.9297887501036814,4,0.029303874507345413,4,0.8246054515901878,4,3.992452220577391,2,1.3844056337410928,2,0.8454384173356149,3,0.2868927347570071,4,-956.4868272833783,4,2.329237874215747,4,2.4444984581234293,4,-0.18940478129883245,2,-0.1348884660233125,4,-61.08693169677834,4,-193.05072360568576,4,-0.05055382457684477,4,-27698.57786013452,6,-0.6872167537073508,6,11044.418331481129,6,0.36074016344894666,6,17.15263439161966,6,-0.9208239329806955,6,-1166.8184729620066,6,-115.24096975453224,6,-190.10017202871816,6,0.2555609019336159,6,0.11526058390768279,6,0.24695780782094312,6,0.6221558321868448,6,1.0012894965600643,6,-100.37403354993171,6,0.3054357217056992,6,-0.19285024753765762,4,0.708846230284511,4,71.54015202378017,0.7154015202378016,0.10428212462251149,0.18031635513968697,68.30979644844187,30.033079999999998,4.37784,7.569812708,43.96599252446615,35.28891372434783,299.99971591319826,0.48620184977987424,23.483715197983013,1184.0442043784049,21,0.2804066369885645,6,-0.7195933630114356,6,-22031.06538975778,6,1.0,4,0.25831277478213593,4,0.2155417490376352,4,0.7842748463690845,6,1.0113869094280072,6,1.1137433921769562,6,1.289430320854915,4,0.46623849238149195,6,0.45346495749788446,4,-0.3188884835904939,4,0.23806224240628843,4,0.2435595724454281,4,0.10623768685073288,4,62.32503543143976,4,92.58563385034155,6,-62.32503543143976,4,-197.2235416351803,4,-193.3014035260236,6,-4.172818029494504,4,-30.108543601947556,4,-0.5127586056325177,6,-5.83271470759052e-06,4,-5.6706051335083864e-05,6,-4.103640162192132,4,-1.271514454385119,6,0.9466955204389652,4,,0
AP0022,2026-04-29 00:38:00,False,8580.86177200089,4,-2177.1571227504974,4,7927.153820156856,4,7273.445868312823,4,6401.835265854112,4,0.9484173538649896,4,0.03257934502606743,4,0.804004595710023,4,3.7065518364443477,3,1.310102020297931,3,0.5343868073390039,4,0.1905499060482465,4,-466.8854833927471,4,2.9512049963489457,4,2.7139907585838037,4,-0.19955139415815443,3,25.799464687055206,4,-89.5618612137993,4,-192.05626746283636,4,-0.03761256508077906,4,-33007.22449106486,6,-0.8053328669297167,6,10259.65497997922,6,0.32549507670417627,6,17.467052398603276,6,-0.8982215074492382,6,-1158.6522835086987,6,-107.07478030122437,6,-188.24268479861774,6,0.2513711523232841,6,-0.23721423776514206,6,-0.15784966781754495,6,0.553173147242535,6,0.6524679038641422,6,-72.58527186984088,6,0.19582003720036187,6,-0.21815029376226464,4,0.7506381147234218,4,57.762105962367876,0.5776210596236788,0.15524928539727031,0.2671296549790508,64.27199374552181,28.94332,7.7791999999999994,13.38527908,45.032553548281115,35.28891372434783,299.99971591319826,0.49703650706909375,24.369313803896905,1173.838405441427,22,0.2530103078690597,6,-0.7469896921309404,6,-23545.23021504741,6,1.0,4,0.16154019537335923,4,0.11802852978738138,4,0.875205876699435,6,1.0815581911647436,6,1.1834819500124574,6,1.1611884942485666,4,0.4575113781248893,6,0.3997179797591844,4,-0.33538785961537887,4,0.22003926512972735,4,0.22055143587038115,4,0.08766437624083848,4,74.98824381305528,4,55.265408092170794,6,-74.98824381305528,4,-196.59014061821833,4,-191.8753429394548,6,-4.533873155381945,4,-19.500798421358574,4,-0.5527974463949988,6,-8.894007737766369e-06,4,-4.9701455321578954e-05,6,-4.8130403330862706,4,-1.3743250485191192,6,0.9577969930276166,4,0.7297421725039663,2
AP0023,2026-04-29 09:40:00,False,3829.5554968784636,4,-358.1778951462329,4,3461.3177200467508,4,3093.079943215039,4,2602.0962407727566,4,0.9055760260142112,4,0.02613666500289477,4,0.9637844558971845,4,0.8851114798797955,2,-0.12204167594138295,2,0.2497370823750194,3,0.08844668518557981,4,-401.05481547461454,4,3.168310916256358,4,2.315412247420541,4,-0.5329418525948308,2,28.73817277980106,4,-122.57494656738899,4,-192.53103671603733,4,-0.022035892295303578,4,-36020.675806685205,6,-0.9101847635042729,6,8880.911075595563,6,0.31293571374226103,6,18.547188890679557,6,-0.7156740143841137,6,-1162.5239907714927,6,-110.94648756401821,6,-190.38184475368922,6,0.2509734494889049,6,-0.8528986688358167,6,-0.4289568152519281,6,0.4731474043504113,6,0.31611402791725945,6,-51.47993558490384,6,0.0973788622338587,6,-0.03688760283998849,4,1.9834238218606446,4,73.71980227073506,0.7371980227073506,0.07479701333866365,0.18800496395398575,73.9551102010859,32.02248,3.24904,8.166578059999999,43.299888152326496,34.73982860413044,299.99971591319826,0.493087396639473,21.814879929650484,1170.6939436827236,23,0.24324779987106185,6,-0.7567522001289382,6,-21476.132957907237,6,0.9999999999999999,4,0.08347940177292375,4,0.07603457640761183,4,0.95529490891233,6,1.1399537675443971,6,1.5296734546865924,6,1.3290096386818016,4,0.5035577167507747,6,0.4404613015876327,4,-0.3047657988444519,4,0.23014877885109455,4,0.2444271587914603,4,0.09994777885109457,4,91.82501147175468,4,75.3274553856463,6,-91.82501147175468,4,-196.65027364095053,4,-194.04002176920574,6,-4.119236924913197,4,-336.5449580658927,4,-0.5234978810425127,6,-1.3789363443848147e-05,4,-4.474595815063449e-05,6,-11.229258004318165,4,-1.4136746026802076,6,2.2057778627729894,4,1.3670309682920332,2
AP0024,2026-04-29 17:18:00,False,14458.212550373682,3,-1756.3901321293652,4,13966.428231993474,3,13474.643913613267,3,12818.931489106322,3,0.9286107521459115,4,0.028971293777416102,4,0.8548286311448673,4,8.819849684102222,3,2.177004827254677,3,1.3223827762335445,3,0.3217208096087029,3,-1036.1827887858135,4,2.300703194811222,4,2.4505621784235014,4,-0.0819772636326131,4,14.013531684179497,4,-118.5892151320887,4,-192.44537982940673,4,-0.030379295685889547,4,-27445.921162028055,6,-0.6726457276081133,6,11179.595719865918,6,0.3733640399242142,6,17.21271344614558,6,-0.8648476100926495,6,-1218.4147550682314,6,-166.8372518607571,6,-195.35213962499645,6,0.2780527012760879,6,0.14985898361227923,6,0.42546816774768326,6,0.6268247333914663,6,1.0863350370885223,6,-61.89769000261526,6,0.31591955105198466,6,-0.15685426154394808,4,1.0388738245279687,4,69.97752808840514,0.6997752808840514,0.09847890920794468,0.20174580990800395,67.2198616368222,30.20948,4.25136,8.709418832,44.94130047933872,34.73982860413044,299.99971591319826,0.5033261970245505,24.186200162264576,1230.4594276320875,24,0.29021929193207147,6,-0.7097807080679285,6,-21252.880613704205,6,1.0,4,0.2998276367148763,3,0.2669991929581385,3,0.7676991230524043,6,0.9938624403053856,6,1.3022530014089957,6,1.2441793797922047,4,0.5154340356268853,6,0.4576763119217304,4,-0.32025194391795103,4,0.24647550485079656,4,0.25009070866786615,4,0.11612572707301876,4,125.52394769732415,4,135.74362483363888,6,-125.52394769732415,4,-195.5530766805013,4,-197.94717816339022,6,-3.107696851094567,4,-12.989071582521799,4,-0.5143481670226991,6,-1.369716836022959e-05,4,-0.00011094408625453013,6,-3.818149954533289,4,-1.2371184626848586,6,1.2813751206597312,4,1.5111488231943067,2
